,biomass,gas,hard_coal,hydro,other_fossil,solar,wind_onshore,ES -> PT,demand,PT -> ES,mismatch
7818,193.00411582343887,3087.158310310648,1769.2043950481896,2945.480785372335,112.53531518231858,0.0,1455.4970782630705,0.0,7617.0,1945.88,9.094947017729282e-13
7819,189.5,3318.0,1755.1,3106.4,108.0,0.0,1261.2,0.0,7631.380000000001,2106.82,-4.547473508864641e-13
7820,193.5,2865.8,1755.1,2785.6,112.4,0.0,1254.7,0.0,7524.030000000002,1443.07,-1.1368683772161603e-12
7821,191.8,2764.2,1755.4,1990.1,111.5,0.0,1206.0,0.0,7184.38,834.62,-1.1368683772161603e-13
7822,192.5,2640.7,1755.8,1484.9,112.5,0.0,1196.1,0.0,6708.55,673.95,-2.2737367544323206e-13
7823,193.7,2027.7,1756.3,1225.0,115.4,0.0,1083.6,0.0,6020.209999999998,381.49,6.821210263296962e-13
7824,190.7,1341.7,1752.8,1218.7,113.5,0.0,1160.6,0.0,5463.419999999999,314.58,8.526512829121202e-13
7825,191.2,1321.9,1737.7,515.9,114.2,0.0,1191.0,16.01,5087.91,0.0,0.0
7826,193.2,1354.8,1751.5,290.8,113.7,0.0,1108.7,149.02,4961.72,0.0,0.0
7827,194.6,1320.8,1730.6,298.0,114.0,0.0,1183.8,227.07,5068.87,0.0,0.0
7828,193.76831452263045,1474.4605113440057,1673.4904197857884,578.3705931129795,112.92190026488541,0.0,1238.498260969711,0.0,4858.0,413.51,2.2737367544323206e-13
7829,199.3138756047718,1868.5012872687894,1859.5910341816148,884.4486933435802,120.71271444291128,0.0,1140.5123951583323,0.0,5229.0,844.08,-1.1368683772161603e-13
