,biomass,gas,hard_coal,hydro,nuclear,other_fossil,solar,wind_offshore,wind_onshore,FR -> GB,NL -> GB,demand,GB -> FR,GB -> NL,mismatch
0,925.3435016505683,7004.723548111015,1645.3368015649833,446.1930309328768,9210.336826017849,112.81585157109669,0.0,4818.124177772343,6940.0762623792625,1409.0,723.9,33235.85,0.0,0.0,-7.275957614183426e-12
1,924.5856889912263,7134.964166104252,1953.12611814681,556.46360911509,8877.734810036127,107.62373099368773,0.0,4673.071319623646,6578.500556989162,1410.0,737.42,32953.49,0.0,0.0,0.0
2,891.8702290076335,6153.904580152671,1920.4938931297709,399.5578625954198,8630.925496183205,105.83526717557251,0.0,4518.8091603053435,6197.903511450381,1316.0,688.41,30823.71,0.0,0.0,-3.637978807091713e-12
3,860.4894205480615,5185.6707219818445,1885.801781623823,320.5522015780097,8245.693866123696,101.1671841859676,0.0,4288.806583524221,5908.618240434377,1318.0,689.23,28804.03,0.0,0.0,3.637978807091713e-12
4,864.8382457081544,4225.810158261802,1730.8204573497853,314.59063170600854,8307.480608905578,101.81296807939913,0.0,4270.424829667381,5772.452100321888,1318.0,466.0,27372.23,0.0,0.0,-3.637978807091713e-12
5,881.6312384207213,4287.193594747729,1903.9978064574152,310.548206673262,8441.793573163053,103.51606889108733,0.0,4274.39947387355,5661.980037773181,1318.0,225.82,27408.88,0.0,0.0,-3.637978807091713e-12
6,898.204813447422,5596.598065847195,2090.281386439647,363.7847991139295,8604.043734091994,105.46204273986882,4.739867089432306,4295.504549798027,5322.87074143248,1319.0,369.58,28970.07,0.0,0.0,0.0
7,927.3976969545473,7178.10737324501,2126.6188568095654,547.3368370620339,8934.505133524975,109.46736741240677,0.0,4463.562655501395,5235.984079490064,821.0,0.0,30192.84,0.0,151.14,-4.206412995699793e-12
8,978.3661122095897,8575.546767177459,2130.9794871478002,875.1084750370736,9378.37489619377,113.58340088976766,7.744322787938705,4407.81038680178,4866.0161517548195,710.0,0.0,31925.35,0.0,118.18,2.8421709430404007e-13
9,963.0193658666869,10809.636259681787,2125.814025716357,1201.212985615628,9301.076667938494,112.69375558014421,417.4791399900797,3954.52633217597,4678.07146743485,1315.0,249.01,35127.54,0.0,0.0,0.0
10,930.8497845462837,12657.560609165552,2097.531485016492,1385.044585584953,9058.940262474558,111.05312442978452,968.2834219945257,3763.3283514632594,4586.868375324583,1818.0,644.13,38021.59,0.0,0.0,-7.275957614183426e-12
11,918.2705399651637,14682.611490871559,2146.2751906328626,1350.6836513773308,8817.097684665507,108.10327785304176,1560.8169892265018,3543.1152977227284,4529.405877685312,1818.0,918.42,40392.8,0.0,0.0,7.275957614183426e-12
12,891.8963712238047,16303.58327134174,2040.3011974961444,1215.473550757507,8547.144116846594,104.72134173999818,2182.675156490973,3196.9425337929783,4427.71246031026,1818.0,923.82,41652.27,0.0,0.0,0.0
13,896.7016244128629,17805.762587016743,1935.9253613151875,1539.2388148861858,8617.837068529449,105.70390009635072,1783.9017746597617,2458.5064404432133,4301.79242864025,1818.0,925.45,42188.82,0.0,0.0,7.275957614183426e-12
14,903.8800091807693,18161.203026287603,2308.1654389937876,1025.0435492854301,8792.838105395233,107.8355506931481,1273.4288064999846,2440.233697707868,4579.981815956177,1812.0,915.76,42320.37,0.0,0.0,0.0
15,931.1380392885914,18531.152865464457,2754.51212431059,1267.4520480882443,9099.301782859266,110.43146557600544,316.23556051310646,2443.2961758691204,5047.219938030612,2015.0,1016.79,43532.53,0.0,0.0,0.0
16,963.0102033547795,20711.105381433827,2807.2896909466913,1911.9711862362135,9276.317117991728,112.39376378676472,1.2772018612132354,2928.623867761949,5755.071586626839,2016.0,1018.35,47501.41,0.0,0.0,0.0
17,900.1244114801677,21532.97619907557,2894.150017467484,2322.8210507363215,9073.754136837579,111.26537864129851,0.0,3821.7782304095454,5864.560575352037,2016.0,1007.14,49544.57,0.0,0.0,0.0
18,910.6312443652959,20783.01512549391,2694.6236958094496,1465.9547999332185,9009.41034670822,110.56777728309868,0.0,3571.7119066169516,6101.105103789861,2016.0,1023.21,47686.23,0.0,0.0,0.0
19,905.5795590026094,18700.278834154826,2490.0390835024646,1122.528632357205,8851.03466685996,108.47453667729776,0.0,3875.8317599304146,5983.162927515222,2015.0,994.77,45046.7,0.0,0.0,0.0
20,905.2678096298358,16098.497433899249,1660.263586603581,1102.802820298729,8800.608880230076,106.64466833658038,0.0,4200.34568698395,6313.849114017998,2016.0,1015.81,42220.09,0.0,0.0,0.0
21,896.2898946668881,13664.19311114803,1644.0034321315832,1084.7282013623526,8768.420950656255,107.50646984548928,0.0,4120.276052168134,6067.471888021266,1814.0,899.49,39066.38,0.0,0.0,0.0
22,895.4188561651318,11202.363861807858,1621.1413968473555,616.20222359751,8742.369047289674,107.11327714878593,0.0,4195.47060832211,5679.410728821582,1617.0,701.49,35377.98,0.0,0.0,0.0
23,869.8800142942227,9125.55579511614,1138.7945348421679,374.14194163192377,8481.330139368672,104.05822751637879,0.0,4137.776035735557,5214.603311494938,1614.0,718.0,31778.14,0.0,0.0,3.637978807091713e-12
24,883.0293367263176,8831.48343375472,1193.636691019537,372.4908118535545,8644.642994582171,105.91591774749631,0.0,3961.73135035298,5001.8494639632245,1614.0,753.74,31362.52,0.0,0.0,3.637978807091713e-12
25,880.6602924543545,9710.873412506058,1414.2507109387623,370.6800694781063,8577.584028114396,106.24587978671836,0.0,3925.19500323154,4239.210603490063,1614.0,759.4,31598.1,0.0,0.0,0.0
