,biomass,gas,hard_coal,hydro,lignite,nuclear,other_fossil,other_renewable,solar,wind_onshore,FR -> ES,PT -> ES,demand,ES -> FR,ES -> PT,mismatch
0,275.0,3269.0,959.0,1845.0,0.0,7057.0,480.0,77.0,9.0,11156.0,675.18,0.0,24426.91,0.0,1375.27,4.547473508864641e-13
1,278.0,3541.0,1014.0,1946.0,0.0,7058.0,478.0,79.0,9.0,9437.0,548.63,0.0,22863.920000000002,0.0,1524.71,-9.094947017729282e-13
2,278.0,3450.0,1043.0,1735.0,0.0,7061.0,481.0,79.0,9.0,6474.0,2727.06,0.0,21858.02,0.0,1479.04,9.094947017729282e-13
3,279.0,3318.0,1063.0,1694.0,0.0,7066.0,481.0,79.0,9.0,6329.0,2787.7,0.0,21606.65,0.0,1499.05,-6.821210263296962e-13
4,278.0,3334.0,1054.0,1625.0,0.0,7069.0,480.0,77.0,9.0,6172.0,2802.13,0.0,21396.880000000005,0.0,1503.25,-3.637978807091713e-12
5,278.0,3395.0,1062.0,1734.0,0.0,7077.0,474.0,75.0,9.0,6189.0,2779.69,0.0,21571.68,0.0,1501.01,-1.5916157281026244e-12
6,283.0,3909.0,1135.0,1848.0,0.0,7102.0,484.0,75.0,9.0,5782.0,2565.37,0.0,21782.85,0.0,1409.52,4.547473508864641e-13
7,287.0,3241.0,1027.0,1613.0,0.0,7111.0,485.0,76.0,34.0,5963.0,2796.37,0.0,21328.129999999997,0.0,1305.24,1.5916157281026244e-12
8,275.0,3398.0,1095.0,1744.0,0.0,7113.0,489.0,78.0,601.0,5770.0,2517.68,0.0,21961.37,0.0,1119.31,1.3642420526593924e-12
9,273.0,2616.0,1039.0,1839.0,0.0,7112.0,487.0,78.0,1635.0,6448.0,2739.49,0.0,23149.899999999998,0.0,1116.59,2.2737367544323206e-13
10,270.0,2555.0,1064.0,2058.0,0.0,7108.0,485.0,77.0,2479.0,7056.0,2069.06,0.0,23710.140000000007,0.0,1510.92,-5.4569682106375694e-12
11,279.0,2564.0,1058.0,2221.0,0.0,7107.0,488.0,78.0,2942.0,8335.0,625.18,0.0,24179.599999999995,0.0,1517.58,5.4569682106375694e-12
12,281.0,2535.0,1016.0,2292.0,0.0,7106.0,485.0,80.0,2898.0,9002.0,591.83,0.0,24763.910000000003,0.0,1522.92,-1.8189894035458565e-12
13,284.0,2452.0,989.0,2038.0,0.0,7103.0,487.0,79.0,2778.0,11860.0,0.0,0.0,25069.819999999996,1517.71,1482.47,3.637978807091713e-12
14,270.0,2558.0,1001.0,1815.0,0.0,7095.0,493.0,78.0,2554.0,12244.0,0.0,0.0,24102.439999999995,2762.08,1243.48,5.002220859751105e-12
15,265.0,2515.0,1015.0,1819.0,0.0,7089.0,494.0,75.0,1876.0,12635.0,0.0,0.0,23500.239999999998,2831.02,1451.74,1.8189894035458565e-12
16,268.0,2681.0,968.0,2195.0,0.0,7085.0,496.0,77.0,781.0,13564.0,0.0,0.0,23854.57,2732.22,1528.21,0.0
17,268.0,2749.0,982.0,3359.0,0.0,7084.0,495.0,77.0,177.0,14629.0,0.0,0.0,26004.73,1811.1,2004.17,4.547473508864641e-13
18,264.0,2836.0,963.0,3530.0,0.0,7084.0,498.0,75.0,119.0,14358.0,0.0,0.0,27179.010000000002,896.49,1651.5,-1.8189894035458565e-12
19,270.0,2784.0,943.0,3141.0,0.0,7086.0,494.0,77.0,115.0,14342.0,528.68,0.0,28010.78,0.0,1769.9,1.3642420526593924e-12
20,277.0,2746.0,916.0,3460.0,0.0,7088.0,487.0,77.0,91.0,14041.0,668.68,0.0,28207.52,0.0,1644.16,-2.2737367544323206e-13
21,279.0,2894.0,936.0,3554.0,0.0,7086.0,495.0,78.0,60.0,14166.0,0.0,0.0,27743.61,340.93,1463.46,-6.821210263296962e-13
22,270.0,3208.0,965.0,2759.0,0.0,7087.0,495.0,74.0,50.0,13271.0,0.0,0.0,25605.51,925.59,1647.9,1.3642420526593924e-12
23,273.0,3900.0,1023.0,1865.0,0.0,7090.0,491.0,74.0,16.0,12151.0,0.0,0.0,24440.02,463.95,1979.03,-4.547473508864641e-13
24,266.0,3753.0,1007.0,1717.0,0.0,7086.0,494.0,74.0,11.0,11786.0,0.0,0.0,23269.859999999997,1406.97,1517.17,2.7284841053187847e-12
25,268.0,3714.0,1033.0,1593.0,0.0,7085.0,488.0,74.0,11.0,11220.0,0.0,0.0,22428.63,1708.52,1348.85,-9.094947017729282e-13
26,262.0,3717.0,1018.0,1555.0,0.0,7084.0,487.0,74.0,11.0,10252.0,0.0,0.0,22183.98,858.03,1417.99,4.547473508864641e-13
27,265.0,3692.0,1020.0,1451.0,0.0,7084.0,488.0,74.0,11.0,10444.0,0.0,0.0,22439.76,540.09,1549.15,1.3642420526593924e-12
28,272.0,3847.0,1018.0,1587.0,0.0,7083.0,488.0,73.0,12.0,10996.0,0.0,0.0,22989.489999999998,937.73,1448.78,1.8189894035458565e-12
29,276.0,4059.0,1002.0,1762.0,0.0,7081.0,490.0,75.0,17.0,12030.0,0.0,0.0,24201.949999999997,1325.05,1265.0,2.7284841053187847e-12
30,277.0,4338.0,1088.0,2147.0,0.0,7083.0,523.0,90.0,18.0,11802.0,1.73,0.0,27226.260000000002,0.0,141.47,-2.4726887204451486e-12
31,288.0,4534.0,1156.0,2424.0,0.0,7089.0,628.0,91.0,38.0,11695.0,782.34,1300.36,30025.7,0.0,0.0,0.0
32,293.0,4094.0,1202.0,2880.0,0.0,7091.0,666.0,88.0,458.0,12344.0,1991.93,1301.2,32409.13,0.0,0.0,0.0
