,biomass,gas,hard_coal,nuclear,other_fossil,solar,wind_offshore,wind_onshore,BE -> NL,DE -> NL,GB -> NL,NO -> NL,demand,NL -> BE,NL -> DE,NL -> GB,NL -> NO,mismatch
0,94.21731626030521,2884.6535765655144,0.0,1094.5245676197158,0.0,0.0,1723.9764251885633,5630.9881143659,0.0,1702.08,0.0,74.93,11255.0,1226.47,0.0,723.9,0.0,9.094947017729282e-13
1,93.75357155307653,2876.4393655220497,0.0,1089.1372354889315,0.0,0.0,1717.4856405786998,5667.104186857242,0.0,1683.06,0.0,0.0,10956.0,1264.44,0.0,737.42,169.12,-2.2737367544323206e-12
2,92.97051160337553,2781.202964135021,0.0,1078.0623154008438,0.0,0.0,1691.27207278481,5607.902136075949,0.0,2086.38,0.0,0.0,10647.0,1373.42,0.0,688.41,628.96,9.094947017729282e-13
3,92.28972679509633,2739.2376357267954,0.0,1070.1681085814362,0.0,0.0,1676.9239719789844,5633.600556917689,0.0,1833.28,0.0,0.0,10431.0,1677.93,0.0,689.23,247.34,1.8189894035458565e-12
4,87.88871881082993,2687.441712971155,0.0,1064.4300389311625,0.0,0.0,1673.79182268625,5523.317706600601,0.0,1925.01,0.0,0.0,10431.0,1753.24,0.0,466.0,311.64,-4.547473508864641e-13
5,87.95259567682496,2861.3911126860385,0.0,1065.203658752658,0.0,0.0,1673.0538199858258,5343.608812898654,0.0,1848.99,0.0,0.0,10700.0,1803.26,0.0,225.82,151.12,9.094947017729282e-13
6,89.02078259312322,3105.83619269341,0.0,1078.140589183381,0.0,0.0,1687.43839004298,5086.054045487106,0.0,1368.79,0.0,272.73,11002.0,1316.43,0.0,369.58,0.0,2.0463630789890885e-12
7,97.8667276579353,2761.091082434515,0.0,1134.837586671803,0.0,0.0,1599.1839753466875,5218.170627889061,0.0,1370.9,151.14,0.0,11254.0,825.96,0.0,0.0,253.23,2.2737367544323206e-12
8,102.53995141700405,2493.002568825911,0.0,1164.2556983805669,0.0,121.76619230769231,1444.1043157894737,5227.401273279353,0.0,1595.15,118.18,0.0,11573.0,439.49,0.0,0.0,253.91,-3.410605131648481e-13
9,97.36370377084845,2773.829773386512,0.0,1129.0046501087745,0.0,493.0332233502538,1764.9760768672952,5168.562572516316,0.0,1751.87,0.0,219.42,12011.0,1138.05,0.0,249.01,0.0,1.3642420526593924e-12
10,101.88212714359952,3136.6688931231597,0.0,1181.399133899186,0.0,925.6099636237659,1855.5553369132167,5313.044545297073,0.0,1675.34,0.0,413.03,12324.0,1634.4,0.0,644.13,0.0,-1.3642420526593924e-12
11,110.0869896071869,3307.196646115906,0.0,1252.2395067817508,0.0,1084.8155434208209,1963.2179813281662,5302.523332746168,0.0,1679.32,0.0,579.76,12609.0,1751.74,0.0,918.42,0.0,-1.8189894035458565e-12
12,113.9531267192371,3952.749083073537,0.0,1296.216816431322,0.0,906.876966807262,2044.0342105263155,4631.719796442325,0.0,1778.59,0.0,652.57,12771.0,1681.89,0.0,923.82,0.0,-2.7284841053187847e-12
