,biomass,gas,hard_coal,hydro,lignite,nuclear,other_fossil,other_renewable,solar,CZ -> SK,HU -> SK,PL -> SK,demand,SK -> CZ,SK -> HU,SK -> PL,mismatch
0,28.2,175.6,48.1,455.93,179.5,1819.3,478.8,41.4,0.0,1153.93,0.0,431.6,3380.66,0.0,1431.7,0.0,6.821210263296962e-13
1,28.1,172.9,48.0,461.95,177.9,1816.7,475.8,41.0,0.0,1127.55,0.0,431.7,3445.87,0.0,1335.73,0.0,4.547473508864641e-13
2,28.1,162.1,46.7,513.39,174.7,1808.7,469.5,40.8,0.0,1067.03,0.0,424.2,3402.3100000000004,0.0,1332.91,0.0,-2.2737367544323206e-13
3,29.7,140.3,45.3,587.83,168.5,1803.6,455.6,39.4,0.0,1088.43,0.0,435.4,3430.68,0.0,1363.38,0.0,-4.547473508864641e-13
4,29.5,143.5,46.4,562.89,170.6,1809.1,461.5,40.4,0.0,1119.6,0.0,439.2,3477.6899999999996,0.0,1345.0,0.0,0.0
5,29.4,132.8,44.6,517.13,166.4,1752.8,445.7,40.4,0.0,1207.3,0.0,443.8,3410.84,0.0,1369.49,0.0,-2.2737367544323206e-13
6,29.0,130.1,44.6,599.47,166.0,1736.0,437.5,40.2,0.0,1239.88,0.0,461.7,3450.47,0.0,1433.98,0.0,0.0
7,29.0,128.3,44.7,628.86,166.4,1734.1,436.8,38.4,0.0,1386.08,0.0,479.0,3666.68,0.0,1404.96,0.0,-4.547473508864641e-13
8,29.2,126.9,44.6,584.68,166.2,1734.0,434.3,38.8,1.3,1313.3,0.0,463.5,3533.9000000000005,0.0,1402.88,0.0,0.0
9,28.9,151.3,46.4,578.18,173.1,1784.8,451.3,39.8,3.9,1254.4,0.0,465.8,3474.38,0.0,1503.5,0.0,0.0
10,28.6,163.3,47.7,593.48,178.0,1817.3,462.9,41.3,7.6,1296.75,0.0,486.6,3619.8300000000013,0.0,1503.7,0.0,-1.5916157281026244e-12
11,29.0,169.9,48.9,610.26,180.2,1820.7,464.6,40.3,12.6,1157.23,0.0,440.7,3539.7500000000005,0.0,1434.64,0.0,-2.2737367544323206e-13
12,28.7,178.9,49.7,649.61,181.9,1822.3,474.6,40.5,12.8,1055.05,0.0,336.0,3526.01,0.0,1304.05,0.0,2.2737367544323206e-13
13,27.9,181.6,50.0,680.41,179.4,1821.2,478.7,40.1,9.5,929.18,0.0,290.1,3463.56,0.0,1224.53,0.0,2.2737367544323206e-13
14,28.7,181.0,49.8,715.83,178.1,1820.7,477.1,41.1,5.7,821.08,0.0,284.5,3458.8099999999995,0.0,1144.8,0.0,2.2737367544323206e-13
15,28.8,180.4,49.7,707.11,178.3,1822.2,478.7,41.2,1.5,886.2,0.0,269.2,3569.7499999999995,0.0,1073.56,0.0,9.094947017729282e-13
16,28.7,170.5,48.5,660.43,179.1,1816.3,474.4,40.4,0.0,787.63,0.0,217.8,3406.63,0.0,1017.13,0.0,1.1368683772161603e-13
17,29.1,179.0,49.6,690.49,181.6,1821.9,487.4,40.5,0.0,815.38,0.0,215.1,3497.2,0.0,1012.87,0.0,-1.1368683772161603e-13
18,28.7,177.0,49.3,677.68,181.1,1820.6,486.7,40.8,0.0,817.4,0.0,185.4,3426.6800000000007,0.0,1038.0,0.0,-1.3642420526593924e-12
19,28.5,178.1,49.6,714.75,180.4,1821.9,491.8,39.9,0.0,846.65,0.0,262.2,3473.5000000000005,0.0,1140.3,0.0,-1.1368683772161603e-12
20,28.9,176.2,49.1,727.86,179.2,1816.2,490.4,40.4,0.0,735.35,0.0,206.0,3362.01,0.0,1087.6,0.0,-4.547473508864641e-13
21,28.7,176.3,49.3,705.62,180.0,1819.5,489.7,40.0,0.0,608.43,0.0,151.6,3294.3799999999997,0.0,954.77,0.0,0.0
22,28.9,176.3,48.8,608.75,178.0,1816.3,485.0,38.8,0.0,511.2,0.0,140.4,3094.78,0.0,937.67,0.0,-3.410605131648481e-13
23,28.9,174.5,48.5,593.15,178.2,1817.5,485.0,39.5,0.0,211.55,0.0,181.3,2917.8599999999997,0.0,840.24,0.0,2.2737367544323206e-13
24,28.4,175.7,53.8,583.23,187.3,1815.8,483.7,39.2,0.0,0.0,0.0,136.2,2787.739999999999,20.8,694.79,0.0,1.1368683772161603e-12
25,27.9,168.3,54.5,571.81,185.9,1813.4,479.2,38.4,0.0,0.0,0.0,128.8,2720.92,121.03,626.26,0.0,0.0
26,28.4,172.8,56.3,555.71,187.2,1816.5,481.6,36.8,0.0,0.0,0.0,109.5,2695.91,174.2,574.7,0.0,0.0
27,28.6,168.0,54.4,545.4,186.4,1813.0,478.6,34.9,0.0,0.0,0.0,199.4,2758.120000000001,7.949999999999999,742.63,0.0,-5.684341886080801e-13
28,28.4,175.6,58.5,565.43,189.3,1845.1,484.9,34.4,0.0,211.65,0.0,273.3,2987.55,0.0,879.03,0.0,-2.2737367544323206e-13
29,28.3,175.3,57.1,584.74,188.2,1880.5,488.4,34.2,0.0,504.93,0.0,320.3,3307.24,0.0,954.73,0.0,-4.547473508864641e-13
30,29.0,178.1,59.2,632.24,187.9,1902.5,488.5,33.7,0.0,592.38,0.0,321.5,3541.0899999999997,0.0,883.93,0.0,7.958078640513122e-13
31,29.0,181.9,61.2,651.16,189.1,1912.7,492.2,33.6,0.2,581.78,0.0,190.5,3598.139999999999,0.0,725.2,0.0,1.1368683772161603e-12
32,29.15477025434888,196.4163933744542,67.59064384226211,681.6062464481253,194.09611754106314,1925.122770808788,508.1404075126481,32.7865063413958,4.136143876914547,489.73,0.0,169.2,3606.58,0.0,691.4,0.0,5.684341886080801e-13
33,29.5,194.5,66.1,890.57,192.0,1908.8,498.0,32.9,18.3,458.93,0.0,164.8,3800.0200000000004,0.0,654.38,0.0,1.1368683772161603e-13
34,30.2,186.9,64.5,894.15,191.4,1909.5,492.7,34.2,32.5,631.25,0.0,189.7,3980.52,0.0,676.48,0.0,0.0
35,30.9,199.8,68.1,786.6,192.9,1909.0,499.3,34.2,42.2,530.2,0.0,177.3,3926.7299999999996,0.0,543.77,0.0,4.547473508864641e-13
36,30.4,197.0,67.1,726.71,193.6,1908.8,500.9,32.8,50.5,543.1,0.0,142.6,3870.11,0.0,523.4,0.0,1.1368683772161603e-13
37,30.9,191.6,65.4,712.15,192.0,1904.9,497.9,35.4,60.6,545.7,0.0,175.2,3883.3699999999994,0.0,528.38,0.0,5.684341886080801e-13
38,30.2,194.4,65.5,714.06,192.7,1905.1,501.5,36.3,27.5,342.15,0.0,181.1,3617.290000000001,0.0,573.22,0.0,-1.5916157281026244e-12
39,29.6,192.5,64.9,940.46,191.8,1903.4,499.1,37.0,5.9,556.95,0.0,251.8,3890.9299999999994,0.0,782.48,0.0,4.547473508864641e-13
40,29.1,193.0,65.4,1078.93,192.6,1901.2,502.3,36.4,0.1,606.08,0.0,221.4,4077.4500000000003,0.0,749.06,0.0,0.0
41,29.0,186.1,62.8,984.63,190.4,1902.2,497.6,36.6,0.0,688.85,0.0,219.9,4003.9899999999993,0.0,794.09,0.0,5.684341886080801e-13
42,28.6,187.1,62.8,946.5,191.4,1902.5,499.7,37.6,0.0,638.03,0.0,220.9,4083.31,0.0,631.82,0.0,1.1368683772161603e-13
43,28.4,190.9,64.2,736.31,192.7,1901.1,501.7,38.2,0.0,662.13,0.0,230.2,3835.4299999999985,0.0,710.41,0.0,1.7053025658242404e-12
44,28.5,196.5,66.8,704.59,194.1,1901.0,506.4,38.4,0.0,660.43,0.0,237.4,3711.5699999999997,0.0,822.55,0.0,-6.821210263296962e-13
45,28.6,190.9,64.0,692.7,191.7,1902.8,499.1,38.8,0.0,781.75,0.0,274.7,3646.11,0.0,1018.94,0.0,0.0
46,28.8,194.8,63.1,682.59,191.6,1903.3,501.6,38.3,0.0,671.3,0.0,316.0,3511.2200000000003,0.0,1080.17,0.0,0.0
47,28.5,189.7,60.8,670.46,190.7,1904.7,497.2,39.1,0.0,640.1,0.0,388.5,3522.61,0.0,1087.15,0.0,0.0
48,29.0,178.8,57.1,597.79,186.6,1900.9,493.7,39.1,0.0,501.55,0.0,391.5,3296.73,0.0,1079.31,0.0,0.0
49,29.1,179.1,57.4,596.29,185.8,1902.7,494.2,37.8,0.0,737.58,0.0,424.3,3489.4100000000003,0.0,1154.86,0.0,2.2737367544323206e-13
50,29.7,180.7,57.3,590.75,185.7,1903.2,494.8,37.6,0.0,838.58,0.0,445.8,3521.6100000000006,0.0,1242.52,0.0,-4.547473508864641e-13
51,29.1,179.9,57.1,591.61,185.5,1903.3,495.3,38.7,0.0,848.53,0.0,400.5,3546.6800000000003,0.0,1182.86,0.0,-2.2737367544323206e-13
52,29.2,180.4,57.5,609.01,186.1,1904.4,498.8,38.4,0.0,930.08,0.0,367.3,3703.0899999999997,0.0,1098.1,0.0,9.094947017729282e-13
53,30.1,184.1,58.6,613.1,187.3,1906.0,502.9,37.9,0.0,1087.08,0.0,327.7,3787.03,0.0,1147.75,0.0,4.547473508864641e-13
54,29.7,193.6,65.5,630.97,190.1,1906.4,511.7,37.6,0.0,1148.7,0.0,355.3,3816.8499999999995,0.0,1252.72,0.0,2.2737367544323206e-13
55,29.6,193.0,64.0,814.08,188.4,1908.0,506.6,36.4,0.8,1154.9,0.0,317.9,4049.5199999999995,0.0,1164.16,0.0,6.821210263296962e-13
56,29.5,188.7,63.5,846.66,185.4,1907.6,499.9,36.9,27.5,1115.43,0.0,318.0,4181.450000000001,0.0,1037.64,0.0,-6.821210263296962e-13
57,29.7,184.4,62.2,812.67,184.5,1907.4,495.6,36.6,71.0,1085.9,0.0,296.9,4227.539999999999,0.0,939.33,0.0,1.7053025658242404e-12
58,32.2,182.9,61.8,699.27,185.6,1906.7,492.6,36.6,116.9,1148.7,0.0,307.3,4248.1,0.0,922.47,0.0,-6.821210263296962e-13
59,33.6,187.2,63.2,697.71,188.6,1908.1,491.7,36.5,101.1,1176.53,0.0,331.1,4286.1,0.0,929.24,0.0,-2.2737367544323206e-13
60,32.4,212.2,71.7,737.11,194.4,1907.2,497.1,36.6,39.6,1215.55,0.0,339.6,4312.8,0.0,970.66,0.0,-1.1368683772161603e-13
61,32.3,222.5,76.0,769.37,198.0,1906.3,508.8,36.7,17.1,1267.7,0.0,373.9,4362.89,0.0,1045.78,0.0,-2.2737367544323206e-13
62,30.0,220.7,73.9,798.12,191.2,1905.7,504.8,36.3,8.0,1306.33,0.0,375.7,4341.77,0.0,1108.98,0.0,-4.547473508864641e-13
63,31.1,230.3,77.4,830.62,193.6,1905.5,511.8,37.6,6.7,1513.75,0.0,387.0,4557.27,0.0,1168.1,0.0,-4.547473508864641e-13
64,30.5,204.2,68.6,846.46,187.4,1906.2,496.5,38.2,6.3,1433.55,0.0,374.5,4337.370000000001,0.0,1255.04,0.0,0.0
65,29.6,203.0,68.6,990.6,187.8,1906.5,497.9,38.7,6.3,1417.63,0.0,422.6,4513.5599999999995,0.0,1255.67,0.0,0.0
66,29.4,193.9,65.1,932.24,190.1,1906.3,493.2,40.1,0.5,1313.0,0.0,404.6,4374.539999999999,0.0,1193.9,0.0,1.3642420526593924e-12
67,29.2,196.0,65.9,935.01,190.6,1905.3,492.6,38.6,0.0,1326.2,0.0,391.6,4447.040000000001,0.0,1123.97,0.0,-6.821210263296962e-13
68,29.8,190.8,63.8,728.25,189.2,1902.7,484.6,39.0,0.0,1183.58,0.0,396.7,4061.190000000001,0.0,1147.24,0.0,-6.821210263296962e-13
69,29.2,191.3,63.7,689.97,189.4,1901.2,482.1,39.3,0.0,1054.33,0.0,418.4,3908.5500000000006,0.0,1150.35,0.0,-9.094947017729282e-13
70,29.2,192.3,61.1,647.87,190.9,1900.4,473.9,40.7,0.0,881.5,0.0,396.0,3713.680000000001,0.0,1100.19,0.0,-1.3642420526593924e-12
71,29.0,193.0,60.7,615.63,190.8,1900.1,473.4,41.2,0.0,960.73,0.0,370.8,3851.0299999999997,0.0,984.33,0.0,-1.1368683772161603e-13
72,29.7,183.0,57.7,579.03,124.3,1887.2,467.6,41.0,0.0,998.0,0.0,391.6,3868.939999999999,0.0,890.19,0.0,0.0
73,29.7,171.8,52.8,562.15,100.7,1890.8,458.3,39.6,0.0,990.08,0.0,400.5,3796.6200000000003,0.0,899.81,0.0,0.0
74,29.8,174.9,53.8,562.48,101.7,1894.7,460.2,38.2,0.0,938.38,0.0,394.7,3791.2499999999995,0.0,857.61,0.0,1.0231815394945443e-12
75,29.5,171.6,52.0,568.24,100.1,1891.2,460.9,37.9,0.0,944.43,0.0,400.9,3826.1200000000003,0.0,830.65,0.0,1.1368683772161603e-13
76,29.6,182.7,58.3,582.86,104.7,1898.4,472.8,36.9,0.0,914.45,0.0,363.0,3721.530000000001,0.0,922.18,0.0,-1.0231815394945443e-12
77,29.6,189.6,60.1,617.02,106.9,1899.4,476.1,36.8,0.0,1056.95,0.0,365.8,3844.7200000000007,0.0,993.55,0.0,-2.2737367544323206e-13
