,biomass,gas,hard_coal,hydro,lignite,nuclear,other_fossil,other_renewable,solar,wind_offshore,wind_onshore,demand,s_l,s_r
0,2241.623107289463,1700.7726640130934,1675.0611690861801,2513.112282270477,7089.60010035516,4949.186325563962,903.6377220432435,89.16618513423657,0.004105729549352138,3122.1307930938483,31342.070575810292,44142.346900001045,2828.5494118808974,1.2034771587420376e-09
1,4430.134243860292,3719.985964098417,2610.815837188362,594.8891596881244,10496.007103039845,7121.958115586181,1275.1578242239455,226.4878860544388,0.05512868915678892,783.6176426800562,27336.81544181784,42825.42860000008,2387.4128402450106,7.845945968531338e-11
2,4771.00000000011,2414.00000000011,1679.00000000011,909.9645577627851,6728.00000000011,4889.00000000011,813.0000000001099,7.549747411531738,1.1117761694485387e-10,3137.00000000011,15503.867987408508,21529.22168033673,52.599962619822854,0.03905048423834192
3,572.7008898281109,2481.9156492634465,1727.3556447387525,1708.8262039727983,6907.363752198862,4834.125213163755,492.2318374981583,54.99861256715797,0.0029413393685076175,3306.4757633484123,32456.374328322163,42205.55100000146,0.0029413393685076175,162.12900000146055
4,4769.000000000141,2306.6893700900487,1682.0000000001407,1327.3163991210022,987.4157359909494,4831.000000000141,429.82475848066815,146.00000000014063,1.42778369447239e-10,2172.5449224418576,32063.000000000142,33439.29120923776,1.42778369447239e-10,1911.8153723525163
5,553.4915514089812,2304.000000000088,1689.0000000000882,1601.2543606469203,2959.0492996533535,4763.000000000088,861.0000000000882,93.65419859270138,8.90052236632476e-11,287.437714260907,10965.470220732825,5445.892348666661,8.90052236632476e-11,1932.2965094332344
6,10447.381646056572,2899.354663368247,3658.9807642321857,4443.515055550573,8746.14182676205,10109.5960484056,1880.7030372438394,318.1722403680494,0.1179261920693424,4644.042652758508,6870.312632121395,41524.142900000035,0.1179261920693424,1601.387100000038
7,1181.8950701357128,542.9217478835511,2356.1225124895004,3171.7033821973782,10166.637393082758,4656.047762078485,1346.8021258395218,111.07015427762308,270.2978744434917,302.9001178102105,30111.59051279156,42384.06120000007,0.05624154599794128,1047.158800000081
8,4764.845948968275,3516.485009377857,1974.2951918019608,1986.3702330524468,9518.53519929717,185.84722294144808,1243.5106409974478,212.59081216123423,1853.0616620422238,4771.644462000479,9498.997781141901,28155.89838266257,0.045610145410867296,148.7255543925623
9,4866.000000000064,2493.0000000000637,1544.0000000000634,2105.0000000000637,6570.000000000064,799.4074495913162,854.0000000000634,146.00000000006344,4037.0000000000637,3196.0000000000637,6391.840277186312,16968.37738318406,5.713127985954394,0.06767221433260526
10,5626.942337980528,2899.6745833805976,1809.693155789111,2373.197354554561,606.6354267779461,1699.7643730834106,992.7856315007992,6.978795706898548,6561.125747170259,3764.022912903783,37374.09778259583,50052.816300000275,1174.271357601056,2.8276307674760486e-10
11,5325.099624139047,2766.855887181736,1751.2441031965373,2750.386506900895,6512.192846608461,968.0869152089805,940.9505933791572,46.24872872243246,7036.817214661128,1195.0093154058347,34691.10262356404,51191.33670000044,2330.391727302078,4.6241899881768783e-10
12,4851.00000000001,2538.00000000001,1631.0000000000098,1596.849842902256,6347.00000000001,6298.00000000001,862.0000000000099,146.00000000000986,5685.00000000001,3286.00000000001,29291.00000000001,15377.33487704064,2448.562185333802,0.43605366549059676
13,1219.6619504116072,243.0765599145786,354.92486596087906,691.7563079558589,7129.8993140528,8159.176327815633,963.1972054802666,163.5195255818305,4511.346911248117,3673.5893418307082,28647.276885773743,47840.81507394197,1001.0423585129734,3.7410190731236137e-10
14,4867.000000000009,2559.0000000000095,1807.0000000000095,418.96023668407435,6897.000000000009,7966.000000000009,858.0000000000095,147.00000000000955,1215.737090692509,4231.000000000009,22183.00000000001,19911.80826055158,106.23589774267526,0.44993387799958406
15,5155.656058490229,2998.9032877722025,8.039396895638443,3291.272523881326,7336.912454078,4022.404213505701,940.6662379170334,158.95632147424814,11.435470544910336,4243.591158888941,6678.770047664028,32638.94403420247,4292.991644472039,7.923024547391338e-10
16,3183.9670612248074,2474.116946186191,1851.6620570412583,4565.097644340163,3767.2257176851826,8913.000333838734,661.4740129011359,162.14554234387109,9.006942922859366e-05,3690.312434712858,8109.897682394217,35423.6691044506,3286.279676957388,2.285115379251648e-07
17,4881.000000000792,2904.054783617323,1914.0000000007922,6877.000000000792,1020.141210642193,6952.833457014771,922.0000000007922,167.00000000079257,8.766504342033e-10,3216.2740733261367,17723.000000000793,41701.52250443902,3999.9339000007903,0.005416664583540489
18,2114.507332969607,3783.9710756440877,2069.672791140228,7405.012975487984,6337.400872936485,10730.893324969646,1135.7816457941171,88.1776968868255,0.018064620389544046,1389.5018351911856,20471.224486923395,54557.16330000024,4391.594539352249,2.446501425115538e-10
19,539.7662130571429,3293.0000000001287,1959.9611452995086,5598.000000000128,7173.07522963478,9104.00000000013,270.54981857539076,192.00000000012858,1.3032978516414808e-10,2680.592902960028,16499.000000000127,34878.24319278003,1647.8262494138103,0.03338464618841734
