,biomass,gas,hard_coal,hydro,other_fossil,other_renewable,solar,wind_onshore,demand,s_l,s_r
8260,332.7099362594279,2204.1055195508907,333.87413141443426,2694.684808269274,135.80780823093303,0.014653887185018245,0.014653887185018245,991.5311715233072,8966.000000000293,772.3826646524486,2.9280476863219793e-10
8261,310.037861106616,915.1968193003507,412.7620448480445,3598.2107908690323,155.6394998488194,0.030633842472778977,0.030633842472778977,1424.2943769847775,10401.00000000014,1931.0998170118698,1.4009563042525524e-10
8262,302.3544796841534,2823.0364734390405,358.8575279545748,3397.943225684968,122.93461373401149,0.0008448666364464377,14.122590925908096,2210.9281807584803,11314.0000000051,1484.3410413793624,5.30966105587296e-09
8263,337.27874250800716,3541.9904022787755,281.6727899253905,4513.8354309260685,135.39448852572121,0.015531844013913028,30.615517296033143,2047.4155486487093,11450.000000000276,250.53126283507333,2.8611644006731503e-10
8264,300.00000000062624,3551.000000000626,39.1102665416399,4005.000000000626,122.0000000006265,6.763099763070526e-10,52.00000000062673,1963.0000000006262,12002.748839918697,1312.8100000006252,0.006852429680669064
8265,329.50278169202795,3621.312515760486,488.5573294757535,4571.703128622316,134.49082189188337,0.011471753205752397,87.17555764434405,238.1721156527461,11545.000000000375,1528.2050610179726,3.920535733406943e-10
8266,300.00000000133684,3469.0000000013356,453.0000000013366,4483.000000001335,122.00000000133961,1.6033442590808674e-09,127.00000000133794,2365.0000000013356,11749.618349294136,1218.8600000013355,0.0032132973559971497
8267,42.38019405997606,3701.319180926029,498.8494611938707,4693.098039189162,138.09005967391687,0.015566376164300347,168.4011428458903,1564.5022901178559,11148.000000000276,1333.7490154999723,2.8545587429769563e-10
8268,305.3184919881047,3357.2101868071377,460.9291440412622,4478.9155104058755,124.0733365856493,0.0024516719021039613,90.71138265066757,2401.6995701952933,11173.000000001754,1253.7657946925879,2.2109356257942097e-09
8269,300.00000000005025,3537.0000000000505,454.0000000000503,3824.0000000000505,5.049275559079643,5.0442394441329816e-11,13.617638430921518,2651.0000000000505,10266.735661861667,1467.0100000000496,0.08540497427436623
8270,300.0000000000879,588.3322278159765,453.0000000000879,4097.000000000088,49.92986923406712,8.866911020237856e-11,32.00000000008787,2677.0000000000878,7865.7250064250875,1707.3900000000888,0.04884057251825516
