,biomass,gas,hard_coal,hydro,nuclear,other_fossil,solar,wind_onshore,demand,s_l,s_r
4640,438.00000000006594,3064.000000000066,243.9094376677509,9538.000000000065,40489.000000000065,403.000000000066,2856.504361126654,480.000000000066,52950.21169980832,6.596780810174038e-11,382.5341980499287
4641,568.2692565540173,4091.0491196592584,1180.074036719439,3949.0657300540915,43979.23814706114,497.20208143057255,2578.630799813571,939.5648927173117,55493.00000000011,172.97286395589165,934.4600000001079
4642,437.0000000033566,2944.000000003338,109.42186613579707,8550.000000003336,40368.00000000333,412.0000000033551,5112.000000003337,539.0000000033416,57004.54094356919,266.1900000033448,0.0012865684443045637
4643,460.68232208379123,1129.7696092159138,880.6409595735112,8432.198516494514,42990.79921816768,439.36758011107474,5738.289095012306,650.8617573726482,55060.000000000524,11.530065245236438,562.5100000005214
4644,449.7010520925899,863.7552835991428,955.7338309803906,7843.881595291273,42259.157059812875,424.8519603358341,5576.573808788189,528.6331137813298,54333.00000000081,14.373953494137044,45.214751218007386
4645,458.2959765254367,3244.570025763019,992.494182160357,7480.902390618097,42284.99642353376,439.3957762826024,3123.1457630710215,672.8826128055862,53198.00000000052,424.54105545520497,5.165427408115595e-10
4646,442.73588713822716,3318.6949542445104,949.9045716350589,6961.565648771915,39992.96895694265,432.1906939149577,4503.5540417343855,736.0558815426222,51665.000000001266,699.8112635205533,1.2750214664688732e-09
4647,363.00858746922023,3404.0000000000673,928.0000000000672,3637.159578176813,40196.000000000065,464.00000000006713,3458.0000000000673,564.2622827438456,40321.20841949581,30.896317618610787,10.09582799340449
4648,354.47201744455816,3508.0678122889694,938.3336284103357,6652.097102144089,41110.2730122901,850.1243030942994,2360.631965447744,1061.6957525028442,51348.000000001564,15.65305475362521,151.32000000158177
4649,434.000000000056,3392.000000000056,384.7039820696021,9025.000000000056,40203.00000000006,633.0000000000559,1042.9402276105388,1226.000000000056,42779.27969776446,5.5991995470628365e-11,292.15127724747674
4650,434.00000000810036,3252.000000008006,967.0000000080465,8083.000000007982,40251.000000007974,423.000000008088,423.00000000807734,1355.000000008014,46676.443368873726,8.938277505453269e-09,696.3318505007303
4651,478.2237955926969,3410.065474197199,848.3313228378606,1615.373526762004,45406.880352095715,472.25810819967677,189.98605794989888,1889.7772288618753,46164.00000000024,0.017938010555304133,2074.7700000002415
4652,449.4187592021866,3149.4181828478704,895.6746183153269,8976.211849778185,40115.0779656085,305.169044618055,0.0042156445203038176,1078.0849089970816,49888.00000000102,227.22607655902146,1.1671712388882113e-09
4653,260.58877283097286,3316.972137073285,901.945702377167,7717.171631459739,38738.368144464665,433.46366866609543,0.0030187343567083832,1101.2921592679083,47969.000000001426,12.654356792003274,1151.2100000014207
4654,423.6399197664857,3300.916368215258,840.8294183713016,10042.295222092082,29951.35055865386,326.9130062119698,0.039542027255694674,2082.241027843663,42596.00000000011,0.039542027255694674,1485.5900000001086
4655,313.1801791654858,1985.849546145898,339.68176906302256,6668.615637771385,36587.09245162934,443.4843608657581,0.0010787576995086921,965.3013846227677,40775.00000000398,0.02715210029457576,73.93000000400463
4656,309.00000000014865,1600.0000000001487,338.00000000014865,5880.000000000149,36394.000000000146,441.00000000014865,1.5105749721933065e-10,1905.0000000001487,36872.02513154707,1.5105749721933065e-10,324.0598371259178
4657,302.52463587780454,439.71939086101884,362.3808874252897,5730.119650666705,37526.50666244796,458.6595577598681,0.004650465156836028,1112.3082981186556,36227.000000000924,0.004650465156836028,622.4400000009213
4658,309.0000000000536,1565.0000000000537,390.0000000000536,586.5969083754806,35726.00000000005,442.0000000000536,5.3826236203833363e-11,648.8320197702252,27961.280437757272,5.3826236203833363e-11,1037.2863241992095
4659,326.2827154830254,1650.2528565690714,415.00806926844103,1562.6157425113988,37694.664406709344,195.5408281009161,7.244745223815532,1372.9282341627659,35282.0000000008,222.79413590263573,7.993225610799839e-10
4660,306.7864547856723,656.480044578538,430.03075265547193,2469.567539174859,38843.66129322827,192.43319848893185,189.71526200219694,982.6665317398715,35484.000000000495,96.20674602396086,4.93557736313129e-10
4661,309.0000000010937,1631.000000001093,29.14046175641131,6122.000000001093,36713.00000000109,438.00000000109355,451.00000000109327,1098.000000001093,39306.176224151386,1.0962199885103862e-09,280.5981875862705
4662,326.4817175616426,599.5246330763531,482.1993287094124,3203.858910276945,38929.51203261028,457.77065151766686,1192.381158401679,779.2700656709669,40385.00000000065,25.639655341531977,695.2700000006461
4663,341.21993589569826,1898.5013972113197,223.24558129908633,2791.744781829936,41156.40067916488,177.81524558052217,2460.130330579833,442.45617508185626,42992.00000000037,38.86393038415105,750.9400000003703
4664,518.2383813160013,2730.516552458522,1065.3925492287597,12646.097802405166,24128.708554428766,685.2611520259591,5664.477099188822,1243.2103186311133,44777.00000000006,254.7390927042662,1377.0300000000543
4665,349.5196063697638,517.5736160641618,633.1457743545975,2815.9525623973914,40366.85761536312,271.16341655107425,4840.461983787968,651.7459114997893,46397.00000000037,34.01718624789899,1530.3100000003753
4666,163.66182827726067,618.5986282859177,379.0000000003489,5795.000000000349,12150.200302536163,422.00000000034885,5062.000000000349,515.0000000003489,24005.469407923647,820.9000000003476,0.012300381958204746
4667,311.26721865474894,1468.5398548660357,386.0132439727605,5768.858634871963,36868.57158440379,430.32052219820827,3815.0576069647263,496.5230314722191,46396.00000000401,1.271255565254464,711.9900000040271
4668,107.6293160615993,517.3443677223647,288.66128974363215,6412.006492071822,37626.84201892841,453.7904433923094,5407.221974462254,610.732751237308,45267.000000000524,17.54501725094268,1831.490000000526
4669,352.9534028968188,1565.856219838152,586.2056505806282,6376.625648528601,39031.04881731726,454.0137447438663,1158.7186972713298,638.739987294385,44355.00000000042,53.060598506275284,300.5100000004249
4670,252.01269330349334,1557.5123620709605,387.37484553850413,4430.225297100673,37162.20721298264,431.4574700639628,4197.578946329053,581.3995663596384,43668.000000002205,40.20385286265251,2.2430403675052902e-09
4671,101.67603582249266,1714.0415245883512,600.79945461042,6854.095376390004,37866.630104622265,442.4530625060504,1582.5270970510292,609.7455038539443,43833.00000000132,11.690203698105595,332.03000000132516
4672,151.57778307311403,1588.9930672707524,136.16394933553352,5735.285963891338,39902.584508673055,435.22853887735124,2312.5704012245615,549.2985452838442,44478.00000000048,50.21319504386296,593.360000000479
