,biomass,gas,hard_coal,hydro,lignite,nuclear,other_fossil,other_renewable,solar,wind_onshore,demand,s_l,s_r
0,335.4798820170515,3987.940852047844,1169.9098431062507,2250.765026622377,0.02199268456943963,2889.0984245753543,585.5648849750717,93.93436696491489,10.97934159347415,13609.503868291284,21912.000000000196,0.02199268456943963,2514.9100000001954
1,691.2455398358243,8804.677901289782,2521.3056740773545,2200.701171684541,0.1486494747899761,4309.496550472022,1188.5444893579793,196.43308506128008,22.37845272852585,3141.31453857432,20703.00000000003,0.1486494747899761,2160.92000000003
2,333.1676484806704,1983.0425189611387,1249.9779041912725,2079.301691056288,0.019844478092665055,8462.21858244801,576.4519385581243,94.67713751804311,10.786003008576401,7758.731497347195,19658.00000000022,0.019844478092665055,2200.020000000218
3,322.72513559160063,3837.9999996132574,416.8216408593529,1959.4852318701937,0.015672091893253637,1287.5867888208452,310.16880793601547,13.759425374339022,5.804406162506077,7320.886677984171,18967.000000000273,0.015672091893253637,2639.6500000002743
4,91.04869722002547,2367.9477182209075,1197.1658873633176,1845.7253956026666,0.013583101596688145,8029.18942862371,545.1988860859333,87.45898797655036,10.22247911442172,7010.349010251213,18769.000000000317,0.013583101596688145,2627.880000000317
5,318.7009415834835,3892.049268615154,821.0062480363756,1987.868462968826,0.01464062677298635,8113.117135195394,543.3965694622796,14.08339124727102,5.164827042758755,1732.0211035732902,18944.000000000295,0.01464062677298635,663.7459214778846
6,339.8964587449632,4694.894901884407,888.8919255273422,2219.535886079003,0.020104755959225402,8529.83975266881,581.3070177827536,90.0785668053591,0.9357237513958909,3281.5689427652296,19399.000000000215,0.020104755959225402,2383.8500000002127
7,641.9556835723704,7249.401987658362,2297.172428671772,3607.9251484396773,0.12367793856170037,2828.5682780870648,1084.8380018557239,169.99523328051384,76.05049909919643,1345.180674065094,19176.000000000036,0.12367793856170037,2152.1300000000338
8,410.9388006887202,5077.7092536,1636.2835881966453,2606.09915782182,0.04943229124709976,2903.769568457492,256.40617222327984,19.889786356376423,898.0880698687001,8622.243199903412,19799.000000000087,0.04943229124709976,1544.6853242124123
9,273.0000000000461,2616.000000000046,1039.0000000000462,1149.0981613938802,4.624179481325562e-11,7112.000000000046,487.0000000000461,45.17115428473482,814.9197248496671,5312.166957259113,16069.971220380281,4.624179481325562e-11,3508.4674455342442
10,336.66768765430294,3185.8738590975804,745.5452245113657,2566.1559303416466,0.024691736345480154,8863.088606835543,75.0558873207496,96.01263684968467,1963.0382464512375,1375.8938934235798,22622.000000000175,0.024691736345480154,1088.1400000001752
11,279.00000000015694,2564.000000000157,918.4573234544074,580.5460052355328,1.596535536493563e-10,7107.000000000157,181.65657154475173,78.00000000015689,2942.000000000157,8335.000000000156,20453.673354249055,1.596535536493563e-10,1233.540326419386
