,biomass,gas,hard_coal,hydro,nuclear,other_fossil,other_renewable,wind_onshore,demand,s_l,s_r
0,855.7100000008932,572.8700000008932,118.84720990385225,1277.0000000008931,1513.1605981869309,540.0300000008932,43.1000000008957,923.0700000008932,10248.53738349448,1161.5100000008945,0.004804810068459416
1,1438.7291350473747,805.9715299139466,362.9412378609758,2009.5171644721145,300.2840262087112,897.2256108472984,72.24740556291415,1527.2028720684248,9634.180000000064,815.9715279840143,6.383324495889564e-11
2,940.1505524957777,642.5745399795987,107.18926166649615,1262.70106109473,3001.4549360266865,580.9822506734391,18.095397413675336,962.1624118387815,9633.900000000573,1355.1486253718551,6.12704883486687e-10
3,1224.2219020842304,853.2361870007711,118.31903742012847,1681.7062209690102,1841.18576142015,772.0426057524187,60.64893157383128,1219.6345351020877,9707.480000000105,1900.422309936625,1.0657327461502092e-10
4,927.5045222760552,643.2798679287713,366.91065006999094,1326.5613251247478,3008.8479901543014,597.5452922681126,46.4458108152184,929.8968587031678,9919.410000000553,742.6655333293171,5.913395355645944e-10
5,680.9496031998386,100.48046077708507,646.9200000000002,1321.2000000000003,1554.0136764989556,552.5900000000003,20.053662648524558,713.5726273341355,5586.731530507428,1807.039999999997,18.694528752096193
6,923.9300264258095,72.45383996548283,613.4985207365396,1624.6361720620553,3241.260630582373,628.6640670667431,1.925844921693769,288.6644641771821,10150.460000000267,1991.3636510386086,2.7543696627654116e-10
7,632.8057451926627,670.0082767009567,583.5497504656855,1580.1030421225669,3175.7887301396345,618.5400484717369,49.022776501513846,112.45526601905263,10184.090000000313,2067.168781179285,3.2490068587478407e-10
8,1161.4251654097216,761.5031309632516,845.4479435892913,1710.8689632860217,774.1981876638137,418.92654158755613,56.708799752209785,1000.0221847696541,10226.240000000136,2525.8967804188424,1.3792422919856094e-10
9,1049.6590073208984,681.383315316683,112.60103689665527,1001.3799406504276,3354.4156052881663,651.8530207076154,51.78013416013239,875.0722533506087,10395.050000000212,2062.759557971365,2.1864067453260324e-10
10,1145.1961386690564,617.7255991004907,827.314299077286,234.5985784242504,3687.3131119010163,716.1190519639774,56.92499288032864,884.3581608521264,10432.060000000134,2227.1540253866165,1.3573113630490967e-10
11,887.9700000000142,574.7200000000142,629.1800000000142,577.5946065724784,2791.700000000014,547.5200000000142,43.10000000001419,408.6424962969617,8239.300013344313,1705.3900000000128,0.30265192326649576
12,1020.1413505007279,688.0252817476851,742.4684180270899,1308.0333709462407,3284.1125390579723,649.8833307962678,50.69127616447673,697.2461542564458,10547.720000000243,913.0719784832107,2.511448019104577e-10
13,1208.9389753558664,46.655036957597154,888.3188357210354,2369.8434066027053,2922.2707770050656,716.5038743125692,36.57393095048456,810.1547978580018,10847.29000000011,1764.8626179651458,1.1066074104724395e-10
14,875.3400000000116,599.9200000000116,637.4100000000116,1774.2000000000116,2124.2435752740316,559.3300000000116,43.10000000001159,294.1201623564183,10047.238508781948,1720.6100000000122,0.37065162194127893
15,883.5000000016729,587.0500000016733,641.9900000016733,1894.7000000016724,1877.616854742285,335.6474341139012,43.10000000168618,554.6400000016733,11303.973806972168,1655.7300000016721,0.0025665657782897966
16,879.1700000000042,583.2900000000042,646.8200000000043,1706.560998295098,2792.500000000004,552.0900000000042,43.10000000000419,520.5200000000042,10813.804274058017,1523.1400000000035,1.0258529147192348
17,994.0770113187918,496.4661402728333,749.8324092483215,2242.2978159394625,1844.863498029667,625.5286408703085,49.09725455577355,567.9789123287286,11064.12000000031,1803.7830098808465,3.2071080344646857e-10
18,872.740000018223,609.0000000183137,660.8300000182926,1875.2000000180913,2790.800000018047,546.0200000183429,43.10000001982182,473.56000001838254,10875.859542676943,1517.5300000181198,0.00024245551612935958
19,1206.6306241100087,870.7695518605323,914.1263946577784,2342.3545210879633,729.7043275224441,370.1529247682289,32.89768681844961,631.4967356662507,10465.520000000108,2120.0859771859896,1.0905712237527955e-10
20,985.2332609573343,720.1030568191052,741.8865916626886,1932.2738676479291,3192.288410647647,618.7209991166322,49.284532901005,485.6769301969116,10731.6900000003,1741.390640800718,3.106292616704991e-10
21,857.2100000002837,162.17055000084545,645.3500000002837,1530.7000000002838,2792.2000000002836,105.01178281416057,43.10000000028362,401.6700000002836,9200.793862194756,447.75337161283426,0.015131631263985318
22,962.5614536620831,713.6653362724887,732.9897465443872,1194.0076356113877,3192.529791665422,437.7806567811407,20.54247579036991,440.09343345877784,10136.2500000003,1908.4055772543306,3.107111036276655e-10
23,731.9749253788931,322.64619690995653,447.9979047596255,1598.4492000629118,1158.5108574288963,726.8538098337108,64.26001354612579,524.6211361124894,9849.410000000087,3358.4185184602093,8.820436402547502e-11
24,827.9857755387296,613.2072456116892,634.5633226701765,1048.2794469493042,2810.306766176559,491.4715679022362,43.37638649239544,236.85794234764836,9655.89000000679,2354.7641309383557,1.3060025054699664e-08
25,1007.6116725724039,733.6663583571448,751.0095477862053,1323.001069201051,1922.5511916153669,103.18674509821945,52.96428207575613,313.59524693439556,9524.900000000187,2799.93035122757,1.9165133257433205e-10
26,837.2129158826538,617.615245670136,636.805580028744,1143.5308156793994,2860.3126763992973,506.40761666408616,44.15928515157432,58.551844054437325,9555.400000001757,2430.963524612073,2.204387630086346e-09
27,879.5865074098306,634.2429612319133,652.0746854090172,1306.5409197067927,2927.864217386172,520.7492814694053,45.208665414595586,37.90641434680431,9838.15000000088,2580.5756551628006,9.836085816721063e-10
28,844.7000000001059,605.5400000001057,639.8200000001058,1285.5000000001057,2791.600000000106,519.8000000001057,43.10000000010574,195.84872422685226,10587.448822081373,2389.1612946012406,0.04058646172204853
29,1126.6516002542226,783.4021422650801,856.01109987026,444.5616197856474,2276.3694390935234,714.040244725218,56.20413205443804,246.11150446899163,11059.280000000143,2731.5468986427113,1.4333096124369365e-10
30,1339.1294839526975,19.831524853804485,1065.506045161058,282.7587128546841,4217.643830463465,842.7583788023564,21.70778944144883,80.7554929716761,11384.070000000083,3023.7550092016772,8.478238809620607e-11
31,715.7585715766296,604.9153505483536,634.6857258958169,1528.273401162882,3586.644008394508,719.3432656339398,55.301526405831375,201.07429705430667,11432.82000000015,2590.1643926826973,1.5414530081915973e-10
32,881.9800000019741,588.2900000019747,628.8593522272976,1989.0000000019734,2792.4000000019732,632.6300000019746,41.22572232795656,139.67000000198172,11208.63483211246,1727.0100000019736,0.0021757399267815247
33,888.5322903981128,602.320777660166,763.9131602463782,1019.0755409157466,2801.4966570593624,574.9621766459438,43.255895233283866,129.3963473624562,10711.069076741518,1738.7264091501816,3.062623037558056e-08
34,886.8900000003993,142.44117442905727,757.6200000003993,851.8037892427116,2694.916955642101,571.4200000003992,43.100000000399476,119.38000000039929,12713.968357904761,1823.3100000003988,0.010746731387428892
35,951.3135794979455,635.3209027652194,810.3466589590105,2151.3760143943773,2974.1803638660404,438.5484539424705,45.93040728239066,117.03195655936116,11433.670000000655,1790.1669297506523,7.083347683586678e-10
36,173.2611703204833,487.56122343972976,829.206371941391,2219.114614802341,3071.7055840931744,629.1711792626055,47.45179594106945,105.60501778758506,11479.850000000428,1885.003326772008,4.479725792409265e-10
37,898.1600000003083,130.22646645619645,753.7500000003083,2047.9000000003084,2791.0000000003083,302.3450790196843,27.151146195449368,59.04351181936046,13272.399135931146,1549.950000000309,0.013918643774492485
38,671.1193810846203,872.5741773015993,1004.8145568555227,592.5303078217073,929.551773029276,755.8735352747852,20.32362281731931,164.7207011077613,10353.80138029258,2262.630903595064,1.3308169126283824e-10
39,1247.1052048376698,977.0924360812946,51.99482979490199,3042.7001299020058,840.2141341726267,802.7089114585123,57.540421920522505,224.77271351228578,11760.060000000129,2334.3521702146986,1.298561552011045e-10
40,36.32877539250667,661.0964314123178,770.6700000000517,2279.7000000000517,2791.500000000052,616.6900000000518,38.853705371942745,62.39322580684135,10393.673865412315,1819.1000000000522,0.08296525198894078
41,1125.3618795895627,821.9712013121705,530.2384502965194,2609.432385117645,1991.5624753120867,523.3029802690094,54.38420493177096,362.8221412074563,11696.580000000164,2101.602521619394,1.6695966274987483e-10
42,871.0200000001739,584.0400000001739,758.480000000174,1901.900000000174,1773.2756653426338,551.0500000001739,43.100000000173814,180.21947180000214,14341.6873414925,1515.220000000173,0.02468592981276666
43,641.6918307757379,696.6864380711627,790.2667357294781,2022.2075068567124,3355.91696494045,620.6221932835886,51.82372668918521,432.1088784275045,10973.890000000212,736.8866096857673,2.1751299088573517e-10
44,851.7300000000506,539.6049990134404,752.8800000000506,1336.0000000000505,2775.2173691724115,507.0100000000506,43.10000000005055,391.2500000000506,9276.856287738685,1939.0600000000481,0.0849243939847051
45,843.3010461899956,590.8708186079455,741.9509569383968,1246.4013856834224,2790.5026371102854,497.33072910214287,42.970166264171,443.1206754405446,10922.16000338251,2038.7920394850382,7.074780589484933e-06
46,830.6617308826927,526.7219149288462,750.5510196071274,1217.6787433087907,2838.7078495944825,411.77540634790137,32.26836493320761,537.5970798586112,10383.170000002523,2186.8078264825763,3.4537412335164312e-09
47,121.88274149129572,754.6813627394642,870.8248485041396,1176.988689254421,2195.781803655756,618.1785520632014,55.53937748006821,762.7998592598758,9994.760000000142,2998.9700083812786,1.4376948494007045e-10
48,1085.0508510102454,759.9362371908106,505.1369488825991,1529.0488832797591,3691.1906455928374,626.0585137109921,56.85671219403138,112.72008110674324,9715.020000000133,1339.9189746003435,1.3509624330726142e-10
49,1103.2055716496159,400.587836411427,936.1394564135658,1431.4063033639327,3713.4374061623616,628.5925757549395,26.842860593102376,963.5626636748884,9675.39000000013,367.256483776305,1.3189999064305836e-10
50,831.1868866727181,574.6809925311035,704.7166839294341,1059.215158965443,2805.3828925551675,382.0256841999984,43.204564451855234,752.0206582072391,9703.110000009112,2419.4957990730913,2.0415285341249976e-08
51,380.46160558938607,170.92562752755325,247.2540879865854,1251.2124977079293,3364.922978716097,575.1071003766709,13.211270358216092,881.4999296497053,9960.01000000021,2971.7863246067973,2.1473593092353484e-10
52,260.91351410701645,660.4600000000498,695.6800000000497,1211.6000000000497,2791.5000000000496,495.11000000004975,43.000000000049745,575.23420078401,9404.036484078368,2426.3700000000504,0.08630061806394729
53,63.711008467280244,768.390000000198,693.780000000198,1333.800000000198,449.86533728112573,520.6000000001981,43.00000000019799,687.3200000001981,7513.4392651396765,2185.3500000001977,0.02167111845679227
54,112.40567700703325,986.2379493146237,860.1187667348006,373.3438889171625,2872.29040693714,647.3304128270223,13.97854579946669,816.6608612482164,11611.280000000184,605.6692848176401,1.8799642769630757e-10
55,222.0482474859574,843.6806235492122,944.8852362363441,2348.6172203329925,739.16152624777,717.2515227788336,11.304513954826428,915.0575616913875,11610.57000000011,2648.378412841307,1.1209901623062546e-10
56,1043.5363015088315,648.6362707504476,792.7105893737289,518.2859542500885,3245.4055678475856,601.816684562943,49.97222639052277,761.1699795078777,11424.260000000266,2206.099473410194,2.7362999581160924e-10
57,901.1233473477442,771.1844359540349,680.6276260567113,1796.6206801537894,2795.7888424214398,520.4263626490131,43.04601846387783,626.8100923392801,11495.410000041571,1865.0538387276822,1.7472375573359732e-07
58,786.7427366837386,422.60600241675274,31.883323604609142,2244.7253576069297,3196.072244249904,604.7594599343795,49.22141273720903,646.3801707974989,11502.730000000296,2235.785375433085,3.079733903175554e-10
59,903.6700000000159,750.6700000000159,2.885697944480248,2022.700000000016,79.40143055597734,59.50289276400101,43.000000000015966,518.8600000000159,7462.432139912929,1885.630000000015,0.2689679657036227
60,901.4100000004753,750.4600000004754,687.3900000004753,2071.200000000475,2792.3000000004754,374.4085127928861,43.000000000475666,449.77000000047525,12105.928970820829,1957.970000000477,0.009027321301841406
61,133.22550187135067,750.6200000004676,674.9202845810782,2101.3000000004677,2793.2000000004673,100.85298892841493,43.00000000046791,394.30000000046755,12882.271936208108,644.252475025531,0.00917679279089027
