,biomass,gas,hard_coal,hydro,nuclear,other_fossil,solar,wind_offshore,wind_onshore,FR -> GB,NL -> GB,demand,GB -> FR,GB -> NL,mismatch
0,730.0000020920317,6692.57298562971,1298.0000043687726,352.00000091799944,11570.76675159865,89.00000021843296,0.0,3801.000055194729,6569.610203382718,1409.0000050957551,723.9000011570348,33235.850009655835,0.0,0.0,0.0
1,756.0000021600791,7088.610944824662,1597.0000057644197,455.0000012097911,10974.427696076307,88.00000021571978,0.0,3821.0000453264015,6026.031308336522,1410.0000049984349,737.4200011707705,32953.490010083115,0.0,0.0,-7.275957614183426e-12
2,750.0000021402866,5583.300301027515,1615.0000058667429,336.00000086960074,10982.575454286653,89.00000021822264,0.0,3800.000044360667,5663.424195533059,1316.0000045316308,688.4100011553736,30823.710009989754,0.0,0.0,-3.637978807091713e-12
3,757.0000021415237,4562.000109101529,1659.0000059360104,282.0000007185676,10356.842394694555,89.00000021799089,0.0,3773.000035538455,5317.957456489447,1318.0000044485814,689.2300011350185,28804.030010421677,0.0,0.0,0.0
4,756.0000021415025,3694.0000335889995,1513.0000052105522,275.00000070006183,10472.114639650505,89.00000021802533,0.0,3733.00003496723,5056.115288457049,1318.000004462753,466.0000008582723,27372.230010254953,0.0,0.0,-3.637978807091713e-12
5,758.0000021630989,3686.000037268393,1637.0000059555857,267.00000068003806,10865.305187183216,89.00000021817851,0.0,3675.000036806362,4887.754734647178,1318.0000045264785,225.8200004710708,27408.880009919598,0.0,0.0,3.637978807091713e-12
6,758.0000021832292,4829.03362146799,1764.000006878722,307.00000079148725,11413.455930439268,89.00000021838191,4.000000009633667,3625.0000408520978,4492.0004014368205,1319.0000046195196,369.5800006898901,28970.070009587045,0.0,0.0,-7.275957614183426e-12
7,754.0000021652936,7304.105255408349,1729.0000066207745,445.0000011840755,11315.874583379029,89.00000021834012,0.0,3629.0000396241708,4257.000119088836,821.0000024487333,0.0,30192.840009717824,0.0,151.1400004197822,-3.694822225952521e-12
8,758.0000021825001,9548.051214824798,1651.0000061858184,678.000001912487,11419.478701601423,88.00000021587367,6.000000014456752,3415.000031585153,3770.000049474645,710.0000020528277,0.0,31925.350009732298,0.0,118.18000031768976,6.679101716144942e-13
9,752.0000021043872,13249.270057326457,1660.0000057827458,938.000002735098,9809.259892417154,88.00000021528653,326.00000083519063,3088.000017490763,3653.0000275001125,1315.0000043331163,249.0100004933848,35127.540011233694,0.0,0.0,0.0
10,746.0000020342303,16178.528029875648,1681.0000055023042,1110.000003237181,8286.93192790041,89.00000021720912,776.000002127431,3016.000013826892,3676.000021013403,1818.0000064275412,644.1300009496351,38021.59001311188,0.0,0.0,7.275957614183426e-12
11,756.0000020150396,18742.379708656255,1767.0000055017806,1112.0000031221975,7259.00025700146,89.00000021664205,1285.0000037040534,2917.0000112302755,3729.000017233434,1818.0000059527597,918.42000108749,40392.80001572138,0.0,0.0,0.0
12,758.0000019781854,19697.449903933768,1734.0000050780127,1033.0000027811595,7264.0000690025845,89.00000021614109,1855.0000055158823,2717.0000090727617,3763.0000147698374,1818.000005612419,923.8200010441229,41652.27001900488,0.0,0.0,-1.4551915228366852e-11
13,755.0000019565846,21225.36992424184,1630.0000046377572,1296.0000035545904,7256.000055698451,89.00000021598227,1502.000004213218,2070.000006194665,3622.0000132612854,1818.0000055134674,925.4500008751344,42188.820020362975,0.0,0.0,0.0
14,746.000001936247,21904.60992031388,1905.0000056323152,846.0000022191837,7257.000059960748,89.00000021604167,1051.0000028184643,2014.0000060335212,3780.000014421116,1812.0000055262335,915.7600007779113,42320.37001985566,0.0,0.0,7.275957614183426e-12
15,742.000001937384,22993.73990242341,2195.0000068766635,1010.0000027207336,7251.0000745204525,88.00000021374412,252.00000062298204,1947.0000058985052,4022.0000168290653,2015.000005777499,1016.7900009085628,43532.530018729005,0.0,0.0,-7.275957614183426e-12
16,754.0000019600267,25867.059912236873,2198.000006751707,1497.000004225741,7263.000061469263,88.00000021360937,1.0000000024065627,2293.000007128721,4506.000019503936,2016.000005699893,1018.3500009502815,47501.41002014245,0.0,0.0,7.275957614183426e-12
17,720.0000018520578,26533.429921306535,2315.0000070287883,1858.0000053640897,7258.000049938126,89.00000021588491,0.0,3057.0000101315563,4691.000019473345,2016.0000056003075,1007.1400010294228,49544.570021940104,0.0,0.0,7.275957614183426e-12
18,733.0000018900184,25438.019920831473,2169.0000065041695,1180.0000031813777,7252.000051372491,89.00000021591326,0.0,2875.0000093721214,4911.000021377997,2016.0000056349757,1023.2100011207323,47686.230021501266,0.0,0.0,7.275957614183426e-12
19,743.0000019274494,22889.929909154027,2043.0000061379758,921.0000024347315,7262.000059711382,89.00000021603663,0.0,3180.000011087299,4909.000022639915,2015.0000057234188,994.7700011061735,45046.700020138414,0.0,0.0,-7.275957614183426e-12
20,747.0000019654328,20135.27985352468,1370.0000039091249,910.0000024441179,7262.000102760015,88.00000021390954,0.0,3466.0000138158607,5210.000031006094,2016.0000066112098,1015.8100012062604,42220.09001745671,0.0,0.0,-7.275957614183426e-12
21,742.0000019885778,17569.884202834975,1361.0000040298628,898.0000024656196,7259.005741967171,89.000000216819,0.0,3411.0000154688937,5023.000039126488,1814.000005524221,899.4900011427379,39066.38001476537,0.0,0.0,0.0
22,744.0000020311112,13773.817327121076,1347.0000041271876,512.0000013414898,8388.672607435265,89.00000021724408,0.0,3486.0000188668273,4719.000045723138,1617.0000050066444,701.4900009796239,35377.98001284961,0.0,0.0,-7.275957614183426e-12
