,biomass,gas,hard_coal,other_fossil,solar,wind_offshore,wind_onshore,DE -> DK,NO -> DK,SE -> DK,demand,DK -> DE,DK -> NO,DK -> SE,mismatch
3532,307.4600006668077,90.36000021065374,315.1300006817632,163.2200003711757,27.490000065508266,582.5700011609184,1056.6500018473337,0.0,1312.6700020000885,703.4900012561088,4326.720007639674,232.3200006206841,0.0,0.0,2.5579538487363607e-13
3533,406.7000008848499,110.20000025777193,381.71000083539906,166.90000038487096,64.5100001526647,421.7600009143709,903.4800017597281,0.0,1332.0100022341933,889.1200015999356,4340.460008112432,335.93000091135224,0.0,0.0,-5.684341886080802e-14
3534,398.1200008727442,180.92000041684486,414.37000090507945,170.84000039455475,144.280000335312,529.6200011278643,776.7400015699013,466.18000097458975,1331.0100026166374,144.92000033151405,4557.000009545041,0.0,0.0,0.0,9.094947017729282e-13
3535,355.1600007864984,216.560000494968,410.27000089743865,178.12000041076786,242.00000054987277,462.1400009994086,775.9400015700535,592.6300012044745,1331.1800022709429,204.7200004592938,4768.720009643719,0.0,0.0,0.0,0.0
3536,387.6000008549534,221.60000050688961,415.13000091028977,189.2000004359272,319.7100007156507,385.03000084975406,623.0000013079929,367.4100007989766,1331.3200026490367,557.6500011205236,4797.650010149994,0.0,0.0,0.0,9.094947017729282e-13
3537,383.16000126369426,179.56000049507276,401.2600013467956,180.12000049684175,391.8700013033217,330.55000103770897,529.8600020335207,604.6700024133227,1377.1799917608735,173.17000046432133,4551.400002615473,0.0,0.0,0.0,9.094947017729282e-13
3538,378.50000083767765,154.000000357864,406.79000089491893,172.50000039920945,474.450001029091,308.920000693926,544.810001164674,692.1600014001234,1331.4400026653034,164.49000037413734,4628.060009816925,0.0,0.0,0.0,0.0
3539,390.84000086314364,151.44000035218474,405.7700008933096,150.88000035092594,508.66000109617147,282.40000063822225,514.1100011066782,741.9800014879129,1331.0800023015793,171.30000038862397,4648.460009478753,0.0,0.0,0.0,-9.094947017729282e-13
3540,358.88000079880754,185.0800004274877,428.71000094050754,155.16000036072083,505.5500010917921,235.32000053767055,419.4000009218516,662.3900013528911,1331.8200026798484,200.41000044950403,4482.720009561081,0.0,0.0,0.0,9.094947017729282e-13
3541,399.7000013266959,167.20000045501948,439.7400015166003,155.90000042056255,465.1700016450518,158.6900004290142,417.37000140872425,226.2400006373608,1346.8799931273293,511.4100016974971,4288.300002663856,0.0,0.0,0.0,-9.094947017729282e-13
