,biomass,gas,hard_coal,hydro,lignite,nuclear,other_fossil,other_renewable,solar,wind_offshore,wind_onshore,AT -> DE,CH -> DE,CZ -> DE,DK -> DE,FR -> DE,NL -> DE,PL -> DE,SE -> DE,demand,DE -> AT,DE -> CH,DE -> CZ,DE -> DK,DE -> FR,DE -> NL,DE -> PL,DE -> SE,mismatch
0,4764.00001405123,2407.0000063862394,1609.0000041285687,2414.000006406723,6810.000022241012,4754.000014015098,868.0000021612076,147.0000003557514,0.0,2999.000008162889,34937.840546706866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44142.34693938532,3195.60000455468,5052.132457169114,1757.9400030272366,1998.5900027306334,1810.0000039511974,2544.5112103894826,1132.8200032240475,75.90000018387286,0.0
1,4766.000013849271,2398.000006316875,1683.0000043116684,2113.000005504179,6766.000021535499,4591.000013239884,822.0000020384629,146.00000035318436,0.0,3096.000008386686,34047.2223291479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42825.42864053995,3217.7000044902265,4938.9597400063085,1886.9800031469638,2159.49000280211,1651.0000036413824,2467.174006376099,1205.4900034964478,76.00000018414369,-1.4551915228366852e-11
2,4771.000013743723,2414.0000063369466,1679.0000042888169,1663.0000042454578,6728.000021085332,4889.000014152618,813.0000020128415,146.00000035310353,0.0,3137.0000084653097,34450.64530680419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42276.469441359244,3244.8000044366436,4647.6351599739,2049.460003225239,2088.2800027426447,1570.0000034809411,3498.3107624404347,1239.7900036453639,75.90000018392054,1.0913936421275139e-11
3,4777.000013772588,2411.000006330122,1678.000004286921,1660.0000042381307,6710.000021030644,4696.0000134937445,841.0000020844317,146.00000035310916,0.0,3212.0000086962377,34308.68798478196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42205.55104124801,3035.700004325128,5438.8199482763675,2083.2300032423136,2090.770002740548,1458.0000032477863,2792.447052124922,1259.2700036788883,75.90000018393731,-3.637978807091713e-12
4,4769.000013568791,2393.0000062413274,1682.0000042802333,1656.0000042103259,6728.000020693033,4831.000013777871,866.0000021439048,146.00000035298956,0.0,3281.0000088323804,33087.638006743764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41956.898043277164,2977.000004324348,4433.7132239835955,2090.7300032594053,2126.080002805443,1489.0000033223241,3051.536797077069,1238.6800026110325,76.00000018422787,0.0
5,4781.000013600202,2304.0000059890986,1689.000004298397,2054.000005293165,6666.000020427235,4763.000013539722,861.0000021310217,146.00000035298584,0.0,3291.000008859118,31589.791108610596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41102.683742517416,3033.500004412018,3963.412041569186,2345.7200035088686,1997.7799795261096,1422.000003183962,2917.9254055056176,1285.9700026946055,75.80000018375144,3.637978807091713e-12
6,4794.000010327744,2267.0000051692,1679.0000038812157,2039.000004673957,6579.000013641161,4639.0000100277875,863.000002033833,146.0000003500765,0.0,3282.0000073119813,30918.000042405416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41772.086617570814,2917.8000049511334,3821.8402431455315,2217.9300037449825,2213.1900031642854,1124.0000027176945,1915.273221754364,1148.0800025890574,75.80000018450382,5.4569682106375694e-12
7,4810.0000137917295,2251.000005857559,1508.0000038214712,2030.0000052406044,6507.000020008008,4616.000013134085,862.0000021358329,146.00000035304782,173.0000004187175,3285.000008880083,30449.07512330426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42384.061242167416,2768.800004403133,3361.3142194804286,2111.320003414554,2170.959978271325,667.0000015493774,2000.2597451416605,1097.5600023338125,75.80000018368429,9.094947017729282e-12
8,4849.000013954263,2415.0000063273833,1516.00000384483,2031.0000052471694,6537.000020189312,4658.000013301921,854.000002116021,146.00000035306388,1565.0000039760382,3277.0000088670595,31925.31462075514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44587.63274316079,2904.1000046443364,3346.673462667127,2276.050003694472,2207.1599562156007,532.0000012448733,2719.598524729046,1130.800002408115,69.30000016782039,1.2732925824820995e-11
9,4866.000014010487,2493.000006550195,1544.0000039196593,2105.0000054527727,6570.000020314986,4857.000013979491,854.0000021160031,146.00000035306363,4037.0000112469893,3196.000008620646,33903.9504195601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47347.32654389143,3208.7000050377474,3928.1169018350924,2404.210003910524,1980.3765187990605,1412.0000031629759,3107.740526933495,1117.680002394772,65.80000015930227,-1.8189894035458565e-11
10,4863.000014048388,2506.0000065984095,1564.0000039772576,2051.0000053095755,6595.000020515293,4826.000013920282,858.0000021273597,146.0000003530955,6000.000018184642,3253.0000088126626,35713.501332809195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50052.816344362385,3279.700005121211,4195.1292330098395,2430.812179676783,2161.7895037528824,1971.000004298237,3097.3241530918212,1121.0300031834645,65.90000015954801,-1.0913936421275139e-11
11,4850.00001419525,2520.0000066813473,1595.000004076513,2505.0000066375546,6358.000019950565,5138.000015233846,857.0000021291283,146.00000035321443,6409.000020159745,3288.0000089967393,36511.4767957994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51191.33674302305,3378.3000051495574,4291.826450624933,2365.8600039026073,2078.848637020411,2307.0000049374316,3425.4950463757027,1072.9100030200634,65.90000015952617,1.0913936421275139e-11
