,biomass,gas,hard_coal,hydro,nuclear,other_fossil,other_renewable,wind_onshore,NO -> FI,SE -> FI,demand,FI -> NO,FI -> SE,mismatch
7798,815.5100039851878,855.8500044069551,926.1500052613865,977.0700059993342,4833.969972820966,763.7100035027739,33.810000083107056,1028.2000068709124,39.010000095974924,128.60000032977948,10401.880003356377,0.0,0.0,1.8189894035458565e-12
7799,811.4000039631032,895.5400048968231,918.860005196454,874.8100046466548,4859.059974428619,748.5000033856693,34.570000085024745,1027.2000069085395,40.550000100371406,0.0,10086.590003329915,0.0,123.90000028134627,-3.538502824085299e-12
7800,807.9300038906935,916.3900050980328,907.6300049867804,771.1400035516341,4812.449976393205,735.4700032499748,34.550000084956444,999.9400063182954,40.07000009912848,0.0,9881.170003347646,0.0,144.40000032505475,1.1368683772161603e-13
7801,811.380003927533,932.7200053193884,906.3400049761764,776.1300035987769,4815.9199761388845,734.8800032475491,35.30000008684354,1008.200006466549,39.870000098624836,0.0,9820.84000334218,0.0,239.9000005181462,-1.4210854715202004e-13
7802,818.9200039961898,929.5100052667282,905.200004953535,813.3400039413616,4811.259976101894,738.2300032711909,35.30000008684099,980.2200059971236,40.310000099741394,0.0,9909.19000335018,0.0,163.10000036442426,1.5347723092418164e-12
7803,832.2300040160669,926.7300050481631,903.6200047719583,938.160005191303,4682.039975196234,744.7700032506641,34.34000008437927,921.9000049890077,41.05000010103583,288.86000079975776,10313.70000344857,0.0,0.0,0.0
7804,853.4600038231177,946.3200046774829,919.2800044110007,1143.5000072420862,4212.91996918826,770.6700031860076,34.83000008542571,883.900004084984,54.080000133607605,1347.9100069874605,11166.870003819433,0.0,0.0,0.0
7805,871.4400036010704,961.1100042883692,960.1300042802659,1554.7000146766793,3722.7799564833877,838.1700033711961,35.3000000864027,832.4400033328377,50.62000012518933,1874.0400140884014,11700.730004333802,0.0,0.0,-1.8189894035458565e-12
7806,866.3100034971036,1009.500004588667,972.8000042835176,1899.600039520154,3627.339934211422,871.3900035316352,35.30000008636425,784.0400029737275,52.32000012939511,1750.6900116690433,11869.29000449103,0.0,0.0,0.0
7807,859.1000034190362,1050.2000048900366,970.9800042235963,1964.0000483973063,3584.279927762483,885.7100035977427,35.300000086346195,744.6700027263317,46.360000114254845,1610.8800093309885,11751.480004548122,0.0,0.0,1.8189894035458565e-12
7808,868.4300038301379,967.7800047179487,974.7000047868044,1857.6001491432153,4072.4998268645586,876.8300038986014,35.30000008654046,636.7300022975421,42.85000010527932,1397.8300082470903,11730.550003977718,0.0,0.0,1.8189894035458565e-12
7809,855.8800039246385,958.6000049315015,997.2500053769321,1855.0977044891313,4322.132272534391,857.5400039391678,33.430000081964835,618.1100022646463,34.44000008463956,1181.4000061398701,11713.880003766884,0.0,0.0,-3.637978807091713e-12
7810,857.7200038149948,965.7500048093785,1192.1000079214275,1677.8000391335695,4159.509935237816,1031.890005544814,34.50000008457902,572.5800019864187,25.570000062465592,1121.700005296156,11639.12000389162,0.0,0.0,0.0
7811,841.6100035244463,991.5400047836025,1205.1000074203516,1779.4000421924675,3925.319933644583,1067.0500055746909,33.60000008224762,455.14000142225285,31.750000077774928,1175.1000053724013,11505.610004094817,0.0,0.0,1.8189894035458565e-12
7812,849.3800032442539,1080.0000049048238,1253.8000066392801,1967.3000326749323,3385.8699443618407,1145.9700055017502,33.2100000810907,399.1800011631247,36.590000089645855,1351.8200060353267,11503.12000469607,0.0,0.0,0.0
7813,836.61000309673,1106.2000049531816,1252.0000063234895,2012.7000306047855,3253.099945115037,1131.2000051656012,33.7000000822552,319.7900008884892,35.020000085472034,1636.0700084868315,11616.390004801875,0.0,0.0,0.0
7814,836.0500031296496,1109.3000050705143,1278.000006764699,2174.6000719895205,3320.59990117925,1167.2000055973067,33.700000082282266,209.760000554586,35.86000008780021,1751.320010299413,11916.390004755021,0.0,0.0,1.8189894035458565e-12
7815,830.0300030565566,1106.3000049474972,1279.4000066098238,2241.1000822017836,3242.2798907726565,1166.7100054743864,33.70000008225133,108.43000027329744,44.74000010995774,1862.2500113084475,11914.940004836659,0.0,0.0,1.8189894035458565e-12
7816,836.070003208128,1109.2000052796814,1284.3000072263414,2394.6442247176433,3464.555750876996,1169.4400058779931,33.70000008233209,76.87000019154871,44.2100001087684,1438.9800071088264,11851.97000467826,0.0,0.0,0.0
7817,830.8100031510231,1109.7000052140695,1289.400007159499,2307.757271264801,3419.4027035556205,1171.020005806982,33.70000008231705,74.79000018610901,46.550000114636326,1547.7500081667906,11830.88000470185,0.0,0.0,-1.8189894035458565e-12
7818,848.7300034482414,1063.100005228144,1283.000008045345,2193.310813834157,3732.379161620473,1161.350006320736,33.70000008242646,65.02000016149978,51.37000012707444,1205.800005436818,11637.760004304917,0.0,0.0,-3.637978807091713e-12
7819,843.0300036093402,978.7900047920009,1277.9000091472983,1815.5000748706884,4035.009901148893,1143.2100067740885,33.700000082537215,90.42000022829751,46.040000113775925,856.6500032023965,11120.250003969317,0.0,0.0,0.0
7820,830.5800036328042,946.460004672516,1248.0000092618664,1740.3000709684084,4206.989904468939,1051.7800058802673,33.70000008260049,99.23000025233884,75.08000018909541,1025.2000044212116,11257.32000383005,0.0,0.0,0.0
7821,861.1600039234831,942.1100046856895,1237.7000092503329,1515.8000214583358,4257.419954606374,1041.9400058424683,33.70000008261864,198.8800005370964,82.1400002079412,844.8900031833356,11015.740003777675,0.0,0.0,1.8189894035458565e-12
7822,868.4300040263424,946.5800047878189,1234.4000093866493,1363.9000134048235,4304.839964015894,1044.970005968849,33.700000082635874,332.1900009796195,86.09000021865683,305.8900008442906,10520.99000371558,0.0,0.0,0.0
7823,885.5600043777472,963.6700052520847,1225.1000101606721,1144.0000081665833,4506.339967963974,1019.7600059992151,28.18000006893649,462.9900015227885,25.74000006297374,0.0,10255.820003561725,0.0,5.520000013251207,-3.070432796903333e-12
7824,884.3100043815639,959.370005222735,1218.7000100668974,1007.1000058497622,4520.999970137736,1008.0800058635173,33.600000082464646,588.3800021525915,0.19000000045725743,0.0,10128.530003544307,0.0,92.20000021341858,-1.2789769243681803e-12
7825,892.5200043821103,959.7700051129132,1202.30000923577,945.0200049421853,4438.939970656079,1006.2700056953997,33.60000008243546,846.1700039416627,0.12000000028878087,0.0,10121.21000359816,0.0,203.50000045068757,-3.836930773104541e-12
