,gas,hard_coal,hydro,other_fossil,wind_onshore,demand,s_l,s_r
0,686.0,259.0,143.23604492665797,174.0,1988.0,3156.8296073706706,0.0,93.40643755598744
1,654.539597090575,276.4068314244343,179.8284028691678,113.34981395547317,1935.8753546603502,2782.15,0.0,377.8499999999999
2,696.1099680834749,302.34029957058385,68.58447947663504,205.71608012019107,1766.2491727491154,2603.02,0.0,435.98
3,314.69106387678625,150.1062638050731,233.83394105798249,269.30313436453037,1822.0655968956276,2473.98,0.0,316.02
4,801.6330693675958,118.40466700610136,216.1028906879513,6.116972424920746,1582.742400513431,2408.13,0.0,316.8699999999999
5,766.2734367139232,427.16786780793313,226.07037927066,276.0161607374337,892.3783999562831,2259.3562444862328,0.0,328.5500000000002
6,328.20279771061524,301.30883396219264,64.3574174344396,69.86469991035199,1974.2662509824004,2409.67,0.0,328.3299999999999
7,779.0385904373791,213.780220106516,255.82528851097607,215.35575134539792,1226.522389667492,2431.08,0.0,259.4422400677611
8,109.56923911348365,219.0,177.0,148.0,1688.0,2005.4092391134836,0.0,336.15999999999985
9,757.6472383519881,3.908646847948166,259.48724097403255,125.35193478946184,1804.6049390365695,2623.9,0.0,327.0999999999999
10,459.2619717058222,224.8903868533957,199.4502978428306,150.60532694254553,2152.2315302938096,2923.779513638404,0.0,262.65999999999985
11,401.1181087161503,247.24093121967695,10.995673306920356,165.19685538893214,2613.214685581967,3216.39,0.0,221.3762542136469
12,50.359574144664386,263.8637487109641,138.96455488265232,176.70513488336056,2916.828679189526,3393.28,0.0,153.4416918111669
13,553.2051731281397,223.08273708422269,199.751152352047,147.0545396922903,2443.9063977433007,3442.17,0.0,124.82999999999991
14,631.1994883085014,266.819164218778,242.22753618018095,118.87420972100355,2159.3068868250257,3341.06,0.0,77.36728525349015
15,670.0610656924941,250.98106119143947,229.96869327773754,185.60924990436686,1961.3799299339616,3297.79,0.0,0.2100000000000363
16,707.2345070812434,86.85846111169269,6.891957584888063,211.14866503549158,2201.1680726011728,3486.5,273.19833658551164,0.0
17,990.501434752435,433.4987576036218,349.35626613707217,195.02645451282126,1517.8133469966733,3821.46,335.2637399973766,0.0
18,509.7675767503436,1135.7673429890745,932.2642355285623,476.87052295889964,457.84361495974593,3766.87,254.35670681337388,0.0
19,1001.3195385732843,398.2649464155887,372.91075245269707,304.3558823460039,916.1352493490813,3587.08,594.0936308633446,0.0
20,346.4317814271871,491.64239661519946,437.7122357620015,354.9357098012792,1201.5138162177577,3423.16,590.9240601765748,0.0
21,1094.0629835114246,571.8703028913994,64.70082466561504,338.50100757006066,578.5744722612272,3289.66,641.9504091002725,0.0
22,935.0,231.90478022584105,90.11926560540864,297.0,138.95212803468908,2346.7061738659386,653.73,0.0
23,956.0,133.5089096562789,259.0,307.0,569.0,2793.2789096562788,568.77,0.0
24,438.29720731782027,269.29651464990405,157.49181768842433,316.0,536.4271605916857,1933.2327002478341,215.7199999999998,0.0
25,1470.1810825628932,51.23680898826534,293.36946772230067,518.3971844411109,106.58177704605741,2569.5,129.73367923937272,0.0
26,846.0,348.0,176.0,302.0,1007.0,2429.03,0.0,249.9699999999998
27,808.0,242.0,179.0,307.0,986.7935620521048,2448.8993994894545,0.0,73.89416256265032
28,59.788636323449495,224.08085229268127,199.25155408148055,236.88795874131577,1799.9057052027076,2321.16,0.0,198.75470664163467
29,465.7378494571233,234.0,182.0,192.0,1685.0,2522.1508030600266,0.0,236.58704639709651
30,446.11611982372807,198.8541561983499,192.16428870590514,205.04681085378706,1865.8186244182298,2666.55,0.0,241.44999999999985
31,772.3099398403784,311.63383537418775,241.17748998524098,257.43664661345946,1587.4420881867334,3074.64,0.0,95.36000000000011
32,312.33996893149344,266.43530629360754,22.39704488388046,222.02942191133963,2528.7982579796785,3347.5,0.0,4.5
33,297.5909333278056,269.51807523345883,249.15448732693085,48.462758464506614,2511.9084611758362,3560.47,183.83528447146168,0.0
34,455.8199644718524,229.0,62.618076503943286,251.47584821069003,2022.0,3365.1438891864864,344.23,0.0
35,598.4719014181977,526.538626021485,503.34309183551653,507.98219867271024,1271.3487438985576,3857.5,449.81543815353314,0.0
36,341.6474215203338,271.0,204.0,208.0,550.3600746343244,2047.5574961546586,472.5500000000002,0.0
37,756.8999103976199,368.19931163975036,221.12245161836248,272.8529334189886,2022.5604060872238,3950.75,309.1149868380549,0.0
38,1368.6066436739077,725.404785846128,336.55134246564694,399.47738703653573,978.8590730170965,3972.31,163.41076796068538,0.0
39,992.6396757450749,582.5618350172476,89.95807910562432,51.53516453511423,2240.007369546711,4055.1,98.39787605022835,0.0
40,1591.1044466831345,569.4753773087864,334.92215773198734,504.8010744521604,894.964654628363,4315.19,419.92228919556857,0.0
41,437.88514813415753,605.4561205195733,52.639831119980194,374.97676892139253,2303.599322450211,4521.37,746.8128088546854,0.0
42,890.8929084397547,188.8463298606881,485.8885323295164,626.0856187328947,678.8252513653836,4281.574302677417,1411.0356619491795,0.0
43,675.1630325776371,334.5763395859507,242.41758736467088,288.4969634753108,2106.6288687103424,4174.79,527.5072082860888,0.0
44,513.9179770631447,276.75973179709393,256.6893695675337,287.3230803389677,2462.316545110786,3965.64,168.63329612247344,0.0
45,560.0,217.0,210.0,223.0,2243.0,3691.2399999999993,238.23999999999975,0.0
46,564.3964359220067,387.31141397003796,354.3117867707971,323.04898205572675,1658.3911778736774,3438.55,151.09020340775413,0.0
47,395.9482725184798,252.63509897429597,256.88106702428416,203.80646639943205,2320.4215393185336,3319.39,0.0,110.30244423502602
48,586.9204938855534,25.73498132160214,179.87931073550234,197.35330092123687,2190.416063870603,3040.5,0.0,139.8041507344979
49,569.0,233.0,3.515705800489177,189.0,855.3632559010578,1431.3289617015466,0.0,418.5500000000002
50,565.0,8.056812328170448,37.06615628385722,85.84756703163164,1935.0,2208.0405356436595,0.0,422.92999999999984
51,568.0,68.33434369765087,65.95843620120807,189.0,1613.173377490467,2409.7832643927213,0.0,94.68289299660462
52,571.0,227.29665698100777,171.0,190.0,1772.0,2781.332851274304,0.0,149.9638057067037
53,575.0,237.0,171.0,191.0,1817.0,2643.58,0.0,347.4200000000001
54,466.0838479697222,229.0,56.95817886605873,188.0,2075.0,2764.158989388747,0.0,250.8830374470338
55,677.2284269343219,202.94388461912354,176.30755371950187,191.03095866064797,836.2482797213846,1939.862256120724,0.0,143.89684753425598
56,656.0,217.0,197.0,276.0,2292.0,3546.43,0.0,91.57000000000016
57,296.21752715723966,42.64874479835143,17.891222191833805,332.0900994172126,2444.0,3037.4975935646376,0.0,95.34999999999992
58,345.21237500283223,220.0,227.0,452.0,2400.0,3642.9923750028324,0.0,1.2199999999998
59,331.48235419236056,222.0,209.0,443.0,2470.0,3810.1023541923605,134.6199999999999,0.0
60,700.475782292759,3.4708081724093662,245.16652380246566,219.03982792517803,2874.2103066980308,4161.06,118.69675110915733,0.0
61,462.8649880398167,480.54575387154165,25.49180730197397,186.95886863387662,2699.979383715369,4150.51,294.66919843742266,0.0
62,547.0,115.75931397289348,198.0,406.0,2600.0,3997.069313972894,130.3100000000004,0.0
63,209.53936804489575,121.09257838613962,210.57193825833576,458.15950659617005,3128.12352779454,4127.58,0.09308091991802045,0.0
64,563.0,224.0,38.56589596651256,149.5503470616235,2495.0,3932.846243028136,462.7299999999996,0.0
65,623.4862977423387,289.2658423909911,292.88166542087845,442.69092538232195,2737.178033624753,4603.4,217.89723543871608,0.0
66,854.0,174.0,177.7367149270335,471.0,1955.0,3752.087401102006,120.35068617497252,0.0
67,993.8126141555867,5.29615036208523,300.35694065147635,534.3191891589422,1719.9386917305594,4282.79,729.0664139413502,0.0
68,1014.3386868802228,212.9811796669839,184.19841919440438,756.7958777243701,1264.4929728225877,4026.0,593.192863711431,0.0
69,1217.9423483521316,352.36067939747204,338.3173189867032,910.2650884434694,188.46382206755766,3790.19,782.8407427526662,0.0
70,519.9638531834951,324.70556067571005,316.58792165881727,783.9319964884999,812.923564405974,3476.35,718.2371035875035,0.0
71,378.6543866323014,379.5802797097943,359.24562186819816,833.720971505441,833.720971505441,3350.65,565.7277687788247,0.0
72,907.0,261.8389128119814,189.0,644.0,691.0,2896.1844757890494,203.345562977068,0.0
73,967.0,102.26122580233312,95.7895344448821,628.0,803.0,2560.054049640179,0.0,35.99671060703625
74,959.6068446252918,75.12524805877426,330.9314091597605,1082.721240837912,570.6152573182615,2761.38,0.0,257.6199999999999
75,66.71153060342884,221.0,184.0,509.0,1369.0,1930.1315306034292,0.0,419.5799999999999
76,265.7989895945195,325.4008871052367,270.67437427390144,68.73075483513075,2165.3949941912115,2661.21,0.0,434.79
77,565.0,216.0,182.0,423.0,1706.0,2690.28,0.0,401.7199999999998
78,731.0,249.0,187.0,500.0,1738.0,3348.82038448089,0.0,56.179615519110015
79,815.0,247.0,191.0,696.0,1624.0,3316.2,0.0,256.8000000000002
80,843.0,17.22814141504219,206.0,53.48314775094306,1601.0,2677.7512891659853,0.0,42.96000000000004
81,807.0,248.0,214.0,559.260575281446,364.9133012847837,2078.03387656623,0.0,115.13999999999989
82,259.0021253374746,263.98369981874663,259.11764083591254,510.49965700453487,2525.484612090866,3918.73,100.64226491246502,0.0
83,362.37065760850885,448.55763319695,35.05021114262442,807.4497066649221,2059.5733478652137,3992.63,279.6284435217814,0.0
84,854.0,228.0,200.0,517.0,2081.0,4056.24,176.23999999999978,0.0
85,1190.9038262074926,315.5962574547602,254.7865521954097,721.1992140307917,335.5344191553695,3107.19545520141,289.1751861575858,0.0
86,1095.7536115034993,100.25142968670193,224.2521940128403,745.0274312938438,1555.9488722028352,3971.11,249.8764613002792,0.0
87,1323.0,449.0,224.0,735.0,1005.0,4014.04,278.04,0.0
88,1512.0,424.0128832088568,11.349117507962625,705.934157217119,676.0,3907.896157933939,578.6000000000004,0.0
89,1787.9237012535634,41.63606698710264,296.34556039965565,851.6608166854513,799.7715483840861,4611.39,834.0523062901406,0.0
90,1550.0,527.0,361.0,753.0,552.0,4561.44,818.4399999999996,0.0
91,1512.188432154287,532.7710237788614,318.46087511593595,764.1058104196827,499.7231971158869,4344.43,717.1806614153459,0.0
92,945.470287107412,553.0,234.1030887411899,763.0,271.457731769013,2909.2987122825366,142.26760466492166,0.0
93,773.2456734711004,918.7670400338899,460.20826601338473,795.856755376547,476.70318594217986,3859.62,434.8390791628976,0.0
94,1837.4518509093732,641.3526205721889,234.07029947890106,286.6461287740603,397.9195091141318,3556.47,159.02959115134487,0.0
95,456.2817448362205,600.3824051513291,206.2796690393355,818.6045813455735,95.05989188008331,2082.2382922525417,0.0,94.36999999999988
96,1895.4754503039946,604.59130742455,199.35172839404083,830.0875247883012,72.49398908911309,3147.08,0.0,454.9200000000001
97,2202.443121988482,91.43918462199477,103.23359114998932,956.2913892998358,214.59271293969837,2926.14,0.0,641.8600000000001
98,1576.7063146127011,684.527286042727,226.1052015603926,955.3565934062742,22.304604377905132,2791.49,0.0,673.5100000000002
99,651.6673516267449,357.82063821621864,309.81655958846295,1144.49532816744,455.9209032983836,2706.04,0.0,213.68078089725088
100,805.526989675917,927.1098772911432,352.9999951192219,144.73755084206627,521.2734814112684,2074.617894339616,0.0,677.0300000000002
101,1516.4288005249127,570.1151420499281,202.9036482344038,841.3884978415766,195.99175895733086,2729.74,0.0,597.0878476081526
102,1458.0,532.0,183.0,760.0,529.0,3447.407965432625,0.0,14.592034567375045
103,1527.0655350552709,225.42488200480295,223.06698586199815,844.5471454775153,645.8954516004126,3356.09,0.0,109.90999999999984
104,1018.7147999635192,547.0,208.0,760.0,565.0,3289.754799963519,191.04,0.0
105,1482.8977014484788,573.4562439867194,231.24908211399352,804.7053261007129,551.1004989310757,3845.2,201.79114741901915,0.0
106,1376.1074714470747,613.4625412388565,266.4308117059267,850.7874659516988,480.1862395883379,3952.69,365.71547006810596,0.0
107,1208.0,547.0,219.0,757.0,711.0,4011.24,569.2399999999998,0.0
108,1302.0,551.0,223.0,769.0,719.0,4064.06,500.06,0.0
109,1433.5106258511562,463.4385108495115,206.65940808684036,779.2571826884273,661.3101058778892,4020.43,476.2541666461754,0.0
110,1545.3047633165113,542.2310800162185,228.93403900985354,864.2259972621971,699.3934891751026,3954.04,73.95063122011675,0.0
111,1260.0,515.0,204.0,774.0,639.0,3960.93,568.9299999999998,0.0
112,698.8561755404248,655.5800486363331,157.34587561204017,980.7991708029847,874.0878668091643,4178.74,812.0708625990528,0.0
113,1232.45535965365,539.0175843348271,346.0618732110758,810.6237211883684,878.7874234875197,4583.75,776.8040381245588,0.0
114,1622.2452192213348,618.5712482787582,410.3750888386314,0.1468919025505939,915.822412334893,4536.32,969.1591394238314,0.0
115,1336.0,499.0,352.0,783.0,689.0,4345.46,686.46,0.0
116,1383.5516274546655,571.8540413249412,73.14759789966381,789.7031999249189,609.558703390322,4095.46,667.6448300054891,0.0
117,1655.8869486767805,652.2384283373171,314.1393246685854,492.7758766780254,28.016649543353935,3842.35,699.2927720959377,0.0
118,1381.9361998518416,241.6535083320107,240.75919731793806,835.6395458479105,502.03151010242686,3543.4229810749007,341.4030196227727,0.0
119,1338.0,553.0,200.65698842504472,772.0,489.0,3474.916988425045,122.26000000000022,0.0
120,1431.3739221350963,139.73149436514393,12.576771183583293,960.5940239860531,626.2028260167846,3215.19,44.710962313338875,0.0
121,461.5182243010483,694.5032290904356,54.683482657481505,1010.9178276721786,792.3772362788561,2934.33,0.0,79.67000000000007
