,biomass,gas,hard_coal,hydro,nuclear,other_fossil,solar,wind_offshore,wind_onshore,demand,s_l,s_r
0,802.1255682918678,6071.980671754604,1426.2451885518415,231.27024026495522,7983.896409874947,97.79339120270717,0.0,4176.5469658594375,6015.941762189008,33235.85,4297.149802010628,0.0
1,756.0,3707.538671659797,1597.0,455.0,530.2955342085646,88.0,0.0,3821.0,2498.513287904564,20469.033341092178,5617.07,0.0
2,750.0,5175.0,1615.0,336.0,7258.0,76.69606554076542,0.0,3800.0,5212.0,26749.340200085306,522.2341345445391,0.0
3,475.12729263964127,5060.9615305136695,1840.4504995883772,312.8433037274999,8047.394770352073,98.73423415513295,0.0,2484.119962027436,2627.2483127780934,26529.39855561521,3575.288649833286,0.0
4,768.8209255747119,3397.999485132145,1538.6588100456866,279.66369647228277,7385.155504660791,15.207881310352994,0.0,3796.3075597492057,5131.574590542323,27372.23,3274.841546512506,0.0
5,684.6310763723092,1257.634184949916,2153.7776450225197,351.28810703788196,5422.809814141855,117.09603567929399,0.0,4835.1452934989375,6404.758445919137,27408.88,4772.071316527417,0.0
6,989.2422701339422,1218.7517801601998,2302.14164184205,273.5610746982258,6912.79923478806,116.15113725847078,0.6817601793208021,4730.874972606253,5179.663021548922,28970.07,5557.62310678455,0.0
7,713.4118074646362,5187.039976011958,1758.2624126892886,452.53139019475617,7386.939367134177,11.360997067842886,0.0,3690.418910150045,4329.047478784442,25418.40160627837,1635.6487693433467,0.0
8,834.8059784352831,7317.21757351454,1818.29112189532,746.6998065687625,4754.13647921764,96.91678905317272,6.607962889989048,3761.0322115521003,4152.0033492097855,31925.35,7772.6493891640675,0.0
9,1058.21085975527,8933.58751297445,2335.944185098069,1319.9491841096317,4423.7413645505085,123.83318571604221,458.7456652662473,4345.419062399299,5140.484402507979,35127.54,5423.614577622503,0.0
10,1061.5009715960578,14434.136536019318,2391.9344949771757,1579.445145404322,10330.425005076917,126.64019634322942,1104.1886782286072,1118.0915660336523,2819.259273047264,38021.59,593.8381332734524,0.0
11,948.918086818126,15172.647927853846,2217.9077505391915,1395.7631118277197,3012.552162673892,71.80796393069282,1612.90971105991,3661.3678032387215,4680.5761187100425,40392.8,5050.881888904484,0.0
12,857.1166218738706,15667.820465282784,1142.3587943369341,1168.0758184639951,5807.873869651618,100.63770362371304,2097.5611260897495,3072.2768623104307,2893.368235170554,41652.27,6605.282177895935,0.0
13,1528.701212777855,1454.903047104855,3300.3748037455675,2624.101684450464,13340.068093560185,162.7773470811027,3041.2042670097194,4191.273523775046,7333.716281697206,42188.82,3456.73172651478,0.0
14,139.151217445431,12398.02305904164,1163.0132465938686,583.715454682055,3410.963556830845,89.0,682.8740030097374,49.355468994666246,3780.0,30534.742169908386,5510.886163310142,0.0
15,807.9320379093537,16079.154183028875,2390.0415407156756,1099.745765887395,7895.3035133163385,95.8194330674166,107.37118587121373,1871.2370602783724,2817.228180090085,43532.53,8957.745031739076,0.0
16,915.2928858927257,19684.86662816504,2179.907015504117,1775.4329240514435,8816.674045409638,106.82463389729425,1.2139162942874346,1252.4420990042745,5469.906822059181,47501.41,4264.499029721997,0.0
17,720.0,7708.668867871159,152.9307967684094,1437.7273759948669,7258.0,89.0,0.0,3057.0,4691.0,31865.157915720043,3727.6908750856073,0.0
18,861.318099271928,19657.558639454408,2548.7025338619533,1386.569382184004,8521.52640643932,57.57902806154165,0.0,1337.8173704261403,5770.713759242071,47686.23,6147.215197744421,0.0
19,975.2239549189533,20138.44029652961,645.4159712433072,1208.8576883988642,2464.544502379066,116.81686673995537,0.0,1377.6137724841308,5204.301036005311,45046.7,9905.715911300804,0.0
20,1173.6061055364194,4771.42795197172,2152.3967397388146,1429.6941847900155,5612.255244439032,138.25614094672676,0.0,5445.406642288125,8185.391981050528,42220.09,10763.99469710784,0.0
21,825.4281103302818,12583.885153714486,1514.0264934764334,998.9682521247886,8075.178777476437,42.175573313746455,0.0,3794.5219465452715,1557.1985267722375,39066.38,6961.507166246317,0.0
22,811.816265633883,10156.43252758089,1469.780255119409,558.6692580706291,7926.120098877051,93.97273573435766,0.0,793.4896219006347,5149.141071943943,35377.98,6100.068165139208,0.0
23,1155.896580106534,9563.675384832377,1513.2302003007583,497.1598194006598,4292.809185227,138.27257477080852,0.0,5162.442439034886,4651.749566549754,31778.14,2470.9042497772234,0.0
24,160.0576415275776,7421.0,1003.0,210.09727173418725,7264.0,89.0,0.0,3329.0,3366.553671283677,29596.95169189654,4590.034606612841,0.0
25,1135.470195860459,1564.2367612678916,1311.6311929532906,500.0398415195596,11570.985632105478,143.32352145465086,0.0,2377.10867218995,5718.6085060405685,31598.1,4903.295676608146,0.0
26,772.1850065274103,8416.298326177948,330.0754819237891,289.18069371966106,7539.427835544137,94.32058468992528,0.0,3315.7313233304503,3127.0901539506,30904.93,4649.600594136074,0.0
27,740.0,3857.782343339367,1359.0,261.0,7264.0,90.0,0.0,2871.0,2514.0,23972.254810810446,2644.772467471072,0.0
28,253.86381967625007,9074.0,1376.0,252.0,7262.0,90.0,0.0,2714.0,2129.795758997117,26483.525530644445,1613.313053331708,0.0
29,336.15747851870753,10097.042117240295,1538.5257154428746,215.41485732709373,7749.215574381946,97.1588064575306,0.0,2657.453508492238,1409.2031217081253,31887.01,5231.766838315815,0.0
30,704.484006542149,7137.688732840405,1663.8667846821697,244.86338688929396,7287.696375369069,91.32200084805636,0.0,1756.7729621275214,386.50693931259974,29149.06702814637,8100.58260753327,0.0
31,776.454222143956,16857.930383062634,2096.4263997886815,543.5179555007693,8059.594825854264,25.292776849996052,0.0,2576.718797200586,1089.309885157142,42842.1,10195.831142832583,0.0
32,1366.7258332502508,16099.590063022144,4536.45740613991,1112.6722175915304,14377.659199468306,45.12378708570009,7.920484340706958,1784.4906403297462,1418.4463372747016,47107.46,3316.2440314970095,0.0
33,755.3172195674862,15662.506952415912,2732.210528846024,1135.1908358602248,8042.688634162881,29.654956060549974,50.945149706897894,2883.93847471222,4732.3614064690155,50637.42,11550.50584219879,0.0
34,680.0,6304.275459515508,200.4758583695786,1171.0,7255.0,75.08405525603402,176.0,1135.4782881224585,2578.4612348439846,31058.887627303844,9701.96,0.0
35,680.0,20875.0,2566.0,806.0,7265.0,91.0,337.0,1459.8300790496276,492.2853699940302,46906.375449043655,9305.380000000005,0.0
36,772.6111245567033,23206.82234748859,798.7464262947759,113.42625621914827,8277.650750412822,58.831432272203074,545.8417826882904,326.7856736480555,6507.938248294001,53193.73,10520.17163260513,0.0
37,283.8722732563691,20282.350752028844,3010.6215204049468,675.4992617066089,7422.316396028896,92.99611621074342,442.53663457568814,3263.884065122654,5627.79793376444,53028.38,9418.943011073554,0.0
38,694.1471288726971,19412.60652454145,2277.7491269964394,235.57684901895567,7420.933738566875,93.03002758087693,233.08622294988945,3603.635683764738,5699.367074322955,52616.65,9938.387623385133,0.0
39,947.3645438524112,12171.72230012683,1856.4582253259862,1138.2306357756174,10110.330139319041,126.7796668978962,39.00912827627575,4990.382053057849,5745.941505194381,53234.95,14513.75019830268,0.0
40,144.8359275847605,27936.614512960437,3327.781850344454,1396.8307256480218,9346.535546732386,117.15354473176959,12.874015904590063,3926.5748508999695,5731.511880723497,56217.57,2188.734821237098,0.0
41,722.8610650286556,24236.04326704165,779.364628003494,1762.6080966598977,7715.4788382029155,61.09784307360715,4.2521239119332686,3462.291895291664,4650.760528677012,57858.5,11404.961714109173,0.0
42,557.0604527243121,22856.29782229801,4116.928549595875,667.2827199430677,7415.775657968783,71.36368842317373,0.0,3291.7067466664735,4205.673045090137,56458.71,10271.461317290168,0.0
43,708.1856396524473,21360.128631281903,2330.2686626129725,456.59275934039425,7563.006051700107,94.77190177701868,0.0,3479.482679527686,4313.683705059466,53403.65,10097.539969048014,0.0
44,680.0,18156.0,278.83328444153545,958.0,1072.8611363033417,91.0,0.0,3498.0,4544.0,38401.648935305835,6903.975190317628,0.0
45,682.0,14534.0,1972.0,811.0,7268.0,92.0,0.0,3534.0,5057.0,44447.76,7447.25,0.0
46,803.1050737177296,14004.133085312438,686.4447417180832,173.10446199953142,9395.620201401747,117.76879315806598,0.0,4193.086701452019,4382.961287268498,38910.14,2106.815653971888,0.0
47,893.0538481584299,8940.40011528112,1540.878519216087,659.6271448218653,2432.115446340031,120.6475095896851,0.0,4130.8658174729135,7161.478802926852,34061.94,6436.885596962892,0.0
48,769.3512077472591,8370.360647338215,1404.4607824711695,498.61177980100956,5543.062578480103,11.767811045164459,0.0,3544.430344196317,6240.543814161052,32831.85,5402.368387667954,0.0
49,1015.9189418902147,10602.255389153826,1408.2635552780657,85.88926602355325,10830.501495041055,137.2460244550657,0.0,972.2011371654216,1929.2277086882025,32383.19,3180.8064823045947,0.0
50,747.5896356247116,7469.309663422228,1003.7567455877124,383.12596598094615,7969.8983181136655,99.36091084797769,0.0,3468.9915544406585,6481.305739689129,31250.06,1409.6914662929712,0.0
51,73.13623695402345,6711.0,789.1044745197605,99.048838904898,7256.0,92.0,0.0,3126.0,5841.0,27451.354428261864,1213.1448778831889,0.0
