,biomass,gas,hard_coal,hydro,lignite,nuclear,other_fossil,other_renewable,solar,demand,s_l,s_r
0,34.39723915756852,235.25389508878976,35.868920704003685,610.8161069922091,184.46007938066245,79.05756722627434,641.4553813696615,55.46418711091057,0.0,2734.27,0.0,646.3900000000006
1,30.141708025550248,200.72159853032343,55.72375205006087,536.2830679067837,12.526288162361666,2109.0279239446995,230.32828983745998,47.59737154276032,0.0,2658.82,0.0,787.0500000000002
2,18.57514831068518,69.98338417994766,58.30793605492198,641.0002417823639,218.12412053093936,2258.277600482599,328.27297844843935,37.86129485751044,0.0,2409.719001405491,0.0,819.55
3,31.659398725369257,97.43042460592206,48.288577853846036,626.6109209674684,15.995091647603042,1922.5889407769694,485.65730839320656,41.99933702961443,0.0,2567.72,0.0,862.9599999999996
4,18.28618272525495,149.91223565595257,60.63372573602309,281.44911192052626,32.928272330903816,2364.0619230396414,603.0703540339366,52.793157752916656,0.0,2562.35,0.0,915.3399999999996
5,37.64518216886562,170.04354394644062,57.107997439843764,662.1582671763767,213.06660928228703,1077.9849665518193,210.87176821325892,51.730114272862956,0.0,1868.3803450005785,0.0,797.8900000000001
6,29.0,58.968745306752126,44.6,599.47,166.0,1736.0,437.5,40.2,0.0,3094.7591141645516,0.0,18.531902929551837
7,50.881836867524605,181.51494398975086,78.4282106199431,1103.3638597417767,291.95647085365846,1570.2052342867398,766.3857359908534,67.37457019699809,0.0,2134.7058729286414,0.0,982.9099999999994
8,29.210214844568423,126.94439259505936,44.615602125607936,584.8845347713104,166.25814065641342,1734.6065938521112,434.45192832178316,38.81357314963201,0.19501968351422524,2827.21,0.0,706.6900000000005
9,32.13377798412122,168.22977885804642,31.644633313426233,642.8757008601801,192.46909927513437,1984.51096699168,157.22621234003694,44.25343819266521,4.3363921847084,2918.55,0.0,555.8299999999999
10,32.87266309200269,25.0291537602475,54.82608494715134,682.1422409734879,204.5920989642125,1866.3037668712639,532.0543966883931,47.469964534954926,1.7798119984798504,3047.91,0.0,571.9200000000008
11,6.456684861927457,169.9,48.68636291007704,277.8686354747211,180.2,1820.7,464.6,40.3,12.6,1870.9342000657853,0.0,525.9800000000002
12,2.7568078438867976,284.1597947929934,12.318250169716906,1031.8224946644855,288.9249115307183,1048.1171060263284,753.8414679080754,64.32907595928582,20.331164747626136,3030.66,0.0,495.3500000000006
13,27.9,181.6,31.224313376359117,534.3890232742959,114.22565351241336,1821.2,478.7,40.1,9.5,2626.8737552977946,0.0,468.5000000000002
14,22.718641555258944,267.36188851578027,46.89106526916958,1057.3793406422708,263.0781897495053,2689.4242564678516,75.57227309784841,60.71035148065508,8.419683781988661,2961.26,0.0,472.1755132432817
15,36.06165330954616,24.386836987643917,57.18011163836597,885.4012386011523,223.25669392680837,1968.736250562326,99.87543860180944,51.58819848448965,1.4107488421523835,2996.3354299899256,0.0,502.9099999999994
16,28.7,170.5,48.5,660.43,118.59933445573792,1024.6561140096796,474.4,40.4,0.0,3273.311974514652,0.0,281.2700000000001
17,30.047209663805344,184.82647868801223,41.54207591147718,712.9655601636065,187.51110910470962,1881.2031369926788,88.52558700167181,41.8182814908631,0.0,3155.2,0.0,30.84943901682491
18,33.52158777433964,206.73592460132812,57.58237899912698,209.93558601684902,211.52472285480522,2126.4600244586327,568.4653926749514,47.65438261996716,0.0,3137.91,0.0,288.77000000000044
19,28.5,178.1,49.6,714.75,180.4,1765.1243749361076,491.8,2.8723861676381475,0.0,3242.9824244011515,0.0,136.71433670259535
20,28.9,176.2,49.1,727.86,179.2,1816.2,86.35964539958852,32.36067275946115,0.0,2716.9069295477534,0.0,233.023388611296
21,30.023356285602922,76.24912235248061,23.12668699100662,738.1561206357886,188.29979551946084,1903.3970997092167,512.2800548104443,17.587763695999325,0.0,2901.5,0.0,392.87999999999965
22,51.217695801246336,312.4456667736931,86.48524412113568,1078.8502532528964,315.4584724090605,520.3285820631248,771.434061435676,60.90826464899775,0.0,2595.91824050583,0.0,315.14000000000044
23,28.9,174.5,48.5,593.15,178.2,1817.5,485.0,39.27609765708027,0.0,2687.7656823567163,0.0,229.87041530036396
24,28.4,175.7,53.8,534.9025816977627,163.55198260427645,1815.8,483.7,8.758145385461312,0.0,2407.3991804806615,0.0,217.3299999999997
25,27.9,168.3,54.5,571.81,185.9,1813.4,337.5143071889665,17.66958398444315,0.0,2776.3841095895214,0.0,174.92000000000007
26,32.7944232265465,199.53789906856463,65.01147984699182,641.6967933529633,216.1660573242783,2097.5728799655535,40.036285006055664,42.494182209046166,0.0,2517.74,0.0,178.17000000000007
27,44.390185278340745,240.61949602059946,17.141538278861077,846.5177290491972,289.31225649939563,1084.0089784817026,742.8371564410447,44.472659950858784,0.0,2602.72,0.0,155.40000000000043
28,28.4,175.6,58.5,565.43,73.50772221945512,1845.1,334.5832421875929,34.4,0.0,2496.0209644070483,0.0,225.41999999999985
29,30.647182468994007,189.8392610181855,61.83583459291724,633.2379320466274,203.80917811535943,2036.4673721888066,141.2124911969918,10.339890957570068,0.0,3077.94,0.0,99.94914258545228
30,9.632844421051892,181.1820654738465,19.332314517475968,643.1810728533674,191.15165694854443,1935.4232429196686,496.95361585611465,34.283187009930536,0.0,3279.07,0.0,262.0199999999994
31,29.0,181.9,31.63240831481704,651.16,189.1,1912.7,492.2,4.001996273917373,0.0977265595801282,3860.401582778714,0.0,143.31999999999903
32,43.11488221179075,290.4660057659397,99.95491723840762,184.50940819388052,191.43778862055768,2419.5035295073276,452.11783580355075,48.48559418280966,6.116644189215988,3606.58,31.13067281615238,0.0
