,biomass,gas,hard_coal,hydro,other_fossil,solar,wind_onshore,demand,s_l,s_r
0,218.4,301.1003290813753,270.2,727.2,152.4,0.0,1602.6,4132.547538692543,0.0,84.08720515890178
1,232.6651894970584,244.49568751151367,145.26582040611902,700.3095984047987,123.72399144771973,0.0,1639.279827446499,4254.0,0.0,356.4501147137081
2,216.3,25.99832794968607,182.07335951509668,900.1,82.54658086220348,0.0,1080.8439383210507,3563.938393660045,0.0,402.9638129879923
3,201.4648903468356,413.11091288498983,292.95880105979865,554.281518573199,62.7720358069791,0.0,1803.511841328198,3905.0,0.0,922.1500000000004
4,306.9557881423485,549.860038768418,390.9601748171975,85.17882263092208,47.926631485584146,0.0,1187.4824547097928,2824.6105786170106,0.0,1000.6499999999996
5,146.31460105407382,253.27181066788853,279.39176450322947,144.04794529934506,210.4250861772931,0.0,3368.723069121413,3832.0,0.0,1297.9546784787735
6,225.39760577202145,194.75602880652494,283.7679219384136,241.24997581001645,161.8831430370084,0.0,3011.8453246360145,3724.0,0.0,1804.42
7,193.9484531381934,380.0,270.5,228.2,126.32018095191594,0.1,3116.2,4203.670931917548,0.0,1416.837702172561
8,212.9,102.8886526280236,250.76716624365068,261.7,155.2,41.4,3057.7,4368.303029346981,0.0,833.5627895246935
9,79.16818409675307,389.4719629461622,278.75388772006943,341.5353661303958,161.5411767963568,151.2322312445791,3216.597191065683,4402.0,0.0,1332.8900000000003
10,222.5877706032758,391.60885809408103,281.1470766077825,343.658875735151,162.1562310142556,112.97398891865168,3437.42086116685,4824.0,0.0,1213.1463015139425
11,234.87821198292738,404.1763528188277,118.87519384640666,356.96302317920515,160.87104767367936,56.00109018690716,3604.6350803120467,5026.0,0.0,1427.9800000000005
12,118.4700593216169,78.63957468218092,303.1231594682291,207.37572873543857,170.40861555597337,287.0807420722422,3771.202120164319,4843.0,0.0,1616.2200000000005
13,80.31029536080099,472.45637705662784,344.1945865710149,331.7246902738025,188.95710205469763,283.8810065212326,4228.4400393129,4610.0,0.0,1686.0700000000006
14,352.74110875248846,590.0223234768855,333.52454636966326,422.23969510273076,245.5510693930758,321.57011807823784,2062.4662577909503,4555.0,0.0,432.6071143167668
15,218.7,370.9,270.2,185.62109332013404,35.06593629345314,61.62789600013442,3015.2,4314.014925613722,0.0,1295.039999999999
16,224.6371631194336,388.30286834725626,181.28728374017103,350.42981259205766,127.51197170153078,7.432551594058443,2954.098348905493,5063.0,0.0,698.9099999999999
17,215.4,374.1,232.47103390243385,444.0,35.956294180611856,1.4,2677.5,4794.3158577650065,0.0,520.3700000000008
18,302.48178491078426,20.657425000675143,374.0529898530614,945.3767089957647,209.0377552472697,0.0,3731.6700201625176,5750.0,0.0,295.2999999999993
19,215.6118746610866,378.6,270.1,756.0,152.8,0.0,2616.6,5782.411874661086,0.0,377.2000000000007
20,217.6,379.1,270.3,629.3,152.7,0.0,2589.2,5661.0,0.0,221.35999999999967
21,282.64058145628195,498.8625990989658,355.1091530628019,873.8315603515762,197.2828628126677,0.0,3436.272904471046,5459.0,0.0,295.7599999999993
22,120.11403494654331,139.36571760033624,270.4,519.4,92.07088052548538,0.0,2729.6,4309.738036754545,0.0,850.1768851088274
23,214.1,386.4,268.98211782715737,388.01993510378594,152.7,0.0,2606.182711431461,5604.747908191669,0.0,317.7547059954368
