,biomass,gas,hard_coal,hydro,lignite,nuclear,other_fossil,other_renewable,solar,wind_offshore,wind_onshore,demand,s_l,s_r
0,2174.1365492884265,1649.5690104355594,1624.6315886737602,2437.452240558395,6876.159800415356,4800.185564049133,876.4327029016929,86.48173791052149,0.0,3028.1355714310794,30398.48266538982,44142.3469,2743.3927843807805,0.0
1,4263.755735908174,3580.277846863067,2512.7638099543547,572.5474505348952,10101.81814506902,6854.485235591469,1227.267885788758,217.981887256884,0.0,754.1880301632285,26310.151617426112,42825.4286,2297.7509554440376,0.0
2,4771.0,2414.0,1679.0,909.9645577626752,6728.0,4889.0,813.0,7.549747411421846,0.0,3137.0,15503.8679874084,26402.668713403094,52.59996261971296,0.0
3,556.3371365109206,2411.0,1678.0,1660.0,6710.0,4696.0,478.1673223090535,53.427140013928216,0.0,3212.0,31529.0,42776.43667044117,0.0,162.128999999999
4,4769.0,2306.689370089908,1682.0,1327.3163991208614,987.4157359908088,4831.0,429.82475848052746,146.0,0.0,2172.544922441717,32063.0,35834.7517494214,0.0,1464.771999999999
5,553.491551408893,2304.0,1689.0,1601.254360646832,2959.0492996532653,4763.0,861.0,93.65419859261316,0.0,287.4377142608188,10965.470220732735,11337.292157816617,0.0,1299.8271690387694
6,10447.618665903356,2899.4204410550483,3659.0637755635657,4443.615865618886,8746.340250564863,10109.825404907315,1880.7457047715052,318.1794587446579,0.0,4644.148012198326,6870.46849896942,41524.1429,0.0,1601.3871000000015
7,1168.4929860240318,536.7652936304601,2329.405291233899,3135.737892045633,10051.352937704894,4603.25056771507,1331.5300802676531,109.81067567616317,267.2328351349234,299.4653857777546,29770.140515254636,42384.0612,0.0,1047.1588000000047
8,4726.654470001419,3488.2994678700334,1958.4707025949897,1970.4489592507837,9442.24166520348,184.35760913599418,1233.5435799424465,210.8868415358281,1838.2088910925634,4733.398491184306,9422.860844533743,28155.898382662475,0.0,148.72555439246815
9,4866.0,2493.0,1544.0,2105.0,6570.0,799.4074495912528,854.0,146.0,4037.0,3196.0,6391.840277186248,22960.120136801947,5.71312798589099,0.0
10,5514.1492229938685,2841.550062270745,1773.4175169159798,2325.62616828304,594.4753058207715,1665.6922772863027,972.8850572339583,6.838904437206579,6429.6067504591865,3688.5723673450652,36624.92697978654,50052.8163,1150.7328679011305,0.0
11,5191.48020079347,2697.4288878349575,1707.3012206733165,2681.3727635026066,6348.786429020697,943.7953104521217,917.3399035216503,45.0882380460515,6860.2467230691445,1165.0236875510882,33820.62029366402,51191.3367,2271.916652514528,0.0
12,4851.0,2538.0,1631.0,1596.849842902246,6347.0,6298.0,862.0,146.0,5685.0,3286.0,29291.0,54029.72559671543,2448.562185333792,0.0
13,1216.2136648099968,242.38932243725324,353.9214056948261,689.8005420028991,7109.7413275425415,8136.108320946813,960.4740090616692,163.05721549186475,4498.592219186516,3663.2031973514822,28566.28395788299,47840.815073941616,998.2121644986603,0.0
14,4867.0,2559.0,1807.0,418.9602366840648,6897.0,7966.0,858.0,147.0,1215.7370906924994,4231.0,22183.0,45387.91111748207,106.23589774266571,0.0
15,5059.460188830857,2942.9487969139423,7.889395272018551,3229.8629148751743,7200.018009195299,3947.3529170168085,923.1149882230945,155.99046389722102,11.22210389957372,4164.4128860604915,6554.155433015537,32638.944034201748,4212.891641679776,0.0
16,3181.1091235217023,2471.896171912472,1850.0,4561.0,3763.844245396484,8905.0,660.8802719438212,162.0,0.0,3687.0,8102.61821572021,38224.56192005504,3283.3299031670213,0.0
17,4881.0,2904.054783616531,1914.0,6877.0,1020.1412106414008,6952.833457013979,922.0,167.0,0.0,3216.2740733253445,17723.0,42651.108340693245,3999.933899999998,0.0
18,2147.2582951458794,3842.5798549292776,2101.7293247085877,7519.706973515266,6435.558951203798,10897.100874088052,1153.3734229148097,89.54345446544158,0.0,1411.0234073032682,20788.29706852379,54557.1633,4459.614614009737,0.0
19,539.7662130570143,3293.0,1959.96114529938,5598.0,7173.075229634652,9104.0,270.5498185752622,192.0,0.0,2680.592902959899,16499.0,40104.98662485602,1647.8262494136816,0.0
20,20.74323610946593,3310.0,2039.0,4211.264605244503,12551.0,9112.0,714.6037747122489,45.67357519642261,0.0,2556.0,16488.0,44148.60826150521,3563.874499999998,0.0
21,4826.0,3289.0,2010.0,1196.6733408249452,13019.0,4389.900296774064,391.8885433622194,192.0,0.0,1343.7949910997424,16059.0,41972.342171655124,2755.0791116995774,0.0
22,5030.09944152566,3446.278043027785,594.0285952369895,2427.0596430685036,13527.426944577755,8419.432165722608,1012.9333944096863,66.62406347458598,0.0,1494.1124781812891,16565.17962688188,46437.898,1275.6759564086458,0.0
23,5441.184920624208,3676.2291396486244,2190.19124115882,1946.709647021644,11829.694778265648,4021.1345372074115,1114.5284238673535,216.04704831890237,0.0,1734.091916930026,17702.14068924086,43401.6939,0.0,132.21610000000146
24,4764.0,3242.0,1867.0,1693.0,11325.0,9041.0,966.0,143.54335093582688,0.0,1612.0,15233.0,41923.53066833644,0.0,1187.3248999999978
25,6140.059966537259,3698.4394425832065,2401.9573115356416,2185.949303443853,5327.745355547365,11782.137399449737,878.4491540068191,111.36293590199757,0.0,1982.875906615045,14146.549600934635,40825.3469,0.0,1543.8031000000028
26,4747.0,3412.0,944.1308435388044,1689.0,7547.920190238793,8071.988267774259,472.281194723276,179.0,0.0,621.4387572332186,14639.0,36377.86385463968,0.0,360.2754764503919
27,4735.0,3711.0,1918.0,2077.0,11042.0,9161.0,963.0,186.0,0.0,382.47224834878347,15245.0,43390.336679639084,0.0,776.1441822935083
