,gas,lignite,solar,wind_onshore,demand,s_l,s_r
0,1843.627184889087,1067.0059361411506,0.0,221.1758861098824,5021.59,1348.7127406750205,0.0
1,865.5487236524204,2272.7773602300363,0.0,107.68253343645456,4738.66,1001.21764346491,0.0
2,1114.0,314.60100998544533,0.0,144.0,2953.791009985445,783.1899999999996,0.0
3,1270.746994548556,1904.0161064567812,0.0,38.03627652769068,4418.06,604.2606224669728,0.0
4,1073.0,2000.0,0.0,164.0852937591585,4360.737254467677,585.7700000000004,0.0
5,1103.7472085164386,1994.1207645819143,1.2236665282887347,347.5212940340007,4542.76,736.0357757898623,0.0
6,896.0,1966.0,188.0,367.0,4673.057251249679,739.5699999999997,0.0
7,98.6982805398673,2656.002428138616,1080.556665913064,134.52272218979675,5089.56,733.7799032186566,0.0
8,774.0,249.86507631127355,1214.0,439.0,3824.2123266355547,729.6400000000003,0.0
9,775.0,1642.0,1436.0,466.0,5884.93,750.9300000000003,0.0
10,781.0,841.0911060492919,1470.0,39.19915180135468,4731.620257850646,759.3299999999999,0.0
11,831.1318754472471,1683.4390853007935,1437.8052061877218,530.4421268777971,5640.31,593.2375810596782,0.0
12,4.325884204110297,1596.0,114.20527127004698,471.405864024578,3039.066233978165,127.49648908917976,0.0
13,398.0021585848481,1618.0,587.0,332.6656928340785,3526.7505858313334,66.63349073191617,0.0
14,1146.584516401488,1769.6822018396347,167.4310107129714,568.404152776792,5205.81,835.2215690103571,0.0
15,863.9560957610208,2026.1256027445547,2.463374593002498,896.6683518529094,5562.14,1491.7457522845232,0.0
16,1471.864340901639,1669.3960315250524,0.0,720.2309335038303,6142.83,1880.9372774372955,0.0
17,2563.599896661247,2689.7322877429824,0.0,250.8024550241464,5941.261616786522,125.43109007980101,0.0
18,805.0103746389964,1660.0,0.0,463.0365610288898,3150.4950917331007,139.29197084776345,0.0
19,1126.6235949680624,2237.667986506883,0.0,964.3997146273114,6062.87,1310.1787038977432,0.0
20,1796.7018493949229,1640.4197220541307,0.0,861.9098818966826,5725.17,1005.7410934381915,0.0
21,1625.0415564734221,1965.140343760306,0.0,307.71127118098985,5418.23,929.3368285852816,0.0
22,1142.116247451185,1815.98519202577,0.0,833.6837849042072,4999.58,840.7947756188373,0.0
23,739.0,1684.0,0.0,791.0,4290.095866472752,880.54,0.0
24,688.2075050573015,1285.195558136024,0.0,882.0,3096.144260347833,101.41350195098754,0.0
25,705.0,1594.0,0.0,993.0,4344.49,765.4899999999998,0.0
26,948.5214459429525,2150.4336210163797,0.0,43.00885257100903,4201.35,744.386080469659,0.0
27,952.6965947533512,2066.12023406373,0.0,235.6249285046018,4268.79,745.0346608139846,0.0
28,988.3999042813253,2017.2458404514005,0.0,312.1260284847169,4575.86,1136.1037569850535,0.0
29,26.45676350494972,1971.413585261784,0.0,1524.9769653222345,4971.41,1103.9780097477815,0.0
30,1317.0,1685.0,118.0,862.0,4607.022168035516,350.4125914423387,0.0
31,1482.4315886625543,597.5469374722045,746.6064546536865,1118.5620168999274,5920.05,1739.9030023116281,0.0
32,949.0,1103.386380209734,983.0,219.1586892830119,4628.172352034857,1198.8199999999997,0.0
33,898.0,1089.9119972489482,591.7504346162272,799.0,3965.7388289495166,270.07639708434124,0.0
34,1.364032661312859,1185.3561858556238,1951.8765326702958,1270.6847226108637,6373.85,1634.3509058231487,0.0
35,882.0,1756.0,1201.0,897.0,6212.284307891033,1075.38,0.0
36,1084.0,1774.0,939.0,859.0,5758.82700799795,536.8270079979503,0.0
37,943.0180064056773,432.07585231533574,1171.8852050086834,1861.088184183872,6205.82,1595.8219612573175,0.0
38,2162.3234388712262,1821.2824024316787,47.22643930387311,817.6767018249387,6172.84,1047.6123210918913,0.0
39,95.9556764294792,1743.0,1.0,729.0,2885.916853510791,58.96117708131228,0.0
40,2127.2850976679174,2277.405565730031,0.0,754.31528261746,6925.89,1698.8840539845917,0.0
41,3084.507369275784,2407.596024423044,0.0,510.023650365803,6978.61,932.4829559353693,0.0
42,2520.7224995290667,2115.7005770697065,0.0,367.8448042240057,6896.99,1819.7221191772212,0.0
43,2767.2037197834316,2862.1237674099884,0.0,758.5677662279775,6650.14,145.24474657860267,0.0
44,406.33308925822104,3163.9500727946734,0.0,788.2931568228091,6169.58,1559.0036811242971,0.0
45,2689.1558861174763,1586.943712256473,0.0,168.74647814678127,5842.67,1073.8239234792695,0.0
46,1918.2268411132995,2122.1543108621267,0.0,259.32395402513555,5343.57,910.1163017555007,0.0
47,780.792232719571,2308.7703193759926,0.0,354.2840757962326,4860.19,1013.7182786787649,0.0
48,22.42721669674945,2584.8129374415844,0.0,521.8808362064933,4792.44,1167.3190096551725,0.0
49,204.87087093132448,2398.234031019499,0.0,461.72538946976346,4614.35,1064.5197085794132,0.0
50,765.0,1632.3615082082956,0.0,468.0,4018.563678958272,902.6800000000004,0.0
51,719.0,1380.5998670548506,0.0,327.89933749691875,3770.369204551769,890.8699999999999,0.0
52,1027.0598311392673,2385.5976763946387,0.0,377.81466789812725,4839.26,704.302917101714,0.0
53,428.9233243507377,1958.0,0.0,413.4384937709322,4408.762041730835,1023.4002236091652,0.0
54,1312.3717500029773,2154.5354398444597,81.20864152042869,823.1147492379254,5998.51,1322.9088218842082,0.0
55,1475.7465897858667,2431.0247602283325,356.0488488838458,485.55055763054713,6575.220553447348,1586.849796918755,0.0
56,1424.0,2155.0,915.0,751.0,6797.11,1308.1099999999997,0.0
