,biomass,gas,hard_coal,hydro,nuclear,other_fossil,solar,wind_onshore,demand,s_l,s_r
0,536.8998478908428,4243.89094783342,2.365033614689251,14560.43068716941,17480.966866884246,762.5397128536691,0.0,17787.327042581608,56898.0,0.0,500.9499999999976
1,321.7587872385337,2510.3774321750448,12.079681432163383,7867.16707091077,31815.644044290733,517.2299958680867,0.0,10434.648451674224,54375.0,0.0,1665.380000000002
2,318.7851120523786,2069.197004955132,11.927334124408723,7401.452975746723,36954.13402672488,505.28524563404227,0.0,3100.133317532869,51887.0,0.0,299.3039435918109
3,294.0,2291.0,10.0,5845.783373705091,32159.279334598927,13.991106469325713,0.0,9005.0,47791.05381477334,0.0,1024.9800000000032
4,127.32836663617212,2271.0,2.538396510626675,5715.0,34032.0,27.44855082486617,0.0,9050.0,49637.02154759986,0.0,685.0478949373858
5,3.1746967587046715,2407.434293160422,11.640341637259182,6449.807479917701,36441.67681475404,491.0107745171146,0.0,5663.956012745897,50909.0,0.0,74.64482310857862
6,366.3758805043856,2982.1002790714106,1.8626912379765028,2939.0629749788054,42838.5621367985,580.7182323640942,0.0,5815.949286469147,51150.0,0.0,1282.2400000000011
7,294.0,1475.271039288701,1.2970199957249773,6876.0,23356.64183227437,103.35644666793452,92.01121267946782,8820.0,38285.6436209455,0.0,1497.409999999999
8,378.8960769707695,3108.4943457601908,14.176383832239676,5499.122770682099,32487.045928592157,599.2744074537682,631.4934616179493,9655.220245856133,52177.0,0.0,494.2350260324529
9,80.34419329244768,2989.1844039055545,3.2071950040406487,579.7085014656868,44564.667815701585,245.200694362671,1396.5251056452446,5705.4506163192,54278.0,0.0,280.9310030513834
10,290.0,1904.3172780277189,2.8901717128477573,2234.4708287956028,21530.633194792223,465.0,1550.0,8557.0,36866.72726935739,0.0,1143.919999999996
11,99.03405634074817,2785.41914792971,12.76650442801117,4793.292020132474,41688.439914014656,514.5560332942754,1780.3470720517396,6681.427928041509,59334.0,0.0,819.7813994507381
12,293.0,878.4743196203326,11.0,7539.0,36108.0,465.0,1363.0,8286.0,56059.91582732041,0.0,2776.580000000004
13,294.0,2394.0,11.0,5510.224007664404,36620.0,464.0,1025.6361108932372,5646.3338150554255,50513.7950399853,0.0,1797.0499999999993
14,297.7122888622668,1281.298944613907,12.151521994378237,8121.267199576122,38761.32990840085,471.88410411502156,69.18938208463311,7827.605418045315,54284.0,0.0,453.1400000000013
15,355.2713974215366,3101.915349236438,11.637031322687763,10059.567076723422,28857.83445896934,603.832625299465,287.04677262629815,11162.499045418162,49564.38968735058,301.83454399749024,0.0
16,309.2969867725376,1909.199951129123,8.416244538028234,8049.085870056752,39668.070612122676,487.09015263838404,50.497467228169405,9860.68250686733,59937.0,2780.7692765872166,0.0
17,294.0,2405.0,6.797749957281367,8574.0,45302.0,253.51950300287933,0.0,9495.0,63228.511432712905,2243.139999999994,0.0
18,294.0,2409.0,3.0,10733.0,45446.25047492339,461.0,0.0,9513.0,64864.88750568493,745.7599999999948,0.0
19,361.6219731418218,2961.856160971112,2.503172668501215,11068.8303955893,48162.59945761228,563.3430738059673,0.0,5748.773132689464,60140.0,296.42263352155516,0.0
20,296.0,2413.0,3.0,6731.233657998234,47486.0,459.0,0.0,9315.0,58743.237040331835,0.0,921.6797436556736
21,367.1683297927976,3004.5571122705537,6.2231920303864,329.47735239694464,59056.84772996086,572.5336667955488,0.0,4634.219560525858,61037.0,1297.367938551663,0.0
22,294.0,12.917428712635562,8.0,7870.0,47729.0,463.0,0.0,3876.632562109228,51970.676661433514,78.20165220221897,0.0
23,297.0,2563.0,11.0,7013.0,46834.0,467.0,0.0,8479.0,57749.084359126915,0.0,988.0099999999966
24,434.58735169233194,3759.1074292848507,16.09582784045674,9768.704242080836,35573.86529960022,683.3410546812088,0.0,11679.337827436962,54310.76841620852,0.0,165.9906164083472
25,12.647027500497872,2580.1738436597147,11.043545634341193,6833.946830269136,43818.78115967779,469.8526688065162,0.0,7928.261806762945,53211.0,0.0,2321.7099999999973
26,297.0,976.6095881898026,11.0,6718.0,43034.0,307.169542415846,0.0,7318.0,51703.70567058197,0.0,1337.455039867952
27,297.0,2580.0,11.0,6630.0,43426.0,457.0,0.0,6788.0,52723.6237547239,0.0,1467.4499999999962
28,339.3383646756311,1285.0643710211398,12.610547335918724,1828.0750568015112,50724.99150857858,518.1788541668421,0.0,7256.796785124138,55053.0,234.27857078916523,0.0
