,biomass,gas,hard_coal,hydro,lignite,other_fossil,wind_onshore,demand,s_l,s_r
0,0.0,455.00058384559213,6002.147289908909,299.6728673704037,2588.591708345094,248.40420890637282,3833.0855821369883,13654.0816,250.18633435237646,0.0
1,0.0,454.79,5860.32,289.95,2416.35,250.4,3982.8,13182.448683533092,158.7284000000002,0.0
2,0.0,454.31,5781.56,123.72957967357937,2329.71,250.82,4083.11,12266.501382158971,147.6823999999981,0.0
3,0.0,565.1128125931516,3925.337176664333,135.4608331749695,2928.3050690681875,315.542134489476,5081.367860957824,12546.9388,82.38516467565928,0.0
4,0.0,453.8,1725.2712818698262,290.11,2286.76,192.9630244916168,4218.48,8292.254849035668,0.0,152.24489999999946
5,0.0,660.9586604965027,1560.185965396142,422.7867817538484,857.4772669560856,371.2263517843501,6184.118331092923,9514.444803835098,0.0,392.99429999999984
6,0.0,326.25295110908155,5782.75,289.73,2162.58,252.72,4236.39,12632.20777932173,0.0,368.9328999999996
7,0.0,179.5191158190603,5865.01,305.5173573729951,2185.57,253.28,718.187667220947,8806.066229272532,0.0,693.4779999999992
8,0.0,453.49,6210.05,318.84378049006267,2633.8,254.19,4093.78,13093.613796008067,0.0,608.8529000000021
9,0.0,454.25,6139.834997833821,336.08,1172.0402148015546,254.72,1780.4125817388428,9186.296806963557,0.0,162.10886345268668
10,0.0,47.13111031629627,6104.82,445.84,2654.09,97.13324331047482,3994.2,12867.10941158385,202.8866999999996,0.0
11,0.0,440.6989048415448,8280.715872106817,401.4894017465295,3885.5294081707034,183.0634428631391,813.8304369051892,14570.4082,419.0276336396574,0.0
12,0.0,181.60947795038032,7940.733663824745,304.2296595259658,1267.6998869626257,323.0424770907249,4854.4271697340655,15060.2041,171.5755901745991,0.0
13,0.0,454.34,5968.863003626074,294.24805826631166,3558.48,256.47,3501.34,14211.42054313408,202.43380764878728,0.0
14,0.0,540.2826472938181,7756.969361660296,641.8287471352791,4295.235187279812,10.496584722741316,1118.8976566824294,15280.6122,486.28070889184954,0.0
15,0.0,655.4405615524987,9199.360354232489,779.1551754208793,1603.9078654086914,163.82040219879266,3728.6057215845954,16510.2041,61.44364404158607,0.0
16,0.0,586.963115857335,7414.07457387182,625.2906312309486,4015.3298833229405,276.1939723230865,3176.9382666147,16884.6939,156.49227091671048,0.0
17,0.0,633.3398911685441,7796.779127251513,658.8957315616909,2073.445024044272,257.62955939406106,3391.272700109426,16896.9388,489.23676647049507,0.0
18,0.0,547.95,6894.3,116.44211084762864,3912.55,260.45,2802.28,16651.513310847633,515.7211999999995,0.0
19,0.0,548.39,6939.87,507.22,3960.5,263.31,1105.112634878271,15154.83503487827,549.3724000000007,0.0
20,0.0,654.1728698126743,5063.50164072018,552.5462831482815,4264.370899432911,146.0524588048134,3069.1205403125746,15779.5918,344.93452571875406,0.0
21,0.0,550.79,6373.19,329.87,727.5956507786345,272.49,1008.923167451912,10986.237262141593,155.15319567578445,0.0
22,0.0,658.1120542007535,7738.89205251614,379.67449516306,1715.5995633128202,331.7428841728983,2843.9302571852813,14112.2449,478.11050273930016,0.0
23,0.0,561.9520102978462,6724.565780318336,322.1377690251549,2981.3484515801765,286.58129447170313,2344.2292555145664,13292.8571,344.06453467901906,0.0
24,0.0,555.2286528802463,6815.377176948345,130.48344422753254,2719.7276056594337,283.7851047235528,2006.9471668192807,12764.2857,156.08301953476902,0.0
25,0.0,551.9621456614381,6853.538322878032,314.88748228498616,2815.7562218195694,280.8193312669731,1772.1849472222239,12613.2653,39.01684886677771,0.0
26,0.0,314.22635413718024,7218.072346510041,362.55710500662843,3409.5705050955735,322.7611581434645,1046.8251657517628,12663.2653,34.87886049178862,0.0
27,0.0,743.1435243132125,4743.505589404606,362.6163450984268,3313.3629907390196,342.0284663732459,2011.3572321907725,11716.894280457023,8.119787359209319,0.0
28,0.0,552.43,3098.038744651743,314.21,3638.81,81.04744442191597,1370.55,9097.844253504776,53.92806443111572,0.0
29,0.0,653.457003860803,9670.267267084233,354.7696974862688,3491.471514364966,310.6502144764901,975.7885156706378,16605.102,870.4877870566039,0.0
30,0.0,674.2221119296531,9739.552514042876,396.50990678083144,5608.736620333912,68.72789049743457,1245.236938125656,18481.6327,103.30671828963541,0.0
31,0.0,387.54971949440727,10914.879755749735,496.8284416939323,1270.8525389576425,297.8597078780448,1516.1010954543615,17264.23690850187,900.9154567681312,0.0
32,0.0,635.01,9390.32,480.33,5731.080206542004,97.25190322535018,1246.95,19554.35788244906,887.0414000000012,0.0
33,0.0,634.72,9577.29,573.303358272265,5966.5,256.75,1070.03,20470.178320291066,894.9349000000016,0.0
34,0.0,673.8149160578471,10550.587203959964,4.508305850681614,6377.541623595069,272.1435711892637,874.7996790809335,20629.5918,998.7065245761321,0.0
35,0.0,795.1767384025948,12871.845741267709,651.333306802056,3142.8110475422004,327.7264039277448,891.7087051608015,20713.2653,1186.2596869921642,0.0
36,0.0,596.9229252589889,10593.487862557135,446.30319500520994,6182.081423580496,5.853289219648079,713.0183748588681,21265.3061,1136.0996378418768,0.0
37,0.0,711.202315498068,10801.844861143216,520.5892479424001,6345.006649462273,288.10874272159583,788.6264660768106,20996.9388,149.29954543580055,0.0
38,0.0,702.3555280230144,10688.381053916775,474.50826601534186,6272.694278614626,271.4731802686787,241.21309290687694,21109.1837,980.648300254685,0.0
39,0.0,714.7115516151792,340.1370073730224,737.7868625123831,1271.5303667791372,135.18866589607075,1045.6548090914614,6331.183999932068,1051.4449565229265,0.0
