,biomass,gas,hydro,nuclear,other_fossil,solar,wind_offshore,wind_onshore,FR -> BE,NL -> BE,demand,BE -> FR,BE -> NL,mismatch
7889,366.17,4701.56,337.6,1997.12,1046.93,0.0,159.27,143.08,329.56,1917.0,10998.29,0.0,0.0,0.0
7890,369.3,4693.44,491.42,1996.72,1041.26,0.0,302.68,155.43,0.0,2042.75,10769.43,323.57,0.0,-2.8421709430404007e-13
7891,337.17,4706.3,148.97,1997.02,1011.33,0.0,551.28,187.99,0.0,2384.23,10473.970000000001,850.32,0.0,-3.410605131648481e-13
7892,263.15,4640.48,69.39,1996.93,962.6,0.0,400.49,186.36,0.0,2401.0,10014.79,905.61,0.0,5.684341886080801e-13
7893,242.21,4673.06,189.64,1996.62,949.54,0.0,358.32,178.06,0.0,2632.95,9984.930000000002,1235.47,0.0,-6.821210263296962e-13
7894,238.29,4087.43,67.8,1996.27,958.98,0.0,526.8,178.98,0.0,2684.64,9889.49,849.7,0.0,6.821210263296962e-13
7895,237.5,4132.73,12.41,1996.07,965.96,0.0,517.41,146.31,0.0,2153.78,9635.52,526.65,0.0,-3.410605131648481e-13
7896,240.79,3951.25,11.31,1995.57,990.17,0.0,416.87,133.04,0.0,2013.42,9220.95,531.47,0.0,-6.821210263296962e-13
7897,241.91,3933.56,9.11,1996.33,994.82,0.0,312.55,117.9,90.22,1937.17,9633.57,0.0,0.0,0.0
7898,240.34,3531.18,5.38,1996.67,1000.99,0.0,300.19,147.02,906.89,1586.76,9715.42,0.0,0.0,0.0
7899,244.22,3489.85,3.01,1997.89,973.37,0.0,336.55,190.35,1199.45,1204.3,9638.990000000002,0.0,0.0,0.0
7900,241.76,3792.77,1.71,1998.96,963.79,0.0,294.08,165.45,572.04,1571.17,9601.73,0.0,0.0,0.0
7901,257.91,4555.56,23.19,1997.84,1016.71,0.0,259.28,118.0,416.18,1881.66,10526.33,0.0,0.0,0.0
7902,298.45,4985.9,154.35,1996.65,1090.4,0.0,213.88,121.29,886.83,1892.03,11639.780000000002,0.0,0.0,-1.8189894035458565e-12
7903,312.26,5078.28,317.83,1995.93,1101.02,3.26,166.61,120.3,957.77,1845.1,11898.36,0.0,0.0,0.0
7904,320.31,5143.83,316.74,1993.98,1093.82,50.47,126.55,110.09,1445.66,1606.55,12208.0,0.0,0.0,0.0
7905,323.21,5106.41,324.64,1994.25,1126.8,126.94,115.55,102.52,1416.4,1602.54,12239.26,0.0,0.0,0.0
7906,334.44,5088.24,239.97,1995.72,1089.9,186.45,137.89,96.31,1545.4,1638.25,12352.57,0.0,0.0,0.0
7907,352.96,5089.77,192.39,1996.56,1094.71,207.07,94.38,105.54,1555.37,1492.39,12181.14,0.0,0.0,0.0
7908,374.53,4978.56,24.08,1996.25,1088.95,190.11,79.42,88.7,1894.44,1510.26,12225.300000000003,0.0,0.0,0.0
7909,382.38,4921.48,22.3267,1996.31,1063.25,137.57,62.64,77.43,1878.87,1562.83,12105.0867,0.0,0.0,0.0
7910,379.08,4932.92,20.6633,1995.73,1050.58,67.91,48.1,84.76,2189.12,1387.87,12156.7333,0.0,0.0,0.0
7911,379.83,4972.73,19.0,1996.48,1046.97,8.19,32.51,80.2,2504.76,1206.25,12246.92,0.0,0.0,0.0
7912,381.43,5025.46,610.33,1996.93,1080.13,0.0,55.14,70.93,1966.94,1527.42,12714.710000000001,0.0,0.0,0.0
7913,382.05,5121.63,757.07,1998.49,1073.18,0.0,71.54,70.27,1221.29,1974.36,12669.880000000001,0.0,0.0,0.0
