,biomass,gas,hard_coal,hydro,lignite,nuclear,other_fossil,other_renewable,solar,wind_offshore,wind_onshore,AT -> DE,CH -> DE,CZ -> DE,DK -> DE,FR -> DE,NL -> DE,PL -> DE,SE -> DE,demand,DE -> AT,DE -> CH,DE -> CZ,DE -> DK,DE -> FR,DE -> NL,DE -> PL,DE -> SE,mismatch
8334,4948.0,10943.0,16665.0,3848.0,16311.0,9480.0,1412.0,120.0,1.0,2464.0,6745.0,0.0,0.0,0.0,1273.68,0.0,0.0,0.0,351.3,68199.06999999999,933.04,586.01,1219.34,0.0,782.35,2078.19,763.98,0.0,3.637978807091713e-12
8335,4968.0,11247.0,16717.0,6849.0,16344.0,9487.0,1419.0,120.0,159.0,2247.0,6102.0,0.0,0.0,0.0,1689.04,0.0,0.0,0.0,123.9,71229.94,590.41,261.31,648.6800000000001,0.0,1026.16,2815.33,900.11,0.0,0.0
8336,4956.0,11496.0,16706.0,8817.0,16387.0,9495.0,1585.0,120.0,856.0,1957.0,5187.0,0.0,0.0,0.0,1699.45,0.0,0.0,0.0,2.1,72036.86,811.3899999999999,524.1300000000001,885.95,0.0,1270.69,2721.71,1012.82,0.0,1.8189894035458565e-12
8337,4944.0,11757.0,16680.0,7374.0,16414.0,9483.0,1435.0,120.0,1690.0,1941.0,4213.0,0.0,0.0,0.0,1706.05,0.0,0.0,0.0,400.6,72069.47,851.3199999999999,259.83000000000004,869.6299999999999,0.0,666.17,2438.91,1002.32,0.0,-6.366462912410498e-12
8338,4935.0,11685.0,16880.0,7174.0,16389.0,9494.0,1411.0,120.0,2172.0,1701.0,3898.0,0.0,0.0,0.0,1870.03,0.0,0.0,0.0,170.9,72218.45999999999,791.1299999999999,272.35,943.1,0.0,535.48,2078.89,1060.52,0.0,1.8189894035458565e-12
8339,4947.0,11757.0,16975.0,5970.0,16399.0,9493.0,1406.0,120.0,2114.0,1579.0,3613.0,0.0,9.289999999999992,0.0,1877.7,0.0,0.0,0.0,0.0,70883.04000000001,895.69,0.0,1444.14,0.0,232.79,1731.53,1070.5,2.3,-2.7284841053187847e-12
8340,4953.0,12051.0,16992.0,3922.0,16117.0,9490.0,1420.0,120.0,1639.0,1446.0,3731.0,0.0,504.00000000000006,0.0,1888.27,326.98,0.0,0.0,0.0,69645.03,860.6400000000001,0.0,1381.29,0.0,0.0,1662.54,1048.45,2.3,9.094947017729282e-13
8341,4922.0,12171.0,16863.0,2969.0,16016.0,9491.0,1412.0,120.0,847.0,1428.0,3795.0,0.0,305.73,0.0,1899.67,782.74,0.0,0.0,0.0,68395.18,748.1099999999999,0.0,1318.93,0.0,0.0,1567.37,991.85,0.7,6.366462912410498e-12
8342,4946.0,12018.0,17142.0,3489.0,15876.0,9497.0,1408.0,120.0,197.0,1279.0,4031.0,0.0,385.98,0.0,1870.69,802.21,0.0,0.0,0.5,68347.90000000001,517.73,0.0,1274.72,0.0,0.0,1929.07,992.96,0.0,-3.637978807091713e-12
8343,4964.0,12228.0,17243.0,5123.0,15873.0,9496.0,1474.0,120.0,2.0,1611.0,4275.0,0.0,398.9,0.0,1758.27,484.95,0.0,0.0,0.5,69755.26999999999,496.97,0.0,1538.71,0.0,0.0,2229.51,1031.16,0.0,5.4569682106375694e-12
