,hydro,nuclear,other_fossil,wind_onshore,DE -> SE,DK -> SE,FI -> SE,LT -> SE,NO -> SE,PL -> SE,demand,SE -> DE,SE -> DK,SE -> FI,SE -> LT,SE -> NO,SE -> PL,mismatch
0,4407.0,8542.0,1135.0,2199.0,75.9,1123.9,0.0,0.0,0.0,3.74,15014.650000000001,0.0,0.0,966.1,206.3,1299.49,0.0,-9.094947017729282e-13
1,4291.0,8540.0,1142.0,2253.0,76.0,1340.0,0.0,137.5,0.0,173.49,15093.940000000002,0.0,0.0,937.8,0.0,1921.25,0.0,-9.094947017729282e-13
2,4259.0,8541.0,1056.0,2224.0,75.9,1312.6,0.0,157.9,0.0,249.4,14861.349999999999,0.0,0.0,782.1999999999999,0.0,2232.25,0.0,9.094947017729282e-13
3,4242.0,8542.0,1053.0,2154.0,75.9,1262.4,0.0,156.9,0.0,371.58,14583.879999999997,0.0,0.0,789.0,0.0,2484.9,0.0,1.3642420526593924e-12
4,4376.0,8540.0,1053.0,2183.0,76.0,1207.3,0.0,129.1,0.0,358.27,14709.71,0.0,0.0,805.77,0.0,2407.19,0.0,-9.094947017729282e-13
5,4638.0,8541.0,1060.0,2236.0,75.8,991.8,0.0,20.1,0.0,199.24,14921.5,0.0,0.0,543.3499999999999,0.0,2297.09,0.0,-1.3642420526593924e-12
6,5051.0,8539.0,1064.0,2309.0,75.8,1284.8,0.0,116.3,0.0,241.36,15397.079999999998,0.0,0.0,769.12,0.0,2515.06,0.0,4.547473508864641e-13
7,5454.0,8542.0,1070.0,2378.0,75.8,1244.3,0.0,121.2,0.0,191.95,15647.18,0.0,0.0,701.5,0.0,2728.57,0.0,-4.547473508864641e-13
8,5895.0,8539.0,1101.0,2462.0,69.3,1062.7,0.0,125.2,0.0,185.41,16021.620000000003,0.0,0.0,775.2,0.0,2642.79,0.0,-1.8189894035458565e-12
9,6725.0,8540.0,1111.0,2504.0,65.8,1295.4,0.0,0.0,0.0,0.21,16493.47,0.0,0.0,1151.3,64.5,2532.14,0.0,-9.094947017729282e-13
10,7081.0,8539.0,1122.0,2449.0,65.9,1302.1,0.0,0.0,0.0,0.0,16650.33,0.0,0.0,1223.59,69.7,2615.38,0.0,-1.8189894035458565e-12
