,biomass,gas,hydro,lignite,other_fossil,BG -> RS,HU -> RS,ME -> RS,RO -> RS,demand,RS -> BG,RS -> HU,RS -> ME,RS -> RO,mismatch
0,5.0000000000020455,2.000000000002046,1246.000000000002,2951.000000000002,66.00000000000205,349.0998460761521,485.81664975215983,125.96000000000093,119.3640464839057,5207.230309892701,4.082702978382927e-13,8.78165478468552e-13,143.01023241952447,1.3985685441060204e-12,5.684341886080801e-13
1,5.000000000001486,2.0000000000014855,1119.0000000000016,2957.0000000000014,65.00000000000149,313.7890957274531,521.3447463720756,136.36000000000087,76.01036019683299,4997.82240131221,0.7900000000004253,7.909390666755045e-13,157.79180098415642,39.10000000000176,5.684341886080801e-13
2,5.000000000000715,2.000000000000715,1085.0000000000007,2958.000000000001,64.00000000000071,308.5513963059663,483.9204874967901,154.4400000000006,43.17548910651169,4750.599927376725,36.61000000000043,9.405316149896682e-13,228.40744553254228,88.47000000000308,1.2505552149377763e-12
3,5.000000000000493,2.000000000000493,1182.0000000000005,2942.0000000000005,63.00000000000049,282.5947765201345,393.6888339013721,159.69000000000045,4.367838477046818,4567.712256513444,42.90000000000047,1.8143467005287849e-12,288.45919238507935,135.27000000003056,0.0
4,5.000000000000476,2.000000000000476,1083.0000000000005,2916.0000000000005,62.000000000000476,289.0875388832638,397.81378346342126,178.89000000000044,5.732247774480895e-11,4414.34332646668,77.67000000000046,1.5014898531340712e-12,298.64999485000675,143.12800103005557,5.684341886080801e-13
5,5.000000000000492,2.0000000000004916,992.0000000000005,2928.0000000000005,62.00000000000049,272.6406793239623,395.6016413059357,220.1700000000004,1.8567514162831412e-10,4316.385200393688,107.38000000000048,1.3413840214187397e-12,303.9164002952639,149.73071994113255,1.1368683772161603e-13
6,5.000000000000563,2.0000000000005635,914.0000000000006,2935.0000000000005,62.00000000000056,234.85356323790052,373.8278228993783,203.8700000000005,4.051954078934909e-11,4227.864616335801,103.15000000000057,1.3794303001421556e-12,275.6434622518492,123.89330754967035,6.252776074688882e-13
7,5.000000000000648,2.0000000000006484,1029.0000000000007,2938.0000000000005,63.00000000000065,204.77236471145284,358.3626432132901,195.52000000000052,1.9748444930125344,4366.875629952966,47.91000000000065,1.5177328526349126e-12,257.1642224647233,125.68000000006758,1.1368683772161603e-13
8,5.000000000000745,2.000000000000745,1204.0000000000007,2928.000000000001,61.000000000000746,258.48146060287473,284.2751244459463,185.06000000000054,34.337804848330805,4607.105365655514,5.530369109565364e-13,2.99165367048908e-12,243.5690242416347,111.48000000000388,5.115907697472721e-13
9,5.000000000000717,2.000000000000717,1384.0000000000007,2945.000000000001,66.00000000000071,298.0193671426439,283.01039153901775,179.52000000000052,40.81935237640878,4877.072349176037,5.013088443109193e-13,7.105447479684238e-12,255.54676188202666,70.75000000000327,0.0
10,5.000000000000637,2.0000000000006373,1454.0000000000007,2936.0000000000005,69.00000000000064,319.0546879649673,234.29000000000912,155.7400000000005,124.50151383328395,5014.456758888536,5.090824715743715e-13,14.64187374332362,270.4875691664007,3.715885800430313e-12,2.8421709430404007e-13
11,5.000000000000596,2.000000000000596,1461.0000000000007,2945.0000000000005,67.0000000000006,342.6317769158237,192.12000000000407,152.56000000000049,206.1684574429318,5059.869716286191,4.966584840298711e-13,32.74823085792618,280.86228721464215,3.5090322689860227e-12,-6.252776074688882e-13
12,5.000000000000598,2.0000000000005973,1412.0000000000007,2938.0000000000005,66.0000000000006,335.61611223974506,162.55000000000456,155.48000000000047,229.48367680235316,4997.327845349003,4.699922911549284e-13,29.25355968134944,279.54838401175067,2.8233750153643108e-12,1.7053025658242404e-13
13,5.0000000000007425,2.0000000000007425,1352.0000000000007,2945.000000000001,65.00000000000074,267.65922811502554,136.10000000000397,184.46000000000055,206.43749471859866,4876.71329812397,6.348711835165776e-13,33.51595111668208,253.42747359297672,3.1556157476537113e-12,6.821210263296962e-13
14,5.000000000000887,2.0000000000008873,1404.000000000001,2941.000000000001,65.00000000000088,182.84202719405093,133.2700000000073,227.55000000000055,198.06492589463693,4890.419505964229,7.50000000000073,18.312817651298037,242.49462947317045,2.675554535819751e-12,-1.1368683772161603e-13
15,5.000000000002389,2.0000000000023896,1449.0000000000025,2928.0000000000023,62.00000000000239,274.9021513220763,68.22000000000848,199.5800000000008,312.6550950381231,5116.843966920823,5.971351831623352e-13,15.727804248781736,168.78547519061536,1.1781483431832902e-12,-1.2505552149377763e-12
16,5.000000000002928,2.000000000002928,1544.000000000003,2955.0000000000027,62.00000000000293,329.5892220088446,12.130000000002726,207.90000000000083,365.2427216730755,5273.574811153841,6.541352594262594e-13,48.983524162715455,160.3036083653794,1.0508759167600077e-12,8.526512829121202e-14
17,5.000000000002313,2.000000000002313,1551.0000000000023,2949.0000000000023,62.000000000002316,350.4879646194735,2.4299838739838437e-12,195.25000000000082,372.60213288981953,5262.694219265467,6.656578983175989e-13,64.50521379474195,160.14066444909835,1.0718136385176613e-12,-7.958078640513122e-13
18,5.000000000001668,2.000000000001668,1554.0000000000016,2940.000000000002,63.00000000000167,372.23366920297167,2.2540653055668702e-12,171.7600000000008,404.54336841976885,5265.9991227984565,6.222756983575832e-13,76.08107272545278,170.45684209884098,1.1469762812501613e-12,9.094947017729282e-13
19,5.000000000001118,2.0000000000011187,1526.0000000000011,2950.000000000001,61.000000000001116,368.43159363937167,33.50000000000313,84.32000000000075,450.8066469408888,5261.304312939251,6.747333201848175e-13,42.62069293657917,177.133234704437,1.3583839456075174e-12,6.821210263296962e-13
