,hydro,lignite,wind_onshore,RS -> ME,demand,ME -> RS,mismatch
0,77.77992252682607,232.38992252682607,77.77992252682607,143.01023241952447,405.0000000000017,125.96000000000093,1.4210854715202004e-14
1,67.9693996719488,222.62939967194882,67.9693996719488,157.79180098415642,380.000000000002,136.36000000000087,0.0
2,41.80751815582048,196.4175181558205,41.80751815582048,228.40744553254228,354.0000000000032,154.4400000000006,-2.842170943040401e-14
3,17.7469358716429,172.7369358716429,17.7469358716429,288.45919238507935,337.0000000000075,159.69000000000045,1.1368683772161603e-13
4,18.30666838333363,173.62666838333362,18.30666838333363,298.64999485000675,330.0000000000073,178.89000000000044,-1.1368683772161603e-13
5,32.5311999015802,187.1911999015802,32.5311999015802,303.9164002952639,336.0000000000041,220.1700000000004,0.0
6,38.77884591605159,192.66884591605157,38.77884591605159,275.6434622518492,342.00000000000347,203.8700000000005,2.842170943040401e-14
7,51.28859251175996,206.77859251175997,51.28859251175996,257.1642224647233,371.0000000000026,195.52000000000052,2.842170943040401e-14
8,64.4636585861226,219.56365858612259,64.4636585861226,243.5690242416347,407.00000000000205,185.06000000000054,-2.842170943040401e-14
9,69.47441270599192,224.02441270599195,69.47441270599192,255.54676188202666,439.00000000000193,179.52000000000052,2.842170943040401e-14
10,61.03081027786735,216.19081027786734,61.03081027786735,270.4875691664007,453.00000000000216,155.7400000000005,8.526512829121202e-14
11,56.99257092845348,211.7125709284535,56.99257092845348,280.86228721464215,454.00000000000233,152.56000000000049,-2.5579538487363607e-13
12,56.22053866275071,211.49053866275074,56.22053866275071,279.54838401175067,448.0000000000024,155.48000000000047,-1.1368683772161603e-13
13,73.71417546900857,227.60417546900857,73.71417546900857,253.42747359297672,444.0000000000018,184.46000000000055,5.684341886080802e-14
14,92.0751235089438,246.9051235089438,92.0751235089438,242.49462947317045,446.0000000000014,227.55000000000055,-8.526512829121202e-14
15,112.94150826979553,269.91150826979555,112.94150826979553,168.78547519061536,465.0000000000012,199.5800000000008,-2.842170943040401e-14
16,114.72879721154085,294.13879721154086,114.72879721154085,160.3036083653794,476.00000000000114,207.90000000000083,5.684341886080802e-14
17,102.44644518363461,307.2164451836346,102.44644518363461,160.14066444909835,477.0000000000013,195.25000000000082,1.4210854715202004e-13
18,90.45771930038708,295.38771930038706,90.45771930038708,170.45684209884098,475.0000000000015,171.7600000000008,0.0
19,57.82892176518867,263.52892176518867,57.82892176518867,177.133234704437,472.00000000000233,84.32000000000075,-7.105427357601002e-14
20,55.96284508334565,262.27284508334566,55.96284508334565,167.30146474996627,462.0000000000024,79.5000000000008,0.0
21,54.06925146682196,260.53925146682195,54.06925146682196,173.98224559953726,445.00000000000244,97.66000000000076,-5.684341886080802e-14
22,48.59806425816948,254.40806425816947,48.59806425816948,217.94580722549478,435.00000000000273,134.55000000000064,-2.2737367544323206e-13
23,4.067397466264055,183.47739746626405,4.067397466264055,244.22780760124112,404.0000000000328,31.840000000000547,-6.039613253960852e-14
24,2.382190551693467e-12,178.20000000000238,2.382190551693467e-12,260.0769647626763,426.016964762683,12.260000000000513,-6.750155989720952e-14
25,1.1616153943663324e-12,178.20000000000115,1.1616153943663324e-12,280.6771656479,458.877165647903,4.814013292666234e-13,-2.6653978380159235e-14
26,9.474260863097904e-13,178.15000000000094,9.474260863097904e-13,286.6980154636304,464.84801546363275,4.935609109813157e-13,-3.8813560094851553e-14
27,9.478536320525596e-13,178.42000000000093,9.478536320525596e-13,276.3644835374248,454.78448353742715,4.909163526278353e-13,-3.616900174137116e-14
28,1.1194463863323869e-12,177.9800000000011,1.1194463863323869e-12,257.22453333094677,435.2045333309495,5.923050242014572e-13,-2.387083559337702e-14
29,1.905223884360647e-12,201.9100000000019,1.905223884360647e-12,197.13063157173963,399.04063157174465,6.804132892624208e-13,1.707737067275393e-15
30,0.7300000000055563,205.76000000000553,5.5563195373020745e-12,183.44645263947368,369.0164526394896,20.92000000000073,-3.197442310920451e-14
31,192.06000000000284,206.75000000000284,2.854592469756138e-12,156.3268073639469,428.7468073639546,126.39000000000085,-1.4210854715202004e-14
32,210.18000000004912,205.7000000000491,4.911535807844304e-11,120.51697265304084,419.716972653187,116.68000000000112,8.526512829121202e-14
33,220.4222237859542,216.62222378595422,10.262223785954212,103.3033286421517,441.000000000013,109.61000000000129,2.842170943040401e-14
34,222.4991345015841,217.54913450158412,11.679134501584114,108.86259649526036,454.0000000000114,106.59000000000123,0.0
35,314.5600000000051,206.09000000000515,5.139785909208669e-12,87.10277108121649,478.9627710812304,128.79000000000153,-2.842170943040401e-14
36,312.5300000000092,205.9800000000092,9.222223765617791e-12,42.089730135870084,458.46973013589457,102.13000000000316,1.4210854715202004e-14
37,314.6600000000052,206.25000000000514,5.148868836501228e-12,55.706971128823525,460.9169711288366,115.7000000000024,-8.526512829121202e-14
38,315.40000000001226,206.9100000000123,1.2292412483130902e-11,55.21572898799717,447.8557289880316,129.6700000000024,-5.684341886080802e-14
39,343.5829182247085,235.93291822470852,28.9129182247085,50.47124532588167,462.0000000000046,196.90000000000265,0.0
40,354.430924835075,248.34092483507504,42.530924835075034,39.157225494781436,478.0000000000031,206.46000000000342,-1.4210854715202004e-13
41,350.5613248158645,242.66132481586453,35.97132481586454,45.50602555241308,480.0000000000037,194.70000000000292,1.4210854715202004e-13
42,353.1548838825963,247.2248838825963,40.80488388259631,52.8053483522169,482.0000000000033,211.99000000000254,-2.842170943040401e-14
43,238.83210171099637,237.49210171099637,32.17210171099638,68.59369486701696,474.00000000000415,103.09000000000195,-4.263256414560601e-14
