,biomass,gas,hard_coal,hydro,nuclear,other_fossil,solar,wind_onshore,BE -> FR,CH -> FR,DE -> FR,ES -> FR,GB -> FR,IT -> FR,demand,FR -> BE,FR -> CH,FR -> DE,FR -> ES,FR -> GB,FR -> IT,mismatch
6722,439.00000000000017,1046.0000000000002,1084.0000000000002,2025.0000000000002,41968.0,380.00000000000017,1.5666183873949472e-13,1319.0000000000002,2.62478445179211e-13,3.155729756441101e-13,2.6093819797796635e-13,317.1376308627446,1.3159472863456148e-13,2.1014397418240227e-13,38023.79061522876,1480.5263519789692,2476.9796689283244,1916.5272773434751,1231.2600000000004,1131.0458161606348,2318.007901222583,-3.637978807091713e-12
6723,439.00000000000085,1527.000000000001,1372.000000000001,2314.000000000001,41967.0,379.00000000000085,8.696799851840986e-13,1318.000000000001,45.84322806781233,1.1445203743982567e-12,147.37394374849526,1927.5200000000007,3.353856596902635e-13,6.462115424395672e-13,41242.43929528725,1188.210000000003,2419.823017505763,2484.800000000001,171.08472305252857,1631.8795161904154,2298.500619780348,1.8189894035458565e-12
6724,564.5730782449706,3447.5730782449705,1701.5730782449705,3186.5730782449705,42586.57307824497,506.57307824497053,126.57307824497055,1323.5730782449705,94.98996181684356,6.03788321679521e-13,1.8049252536314453e-11,2426.1702684206343,5.293513278431909e-13,1.1104162502642546e-12,48341.0,922.9200000000013,1014.7097135536536,2212.8532765584137,2.150641862355176e-13,1435.087936689695,2038.1739293955056,-2.000888343900442e-11
6725,573.5610006636582,4457.561000663658,1791.5610006636582,5725.561000663658,42868.561000663656,512.5610006636582,133.5610006636582,1260.5610006636582,103.1714783578024,7.021038996437802e-13,7.870554545305969e-13,2105.9746003981977,2.506001552901155e-13,9.690091619210477e-12,52755.0,873.1000000000013,453.891733165274,1849.3772450690997,4.0841430279353507e-13,1618.494019614397,1982.7710862164995,-1.8189894035458565e-12
6726,565.5723164389759,4713.572316438976,1817.5723164389758,6289.572316438976,43018.57231643898,503.57231643897586,328.57231643897586,1197.5723164389758,106.8319950637863,77.48000000000108,6.913267513327283e-13,1513.4593898633866,2.0630614231552963e-13,7.557065417201004e-13,54047.0,753.0000000000013,123.50403304109645,1189.444620802728,2.6028056488709875e-13,2028.8207029930195,1990.5805596021378,3.637978807091713e-12
6727,497.4607546488621,4677.460754648862,1795.4607546488621,6587.460754648862,43046.46075464886,434.4607546488621,689.4607546488621,1009.4607546488621,4.1455401491584655e-12,3.2934166058158136e-12,1.1643020915031597e-12,1193.6564527893204,1.8262692635303549e-13,5.227200911775001e-13,54585.0,186.81955301618706,273.2181306375187,953.332079669567,6.507309324518538e-13,1890.6867977739073,2042.2859288830439,1.8189894035458565e-12
6728,532.4345202513301,4723.4345202513305,1771.4345202513302,5449.4345202513305,43105.43452025133,468.4345202513301,1469.4345202513302,867.4345202513301,49.84727477334739,1.0219964883521522e-12,2.2766410013097473e-12,1333.6487121508014,2.3202090426098966e-13,4.838869551581878e-13,54782.0,3.790000000002677,688.9809809920835,830.2940213097321,4.038850004827683e-13,1545.1338847286588,1920.7732619043104,-1.8189894035458565e-12
6729,522.5677600892443,4674.567760089244,1699.5677600892443,5085.567760089244,43085.567760089245,461.5677600892443,2077.567760089244,816.5677600892443,213.4357569318205,4.882889889122011e-12,1.1127580930992868e-12,1253.7526560535478,2.749844773432721e-13,3.616777024069825e-13,55318.0,4.589496493458601e-12,1150.5387105668829,938.9610186721576,3.7388162551643227e-13,745.2749700538741,1737.955794406405,0.0
6730,532.9396818600651,4829.939681860065,1657.939681860065,4175.939681860065,43079.939681860065,469.9396818600651,2506.939681860065,833.9396818600651,318.4516368275377,2.907683221621506e-12,2.497250040953512e-12,902.6938091160393,195.0000000000003,5.576147507557139e-13,54939.0,1.7541765858721632e-12,1170.7132676115168,681.3560124111201,872.3600000000001,415.9230863513294,1424.3105344501332,5.4569682106375694e-12
6731,547.9748125051239,4955.974812505124,1591.974812505124,3597.9748125051237,42914.97481250513,467.9748125051239,2845.9748125051237,793.9748125051239,219.96221944952487,8.200696295892246e-13,45.31111939020065,423.0588875030768,81.00000000000045,1.0596096706956518e-12,53339.0,1.4206316555695245e-12,1181.8416509785704,729.560000000003,1334.8100000000002,295.982999363646,1604.936076041574,8.185452315956354e-12
6732,543.4732629261579,4919.473262926158,1568.473262926158,3297.473262926158,42754.473262926156,455.47326292615793,2842.473262926158,755.4732629261579,96.21526906208715,1.4083127725055957e-12,27.361877065693147,516.9699577556947,23.00000000000036,7.02707034544927e-13,51667.0,40.400000000001384,962.3038690975396,716.420000000005,2267.9800000000005,373.3307354004147,1772.8986027947724,3.637978807091713e-12
6733,609.0563263524707,5007.056326352471,1774.0563263524707,3087.056326352471,42906.05632635247,536.0563263524707,2714.056326352471,827.0563263524707,154.73910967544634,2.9015199566955403e-12,138.16334955035362,134.37055884356514,3.865335963372237e-13,9.445115224138986e-13,50343.0,510.44000000000085,1339.2907518180464,1706.000000000001,1410.480000000001,441.2302342630175,2137.282642808059,-3.637978807091713e-12
6734,601.0036899099571,4715.003689909957,1859.003689909957,3620.0036899099573,42946.00368990996,544.0036899099571,2275.0036899099573,810.0036899099571,276.3009476245095,8.335895676758073e-13,168.7002795095562,1035.1163265491205,4.1355927983209237e-13,1.0389946842532035e-12,48764.0,1183.6900000000005,1732.6824784806831,2692.670000000001,1.4225382123089757e-12,1881.669785258803,2595.434809223355,-3.637978807091713e-12
6735,535.7831804646014,4670.783180464601,1767.7831804646014,5077.783180464601,42941.783180464605,492.7831804646014,1439.7831804646014,707.7831804646014,136.19077400220772,3.28073411666896e-13,8.41674858721594,1351.8639082787647,2.2024003912804038e-13,5.965246923193762e-13,48908.0,1419.5500000000009,963.717634107604,2849.870000000016,4.0495721453185117e-13,2367.8983849342394,2621.700855543129,2.1827872842550278e-11
6736,576.4047941519965,4765.404794151997,1782.4047941519964,7118.404794151997,42945.404794152,496.40479415199644,611.4047941519965,745.4047941519965,246.3591377905997,352.4200000000005,1.3018976336895555e-12,1410.6166048817418,2.0723069633776055e-13,7.285233933671434e-13,52285.0,1471.7000000000005,267.80100825854646,2333.0289066885457,2.922879780122895e-13,2370.9349303102044,2322.169250631019,-1.8189894035458565e-12
