,biomass,gas,hydro,nuclear,other_fossil,solar,wind_offshore,wind_onshore,FR -> BE,NL -> BE,demand,BE -> FR,BE -> NL,mismatch
0,317.54017431197286,1584.9801743119729,100.96017431197285,5034.620174311973,851.5001743119728,85.08017431197285,899.4701743119729,1185.8301743119728,117.27017096925088,1226.4700000000003,8379.000000000002,2547.5800000000013,477.14156546503096,-4.547473508864641e-13
1,192.13632214300992,1604.43632214301,53.9363221430099,4838.72632214301,805.0063221430099,38.5563221430099,845.7463221430099,1147.31632214301,230.88439391363514,1264.4400000000003,8010.000000000004,2509.3700000000003,501.8149710577119,-4.547473508864641e-13
2,159.20171204816708,1577.731712048167,40.671712048167095,4602.831712048167,818.761712048167,25.501712048167093,831.301712048167,1051.531712048167,250.66018701947448,1373.4200000000003,7713.0000000000055,2532.6600000000003,485.95388340480645,0.0
3,131.38000000000085,1515.3300000000008,15.000000000000846,4522.490000000001,779.0200000000008,8.44970217655996e-13,805.3300000000008,995.1300000000008,122.2755205306742,1677.9300000000003,7725.9263757002645,2204.730000000001,633.2291448304148,4.547473508864641e-13
4,131.26000000000073,1529.6800000000007,14.74000000000074,4528.670000000001,746.8300000000008,7.394412054276129e-13,785.7500000000008,929.6900000000009,162.08419812825855,1753.2400000000002,7759.464765903266,2196.820000000001,625.6594322249978,0.0
5,131.45000000000073,1522.7200000000007,14.640000000000745,4527.470000000001,793.9300000000007,7.444632318483116e-13,776.3400000000008,867.6200000000008,219.69612444086889,1803.2600000000002,7878.247380298476,2154.6800000000003,624.1987441424011,-1.3642420526593924e-12
6,140.02928445718746,1501.3792844571876,17.029284457187455,4532.7692844571875,810.1292844571874,2.709284457187455,798.1392844571874,801.6492844571875,339.9407978108413,1316.4300000000003,7552.000000000049,2236.2900000000004,471.9150734682927,-2.2737367544323206e-12
7,166.06815987750997,1473.1781598775099,24.08815987750997,4540.3781598775095,804.3681598775099,10.058159877509969,796.3581598775099,796.19815987751,329.65553574534266,825.9600000000003,7599.000000000014,1669.2800000000004,498.03081476540603,1.8189894035458565e-12
8,202.12375100379342,1489.7837510037934,57.45375100379341,4574.623751003794,853.0337510037933,133.2637510037934,760.7537510037934,872.7437510037934,154.69116687619874,439.4900000000003,7676.000000000003,1371.720000000001,490.24117490654453,-2.0463630789890885e-12
9,211.78982020302246,1450.3398202030226,63.289820203022465,4579.999820203023,872.5798202030225,342.93982020302246,831.8898202030225,780.2698202030225,138.8553856855253,1138.0500000000002,7810.000000000003,2082.090000000001,517.9139473097023,0.0
10,221.05437204897223,1514.0243720489723,75.97437204897224,4699.754372048972,866.5843720489722,498.88437204897224,843.8343720489722,743.5643720489722,156.10567912093174,1634.4000000000003,8167.000000000002,2506.600000000001,580.5806555127057,1.3642420526593924e-12
11,259.20360164841196,1535.433601648412,180.20360164841196,4961.143601648412,906.643601648412,341.19360164841197,846.5436016484119,721.3136016484119,136.4276823136844,1751.7400000000002,8655.000000000002,2383.1600000000008,601.6864955009786,-9.094947017729282e-13
12,214.48378979692188,1624.1537897969217,110.7637897969219,5005.213789796922,912.2937897969219,195.05378979692188,641.8437897969219,595.9537897969219,405.75299167636314,1681.8900000000003,8831.000000000002,1910.3400000000001,646.063310051735,3.637978807091713e-12
13,194.30783278979612,1527.2278327897961,85.38783278979611,4980.6778327897955,958.867832789796,97.22783278979611,444.1878327897961,451.3278327897961,486.38582285318876,177.2700000000002,8755.000000000004,5.026751940197052e-13,647.8684851715531,-1.1368683772161603e-13
14,222.99595941784204,1618.8259594178421,194.05595941784205,5004.585959417842,986.065959417842,81.99595941784206,224.83595941784205,434.6659594178421,1645.0628859320923,2.1093700106336874e-13,8791.000000000002,2.3389366362217755e-12,1622.090561274826,0.0
15,231.0173001574139,1779.2173001574138,463.3973001574139,5014.697300157414,1019.7073001574138,68.34730015741387,120.36730015741387,329.7273001574139,2216.2000000000016,2.0356378743995525e-13,8901.000000000002,65.49390918138803,2276.1844920779217,9.094947017729282e-13
16,250.53024426819593,1894.380244268196,1192.410244268196,5036.610244268196,1048.530244268196,86.96024426819592,318.3502442681959,271.1702442681959,2067.8700000000003,1.8647778721485065e-13,9272.000000000002,208.44420925184593,2686.367744893718,5.002220859751105e-12
17,266.13381107945213,1706.603811079452,943.3238110794521,5053.883811079452,1051.033811079452,104.04381107945215,240.31381107945217,366.73381107945215,2255.940000000001,1.9763089775941243e-13,9291.000000000002,168.85681751045564,2528.1536711251624,-1.3642420526593924e-12
18,234.7401781713348,1580.2501781713347,454.31017817133477,5023.040178171335,934.0701781713349,76.73017817133481,399.81017817133477,625.8101781713349,2406.690000000002,2.0380062167266352e-13,9217.000000000002,81.3587219832543,2437.092703387425,-9.094947017729282e-13
19,233.94484969430027,1451.4148496943003,220.18484969430028,5023.5248496943,804.2448496943002,80.56484969430028,854.7348496943002,691.0948496943003,1943.6000000000029,2.2073862743754873e-13,9020.000000000002,45.01897169482968,2238.2898258595746,-2.2737367544323206e-12
20,195.3468856205209,1516.216885620521,271.23688562052087,5011.156885620521,755.1668856205208,66.5168856205209,742.0468856205209,709.1968856205208,1543.2063706878168,2.426981625646529e-13,8818.000000000002,4.107663663062241e-12,1992.091455651977,2.7284841053187847e-12
21,216.53030536488643,1501.8603053648862,448.70030536488645,5023.340305364887,794.5703053648865,78.99030536488645,887.3803053648865,696.9903053648865,1774.570000000001,2.641576044618851e-13,9119.000000000002,125.84779214538365,2178.084650773708,1.3642420526593924e-12
22,193.72464589742168,1496.3446458974215,214.24464589742172,5004.914645897422,844.5646458974218,59.494645897421705,869.8046458974217,748.1846458974218,1956.9900000000025,2.726851930729975e-13,9188.000000000002,52.54035373281795,2147.7268134465553,2.7284841053187847e-12
23,143.83753770283008,1403.5275377028302,37.3375377028301,4956.8775377028305,865.2175377028301,10.857537702830095,823.26753770283,704.01753770283,2039.8427808492286,2.6054294647284624e-13,8662.000000000013,5.537912682248828e-13,2322.783082471855,1.3642420526593924e-12
