,biomass,gas,hard_coal,hydro,other_fossil,solar,wind_onshore,ES -> PT,demand,PT -> ES,mismatch
0,218.4000000000002,380.10000000000025,270.2000000000002,727.2000000000003,152.4000000000002,2.0684937754769015e-13,1602.6000000000001,1794.2219993314552,5145.121999331457,3.18516403355287e-13,-3.18516403355287e-13
1,221.20000000000016,381.00000000000017,270.6000000000002,665.8000000000001,152.60000000000016,1.7044811793011282e-13,1558.5000000000002,1787.195614354126,5036.895614354126,5.083824663789178e-13,4.0111223539401045e-13
2,216.30000000000015,381.4000000000001,270.3000000000001,900.1000000000001,153.40000000000015,1.3046334108290792e-13,1542.8000000000002,1605.5396949942635,5069.8396949942635,1.0548885834038975e-12,-1.4539388163096925e-13
3,214.90000000000012,381.3000000000001,270.4000000000001,511.60000000000014,153.0000000000001,1.1733731908373209e-13,1796.9000000000003,1714.1603792461883,5042.260379246189,6.203470259755167e-13,2.891476757974115e-13
4,212.30000000000013,380.3000000000001,270.4000000000001,283.0000000000001,152.6000000000001,1.1171685923176745e-13,2013.8,1697.0757928063051,5009.475792806305,6.884691768460366e-13,-6.884691768460366e-13
5,212.60000000000008,380.4000000000001,270.2000000000001,224.9000000000001,153.3000000000001,9.370406246704467e-14,2454.2,1560.4907009478713,5256.090700947869,2.24346858780621e-12,4.850155175125749e-13
6,214.70000000000007,381.00000000000006,270.30000000000007,229.8000000000001,154.20000000000007,8.202451531029915e-14,2868.9,1409.5200000000007,5350.86830267074,177.5516973292607,-8.526512829121202e-14
7,212.20000000000007,380.00000000000006,270.50000000000006,228.20000000000007,155.20000000000007,0.10000000000007919,3116.2,1305.2400000000005,5368.153475173569,299.48652482643223,5.684341886080802e-14
8,212.9000000000001,379.0000000000001,270.4000000000001,261.7000000000001,155.20000000000007,41.4000000000001,3057.7,1119.3100000000009,5346.829483174482,150.78051682552007,-1.9326762412674725e-12
9,215.2000000000001,377.8000000000001,270.4000000000001,331.3000000000001,156.7000000000001,146.7000000000001,3120.2,1116.5900000000008,5582.805113096501,152.08488690350072,-8.526512829121202e-13
10,214.0000000000001,376.5000000000001,270.3000000000001,330.4000000000001,155.90000000000012,228.6000000000001,3304.8,1510.9200000000005,6000.648261414393,390.77173858560735,1.1937117960769683e-12
11,217.40000000000012,374.10000000000014,270.5000000000001,330.4000000000001,148.90000000000012,258.7000000000001,3336.4,1517.5800000000004,6083.864816133056,370.1151838669463,-6.252776074688882e-13
12,217.40000000000012,373.4000000000001,270.2000000000001,305.9000000000001,151.90000000000012,255.90000000000012,3361.6,1522.9200000000003,6067.00584037589,392.2141596241107,-7.958078640513122e-13
13,216.40000000000012,371.3000000000001,270.5000000000001,260.7000000000001,148.5000000000001,223.1000000000001,3323.1,1482.4700000000003,5903.411598012681,392.6584019873214,-1.5347723092418164e-12
14,221.80000000000013,371.0000000000001,270.0000000000001,265.5000000000001,154.40000000000012,202.2000000000001,3264.2,1243.4800000000005,5718.611385302851,273.96861469715054,-6.821210263296962e-13
15,218.70000000000013,370.9000000000001,270.2000000000001,263.4000000000001,150.80000000000015,138.10000000000014,3015.2,1451.7400000000005,5607.991758132241,271.0482418677596,1.5347723092418164e-12
16,215.90000000000023,373.2000000000002,270.2000000000002,336.80000000000024,143.90000000000023,54.50000000000022,2839.2,1528.2100000000016,5675.5791092959935,86.33089070400942,-3.126388037344441e-13
17,215.40000000000032,374.1000000000003,269.90000000000026,444.0000000000003,148.90000000000032,1.4000000000002988,2677.5000000000005,2004.170000000002,6061.387874282022,73.98212571798264,2.1316282072803006e-13
18,218.50000000000043,375.6000000000005,270.20000000000044,682.9000000000004,151.00000000000043,4.355700676503613e-13,2695.6000000000004,1662.5642199690947,6056.364219969085,1.2060777174843736e-11,6.721486499772595e-13
19,218.20000000000036,378.6000000000004,270.1000000000004,756.0000000000003,152.80000000000038,3.761511204683427e-13,2616.6000000000004,1769.900000000006,6139.759235722177,22.440764277831665,-1.8829382497642655e-13
20,217.60000000000048,379.1000000000005,270.30000000000047,629.3000000000004,152.70000000000047,4.784382759362202e-13,2589.2000000000003,1701.7138970134608,5939.913897013462,2.3185759971900837e-12,-4.995865936442273e-13
21,214.90000000000043,379.3000000000004,270.0000000000004,664.4000000000004,150.00000000000043,4.146637029207496e-13,2612.7000000000003,1489.510380497952,5780.810380497949,5.1225004008196195e-12,3.344678098179499e-13
22,216.1000000000002,382.90000000000015,270.40000000000015,519.4000000000002,152.0000000000002,1.967389097180252e-13,2729.6,1647.9000000000008,5718.275000073953,200.02499992604757,1.0516032489249483e-12
23,214.10000000000008,386.4000000000001,270.2000000000001,393.5000000000001,152.70000000000007,9.869736332409773e-14,2778.1,1979.0300000000007,5983.043048629283,190.9869513707186,-5.115907697472721e-13
24,212.9000000000001,387.3000000000001,269.9000000000001,513.7000000000002,150.9000000000001,8.716761590878925e-14,2856.3,1517.1700000000017,5825.879129927527,82.29087007247612,-4.973799150320701e-13
25,210.70000000000007,387.9000000000001,270.10000000000014,234.60000000000008,149.70000000000007,9.171655789824801e-14,2825.2,1485.7508513869493,5563.950851386948,9.747425431949113e-13,8.442468603509452e-13
26,207.60000000000008,387.5000000000001,270.3000000000001,197.70000000000007,145.9000000000001,8.80610643396373e-14,2718.4,1601.9471628007389,5529.347162800739,7.254030340341002e-13,-7.254030340341002e-13
27,208.70000000000007,385.9000000000001,289.4000000000001,170.70000000000007,148.00000000000009,8.676130168240445e-14,2553.7,1772.6484318781197,5529.04843187812,5.97064967747477e-13,-5.97064967747477e-13
