,biomass,gas,hard_coal,hydro,lignite,nuclear,solar,wind_onshore,BG -> RO,HU -> RO,RS -> RO,demand,RO -> BG,RO -> HU,RO -> RS,mismatch
7859,49.000000000000774,2148.000000000001,131.00000000000077,1092.0000000000007,2270.000000000001,1397.0000000000007,176.00000000000077,219.00000000000077,457.1405740386989,28.750000000000657,7.139024131465145e-13,7337.994963564624,1.110724541697436e-12,202.61498719901078,427.28062327507024,6.821210263296962e-13
7860,50.00000000000076,2156.000000000001,132.00000000000077,1153.0000000000007,2256.000000000001,1397.0000000000007,103.00000000000077,197.00000000000077,410.33709430847375,20.01000000000066,7.082534596254435e-13,7212.795673758952,1.1878808586481742e-12,203.37993846183693,458.17148208769083,1.1368683772161603e-12
7861,49.000000000000796,2151.000000000001,132.0000000000008,1038.000000000001,2262.000000000001,1397.000000000001,39.000000000000796,242.0000000000008,406.9321849275117,62.57000000000071,7.516686630034014e-13,7173.530320109568,1.2029248692052014e-12,188.08273450816722,417.8891303097839,9.094947017729282e-13
7862,48.000000000000995,2142.000000000001,153.000000000001,972.000000000001,2250.000000000001,1397.000000000001,4.0000000000009965,353.000000000001,428.5604200492021,150.65000000000086,8.092395503374514e-13,7387.849739197961,1.276229418228969e-12,158.99132072916692,351.3693601220822,5.684341886080802e-14
7863,49.00000000000123,2156.0000000000014,233.00000000000122,1003.0000000000013,2235.0000000000014,1398.0000000000011,1.2321167361496627e-12,462.00000000000125,468.6211913014938,228.49000000000083,7.993089436772705e-13,7873.303920755562,1.3395050725796677e-12,159.18920658810322,200.61806395783805,0.0
7864,49.00000000000099,2157.000000000001,256.00000000000097,1185.000000000001,2227.000000000001,1397.000000000001,9.856814717225169e-13,664.000000000001,363.48639924299846,117.15000000000074,7.647000239944979e-13,7909.381548596819,1.5253009065098e-12,178.98101927850655,327.2738313676801,-1.1368683772161603e-13
7865,50.00000000000103,2108.000000000001,248.00000000000102,922.000000000001,2200.000000000001,1397.0000000000011,1.031631800494105e-12,843.000000000001,406.59619442488304,121.9200000000008,7.971305487854753e-13,7808.351464355221,1.240221224934486e-12,168.26042692225727,319.90430314741434,-1.4779288903810084e-12
7866,50.00000000000087,2068.000000000001,239.00000000000085,1004.0000000000009,2180.000000000001,1396.000000000001,8.644151649828986e-13,897.0000000000009,342.9418441116709,53.79000000000073,7.952222356008983e-13,7627.373835012476,9.962762937512375e-13,184.13198198803417,419.22602711116815,1.2505552149377763e-12
7867,50.000000000000675,2015.0000000000007,237.00000000000068,1083.0000000000007,2189.0000000000005,1396.0000000000007,6.718488679169053e-13,890.0000000000007,204.7430230665774,6.412295898713667e-13,8.493752620509959e-13,7320.62068750604,8.852355572261244e-13,251.01500033272384,493.1073352278205,0.0
7868,42.000000000000455,2006.0000000000005,235.00000000000045,1071.0000000000005,2185.0000000000005,1396.0000000000005,4.5398902232498394e-13,875.0000000000005,197.72151370376884,5.928093843121298e-13,1.2224086403235534e-12,6888.9346051573975,266.0000000000007,320.02285353206577,532.7640550143097,-9.094947017729282e-13
7869,36.00000000000039,1999.0000000000005,238.0000000000004,1032.0000000000005,2081.0000000000005,1396.0000000000005,3.9402557163059565e-13,768.0000000000003,215.78852250779468,5.326603068632674e-13,1.3891559443907592e-12,6466.666050191892,440.0000000000006,255.72192229846112,603.4005500174461,-2.2737367544323206e-12
7870,41.00000000000035,1999.0000000000005,236.00000000000034,958.0000000000003,2064.0000000000005,1396.0000000000005,3.48936953488199e-13,710.0000000000003,234.16380023090912,4.889405913265869e-13,1.2825712475079025e-12,6182.427492077782,544.0000000000006,313.08289978242385,598.6534083707088,-2.0463630789890885e-12
7871,44.0000000000004,1983.0000000000005,233.0000000000004,664.0000000000005,2047.0000000000005,1396.0000000000005,3.9820999945794525e-13,640.0000000000005,241.00083323621453,4.898756667958804e-13,1.1678736709313074e-12,5936.107315282499,442.00000000000057,286.06194383712807,583.8315741165919,-2.2737367544323206e-12
7872,43.00000000000035,1984.0000000000005,238.00000000000034,584.0000000000003,2023.0000000000005,1396.0000000000005,3.492148932074819e-13,640.0000000000003,256.36788593435205,4.744812728953106e-13,1.3879382337057165e-12,5864.123118487554,372.0000000000005,300.15993849338656,628.0848289534151,-9.094947017729282e-13
7873,43.00000000000033,1973.0000000000002,237.0000000000003,501.00000000000034,1959.0000000000002,1396.0000000000002,3.2654702907497277e-13,675.0000000000003,253.92360772529423,4.791441696092873e-13,1.7000912618616058e-12,5836.648899337019,258.0000000000005,291.1629902667304,652.1117181215488,-1.1368683772161603e-12
7874,43.0000000000003,1975.0000000000002,234.00000000000028,540.0000000000003,2020.0000000000002,1395.0000000000002,2.9832054544964047e-13,584.0000000000003,254.1099380717783,4.649767163769334e-13,1.8907509003590577e-12,5888.314427536656,237.0000000000005,307.7987443954288,611.9967661396976,-4.547473508864641e-13
7875,43.0000000000003,1993.0000000000002,236.0000000000003,639.0000000000003,2128.0000000000005,1395.0000000000002,2.9853270294199496e-13,448.0000000000003,237.7221250723025,4.3693291613139913e-13,2.0241049883940173e-12,5957.996535706953,208.00000000000057,342.76863157381035,610.9569577915433,-4.547473508864641e-13
7876,46.000000000000334,2009.0000000000002,235.00000000000034,805.0000000000003,2203.0000000000005,1395.0000000000002,3.362330214132558e-13,291.00000000000034,200.36853759266762,4.3476556575060295e-13,2.3668255064291645e-12,6073.876795305434,137.00000000000065,342.23112453219585,631.2606177550416,4.547473508864641e-13
7877,44.000000000000405,1997.0000000000005,238.0000000000004,1074.0000000000005,2097.0000000000005,1395.0000000000005,4.076767324036468e-13,200.0000000000004,161.39656667899388,5.108840837039957e-13,2.3267981190517304e-12,6195.325729974569,38.000000000000824,285.3303157976486,687.7405209067812,-1.5916157281026244e-12
7878,45.00000000000043,2046.0000000000005,241.00000000000043,1199.0000000000005,2225.0000000000005,1395.0000000000005,22.000000000000433,123.00000000000044,173.8761630384091,2.9000000000005013,1.2340473955482e-12,6463.799374957262,24.000000000000767,266.30229944867165,718.6744886324793,-1.2505552149377763e-12
7879,43.000000000000526,2076.0000000000005,254.00000000000054,1049.0000000000005,2259.0000000000005,1395.0000000000005,86.00000000000053,99.00000000000053,152.53852470847514,25.630000000000507,1.0991914319039167e-12,6569.702451348665,43.000000000000874,261.8149414190264,564.6511319407886,-1.1368683772161603e-13
7880,42.000000000000526,2041.0000000000005,256.0000000000005,1035.0000000000005,2280.0000000000005,1395.0000000000005,156.00000000000054,71.00000000000053,200.2388676598881,22.620000000000488,8.749661577447387e-13,6623.355084934462,32.00000000000067,273.3615022768429,570.1422804485876,-2.2737367544323206e-13
7881,43.00000000000055,2054.0000000000005,257.00000000000057,1043.0000000000005,2266.0000000000005,1396.0000000000005,189.00000000000054,59.00000000000055,183.14328866270972,4.729266256880993e-13,6.965885772147575e-13,6585.402263380375,7.286266670820947e-13,292.39445588412536,612.3465693982151,-2.0463630789890885e-12
7882,43.00000000000055,2060.0000000000005,256.00000000000057,1198.0000000000005,2098.0000000000005,1396.0000000000005,190.00000000000054,76.00000000000054,193.89298971555772,4.723226549866301e-13,6.924590963315969e-13,6613.968746210821,5.000000000000688,294.5152665764858,597.4089769282556,-1.2505552149377763e-12
7883,44.000000000000576,2068.0000000000005,257.00000000000057,1236.0000000000007,1985.0000000000007,1397.0000000000007,153.00000000000057,88.00000000000057,211.28558516229248,4.831742235671865e-13,6.562221865752927e-13,6575.9650686077075,7.360931863341416e-13,289.68005577207344,573.6404607825165,7.958078640513122e-13
7884,45.00000000000059,2069.0000000000005,259.00000000000057,1148.0000000000007,1998.0000000000007,1396.0000000000007,81.00000000000058,95.00000000000058,191.02194672441976,27.8000000000005,6.72089672649099e-13,6496.434754620785,7.212284076599155e-13,266.4276689562997,546.9595231473413,-2.2737367544323206e-13
7885,45.00000000000064,2071.0000000000005,257.0000000000006,1079.0000000000007,2019.0000000000007,1395.0000000000007,36.00000000000064,100.00000000000064,226.370447614604,69.10000000000055,7.129257082024577e-13,6524.503740307378,7.481232782790156e-13,241.02000364292772,531.9467036643035,3.410605131648481e-13
