,biomass,gas,hard_coal,hydro,other_fossil,other_renewable,solar,wind_onshore,CH -> AT,CZ -> AT,DE -> AT,HU -> AT,IT -> AT,SI -> AT,demand,AT -> CH,AT -> CZ,AT -> DE,AT -> HU,AT -> IT,AT -> SI,mismatch
0,316.0000000000015,71.00000000000149,150.00000000000148,3345.0000000000014,122.00000000000149,1.4861148840911414e-12,1.4861148840911414e-12,832.0000000000015,4.594706975278535e-13,1351.400000000004,3195.6000000000004,127.39371046324314,46.00000000000042,1.130438810353873e-12,6503.793249181617,1200.827843907906,33.550730833842856,272.3088424985674,340.91000000000105,316.1676595138805,888.8353845274479,-2.2737367544323206e-12
1,316.0000000000014,70.00000000000139,149.0000000000014,3275.0000000000014,122.00000000000139,1.3984075463956733e-12,1.3984075463956733e-12,926.0000000000014,5.208511614523709e-13,1290.887249482501,3217.7000000000007,163.11211623555678,58.00000000000021,9.06149599632674e-13,6248.425031448729,1206.6819515400048,2.0597121386505076e-12,194.68695038300382,371.8600000000008,619.0115764640254,947.0338558823067,-2.7284841053187847e-12
2,316.0000000000006,69.00000000000063,149.00000000000063,3167.0000000000005,122.00000000000063,6.260134763466004e-13,6.260134763466004e-13,692.0000000000007,4.3403267996382306e-13,1272.2369009940717,3244.8000000000006,115.31713792208085,82.00000000000037,7.697715689910748e-13,6120.163276951434,1229.2693930415471,1.073237976696058e-12,229.78233913719882,346.0300000000011,366.9048954093226,937.2041343766551,4.547473508864641e-13
3,316.0000000000007,72.0000000000007,149.0000000000007,3160.000000000001,122.0000000000007,6.966031414585527e-13,6.966031414585527e-13,453.0000000000007,3.433263032788678e-13,1380.2466817960478,3035.7000000000007,152.69852616492923,102.00000000000045,1.2631948424609838e-12,6109.562564249886,1155.897135241287,7.597244802164619e-13,151.66124341075061,312.75000000000085,297.4949135010556,915.2793515580034,1.8189894035458565e-12
4,316.0000000000005,75.00000000000053,149.0000000000005,3330.0000000000005,122.00000000000053,5.248814349344211e-13,5.248814349344211e-13,321.0000000000005,3.5776661840341725e-13,1405.3737806699512,2977.00000000001,114.98239111234317,162.00000000000037,1.1562192670499818e-12,6287.234718817758,1078.549197834072,6.679709598196672e-13,13.322225426057654,318.44000000000113,367.64672718926226,907.1633025151594,-9.094947017729282e-13
5,316.0000000000005,92.0000000000005,149.00000000000048,3357.0000000000005,122.0000000000005,4.912271667248283e-13,4.912271667248283e-13,323.0000000000005,4.3829663666876097e-13,1372.4267710322285,3046.547258416078,99.21434961279304,186.00000000000034,1.0787449515000261e-12,6431.6524920868305,886.7583801172777,6.588910855550844e-13,1.0227672658407618e-11,387.4100000000014,405.6553436594925,951.7121631974909,4.547473508864641e-13
6,316.0000000000006,93.00000000000063,149.00000000000063,3424.0000000000005,122.00000000000063,6.200374593933378e-13,8.00000000000062,332.0000000000006,4.829641390841431e-13,1451.16999335045,2953.531042383044,118.38466164465261,194.00000000000037,7.511042634198906e-13,6839.217777590527,664.7501912928938,7.782299481025353e-13,3.734654111594543e-12,366.29000000000116,373.6851981272668,917.1425303674616,-9.094947017729282e-13
7,316.0000000000012,86.00000000000118,149.00000000000117,3496.0000000000014,122.00000000000118,1.1729802829035135e-12,21.000000000001172,304.0000000000012,6.531677072528444e-13,1455.5649540762279,2802.218881188361,180.0341408632878,173.00000000000045,1.1335099483961926e-12,7071.764132302968,465.75141073415807,9.953614272784398e-13,3.9930446358833635e-12,432.26000000000073,286.59688141463334,848.4455516761221,4.547473508864641e-13
8,316.0000000000033,86.0000000000033,149.0000000000033,3504.000000000003,122.0000000000033,3.30019532179388e-12,66.0000000000033,276.0000000000033,7.405443083330753e-13,1437.3589292855943,2904.100000000022,183.27558509887965,188.00000000000054,2.3077782935941485e-12,7422.434905002581,413.91594850721344,1.2653559539928544e-12,5.941360901444004,393.94000000000074,243.299118015801,752.2031819574855,-4.547473508864641e-13
9,316.0000000000081,84.0000000000081,149.0000000000081,3526.000000000008,122.0000000000081,8.09437476604894e-12,125.0000000000081,337.0000000000081,7.1224682803628e-13,1460.5260301341546,3208.7000000000025,188.36683660936427,210.00000000000065,3.3240348010560357e-12,7766.485904105692,590.0851117444391,1.6864625187871711e-12,50.356205762660835,372.6300000000007,203.0207331469407,744.0149119838553,9.094947017729282e-13
10,318.34935740565726,83.34935740565726,151.34935740565726,3764.3493574056574,124.34935740565726,2.349357405657256,171.34935740565726,525.3493574056572,6.386042883693133e-13,1413.3802673163218,3279.700000000001,197.16424255082165,186.00000000000065,6.865558414738284e-12,7972.000000000056,762.0305198390206,9.215512711181652e-12,100.99469818613862,406.1800000000007,207.5975546259866,768.2365964611977,1.8189894035458565e-12
11,316.0000000001032,80.00000000010324,149.00000000010323,3741.0000000001032,122.00000000010324,1.032397036045955e-10,184.00000000010323,781.0000000001032,5.25683696855056e-13,1280.7403855833584,3378.300000000001,189.82848076133786,170.00000000000063,9.211681546190765e-12,7877.293004667034,993.1567235601706,1.156313949814403e-11,173.03684469948786,406.0100000000007,212.78600111249335,729.5862923063349,2.7284841053187847e-12
12,316.0000000000068,79.00000000000679,149.0000000000068,3698.000000000007,122.00000000000679,6.795223478396037e-12,165.0000000000068,994.0000000000068,5.492931740451014e-13,1141.7000000000064,3288.5000000000005,174.4365082258922,183.00000000000082,4.284006849893476e-12,7823.637777441772,1018.6659954749352,20.835327162157803,196.71593200346047,436.7000000000007,162.0023464666372,652.0791296769953,-9.094947017729282e-13
