,biomass,gas,hydro,lignite,nuclear,other_fossil,other_renewable,wind_onshore,AT -> HU,RO -> HU,RS -> HU,SK -> HU,demand,HU -> AT,HU -> RO,HU -> RS,HU -> SK,mismatch
379,125.70568622038274,1212.7056862203826,31.705686220382738,715.7056862203827,1937.7056862203826,113.70568622038274,25.705686220382738,98.70568622038274,783.8900000000012,199.61887037319946,135.145411570667,807.1182295130363,5960.710000000011,104.2380012199475,122.47000000000067,4.92857088119069e-12,1.8414011906309627e-12,-9.663381206337363e-13
380,116.35640471621488,960.3564047162149,21.356404716214882,698.3564047162149,1926.356404716215,102.35640471621488,16.356404716214882,117.35640471621488,661.0200000000013,226.29712585580788,58.506597011511374,986.190532904964,5726.430000000057,101.39549350194018,63.04000000000059,3.7967568829322665e-12,2.257517864090583e-12,5.400124791776761e-13
381,116.00000000000622,867.0000000000063,19.00000000000622,691.0000000000063,1924.0000000000061,99.00000000000622,14.00000000000622,91.00000000000622,612.4200000000011,203.46390561677504,7.685970528957872,1085.8203894432304,5470.550263389979,121.87000219901526,52.750000000000654,85.22000000001736,2.1184673608848023e-12,1.7053025658242404e-13
382,116.00000000000219,860.0000000000022,19.000000000002192,606.0000000000022,1927.0000000000023,99.00000000000219,13.000000000002194,56.000000000002196,565.2300000000012,210.44485648614398,15.324255259921463,997.5007499238169,5272.419752914965,121.11010875492481,21.030000000000634,69.94000000000872,1.8663172658702235e-12,1.4210854715202004e-13
383,114.00000000000145,810.0000000000015,19.00000000000145,537.0000000000015,1924.0000000000014,110.00000000000145,12.000000000001448,80.00000000000145,412.3000000000014,209.65997468194357,28.1912233219929,912.3774115972795,5013.660452411047,98.4381571901748,20.060000000000635,36.37000000000473,9.841123253010623e-13,4.263256414560601e-13
384,112.00000000000092,795.0000000000009,19.00000000000093,466.0000000000009,1925.000000000001,107.00000000000092,10.000000000000929,107.00000000000092,306.2100000000034,237.27529952239206,52.58641315042635,746.8833465302712,4845.036162662704,38.91889654039217,6.009182177329138e-13,3.0856451317652694e-12,1.247558985360792e-12,-6.892264536872972e-13
385,85.00000000000074,782.0000000000007,18.000000000000735,449.00000000000074,1925.0000000000007,97.00000000000074,7.000000000000735,66.00000000000074,255.3462988888891,208.15279302437668,94.89027423098895,687.8438182473958,4655.793184391632,1.8857757350238085e-11,19.44000000000064,3.481401762420085e-12,1.1172037700468593e-12,6.039613253960852e-14
386,75.00000000000068,822.0000000000007,18.00000000000069,472.0000000000007,1925.0000000000007,96.00000000000068,7.000000000000689,43.00000000000069,332.3296626872817,184.94915067393305,101.08328435919276,604.1603933523326,4619.552491072586,1.5189303485663425e-10,60.970000000000724,5.4018357799808676e-12,1.069937966488224e-12,1.2363443602225743e-12
387,80.00000000000107,826.000000000001,18.000000000001062,435.0000000000011,1925.0000000000011,96.00000000000107,6.000000000001063,36.000000000001066,419.83000000000186,195.15567093718988,139.18580701191246,654.1396467118107,4657.6699524899595,70.14117217095983,102.50000000000068,2.6568629176483787e-12,9.333665369155215e-13,-3.694822225952521e-13
388,99.00000000000271,887.0000000000027,18.000000000002718,526.0000000000027,1924.0000000000027,106.00000000000271,8.000000000002716,45.000000000002714,628.9700000000014,132.47010133193953,77.72000000002024,823.6211173781329,4962.5702999022005,94.94531563103386,211.67000000000098,6.595603176880769,6.764451166882113e-13,-1.4779288903810084e-12
389,137.22524922775338,1143.2252492277535,47.225249227753395,620.2252492277534,1951.2252492277535,133.22524922775338,40.225249227753395,79.2252492277534,668.6700000000009,182.7506097501445,215.87643229070756,772.1308947334236,5684.120000000004,146.96993059629312,160.14000000000073,2.7544460344148344e-12,2.2155255097834256e-12,1.0231815394945443e-12
390,148.61084194956382,1271.6108419495638,61.61084194956381,677.6108419495638,1964.6108419495638,147.61084194956382,54.61084194956381,68.61084194956382,742.520000000001,164.87864375934615,192.59997108279327,810.8401790078486,6024.8700000000035,125.69552944648495,155.1600000000008,8.30904895318598e-12,3.0095297169802548e-12,-2.8421709430404007e-13
391,151.01261252790582,1284.0126125279057,61.01261252790581,709.0126125279058,1966.0126125279057,143.01261252790582,55.01261252790581,45.01261252790581,774.1900000000011,154.0994914225563,168.0315247815812,841.1226237095956,6069.1600000000035,124.644540136965,157.74000000000086,9.058335008284984e-12,3.874358877175283e-12,-2.5011104298755527e-12
392,142.82065597604446,1289.8206559760445,57.820655976044456,732.8206559760445,1964.8206559760445,140.82065597604446,51.820655976044456,38.820655976044456,877.8300000000011,128.26652309322606,144.6500000000329,905.8947457258683,6140.310000000004,124.2399249712721,207.60000000000105,4.056591656204831,1.5915497503855395e-12,1.5347723092418164e-12
393,146.48839251998373,1264.4883925199838,56.488392519983734,715.4883925199838,1962.4883925199838,139.48839251998373,50.488392519983734,37.488392519983734,962.4400000000012,126.07035325312158,131.92000021558994,938.1030432191401,6179.810000000004,120.60890898494308,230.90000000000106,0.12162786277442911,1.0558622337966643e-12,-8.526512829121202e-13
394,145.890602854114,1210.890602854114,55.890602854114,712.890602854114,1958.890602854114,137.890602854114,49.890602854114,39.890602854114,1171.0100000000011,135.27291527314682,91.16871178721917,834.4289914052171,6217.100000000004,124.17544129822,202.73000000000098,2.698878158702367e-10,1.537734905148304e-12,0.0
395,140.09703548241822,1180.0970354824183,52.09703548241822,711.0970354824183,1955.0970354824183,133.09703548241822,46.09703548241822,89.09703548241822,1282.110000000001,134.11264843062108,99.0209395584818,727.4238723604603,6212.530000000004,109.26374420883981,227.650000000001,6.382356984316891e-11,1.645335546185107e-12,5.115907697472721e-13
396,138.73492585158883,1077.7349258515887,49.73492585158882,722.7349258515889,1953.7349258515887,129.73492585158883,44.73492585158882,145.73492585158883,1251.510000000001,159.17231572867476,128.60358732702664,647.4426656757076,6150.970000000005,130.7279755441049,167.91000000000082,7.350783288109746e-12,2.290763567653452e-12,-5.115907697472721e-13
397,138.56902790404297,1032.569027904043,48.56902790404298,732.569027904043,1953.569027904043,129.56902790404297,42.56902790404298,176.56902790404297,1236.1500000000012,164.8903316949383,176.35918369427156,577.2243669930484,6127.390000000005,127.00610561458781,154.7800000000008,6.596563080860648e-12,2.5261653268601277e-12,7.389644451905042e-13
