,biomass,gas,hard_coal,hydro,lignite,other_fossil,wind_onshore,CZ -> PL,DE -> PL,LT -> PL,SE -> PL,SK -> PL,demand,PL -> CZ,PL -> DE,PL -> LT,PL -> SE,PL -> SK,mismatch
6228,347.45929635661463,857.9792963566146,10721.569296356614,245.02929635661462,5996.799296356615,370.8192963566146,843.5292963566146,106.47563768291153,858.4446992956647,3.2111883181760675e-11,597.5000000000036,173.52695577001728,20606.1224,30.590000000001254,8.041307859557978e-12,52.82557038728932,36.194396857629975,393.4000000000008,-6.821210263296962e-13
6229,337.9577928744226,845.4677928744227,10761.327792874423,387.14779287442263,6053.267792874422,359.6777928744226,663.0977928744226,93.94283092194917,836.349375327969,8.44600488998911e-12,593.1000000000023,148.18891481384176,20583.6735,14.580000000001421,2.9833433452420103e-12,76.06955117385444,58.002620010860575,347.2000000000009,3.979039320256561e-12
6230,329.66988105099773,838.1998810509978,10703.759881050997,438.83988105099775,6040.479881050998,348.01988105099775,473.89988105099775,93.59052366392082,1115.8044811788723,49.37000000000911,494.66872180455266,98.64943516703391,20313.2653,291.4400000000014,4.663975184425369e-13,14.647029171364036,2.8778685050532606e-12,405.6000000000014,1.1368683772161603e-12
6231,337.25459973110435,895.5945997311043,10827.294599731105,533.8745997311044,5981.744599731105,353.27459973110433,318.62459973110435,78.53835318608789,953.1018297209786,172.20000000001386,364.9721365296648,98.19765210304043,20096.9388,398.9200000000017,1.9336262300582437e-12,9.613369657500677,8.680841873594677e-12,409.20000000000135,6.821210263296962e-13
6232,269.1012051022084,839.3612051022084,11069.711205102209,259.59120510220833,5948.501205102208,287.1112051022084,247.03120510220833,25.698833986034547,992.4900000000014,483.8200000000013,537.4000000000024,91.94354581466534,20181.632700000002,279.8500000000052,100.26555410146958,100.56772812369108,57.04483329099853,332.40000000000146,-6.252776074688882e-12
6233,353.9104352201666,929.4104352201666,11650.960435220166,357.5804352201666,6176.0704352201665,370.8104352201666,400.8204352201666,88.65814336645488,892.8600000000015,482.85000000002634,646.433614826991,131.76137524482513,21782.6531,278.4200000000015,89.38552399809153,5.067555981370642,2.483419077597274e-12,326.60000000000105,-2.2737367544323206e-13
6234,437.97825925524234,1019.5882592552424,11536.678259255243,413.75825925524236,6142.708259255242,458.63825925524236,602.2982592552423,141.40184707680473,834.5800000000011,331.0303434302886,429.24492872337913,253.3788570488289,21480.6122,462.39000000000095,136.98159106599627,1.660352294155307e-12,2.1267548924959152e-12,521.3000000000005,6.821210263296962e-13
6235,355.1590197254767,883.6690197254767,10820.149019725477,274.34901972547664,5910.099019725476,371.8990197254767,571.0690197254767,102.12674583166982,902.5700000000006,484.0400000000031,594.8075112157856,300.40492995606326,19876.5306,699.4700000000013,237.03785481843025,43.50387026341538,1.5503099810867328e-11,713.8000000000004,-1.3642420526593924e-12
6236,340.0651410025797,855.4751410025797,9553.91514100258,237.0851410025797,5432.20514100258,349.0751410025797,554.3151410025797,90.52069571979958,944.3400000000009,482.13000000000284,597.6000000000048,276.5615485338045,18017.3469,697.0400000000014,141.98432926603914,46.9452751004771,28.17172690515167,781.8000000000004,1.8189894035458565e-12
6237,360.37542861389034,853.6254286138903,8784.78542861389,239.44542861389033,5031.0154286138895,362.68542861389034,642.9254286138903,94.59941548410254,1064.8500000000035,223.90705884710343,326.80192428776735,197.31000278177189,16700.0,692.5000000000014,36.12640169796407,7.502256805957313e-12,3.6759231295441605e-12,753.7000000000007,0.0
6238,282.9042527228163,738.2442527228163,8505.094252722816,131.57425272281634,4672.884252722816,287.85425272281634,708.0142527228163,139.87079898361327,1206.379839959415,197.6600000000028,169.0000000000032,210.89899662187528,15737.755100000002,662.4900000000009,6.172251287151333e-12,47.57324518834594,41.46105943626811,761.1000000000007,1.8189894035458565e-12
6239,234.34000000012438,685.7100000001244,8435.590000000124,82.45000000012438,4212.180000000125,237.78000000012437,691.4800000001244,165.9878049864048,1349.5300168541728,1.8300000000020242,150.90000000000404,205.89145959250013,15084.747109995189,576.5300000000008,5.518737383394949e-13,65.92255997339342,33.06961146536954,693.4000000000007,9.094947017729282e-13
6240,236.36000000000107,659.620000000001,8361.450000000003,82.48000000000107,4068.110000000001,235.62000000000106,743.030000000001,225.74204073465424,1584.8429366420469,9.994331610281663e-13,3.900000000000997,178.79940535207646,14951.542834157288,329.0400000000006,3.144254492118751e-13,427.2387676589526,133.8327809125478,538.3000000000008,-2.7284841053187847e-12
6241,236.96000000000086,659.3000000000008,8331.74,82.46000000000083,4080.120000000001,232.74000000000086,785.1800000000007,241.60743076582293,1512.9283015566348,7.303986114901666e-13,265.30000000000064,194.83903709956672,15016.066009210173,389.28000000000054,4.0633285874381563e-13,444.368983709967,204.15977650188708,569.3000000000006,2.9558577807620168e-12
6242,236.82000000002174,661.7100000000218,8339.900000000021,82.48000000002176,4158.050000000022,232.34000000002175,792.2800000000217,253.26291657271597,1302.1526132045042,1.5353110135136978e-12,273.3000000000012,219.67009666405488,15235.726106960203,375.6800000000005,7.905273589769812e-13,236.83599495347048,111.62352452775433,592.1000000000006,4.547473508864641e-13
6243,253.33303182266766,708.4130318226677,8637.843031822667,99.02303182266769,4517.483031822668,251.25303182266768,740.0230318226677,238.52293902082533,1086.724738300818,1.86389472178774e-12,580.8000000000006,201.46528081877423,15826.53060000001,451.8600000000006,3.85146738308792e-11,298.8636810282256,190.5298998708244,547.1000000000007,-8.185452315956354e-12
6244,353.59569711918493,847.545697119185,9712.025697119185,198.7456971191849,5255.025697119185,351.97569711918493,771.515697119185,77.22658853556615,981.850000000001,7.0487120234367255,499.60000000002833,98.13509131437901,17852.0408,392.3700000000017,126.0341642667479,297.43000000001894,4.7153074409336755,481.70000000000135,2.5011104298755527e-12
6245,311.92377976818693,887.7937797681869,11126.133779768186,157.0137797681869,5560.293779768187,308.8037797681869,661.143779768187,22.577812133756066,935.3000000000004,1.8700000000019177,507.3000000000064,39.08679191571264,19707.142900000003,88.61000000000591,325.02016256932757,69.59123777371357,20.976762083729582,307.9000000000034,4.206412995699793e-12
6246,330.0479769385177,897.7479769385177,11375.447976938518,233.55797693851775,5617.607976938518,334.7379769385177,610.7679769385178,69.03803002352234,784.5300000000005,385.55000000000393,597.5000000000067,86.07096939847972,20747.9592,2.46623438601614e-12,220.9955608921603,33.95870183250455,19.991375266962425,299.7000000000015,1.0459189070388675e-11
