,gas,lignite,solar,wind_onshore,BG -> GR,IT -> GR,demand,GR -> BG,GR -> IT,mismatch
0,1365.8140423939028,2250.8140423939026,123.81404239390277,272.81404239390275,809.8941983627528,301.0000000000013,5021.590000000001,2.5866366481699563e-13,102.56036793836367,-9.094947017729282e-13
1,1227.9391746626063,2182.9391746626065,167.9391746626064,314.93917466260643,845.5506717022672,355.0000000000004,4738.660000000001,2.3347550901849027e-13,355.64737035269246,-5.684341886080802e-14
2,1187.6300491292004,1914.6300491292004,73.6300491292005,217.6300491292005,828.7813728118891,338.00000000000165,4480.190000000001,2.3461226119934577e-13,80.11156932869132,-4.831690603168681e-13
3,1201.1142193696023,1913.1142193696023,19.1142193696023,198.1142193696023,836.421252403173,337.00000000000153,4418.060000000008,2.33120422139588e-13,86.81812988157604,-9.947598300641403e-14
4,1094.6251905035965,2021.6251905035965,21.625190503596603,265.6251905035966,836.056055853534,338.0000000000015,4485.770000000007,2.2577060615519886e-13,91.78681786791512,-7.673861546209082e-13
5,951.4561619758368,2101.456161975837,50.45616197583688,333.4561619758369,832.4820416934836,358.0000000000016,4542.760000000003,2.2484772011244472e-13,84.54668959682952,4.689582056016661e-13
6,967.0532068271742,2037.053206827174,259.0532068271742,438.0532068271742,786.7713864008731,302.00000000000153,4702.5700000000015,2.4585504569185343e-13,87.41421370956955,-1.9895196601282805e-13
7,909.1241257412087,1927.1241257412087,851.1241257412087,552.1241257412087,794.7721204056255,115.00000000000223,5089.560000000001,2.5477317101534896e-13,59.7086233704607,3.268496584496461e-13
8,859.3512311258066,1778.3512311258066,1299.3512311258066,524.3512311258066,768.7480573841931,409.00000000000114,5521.640000000002,2.6385288496320264e-13,117.51298188741856,-4.405364961712621e-13
9,855.8671854537638,1722.8671854537638,1516.8671854537638,546.8671854537638,840.1289017724418,508.00000000000125,5884.930000000002,2.503017254568263e-13,105.66764358749596,-1.5631940186722204e-13
10,863.9492441963482,1690.9492441963482,1552.9492441963482,555.9492441963482,887.5306910498487,508.000000000001,5932.330000000002,2.4064147604112243e-13,126.99766783524082,3.126388037344441e-13
11,831.5419172072594,1636.5419172072593,1404.5419172072593,547.5419172072594,877.0934104092706,508.0000000000008,5640.310000000003,2.4753239684881146e-13,164.95107923830568,-6.536993168992922e-13
12,775.0000000000043,1596.0000000000043,1072.0000000000043,584.0000000000043,777.1774947341172,495.0000000000008,5125.736462854634,2.8023811599442707e-13,173.44103187950114,2.5579538487363607e-13
13,1021.3839860105628,1654.3839860105627,623.3839860105628,690.3839860105628,782.2865122495537,392.00000000000233,5106.510000000004,3.1303613924354995e-13,57.31245629180296,-4.263256414560601e-13
14,1196.7278051899823,1784.7278051899823,272.72780518998235,799.7278051899824,773.9893383482593,398.00000000000665,5205.810000000001,2.9787111563830715e-13,20.090559108193514,-1.1013412404281553e-13
15,1542.598555908182,1827.598555908182,184.5985559081822,910.5985559081822,809.9146741510776,286.83110221620205,5562.140000000001,2.888911989098578e-13,7.086313043103615e-12,-9.924662783004708e-14
16,1774.8262113300254,1969.8262113300254,321.8262113300255,1032.8262113300254,930.4002444927081,115.00000000007117,6142.83,2.335369739408777e-13,1.8750898128808975,-1.1612932837579137e-13
17,1891.3518358810038,1968.3518358810038,326.35183588100386,1058.3518358810038,946.5140197659407,42.79863671004874,6233.72,2.2829749072922295e-13,3.727602404123659e-12,5.915736140117595e-13
18,1934.4404460109781,1939.4404460109781,279.440446010978,1021.440446010978,932.8832380124035,91.41497794369722,6199.060000000001,2.325265405362299e-13,1.1690175026212104e-11,-9.927044370026727e-14
19,1965.0716465049077,1962.0716465049077,245.07164650490776,985.0716465049078,936.1475530835284,50.000000000001656,6062.870000000001,2.373808856314067e-13,80.56413910316039,-2.1316282072803006e-13
20,1922.2240037138856,1963.2240037138856,221.2240037138857,1037.2240037138856,876.6958858562243,162.00000000000028,5725.170000000001,2.54324624234128e-13,457.42190071176645,-3.979039320256561e-13
21,1571.4671366828863,1873.4671366828863,128.46713668288626,942.4671366828862,846.3584618585005,223.0000000000008,5418.2300000000005,2.789604337492813e-13,166.99700859004557,9.379164112033322e-13
22,1233.5790253029468,1895.5790253029468,111.57902530294682,930.5790253029468,915.0494308221485,1.0000000000015201,4999.580000000001,2.4304384362093816e-13,87.78553203393584,-2.2737367544323206e-13
23,805.1335519459124,1750.1335519459124,66.13355194591232,857.1335519459124,985.2142594070001,117.79153280942728,4581.540000000002,2.1725819932884633e-13,7.449316125877971e-11,7.776407890444883e-13
24,745.8799090366385,1661.8799090366385,46.879909036638566,928.8799090366385,1000.0052447782894,148.05511907516757,4531.580000000003,2.037282679261996e-13,8.3115600572648e-12,-3.298360092346454e-13
25,705.0000000000142,1594.0000000000143,1.4235457348338217e-11,993.0000000000142,987.3680278305525,120.49596696906453,4353.863994799673,2.039266564432305e-13,46.00000000000111,5.044853423896711e-13
26,700.0000000000011,1587.0000000000011,1.1167003106381728e-12,1050.0000000000011,893.1001644987855,90.74750448524972,4320.847668984038,2.304317839670596e-13,1.4868723633813511e-12,1.0168525619744579e-13
27,735.0000000000014,1594.0000000000014,1.3191712572732633e-12,986.0000000000014,923.4706412109767,131.47611412678145,4369.946755337762,2.2447380030112557e-13,1.637818465054706e-12,-4.3302861809975125e-14
28,848.5211434648778,1662.521143464878,66.52114346487782,961.5211434648778,940.3346175961525,96.44080854434375,4575.8600000000015,2.193580311596744e-13,5.459847388970046e-12,6.87257492280777e-13
29,1070.7718457406213,1732.7718457406213,117.77184574062122,974.7718457406212,860.7855474557939,262.0000000000028,4971.410000000001,2.4675785925274703e-13,47.46293041828031,2.913225216616411e-13
30,1464.551202816173,1832.551202816173,265.5512028161729,1009.5512028161729,772.0061773835821,134.00000000000185,5405.890000000001,2.701243225620848e-13,72.32098864827427,4.263256414560601e-14
31,1299.2507810905931,2109.250781090593,753.2507810905931,1029.2507810905931,833.1147335500916,2.5145745361901474e-12,5920.050000000001,2.4390329088855475e-13,104.06785791246547,-5.968558980384842e-13
32,1145.0005072489403,2161.0005072489403,1179.0005072489403,1019.0005072489403,792.7097017224468,1.3493856677020008e-12,6145.820000000001,2.597636049338401e-13,150.89173071820903,-1.0516032489249483e-12
33,1102.631439193991,2047.631439193991,1458.631439193991,1003.6314391939909,764.3672982557057,42.00000000000103,6289.590000000001,2.7268492293260183e-13,129.30305503166912,-4.831690603168681e-13
34,1094.349990702424,1948.349990702424,1544.349990702424,1076.349990702424,791.4198538484249,109.0000000000007,6373.850000000001,2.671961937063621e-13,189.96981665812035,-4.263256414560601e-13
35,1078.9029913400523,1952.9029913400523,1397.9029913400523,1093.9029913400523,799.3676531403208,240.00000000000063,6351.380000000001,2.6722412468899676e-13,211.59961850052989,-4.547473508864641e-13
36,1258.775972116974,1948.775972116974,1113.775972116974,1033.775972116974,739.1381957304005,279.00000000000057,6135.850000000001,2.951378257152546e-13,237.3920841982956,-5.115907697472721e-13
37,1897.5978728234356,1921.5978728234356,661.5978728234355,948.5978728234355,779.8227243028443,192.00000000000068,6205.820000000001,2.758098727195698e-13,195.39421559658646,1.9895196601282805e-13
38,2277.5985018037454,1945.5985018037454,288.5985018037455,968.5985018037454,748.230891790216,91.00000000000091,6172.840000000001,2.80206694503717e-13,146.78489900519781,-1.1368683772161603e-13
39,2576.096235103697,1979.096235103697,237.09623510369687,965.0962351036969,789.5624021446544,1.859384496824212e-12,6458.180000000001,2.593331410384194e-13,88.7673425594424,3.694822225952521e-13
40,2866.6609625014867,2202.6609625014867,312.6609625014865,938.6609625014864,810.7699936126414,6.476156381433846,6925.89,2.5141414476254723e-13,212.0000000000206,5.684341886080802e-14
41,2888.3362208700505,2324.3362208700505,318.33622087005034,865.3362208700503,824.4003172984316,1.5246965744507702e-07,6978.61,2.478510508617059e-13,242.13520093110228,-3.410605131648481e-13
42,2846.5395472403134,2322.5395472403134,299.5395472403132,813.5395472403131,819.0251600826551,4.806650956120043,6896.99,2.484857208334717e-13,209.00000000002777,1.0800249583553523e-12
43,2753.6028808456213,2279.6028808456213,234.6028808456213,776.6028808456213,816.4811419555781,5.181719367138369e-12,6650.140000000001,2.5937410164992147e-13,210.7526653380676,-5.115907697472721e-13
44,2487.2741811456685,2204.2741811456685,149.2741811456687,661.2741811456688,783.1954683180334,2.1278650607972567e-12,6169.580000000001,2.790555177736012e-13,115.71219290070914,4.263256414560601e-13
45,2359.7674524897157,2063.7674524897157,121.76745248971571,566.7674524897157,811.175854834302,1.6561214164559966e-12,5842.670000000001,2.739115304733649e-13,80.57566479316493,5.400124791776761e-13
46,1857.0531751640128,2044.0531751640128,98.05317516401286,479.0531751640128,833.1323905716731,93.0000000000022,5343.570000000001,2.6522459397662e-13,60.775091227725305,5.115907697472721e-13
47,1305.6789456010165,1981.6789456010165,72.67894560101642,447.67894560101644,837.3925598879101,222.0000000000193,4860.190000000001,2.4070143371059473e-13,6.918342291993469,4.121147867408581e-13
48,1239.1000707148064,1963.1000707148064,71.10007071480632,453.1000707148063,858.316756153642,222.00000000000935,4792.440000000001,2.283745632788208e-13,14.277039012874821,2.7000623958883807e-13
49,1035.7394332175236,1986.7394332175236,59.739433217523676,430.7394332175237,850.4115215750372,250.98074555487543,4614.350000000002,2.2717137662655305e-13,4.604542843793928e-12,-2.8424071155584e-13
50,827.8058482064812,1971.8058482064812,62.80584820648118,530.8058482064812,821.7861858203145,261.670421353766,4476.680000000002,2.2360283661527258e-13,2.4408643837743626e-12,9.735115867020777e-13
51,796.6430068641541,1902.6430068641541,77.64300686415417,688.6430068641541,800.058502192849,232.23947035054448,4497.870000000002,2.36576673314228e-13,8.21720680957392e-12,-2.683311669317932e-13
