,hydro,nuclear,other_fossil,wind_onshore,DE -> SE,DK -> SE,FI -> SE,LT -> SE,NO -> SE,PL -> SE,demand,SE -> DE,SE -> DK,SE -> FI,SE -> LT,SE -> NO,SE -> PL,mismatch
1541,11305.95974946709,8812.95974946709,1652.959749467091,1509.959749467091,2.200000000000616,88.923493337796,30.726544897014275,75.53449811664478,1637.917453233373,3.4397786719266183,21393.0,216.69076612506979,386.78000000000145,2101.6100000000047,727.5000000000018,2.6467636827634055e-12,295.00000000003877,9.094947017729282e-13
1542,12411.424212646905,8821.424212646905,1683.4242126469057,1491.4242126469057,2.0000000000004965,168.83367642055816,54.38779115777176,77.85015517736018,1382.294210402446,9.296865390812267e-11,22772.0,268.726934725223,1.506577230290693e-12,2109.200000000002,541.1000000000017,2.634392741269308e-12,402.03574902061996,3.637978807091713e-12
1543,12455.00607814999,8807.00607814999,1707.0060781499915,1392.0060781499915,2.000000000000484,722.7108552210631,64.01302020238047,41.93566178043053,1172.141576823851,8.161729059074561e-12,22765.0,275.5755716631803,1.6094766331319147e-12,2216.100000000002,495.5000000000032,2.9712402385634727e-12,611.6498549645091,0.0
1544,12452.325010905402,8795.325010905402,1736.3250109054018,1266.3250109054018,2.1000000000005046,847.3440255711337,68.78383036781355,20.91944022911104,1241.5982164348986,4.074284598341312e-12,22537.0,264.6130370613971,1.7140164961698452e-12,2274.880000000002,724.2000000000064,2.726209327568953e-12,630.3525191631591,9.094947017729282e-13
1545,12199.725887566528,8778.725887566528,1734.7258875665284,1079.7258875665284,2.0000000000004747,1028.5308861528933,51.89411110084953,4.293630741205549,1332.4040104762444,3.6153809376467882e-12,22316.0,281.2163619130329,2.2567408143833715e-12,2293.300000000003,687.1000000000311,6.5884771465251384e-12,634.4098268242387,-1.8189894035458565e-12
1546,12284.247837053737,8814.247837053737,1775.2478370537374,1033.2478370537374,2.0000000000005222,443.0700092299134,113.3536002109758,24.821358910692126,1628.463305679832,1.1693687301311915e-11,22277.0,255.4880727568797,1.4197581762651341e-12,2352.5000000000014,624.9000000000053,2.3621043691404298e-12,608.8115494894845,4.547473508864641e-13
1547,12220.937488207668,8824.937488207668,1785.9374882076684,976.9374882076683,2.000000000000595,346.59963864977226,133.69435125856495,17.20863636977394,1583.0136069242667,8.465955382437842e-11,22115.0,224.2096378802401,1.3411413940025448e-12,2222.980000000001,730.0000000000077,1.9442819649810683e-12,599.0765481528833,3.637978807091713e-12
1548,12163.920038122076,8796.920038122076,1731.920038122077,919.9200381220768,1.9000000000005703,572.8031852318084,116.35950638315339,1.0595210634660382e-11,1370.5747588548586,5.07972064830856e-12,21828.0,233.95317339133632,1.8078488782519616e-12,2246.3000000000015,742.2946612609528,2.8762534286378292e-12,623.7697683058512,-5.4569682106375694e-12
1549,12309.450347653234,8800.450347653234,1711.4503476532343,932.4503476532343,1.900000000000559,360.87973360994226,117.74545750258314,9.80777903712364e-12,1396.3317937998918,5.987849966565602e-12,21616.0,238.6668912731307,1.8368007354388683e-12,2427.800000000001,728.4058415547678,3.291494326463468e-12,619.7856426974685,-6.366462912410498e-12
1550,12297.103516333818,8809.103516333818,1706.1035163338192,1005.1035163338191,2.000000000000586,87.25927653071899,124.13107156885302,15.966589546701817,1520.1325850179226,7.356632293385695e-12,21714.0,227.57443404748642,40.29000000000152,2315.000000000001,659.8000000000084,3.2849481197527085e-12,610.2391539519791,1.3642420526593924e-12
1551,12199.7349536051,8786.7349536051,1682.7349536051015,1093.7349536051015,5.583933660447746e-13,134.704283772358,92.54346347801216,2.7297904766055386e-10,1237.7650059392784,4.450651306061236e-12,21586.0,427.87684345143055,2.089806294369211e-12,2236.9000000000015,655.5929024942141,5.285920112171881e-12,321.5828216646767,-9.094947017729282e-13
1552,12332.971081916125,8795.971081916125,1689.9710819161253,1288.9710819161253,4.835678403653549e-13,67.79307666824747,57.252709805289435,8.376881815752987e-12,1582.2184427238722,5.746065485253308e-12,22346.0,288.05524945429426,115.21000000000197,1969.8300000000022,486.32992348957606,5.822519724082009e-12,609.7233839180415,2.7284841053187847e-12
1553,12511.87042043905,8813.87042043905,1713.8704204390503,1542.8704204390503,2.3000000000004115,74.72789305245097,72.88487233574091,29.95838356657931,1673.7553598449854,1.4428124675853295e-11,22736.0,324.1893723938454,707.1000000000018,1729.7700000000018,332.30000000000445,3.977989354685603e-12,606.7488181621143,-2.2737367544323206e-12
1554,12433.218118547558,8834.218118547558,1769.2181185475588,1719.2181185475588,5.019501767814922e-13,96.86625257456969,48.73999062115427,39.1124810280981,1307.9949578310466,5.87310567320632,22622.0,753.649261918278,625.5900000000014,1227.2200000000028,428.5000000000034,2.844361166162481e-12,597.5000000000227,1.8189894035458565e-12
1555,11919.553457202166,8829.553457202166,1800.5534572021668,1647.5534572021668,5.863491286686944e-13,94.18661673221291,35.534260792928336,31.08697806516285,1043.0449503119141,17.08634869410141,21766.0,837.7829834049708,631.6700000000013,950.1000000000038,635.0000000000043,3.4432526223900604e-12,597.6000000000079,-4.547473508864641e-12
1556,11022.428295147705,8835.428295147705,1761.428295147706,1638.428295147706,6.391914245346736e-13,103.66389932289243,23.809586520645023,4.2862174556776636e-11,539.7595040247503,26.265719264244648,20688.0,819.368576829785,578.0500000000012,1137.8800000000058,135.6133128936018,3.0825736459570594e-12,592.3000000000051,-2.7284841053187847e-12
1557,10037.88612387291,8836.88612387291,1703.8861238729096,1587.8861238729096,7.557874812362646e-13,108.94062958822964,7.653926024608441e-12,42.897412108250194,131.65507783734995,23.608627157923973,19673.0,787.1616490654385,454.1000000000013,1260.9845931179457,8.610669025640248e-12,3.2073749454256843e-12,298.4000000000056,-2.2737367544323206e-12
1558,8449.080511726124,8832.080511726124,1624.0805117261245,1542.0805117261245,2.865379536203754e-12,119.12020709829986,3.2748650172509576e-12,314.6241098256862,37.96931225497056,280.12280666502454,18804.0,241.67082335486649,237.5300000000011,1100.3976593936072,2.5309689366855024e-12,815.5600000000035,3.706463375851961e-12,3.183231456205249e-12
1559,6991.843021012218,8815.843021012217,1554.8430210122178,1544.8430210122178,2.363056807891509e-12,213.28153048189125,1.82224329782739e-12,205.6491171340812,37.644693578222935,355.94322443420606,18186.0,314.8705358448579,1.3005954537132309e-12,673.230113832406,2.6556304231964885e-12,545.7900000000035,2.3372840735103497e-12,-1.1368683772161603e-12
