,biomass,gas,hard_coal,hydro,nuclear,other_fossil,other_renewable,wind_onshore,demand,s_l,s_r
0,855.71,572.87,118.84720990295831,1277.0,1513.1605981860378,540.03,43.1,923.07,9778.69,1161.5100000000014,0.0
1,858.29,480.81135465922074,216.51666561503163,1198.8,179.13780334068585,535.25,43.1,911.07,9634.18,486.7769656519225,0.0
2,874.48,597.69,99.70197357523296,1174.5,2791.8,540.4,16.831413955788065,894.9543067024556,9633.9,1260.4899999999977,0.0
3,869.99,606.35,84.08310551363782,1195.1,1308.4337062185257,548.65,43.1,866.73,9707.48,1350.5299999999997,0.0
4,860.69,596.94,340.4795554349458,1231.0,2792.1,554.5,43.1,862.91,9919.41,689.1662331872353,0.0
5,680.9496031998384,100.48046077708483,646.92,1321.2,1554.0136764989554,552.59,20.053662648524327,713.5726273341353,29.725307849947534,1807.0399999999972,0.0
6,795.7245537220829,62.400071242212455,528.3688403446099,1399.2,2791.5,541.43,1.6586127161253736,248.60908874370384,10150.46,1715.039999999999,0.0
7,556.3521604518224,589.06,513.0471189130045,1389.2,2792.1,543.81,43.1,98.86877715481735,10184.09,1817.4200000000008,0.0
8,882.71,578.76,642.56,1300.3,588.4085368441291,318.3938651735879,43.1,760.04,10226.24,1919.7399999999986,0.0
9,873.7,567.16,93.7252243350352,833.5141679766454,2792.1,542.58,43.1,728.38,10395.05,1716.9699999999993,0.0
10,867.07,467.7027079697413,626.39,177.62318831307707,2791.8,542.2,43.1,669.58,10432.06,1686.2600000000002,0.0
11,887.97,574.72,629.18,577.5946065724642,2791.7,547.52,43.1,408.6424962969475,2046.258700764052,1705.3899999999987,0.0
12,867.37,584.99,631.28,1112.1487276256535,2792.3,552.56,43.1,592.83,10547.72,776.3348104536963,0.0
13,868.3,33.50919228844078,638.02,1702.1,2098.8716282612318,514.6168059330126,26.268608169296165,581.88,10847.29,1267.582766721612,0.0
14,875.34,599.92,637.41,1774.2,2124.2435752740203,559.33,43.1,294.1201623564067,2134.7506394618626,1720.6100000000006,0.0
15,883.5,587.05,641.99,1894.7,1877.6168547406132,335.647434112227,43.1,554.64,11021.11,1655.7299999999996,0.0
16,879.17,583.29,646.82,1706.560998295094,2792.5,552.09,43.1,520.52,960.4988478263999,1523.1399999999994,0.0
17,872.65,435.8225493356838,658.24,1968.4,1619.5124856775626,549.12,43.1,498.6,11064.12,1583.449999999999,0.0
18,872.74,609.0,660.83,1875.2,2790.8,546.02,43.1,473.56,10849.56,1517.5299999999988,0.0
19,863.11,622.8665947051227,653.88,1675.5,521.961807982788,264.77256959418446,23.53190935355608,451.7133384732997,10465.52,1516.5100000000002,0.0
20,861.6,629.74,648.79,1689.8,2791.7,541.08,43.1,424.73113691971656,10731.69,1522.8700000000008,0.0
21,857.21,162.1705500005619,645.35,1530.7,2792.2,105.01178281387702,43.1,401.67,7991.543057868229,447.75337161255067,0.0
22,841.8,624.13,641.03,1044.2093061526052,2792.0,382.8573806650697,17.965248924415768,384.88,10136.25,1668.9799999999996,0.0
23,490.944796661523,216.40286578608513,300.4778341869253,1072.1,777.0278155856373,487.51,43.1,351.87,9849.41,2252.5335766063645,0.0
24,822.71,609.3,630.52,1041.6,2792.4,488.34,43.1,235.3487263933361,9655.89,2339.759999999999,0.0
25,819.95,597.0253689093425,611.138492605157,1076.6,1564.487483100177,83.968828414964,43.1,255.19,9524.9,2278.4600000000005,0.0
26,817.13,602.8,621.53,1116.1,2791.7,494.26,43.1,57.14731273635954,9555.4,2372.6500000000005,0.0
27,838.56,604.66,621.66,1245.6,2791.3,496.46,43.1,36.138347446409284,9838.15,2460.21,0.0
28,844.7,605.54,639.82,1285.5,2791.6,519.8,43.1,195.8487242267465,7530.9163488768945,2389.1612946011346,0.0
29,863.97,600.75,656.43,340.91098131797327,1745.6282881504612,547.56,43.1,188.73,11059.28,2094.680000000002,0.0
30,886.51,13.128562479394882,705.37,187.18759428166067,2792.1,557.91,14.370658437646107,53.46051515715815,11384.07,2001.7399999999998,0.0
31,557.836219721013,471.44904134056173,494.6509900184898,1191.0807507719817,2795.3,560.63,43.1,156.71,11432.82,2018.6800000000003,0.0
32,881.98,588.29,628.8593522253229,1989.0,2792.4,632.63,41.225722325963524,139.67,10969.957369766553,1727.0100000000002,0.0
33,885.33,600.15,761.16,1015.4027697026734,2791.4,572.89,43.1,128.93,10711.069076729831,1732.4599999999973,0.0
34,886.89,142.441174428658,757.62,851.8037892423123,2694.916955641702,571.42,43.1,119.38,11480.22,1823.3099999999995,0.0
35,892.69,596.17,760.41,2018.8,2790.9,411.523421705172,43.1,109.82,11433.67,1679.8500000000004,0.0
36,157.37141856833853,442.84706856026173,753.16,2015.6,2790.0,571.47,43.1,95.92,11479.85,1712.1299999999992,0.0
37,898.16,130.2264664558882,753.75,2047.9,2791.0,302.34507901937593,27.151146195140946,59.04351181905215,11650.77,1549.9500000000007,0.0
38,505.7233391998771,657.53,757.18,446.5023873463937,700.4655801413724,569.59,15.31490623790113,124.1256106549668,10353.801380292449,1705.0100000000002,0.0
39,934.13,731.88,38.9461371565034,2279.1,629.3528614186159,601.26,43.1,168.36345005910218,11760.06,1748.5199999999986,0.0
40,36.32877539245493,661.096431412266,770.67,2279.7,2791.5,616.69,38.853705371891,62.39322580678961,5680.681853727578,1819.1000000000004,0.0
41,891.86,651.42,420.2190183071156,2068.0,1578.3322160154887,414.7225923032492,43.1,287.54,11696.58,1665.539999999999,0.0
42,871.02,584.04,758.48,1901.9,1773.27566534246,551.05,43.1,180.21947179982828,11502.25,1515.2199999999993,0.0
43,533.6728883357179,579.41,657.2374949866078,1681.8,2791.0,516.15,43.1,359.37,10973.89,612.8430915062911,0.0
44,851.73,539.6049990133898,752.88,1336.0,2775.2173691723615,507.01,43.1,391.25,5016.567090143243,1939.0599999999977,0.0
45,843.3,590.87,741.95,1246.4,2790.5,497.33,42.97,443.12,10922.16,2038.789999999999,0.0
