,hydro,nuclear,solar,wind_onshore,demand,s_l,s_r
0,113.86178494772471,2242.6315347922114,0.21,2.283483576115799,152.72128085867863,779.279692285491,0.0
1,486.56,2810.3,0.04581349818605053,26.35948603975195,389.85337291798913,951.1199999999997,0.0
2,437.15,2813.4,0.21,28.91,7459.0,409.7869552755399,0.0
3,81.99761054393169,737.2251157833483,0.21,28.72,7260.0,1387.8754817747351,0.0
4,423.6,2264.4,0.22,25.79,4267.714784850294,852.8204395024139,0.0
5,190.7416831438406,2816.7,0.22,13.798477467044753,7205.0,1083.7400000000002,0.0
6,403.16,2816.4,0.22,22.62,7106.0,1133.5900000000001,0.0
7,426.51,2817.0,1.71,7.469131761256585,7186.0,1132.1299999999992,0.0
8,419.86,2818.0,8.163316135098157,21.77,7334.0,54.1749661806529,0.0
9,413.73,2817.5,64.71,24.39,7429.0,1251.4899999999996,0.0
10,429.93,1499.7775229904341,98.17,19.72,7431.0,1008.3512003725427,0.0
11,488.26,2769.0,107.21,25.75,519.4375971365442,1675.2699999999993,0.0
12,528.53,2763.8,96.19,26.3,7709.0,1836.0399999999995,0.0
13,473.24,2119.4493384831603,38.514691879922864,21.91,7491.0,1568.8761865458723,0.0
14,489.33,2803.0,16.79,21.3,7461.0,1658.03,0.0
15,494.68,2813.6,0.23181562013676746,21.24,2163.9064727207497,1530.450000000001,0.0
16,544.88,1920.0435907658532,0.22,22.31,7939.0,1372.1000000000004,0.0
17,1475.03,2817.6,0.22,20.902255232495694,7070.0,918.2794669651233,0.0
18,1178.3912467276823,2814.7,0.22,22.94,7259.0,1494.9300000000003,0.0
19,924.76,841.1557186439173,0.22,14.044238256700792,6786.0,1189.1599999999999,0.0
20,479.28,2562.5018889406197,0.11861913871936694,22.8,7381.0,955.4099999999999,0.0
21,265.90631658569004,1005.305760519939,0.22,9.209233550843233,4701.199791607433,889.9000000000015,0.0
22,15.939091578006849,292.7913336191603,0.22,22.26,265.9785216914982,755.8199999999997,0.0
