,biomass,gas,hard_coal,other_fossil,solar,wind_offshore,wind_onshore,demand,s_l,s_r
0,90.52304438956381,32.0215068974357,252.1806194555137,102.27022803334363,0.0,917.03,1551.51,3146.5,0.0,235.28999999999996
1,502.0,256.0,170.4802420006368,81.23029279122699,0.0,815.06,1465.03,3024.7,0.0,259.02000000000044
2,488.0,39.0150559184409,259.0,179.0,0.0,350.91728990369563,1494.61,2931.4,0.0,191.2400000000007
3,482.0,251.0,266.0,84.7879999204701,0.0,839.894889895317,333.1035414899189,2878.9,0.0,142.91999999999962
4,390.0,204.0,254.0,184.0,0.0,917.27,1423.11,2896.9,0.0,66.92000000000007
5,385.0,211.0,210.24965705323788,180.0,0.0,959.88,1501.38,1509.934287779987,16.06999999999971,0.0
6,417.0,222.0,283.0,185.0,0.0,513.8709423046774,1470.82,3082.9,0.0,59.01999999999998
7,431.98,74.88773438826509,242.48,172.86,0.850498180880356,6.689581564180688,484.9956988674468,3218.5,77.97999999999956,0.0
8,469.78,59.567882772800324,236.35,120.33542163611129,1.8020875534981258,184.66178872946915,1637.26,2725.269163036241,136.15378998356115,0.0
9,582.28,252.48,272.51,166.96,34.319248887866934,558.4901257259916,2003.35,3774.3,61.41877159532083,0.0
10,575.92,280.72,304.40763990307266,85.40259653646366,54.12,1121.65,2026.74,4097.0,182.13999999999942,0.0
11,153.7166048085758,277.44,92.98116917213929,168.88,58.55,1136.89,2106.35,4121.9,123.95709449403634,0.0
12,660.8,258.8,251.25,160.6,59.87,845.8438759188776,2367.24,4014.3,277.3500000000008,0.0
13,641.04,15.78254715456007,254.38,163.28,40.44373056115894,1129.89,2275.46,4140.7,194.98000000000047,0.0
14,615.62,279.92,303.25,175.34,15.227816553178997,1123.73,2110.87,4005.2,68.70999999999958,0.0
15,633.98,345.6731632904458,486.49,184.86,0.9,1096.24,1845.83,1667.5881251087355,0.0,1.4700000000002547
16,639.0,321.0150000844058,716.0,10.192369980820702,0.0,1099.52,1588.51,4493.3,0.27630302305757626,0.0
17,576.2802663786679,338.44632857960033,737.0,190.0,0.0,1062.02,1485.56,4384.9,3.43498108256225,0.0
18,712.0,377.0,603.0,199.0,0.0,136.12550799615076,938.1341504828467,3742.9299974082564,0.0,44.8100000000004
19,140.67116297689728,336.0,91.31044392936774,60.73845084580026,0.0,965.93,1130.788733630386,3897.0,57.820000000000164,0.0
