,biomass,gas,hydro,lignite,nuclear,other_fossil,other_renewable,wind_onshore,demand,s_l,s_r
0,0.5139775348526712,272.6591194001882,4.024933974760801,179.05633366571382,820.4214698324975,20.50972993929314,4.688823775217212,141.0,3866.53,0.0,429.63766889312683
1,88.0,634.0,5.0,299.0,1901.0,96.0,5.170716864640813,143.0,3607.35,0.0,515.5000208329083
2,51.408246954408895,530.0,5.0,55.06723106897979,314.63918906382077,22.792127262420617,6.0,158.0,3418.24,0.0,622.2600000000007
3,77.0,513.0,5.0,266.0,1719.0,100.0,2.2469120108266853,154.0,1332.2950908950143,0.0,562.4800000000004
4,7.626956915987364,370.6357085146527,5.0,265.0,1583.5090091212294,112.0,1.967069469447866,43.20585750321543,558.5383025727152,0.0,543.5700000000006
5,97.84867100954123,661.0,5.0,267.0,1636.0,117.0,2.9144380745499925,37.65684816609453,668.392379014485,0.0,562.0999999999997
6,85.27683035001549,640.0,5.0,264.0,1638.0,115.0,13.0,46.99450933084625,3523.9,0.0,94.04560601505433
7,39.29796992379824,665.0,1.5151835612608588,276.29600544695256,1639.0,113.0,13.0,18.627066786274806,3642.76,0.0,497.6200000000001
8,116.0,676.0,5.0,135.13820296917663,1671.0,113.0,4.524682160567297,21.0,3870.5,0.0,373.5699999999997
9,0.5646059879125069,644.0,5.0,263.0,1630.5678672212532,70.72997459169892,14.0,49.0,4071.76,0.0,356.5099999999999
10,117.0,580.2917020939012,5.0,89.08039663855786,1785.0,110.0,3.620585618921825,24.162406073264126,4239.99,0.0,332.3900000000003
11,114.33038244271039,714.0,5.0,54.24820571052202,257.9791602180077,91.8237033099469,14.0,25.0,4304.36,0.0,295.97999999999996
12,116.0,604.609476221319,5.0,264.0,1783.0,112.0,14.0,12.0,4215.11,0.0,98.07765975732448
13,81.60423770686876,79.02463456098981,5.0,260.0,1782.0,114.0,13.0,2.0,3528.830532758286,0.0,188.16999999999967
14,114.0,649.8010802085215,5.0,265.0,1410.7500747930899,49.57870567435305,14.0,2.0,2522.4826749421136,0.0,186.75000000000034
15,115.0,680.0,4.853758008065424,288.0,436.1982853961406,108.0,13.0,0.49640967272744707,4503.36,49.78999999999951,0.0
16,117.0,682.0,4.645293618418462,66.92040346676626,251.00873831836907,106.0,14.0,1.0,4607.63,158.6400000000002,0.0
17,2.1182488325747935,667.0,5.0,74.33996711738952,1933.0,60.92515963018617,13.0,0.8357440204350219,4587.77,157.46000000000095,0.0
18,119.0,663.0,5.0,270.0,1790.8398594705397,109.0,13.0,2.437859629043385,4585.65,114.89999999999971,0.0
19,118.0,690.0,5.0,271.0,1345.4175926806417,15.616095226757528,9.368148786619335,15.0,4486.96,0.0,41.859999999999744
