,biomass,gas,hydro,lignite,nuclear,other_fossil,solar,wind_onshore,demand,s_l,s_r
0,11.39,30.41,89.23,238.29,684.8722805015385,10.53,0.08,0.7,682.8479027325427,145.9401923076923,0.0
1,0.9493328224646473,28.92,64.58,224.7,696.39,7.749203079514664,0.08,0.61,1058.0,3.266016964753143,0.0
2,11.4,31.2,177.36,84.56940278628801,696.4,10.42,0.08,0.0038389521308195736,559.8105888180108,0.0,55.74127670290841
3,6.362753907693818,35.48,141.32,233.06,696.45,10.53,0.08,0.30766322135522417,1010.0,0.0,172.1394230769231
4,11.42,32.2,143.14,235.81,696.31,10.79,0.08,0.56,1023.0,0.0,275.6415384615383
5,11.43,37.68,145.31,234.65,696.21,9.27,0.04332411875553183,0.24,810.870635702783,0.0,202.63701951120427
6,11.42,34.5,7.733172292111286,158.05121709895374,292.8050162097529,5.4153136542001485,0.08,0.42,1092.0,0.0,55.91538461538494
7,1.3913827152287261,23.504477762266976,182.94,169.61078973438927,696.19,10.45,1.4732759396306347,0.1422644493143764,1139.0,0.0,19.454423076922808
8,11.38,36.25,242.99,43.39570603608279,696.36,8.714027452973598,5.35,0.553139762916539,1224.0,11.453461538461283,0.0
9,11.38,39.99,159.55511082467675,236.73,457.87053874500043,8.6,7.41,0.33,1300.0,66.54115384615375,0.0
10,10.95,40.4,252.46,177.34712596364812,622.1273768505251,7.96,8.13,0.53,942.2620790378991,5.563269230769379,0.0
11,11.38,38.67,20.11927072823554,241.6,696.62,9.17,6.07,0.12991264175078068,1399.0,0.0,78.26711538461541
12,7.2664459014037,41.21,495.08,42.78892203725969,683.4478160318696,9.64507872828566,2.2321458386861015,0.32,1376.0,0.0,7.613269230769333
13,0.943192513575569,41.54,569.36,86.06957907027837,130.05955667384558,10.95,1.95,0.32,1350.0,77.19545767107203,0.0
14,10.88,41.87,625.22,233.02,696.4,9.09,4.2,0.3,924.4579580056849,97.52752274149965,0.0
15,10.94,42.01,666.26,189.23731340905468,696.14,7.63,0.011697178755331343,0.05583384144331324,1385.0,249.41519230769222,0.0
16,8.937579310938922,37.79,437.81988898612116,231.57,696.06,7.02,0.07,0.47859031321788215,1439.0,32.74038461538453,0.0
17,11.21,36.61,831.63,231.3,696.32,12.43,0.07,0.53,1456.0,5.874423076922994,0.0
18,11.06,38.64,580.2811110298702,229.36,696.14,14.64,0.07,0.006975732021577354,1486.0,0.0,16.427481107641135
19,7.228650192679969,0.22156942782795017,822.9,231.51,696.12,3.905674675084366,0.07,0.38870673188487215,569.3850240883597,0.0,70.65115384615376
20,11.15,0.12446882605377703,813.11,12.736962858338222,696.39,13.19,0.07,0.4495743287954876,806.8403043351976,0.0,9.781730769230762
21,11.2,24.61,732.1476461139334,238.06,696.39,12.11,0.07,0.75,1294.0,69.88374211173235,0.0
22,1.2970561695956344,22.17,776.3,229.66,696.29,11.5,0.004398609574482825,0.4864914628601601,624.2878427162192,153.65213492122035,0.0
23,11.15,30.38,644.04,217.25,696.32,11.44,0.07,0.53,1085.0,217.36000000000013,0.0
24,11.26,31.0,541.18,220.75,696.27,10.51,0.07,0.49,1040.0,297.9200000000002,0.0
25,10.015040035874815,29.69,370.78,222.46,696.18,6.18,0.07,0.4,241.96321068436734,286.41999999999996,0.0
26,11.28,35.17,353.04,224.83,590.1396136401154,4.67,0.07,0.2830711193709736,261.5415257730346,391.87,0.0
27,10.017971645309562,1.4295118253287213,375.73,155.7249132551526,556.4702917504944,6.03,0.07,0.28,1025.0,448.9799999999998,0.0
28,11.28,35.43,304.20622261085424,234.32,171.56063397832347,3.2952056382209385,0.05046913923293007,0.36,1087.0,234.89197786062127,0.0
29,11.19,39.33,497.43,273.01,114.89121012448923,9.22,0.07,0.06726616990427606,1181.0,309.21000000000015,0.0
