,hydro,nuclear,other_fossil,wind_onshore,demand,s_l,s_r
0,3972.970655429998,8542.0,1135.0,1577.5534833536994,2633.121899312068,699.3499999999995,0.0
1,4291.0,8540.0,924.6069644838772,517.5858489045148,15745.0,651.0599999999986,0.0
2,1897.0730501333542,341.81673407926695,1056.0,1614.845181792813,15508.0,260.3925959086812,0.0
3,4242.0,8542.0,572.8539633550681,2154.0,15324.0,740.1200000000013,0.0
4,3255.327387867731,8540.0,1053.0,2183.0,8780.143473403454,806.2900000000018,0.0
5,4638.0,8541.0,1060.0,2236.0,15784.0,862.5000000000014,0.0
6,3402.9679304479696,8539.0,1064.0,2023.369729461822,16028.0,630.9200000000014,0.0
7,5454.0,6709.09368466324,1070.0,2378.0,16258.0,326.3590762491615,0.0
8,5895.0,8539.0,1101.0,2462.0,16580.0,558.3799999999992,0.0
9,6725.0,8362.180144206272,238.8016783617445,2504.0,17108.0,136.15237511486168,0.0
10,6763.577183773685,8539.0,200.2204009412303,515.3067091179336,17322.0,394.9980448524662,0.0
11,7340.0,8537.0,1130.0,2479.0,17577.0,0.1898625129358016,0.0
12,7461.0,1352.7841987596405,1122.0,1782.3665192448445,17674.0,711.3699999999999,0.0
13,7703.0,8538.0,1132.0,27.91491150439967,17940.0,710.2399999999984,0.0
14,8112.0,6182.417929338229,7.167967892123827,2439.0,5929.759732646671,656.1700000000005,0.0
15,8496.0,8213.231691265113,1135.0,2436.0,7746.68459887828,704.9699999999998,0.0
16,8655.0,4180.640944281292,1141.0,2482.0,18964.0,54.520002015919864,0.0
17,8273.341212877534,8535.0,1141.0,2512.0,18724.0,628.5506368398057,0.0
18,8517.0,8535.0,1137.0,2509.0,18444.0,571.139999999999,0.0
19,8193.0,8536.0,1152.0,2454.0,17962.0,630.69,0.0
20,8158.0,8538.0,1116.0,2416.0,13854.877991610052,661.5500000000011,0.0
21,6530.747687906461,8305.104572094942,284.04759206649317,2362.0,9637.701231152625,512.8545994965529,0.0
22,6679.0,8537.0,1109.0,766.9176987194379,15874.0,14.409999999998945,0.0
23,5262.0,8537.0,248.76219825446074,2077.0,15306.0,195.4799999999991,0.0
24,4989.0,8537.0,1090.0,2001.0,14998.0,162.96909187286627,0.0
25,4908.0,8336.359273038264,1092.0,1663.5513294932575,14892.0,328.4600000000014,0.0
26,95.8583784053197,2700.360195008398,1092.0,569.3132587803938,15036.0,706.1700000000005,0.0
27,5354.0,7338.0,1095.0,1526.446219809123,16009.0,1159.4543122100845,0.0
28,6135.0,7337.0,1108.0,1815.0,16815.0,156.48837808159533,0.0
29,8340.0,1931.6399916276132,1078.6014743018247,1766.0,17252.0,96.17999999999984,0.0
30,10743.0,5542.330980587624,1202.0,1043.0570872305307,19206.0,0.0,30.299999999998363
31,11711.0,6346.388663502302,537.3290844982344,1488.2408092719613,19705.0,0.0,208.42999999999984
32,12097.0,7330.0,1193.0,180.6276935781102,19794.0,0.0,42.307566454012445
33,12253.0,730.7816293025352,300.5129899130479,310.12617198134313,20224.0,120.81000000000131,0.0
34,12290.0,7320.0,688.4095014086622,378.1496739089851,9469.07518196086,208.39000000000124,0.0
35,12240.0,7319.0,1208.0,222.64689287195878,20308.0,319.9300000000012,0.0
36,11354.61003566781,7318.0,1203.0,1266.0,20167.0,206.20000000000073,0.0
37,10554.542715719987,7232.079213034195,1192.0,444.76697451814823,6411.034354040147,97.48000000000229,0.0
