,gas,hard_coal,hydro,other_fossil,wind_onshore,demand,s_l,s_r
0,686.0,259.0,143.23604492665797,174.0,1988.0,405.95444576908807,0.0,93.40643755598744
1,637.0,269.0,175.00956876686624,110.31239639371256,1884.0,2782.15,0.0,377.8499999999999
2,670.0,291.0,66.01198568648444,198.0,1700.0,2603.02,0.0,435.98
3,239.55037971232002,114.26448545670141,178.0,205.0,1387.0,2473.98,0.0,316.02
4,664.0,98.07566815335446,179.0,5.066744181788316,1311.0,2408.13,0.0,316.8699999999999
5,583.0,325.0,172.0,210.0,678.943810717979,2259.3562444862328,0.0,328.5500000000002
6,260.33245564476056,239.0,51.04869500361573,55.41710496503165,1566.0,2409.67,0.0,328.3299999999999
7,539.0,147.90992391367854,177.0,149.0,848.6043902646933,2431.08,0.0,259.4422400677611
8,109.56923911348363,219.0,177.0,148.0,1688.0,1293.939551777648,0.0,336.15999999999985
9,546.0,2.8167741805827418,187.0,90.33512290484886,1300.4921642124552,2623.9,0.0,327.0999999999999
10,451.3171824154126,221.0,196.0,148.0,2115.0,2923.779513638404,0.0,262.65999999999985
11,361.7901688140163,223.0,9.917593884422692,149.0,2357.0,3216.39,0.0,221.37625421364686
12,42.178836389389836,221.0,116.39024602317437,148.0,2443.0,3393.28,0.0,153.4416918111669
13,553.0,223.0,199.677068502567,147.0,2443.0,3442.17,0.0,124.82999999999993
14,513.345019140515,217.0,197.0,96.67860097300441,1756.1317074542205,3341.06,0.0,77.36728525349015
15,574.0,215.0,197.0,159.0,1680.1932501757433,3297.79,0.0,0.21000000000003638
16,623.0,76.51326502139743,6.071097397531293,186.0,1939.0,3486.5,240.65930322772243,0.0
17,802.0,351.0,282.8705901995596,157.9111458413747,1228.9596577874513,3821.46,271.46000000000004,0.0
18,185.3671973379826,413.0,339.0,173.40481498940235,166.48604500349154,3766.87,92.4919355732294,0.0
19,885.0,352.0,329.59110774056177,269.0,809.7112504457516,3587.08,525.0799999999999,0.0
20,276.21958410097574,392.0,349.0,283.0,958.0,3423.16,471.15999999999985,0.0
21,947.0,495.0,56.00379674823137,293.0,500.80300082253973,3289.66,555.6599999999999,0.0
22,935.0,231.90478022584105,90.11926560540863,297.0,138.95212803468908,354.7277894131775,653.73,0.0
23,956.0,133.5089096562789,259.0,307.0,569.0,1935.2687567263076,568.77,0.0
24,438.29720731782027,269.29651464990405,157.49181768842433,316.0,536.4271605916857,641.843594809828,215.7199999999998,0.0
25,882.0,30.738298882795476,176.0,311.0,63.94118960553362,2569.5,77.83061994625531,0.0
26,846.0,348.0,176.0,302.0,1007.0,2429.03,0.0,249.9699999999998
