,gas,hard_coal,hydro,other_fossil,wind_onshore,demand,s_l,s_r
0,686.0,259.0,178.0,174.0,1988.0,2983.37,0.0,301.6300000000001
1,637.0,269.0,176.0,194.0,1884.0,2782.15,0.0,377.8499999999999
2,670.0,291.0,180.0,198.0,1700.0,2603.02,0.0,435.98
3,702.0,318.0,178.0,205.0,1387.0,2473.98,0.0,316.02
4,664.0,358.0,179.0,213.0,1311.0,2408.13,0.0,316.8699999999999
5,583.0,325.0,172.0,210.0,1413.0,2374.45,0.0,328.5500000000002
6,558.0,239.0,175.0,200.0,1566.0,2409.67,0.0,328.3299999999999
7,539.0,220.0,177.0,149.0,1732.0,2431.08,0.0,385.9200000000001
8,538.0,219.0,177.0,148.0,1688.0,2433.84,0.0,336.15999999999985
9,546.0,223.0,187.0,148.0,1847.0,2623.9,0.0,327.0999999999999
10,542.0,221.0,196.0,148.0,2115.0,2959.34,0.0,262.65999999999985
11,546.0,223.0,198.0,149.0,2357.0,3216.39,0.0,256.6100000000001
12,537.0,221.0,198.0,148.0,2443.0,3393.28,0.0,153.7199999999998
13,553.0,223.0,201.0,147.0,2443.0,3442.17,0.0,124.82999999999993
14,565.0,217.0,197.0,148.0,2359.0,3341.06,0.0,144.94000000000005
15,574.0,215.0,197.0,159.0,2153.0,3297.79,0.0,0.21000000000003638
16,623.0,241.0,247.0,186.0,1939.0,3486.5,250.5,0.0
17,802.0,351.0,313.0,246.0,1838.0,3821.46,271.46000000000004,0.0
18,945.0,413.0,339.0,261.0,1541.0,3766.87,267.8699999999999,0.0
19,885.0,352.0,333.0,269.0,1223.0,3587.08,525.0799999999999,0.0
20,970.0,392.0,349.0,283.0,958.0,3423.16,471.15999999999985,0.0
21,947.0,495.0,293.0,293.0,706.0,3289.66,555.6599999999999,0.0
22,935.0,372.0,213.0,297.0,613.0,3083.73,653.73,0.0
23,956.0,361.0,259.0,307.0,569.0,3020.77,568.77,0.0
24,952.0,495.0,184.0,316.0,631.0,2793.72,215.7199999999998,0.0
25,882.0,368.0,176.0,311.0,740.0,2569.5,92.5,0.0
