,biomass,gas,hard_coal,hydro,nuclear,other_fossil,solar,wind_offshore,wind_onshore,demand,s_l,s_r
0,730.0,5526.0,1298.0,352.0,7266.0,89.0,0.0,3801.0,5475.0,33235.85,6565.949999999997,0.0
1,756.0,5834.0,1597.0,455.0,7259.0,88.0,0.0,3821.0,5379.0,32953.49,5617.07,0.0
2,750.0,5175.0,1615.0,336.0,7258.0,89.0,0.0,3800.0,5212.0,30823.71,4584.299999999999,0.0
3,757.0,4562.0,1659.0,282.0,7254.0,89.0,0.0,3773.0,5198.0,28804.03,3222.7999999999993,0.0
4,756.0,3694.0,1513.0,275.0,7262.0,89.0,0.0,3733.0,5046.0,27372.23,3220.2299999999996,0.0
5,758.0,3686.0,1637.0,267.0,7258.0,89.0,0.0,3675.0,4868.0,27408.88,3627.0600000000013,0.0
6,758.0,4723.0,1764.0,307.0,7261.0,89.0,4.0,3625.0,4492.0,28970.07,4258.489999999998,0.0
7,754.0,5836.0,1729.0,445.0,7264.0,89.0,0.0,3629.0,4257.0,30192.84,5519.9800000000005,0.0
8,758.0,6644.0,1651.0,678.0,7266.0,88.0,6.0,3415.0,3770.0,31925.35,7057.529999999999,0.0
9,752.0,8441.0,1660.0,938.0,7263.0,88.0,326.0,3088.0,3653.0,35127.54,7354.5300000000025,0.0
10,746.0,10144.0,1681.0,1110.0,7260.0,89.0,776.0,3016.0,3676.0,38021.59,7061.4599999999955,0.0
11,756.0,12088.0,1767.0,1112.0,7259.0,89.0,1285.0,2917.0,3729.0,40392.8,6654.380000000005,0.0
12,758.0,13856.0,1734.0,1033.0,7264.0,89.0,1855.0,2717.0,3763.0,41652.27,5841.449999999997,0.0
13,755.0,14992.0,1630.0,1296.0,7256.0,89.0,1502.0,2070.0,3622.0,42188.82,6233.370000000003,0.0
14,746.0,14989.0,1905.0,846.0,7257.0,89.0,1051.0,2014.0,3780.0,42320.37,6915.610000000001,0.0
15,742.0,14767.0,2195.0,1010.0,7251.0,88.0,252.0,1947.0,4022.0,43532.53,8226.739999999998,0.0
16,754.0,16216.0,2198.0,1497.0,7263.0,88.0,1.0,2293.0,4506.0,47501.41,9651.060000000005,0.0
17,720.0,17224.0,2315.0,1858.0,7258.0,89.0,0.0,3057.0,4691.0,49544.57,9309.43,0.0
18,733.0,16729.0,2169.0,1180.0,7252.0,89.0,0.0,2875.0,4911.0,47686.23,8709.020000000004,0.0
19,743.0,15343.0,2043.0,921.0,7262.0,89.0,0.0,3180.0,4909.0,45046.7,7546.93,0.0
20,747.0,13284.0,1370.0,910.0,7262.0,88.0,0.0,3466.0,5210.0,42220.09,6851.279999999999,0.0
21,742.0,11312.0,1361.0,898.0,7259.0,89.0,0.0,3411.0,5023.0,39066.38,6257.889999999999,0.0
22,744.0,9308.0,1347.0,512.0,7264.0,89.0,0.0,3486.0,4719.0,35377.98,5590.490000000005,0.0
23,744.0,7805.0,974.0,320.0,7254.0,89.0,0.0,3539.0,4460.0,31778.14,4261.139999999999,0.0
24,742.0,7421.0,1003.0,313.0,7264.0,89.0,0.0,3329.0,4203.0,31362.52,4630.7800000000025,0.0
25,746.0,8226.0,1198.0,314.0,7266.0,90.0,0.0,3325.0,3591.0,31598.1,4468.699999999997,0.0
26,745.0,8120.0,1323.0,279.0,7274.0,91.0,0.0,3199.0,3017.0,30904.93,4485.91,0.0
27,740.0,8715.0,1359.0,261.0,7264.0,90.0,0.0,2871.0,2514.0,30428.48,4243.779999999999,0.0
28,736.0,9074.0,1376.0,252.0,7262.0,90.0,0.0,2714.0,2240.0,30151.64,4039.41,0.0
