,biomass,gas,hard_coal,hydro,lignite,nuclear,other_fossil,other_renewable,solar,wind_onshore,FR -> ES,PT -> ES,demand,ES -> FR,ES -> PT,mismatch
3759,347.0,7047.0,4100.0,3802.0,407.0,4054.0,613.0,115.0,2190.0,3412.0,2241.89,1586.91,29863.0,0.0,0.0,52.79999999999927
3760,351.0,6896.0,4063.0,4134.0,409.0,4054.0,615.0,114.0,1909.0,3154.0,1807.03,2267.01,29462.0,0.0,0.0,311.0400000000009
3761,348.0,7038.0,4218.0,4246.0,408.0,4054.0,614.0,114.0,1437.0,3030.0,2267.56,2404.75,29343.0,0.0,0.0,836.3099999999977
3762,346.0,6949.0,4347.0,4520.0,408.0,4069.0,617.0,113.0,1093.0,2925.0,2287.49,2800.69,29696.0,0.0,0.0,779.1800000000003
3763,347.0,7187.0,4445.0,5174.0,408.0,4149.0,609.0,114.0,432.0,2616.0,2264.78,2331.79,30116.0,0.0,0.0,-38.43000000000029
3764,348.0,7178.0,4483.0,5123.0,406.0,4183.0,606.0,112.0,188.0,2421.0,2035.23,1461.72,29108.0,0.0,0.0,-563.0499999999993
3765,347.0,6707.0,4411.0,4497.0,403.0,4220.0,606.0,112.0,140.0,2105.0,2078.65,618.06,26669.0,0.0,0.0,-424.2900000000009
3766,350.0,6301.0,4271.0,4468.0,424.0,4310.0,590.0,110.0,117.0,2143.0,1834.86,0.0,25163.0,0.0,34.14,-278.2799999999994
3767,349.0,6305.0,4153.0,4271.0,435.0,4378.0,585.0,108.0,92.0,2067.0,1783.39,3.11,23822.0,0.0,0.0,707.5
3768,342.0,6095.0,3991.0,3889.0,431.0,4429.0,588.0,108.0,61.0,2159.0,1792.81,0.0,22898.0,0.0,279.25,708.5600000000013
3769,346.0,6335.0,3835.0,3848.0,451.0,4546.0,575.0,107.0,47.0,2241.0,1803.42,0.0,22563.0,0.0,323.37,1248.0499999999984
3770,347.0,6241.0,3848.0,3688.0,427.0,4639.0,563.0,103.0,48.0,2432.0,1803.32,0.0,22537.0,0.0,246.99,1355.3299999999997
3771,346.0,6048.0,3785.0,3756.0,412.0,4725.0,581.0,104.0,48.0,2625.0,1770.51,538.65,22912.0,0.0,0.0,1827.1599999999999
3772,347.0,6430.0,3525.0,3850.0,398.0,4792.0,586.0,103.0,58.0,2779.0,2134.84,1308.19,24484.0,0.0,0.0,1827.0299999999988
3773,349.0,6622.0,3458.0,4334.0,392.0,4824.0,592.0,102.0,264.0,2913.0,2338.58,1487.91,27001.0,0.0,0.0,675.489999999998
3774,351.0,6918.0,3930.0,5172.0,405.0,4854.0,592.0,104.0,884.0,2428.0,2265.61,1521.73,29216.0,0.0,0.0,209.34000000000015
3775,351.0,6900.0,4174.0,5266.0,435.0,4882.0,581.0,110.0,1902.0,2220.0,2227.3,1221.42,30528.0,0.0,0.0,-258.27999999999884
3776,340.0,7079.0,4179.0,4987.0,421.0,4911.0,577.0,111.0,2953.0,2106.0,2206.27,1113.57,31130.0,0.0,0.0,-146.15999999999985
3777,351.0,7056.0,4138.0,4706.0,420.0,4939.0,578.0,108.0,3608.0,2230.0,2328.19,1253.61,31533.0,0.0,0.0,182.79999999999927
3778,347.0,6692.0,4063.0,4840.0,419.0,4969.0,586.0,111.0,3794.0,2407.0,2278.07,1512.77,31897.0,0.0,0.0,121.84000000000015
3779,347.0,6721.0,3956.0,4857.0,410.0,4997.0,588.0,115.0,3704.0,2395.0,2263.86,1205.99,31894.0,0.0,0.0,-334.15000000000146
3780,346.0,6671.0,3939.0,4518.0,422.0,5026.0,591.0,113.0,3578.0,2371.0,2295.34,1024.98,30998.0,0.0,0.0,-102.68000000000029
3781,345.0,6515.0,3950.0,4344.0,407.0,5041.0,595.0,112.0,3270.0,2511.0,1222.75,979.94,30389.0,0.0,0.0,-1096.3100000000013
3782,350.0,6969.0,4004.0,4985.0,431.0,5040.0,602.0,114.0,3116.0,2520.0,1565.02,818.24,30247.0,0.0,0.0,267.26000000000204
3783,351.0,6892.0,4043.0,5077.0,417.0,5040.0,598.0,114.0,2668.0,2687.0,2276.94,932.23,30225.0,0.0,0.0,871.1699999999983
3784,352.0,6875.0,4024.0,4578.0,429.0,5038.0,611.0,115.0,1952.0,2652.0,2328.01,1338.82,29730.0,0.0,0.0,562.8300000000017
3785,351.0,6918.0,4097.0,4948.0,433.0,5041.0,608.0,113.0,1297.0,2510.0,2343.72,1587.13,29593.0,0.0,0.0,653.8499999999985
3786,360.0,7208.0,4193.0,5903.0,424.0,5042.0,613.0,112.0,602.0,1989.0,2287.91,1692.27,29886.0,0.0,0.0,540.1800000000003
3787,359.0,7228.0,4222.0,6908.0,405.0,5047.0,618.0,112.0,324.0,1713.0,2273.33,1544.91,30414.0,0.0,0.0,340.23999999999796
3788,357.0,7292.0,4185.0,6050.0,413.0,5047.0,611.0,111.0,302.0,1649.0,2077.44,1035.74,29300.0,0.0,0.0,-169.8199999999997
3789,358.0,7322.0,3994.0,4764.0,404.0,5045.0,606.0,110.0,300.0,1456.0,2048.08,561.63,26915.0,0.0,0.0,53.70999999999913
3790,355.0,7070.0,3870.0,4529.0,408.0,5045.0,595.0,103.0,296.0,1208.0,1789.76,114.25,25424.0,0.0,0.0,-40.9900000000016
3791,356.0,6925.0,3794.0,4426.0,434.0,5047.0,590.0,106.0,265.0,1047.0,1791.64,69.93,24140.0,0.0,0.0,711.5699999999997
3792,361.0,6710.0,3710.0,3949.0,425.0,5049.0,588.0,105.0,208.0,1000.0,1767.14,7.0,23215.0,0.0,0.0,664.1399999999994
3793,361.0,6541.0,3801.0,3844.0,427.0,5051.0,592.0,102.0,126.0,914.0,1808.25,0.0,22854.0,0.0,26.02,687.23
3794,360.0,6576.0,3833.0,3838.0,422.0,5051.0,591.0,98.0,89.0,964.0,1813.78,105.59,22729.0,0.0,0.0,1012.369999999999
3795,358.0,6732.0,3755.0,3895.0,424.0,5051.0,605.0,98.0,90.0,1082.0,1763.28,280.27,23084.0,0.0,0.0,1049.5499999999993
3796,358.0,7041.0,3869.0,4264.0,418.0,5049.0,608.0,101.0,94.0,1243.0,2316.09,1108.98,24637.0,0.0,0.0,1833.0699999999997
3797,356.0,7040.0,3893.0,4883.0,405.0,5052.0,619.0,102.0,177.0,1276.0,2122.17,1952.91,27173.0,0.0,0.0,705.0800000000017
3798,358.0,7069.0,3986.0,5853.0,418.0,5056.0,624.0,104.0,503.0,1364.0,2291.85,2082.94,29506.0,0.0,0.0,203.79000000000087
3799,370.0,6981.0,4046.0,6071.0,410.0,5046.0,636.0,107.0,1090.0,1577.0,2254.4,1910.13,30749.0,0.0,0.0,-250.47000000000116
3800,369.0,6929.0,4079.0,6194.0,404.0,5035.0,639.0,108.0,1594.0,1937.0,2272.95,1907.83,31422.0,0.0,0.0,46.779999999998836
3801,365.0,6874.0,4072.0,5597.0,403.0,5053.0,634.0,108.0,2007.0,2712.0,2259.39,1895.71,31951.0,0.0,0.0,29.099999999998545
3802,365.0,6902.0,4007.0,4982.0,410.0,5056.0,630.0,110.0,2235.0,3597.0,2258.21,1852.27,32412.0,0.0,0.0,-7.520000000000437
3803,369.0,6869.0,3941.0,4563.0,415.0,5057.0,628.0,112.0,2328.0,4007.0,2265.79,1232.76,32288.0,0.0,0.0,-500.4500000000007
3804,364.0,6628.0,3847.0,4293.0,408.0,5057.0,631.0,109.0,2222.0,4243.0,2291.56,820.54,31300.0,0.0,0.0,-385.90000000000146
3805,369.0,6413.0,3648.0,4262.0,403.0,5057.0,625.0,110.0,2102.0,4618.0,2302.15,629.55,30395.0,0.0,0.0,143.70000000000073
