,biomass,gas,hydro,other_fossil,solar,wind_onshore,LV -> LT,PL -> LT,SE -> LT,demand,LT -> LV,LT -> PL,LT -> SE,mismatch
83,51.83,45.53,303.41,37.63,2.21,288.43,585.1470588235294,0.0,207.5,1746.0,0.0,486.08,0.0,-710.3929411764707
84,51.79,45.37,266.46,37.27,1.83,295.48,572.0882352941177,0.0,163.7,1740.0,0.0,485.59,0.0,-791.6017647058823
85,51.65,45.35,234.17,38.17,0.0,300.99,550.2843137254902,0.0,112.1,1739.0,0.0,485.6,0.0,-891.8856862745098
86,51.56,45.19,392.61,38.49,0.0,330.57,529.1862745098039,0.0,0.0,1775.0,0.0,485.37,92.4,-965.1637254901962
87,51.59,45.22,541.05,39.39,0.0,332.56,843.0,0.0,0.0,1772.0,0.0,485.28,121.4,-525.87
88,51.62,45.25,536.58,38.47,0.0,336.9,994.5,0.0,0.0,1744.0,0.0,486.08,360.6,-587.3599999999999
89,51.47,45.33,352.96,39.03,0.0,316.96,921.5,0.0,0.0,1681.0,0.0,485.99,148.2,-587.94
90,51.3,45.35,119.45,39.64,0.0,313.01,802.0,0.0,162.3,1613.0,0.0,485.54,0.0,-565.49
91,51.16,45.34,105.43,39.47,0.0,304.12,887.0,0.0,31.7,1516.0,0.0,485.43,0.0,-537.21
92,51.07,45.36,105.44,39.56,0.0,292.77,727.0,0.0,242.8,1371.0,0.0,486.03,0.0,-353.03
93,50.57,45.39,105.41,39.13,0.0,304.97,706.5,0.0,567.8,1252.0,0.0,486.02,0.0,81.75
94,50.27,45.32,105.45,39.35,0.0,263.53,677.0,0.0,486.9,1159.0,0.0,437.86,0.0,70.96000000000015
95,49.88,45.3,76.36,39.55,0.0,239.61,689.0,0.0,0.0,1087.0,0.0,5.54,64.6,-17.439999999999955
96,50.0,45.36,76.4,38.99,0.0,230.13,755.5,0.0,0.0,1062.0,0.0,0.24,199.7,-65.55999999999989
97,50.14,45.38,76.4,38.97,0.0,260.3,794.0,0.0,0.0,1054.0,0.0,0.02,171.4,39.77000000000004
98,50.44,45.49,76.41,39.11,0.0,254.81,832.0,71.96,0.0,1072.0,0.0,0.0,296.3,1.920000000000016
