,biomass,gas,hydro,other_fossil,wind_onshore,LT -> LV,demand,LV -> LT,mismatch
0,77.0,0.0,156.0,89.0,21.0,0.0,640.0,128.0,-425.0
1,77.0,0.0,156.0,89.0,21.0,0.0,615.0,235.5,-507.5
2,77.0,0.0,155.0,89.0,19.0,0.0,595.0,208.0,-463.0
3,76.0,0.0,186.0,88.0,17.0,0.0,599.0,165.0,-397.0
4,76.0,0.0,421.0,88.0,11.0,0.0,613.0,220.5,-237.5
5,76.0,1.0,512.0,88.0,10.0,0.0,628.0,278.0,-219.0
6,76.0,1.0,600.0,88.0,13.0,0.0,640.0,407.0,-269.0
7,76.0,1.0,667.0,88.0,10.0,0.0,640.0,363.0,-161.0
8,76.0,1.0,741.0,88.0,9.0,0.0,684.0,251.0,-20.0
9,76.0,1.0,747.0,88.0,13.0,0.0,720.0,279.0,-74.0
10,76.0,1.0,797.0,88.0,31.0,0.0,738.0,306.5,-51.5
11,77.0,1.0,814.0,88.0,39.0,0.0,747.0,295.0,-23.0
12,77.0,1.0,939.0,89.0,49.0,0.0,759.0,391.0,5.0
13,77.0,1.0,1011.0,89.0,49.0,0.0,766.0,430.5,30.5
14,77.0,1.0,1012.0,89.0,46.0,0.0,817.0,397.5,10.5
15,77.0,1.0,1013.0,89.0,47.0,0.0,840.0,409.0,-22.0
16,77.0,1.0,1012.0,90.0,50.0,0.0,843.0,428.5,-41.5
17,77.0,1.0,1012.0,90.0,49.0,0.0,833.0,414.0,-18.0
18,78.0,1.0,1012.0,90.0,51.0,0.0,817.0,456.0,-41.0
19,78.0,1.0,1049.0,90.0,51.0,0.0,795.0,551.0,-77.0
20,78.0,1.0,759.0,90.0,51.0,0.0,735.0,433.0,-189.0
21,78.0,1.0,578.0,91.0,51.0,0.0,669.0,390.5,-260.5
22,78.0,1.0,483.0,91.0,51.0,0.0,614.0,221.5,-131.5
23,78.0,1.0,636.0,90.0,51.0,0.0,575.0,204.5,76.5
24,78.0,1.0,546.0,90.0,51.0,0.0,555.0,176.0,35.0
25,78.0,1.0,564.0,90.0,49.0,0.0,550.0,234.5,-2.5
26,77.0,1.0,612.0,89.0,46.0,0.0,557.0,245.0,23.0
27,77.0,1.0,787.0,89.0,48.0,0.0,600.0,257.0,145.0
28,77.0,1.0,800.0,89.0,44.0,0.0,700.0,360.5,-49.5
29,77.0,1.0,807.0,89.0,34.0,0.0,827.0,453.0,-272.0
30,76.0,25.0,868.0,88.0,30.0,0.0,917.0,463.5,-293.5
31,76.0,25.0,876.0,88.0,31.0,0.0,961.0,486.5,-351.5
32,76.0,24.0,1075.0,88.0,30.0,0.0,992.0,816.0,-515.0
33,76.0,24.0,1154.0,88.0,32.0,0.0,997.0,852.5,-475.5
34,76.0,37.0,1147.0,88.0,29.0,0.0,973.0,835.0,-431.0
35,76.0,65.0,1070.0,88.0,34.0,0.0,992.0,811.5,-470.5
36,76.0,106.0,1037.0,88.0,28.0,0.0,993.0,768.0,-426.0
37,74.0,216.0,925.0,85.0,25.0,0.0,1001.0,808.0,-484.0
38,74.0,365.0,1075.0,86.0,18.0,0.0,1055.0,909.5,-346.5
39,74.0,380.0,1091.0,86.0,13.0,0.0,1055.0,898.0,-309.0
40,75.0,379.0,1091.0,86.0,15.0,0.0,1042.0,856.5,-252.5
41,75.0,376.0,1102.0,86.0,16.0,0.0,1005.0,981.5,-331.5
42,77.0,211.0,935.0,89.0,14.0,0.0,969.0,811.5,-454.5
43,75.0,61.0,927.0,87.0,13.0,0.0,915.0,630.5,-382.5
44,75.0,1.0,927.0,87.0,10.0,0.0,828.0,627.0,-355.0
45,75.0,1.0,921.0,87.0,12.0,0.0,751.0,747.5,-402.5
46,75.0,1.0,836.0,87.0,10.0,0.0,681.0,700.0,-372.0
47,75.0,1.0,892.0,87.0,7.0,0.0,644.0,636.5,-218.5
48,75.0,1.0,895.0,87.0,7.0,0.0,621.0,612.0,-168.0
49,75.0,1.0,883.0,87.0,5.0,0.0,613.0,565.0,-127.0
50,75.0,1.0,872.0,87.0,5.0,0.0,619.0,556.5,-135.5
51,75.0,1.0,894.0,87.0,5.0,0.0,661.0,545.5,-144.5
52,75.0,1.0,1055.0,86.0,5.0,0.0,764.0,602.5,-144.5
53,75.0,1.0,1074.0,86.0,6.0,0.0,904.0,587.0,-249.0
54,74.0,1.0,1078.0,86.0,6.0,0.0,1022.0,517.5,-294.5
55,73.0,1.0,1099.0,85.0,5.0,0.0,1063.0,599.5,-399.5
56,73.0,1.0,1106.0,85.0,5.0,0.0,1081.0,561.0,-372.0
57,73.0,1.0,1163.0,85.0,6.0,0.0,1090.0,613.0,-375.0
58,73.0,1.0,1097.0,84.0,7.0,0.0,1069.0,493.0,-300.0
59,73.0,1.0,1166.0,84.0,7.0,0.0,1087.0,535.0,-291.0
60,73.0,1.0,1164.0,84.0,11.0,0.0,1083.0,489.0,-239.0
61,73.0,1.0,1183.0,84.0,10.0,0.0,1083.0,449.0,-181.0
62,73.0,1.0,1180.0,84.0,13.0,0.0,1120.0,506.5,-275.5
63,73.0,1.0,1161.0,85.0,13.0,0.0,1099.0,573.0,-339.0
64,73.0,1.0,1157.0,85.0,16.0,0.0,1076.0,515.5,-259.5
65,74.0,1.0,1070.0,85.0,21.0,0.0,1034.0,445.5,-228.5
66,74.0,1.0,1060.0,85.0,22.0,0.0,993.0,481.5,-232.5
67,74.0,1.0,1059.0,85.0,28.0,0.0,938.0,586.5,-277.5
68,75.0,1.0,984.0,86.0,25.0,0.0,853.0,577.0,-259.0
69,75.0,1.0,895.0,86.0,25.0,0.0,766.0,473.5,-157.5
70,75.0,1.0,808.0,87.0,22.0,0.0,695.0,455.0,-157.0
71,72.0,1.0,963.0,83.0,24.0,0.0,648.0,532.5,-37.5
72,74.0,1.0,972.0,86.0,24.0,0.0,637.0,638.0,-118.0
73,74.0,1.0,971.0,86.0,26.0,0.0,628.0,613.0,-83.0
74,74.0,1.0,969.0,86.0,25.0,0.0,637.0,637.5,-119.5
75,74.0,1.0,973.0,86.0,23.0,0.0,678.0,597.0,-118.0
76,74.0,9.0,974.0,86.0,22.0,0.0,780.0,505.0,-120.0
