,biomass,gas,hydro,lignite,other_fossil,BG -> RS,HU -> RS,ME -> RS,RO -> RS,demand,RS -> BG,RS -> HU,RS -> ME,RS -> RO,mismatch
0,5.0,2.0,1246.0,2951.0,66.0,22.25,333.86,125.96,23.95,5142.0,0.0,0.0,0.0,0.0,-365.97999999999956
1,5.0,2.0,1119.0,2957.0,65.0,0.0,352.63,136.36,0.0,4908.0,0.79,0.0,0.0,39.1,-310.9000000000002
2,5.0,2.0,1085.0,2958.0,64.0,0.0,342.04,154.44,0.0,4564.0,36.61,0.0,0.0,88.47,-78.60000000000043
3,5.0,2.0,1182.0,2942.0,63.0,0.0,320.14,159.69,0.0,4297.0,42.9,0.0,0.0,135.27,198.6599999999999
4,5.0,2.0,1083.0,2916.0,62.0,0.0,308.94,178.89,0.0,4134.0,77.67,0.0,0.0,140.8,203.3599999999999
5,5.0,2.0,992.0,2928.0,62.0,0.0,296.12,220.17,0.0,4045.0,107.38,0.0,0.0,149.01,203.89999999999998
6,5.0,2.0,914.0,2935.0,62.0,0.0,277.09,203.87,0.0,3991.0,103.15,0.0,0.0,120.6,184.21000000000004
7,5.0,2.0,1029.0,2938.0,63.0,0.0,270.44,195.52,0.0,4161.0,47.91,0.0,0.0,125.68,168.37000000000003
8,5.0,2.0,1204.0,2928.0,61.0,17.19,239.67,185.06,0.0,4428.0,0.0,0.0,0.0,111.48,102.44000000000007
9,5.0,2.0,1384.0,2945.0,66.0,31.83,264.23,179.52,0.0,4691.0,0.0,0.0,0.0,70.75,115.82999999999993
10,5.0,2.0,1454.0,2936.0,69.0,56.93,234.29,155.74,88.59,4805.0,0.0,0.0,0.0,0.0,196.55000000000018
11,5.0,2.0,1461.0,2945.0,67.0,73.95,192.12,152.56,168.14,4836.0,0.0,0.0,0.0,0.0,230.77000000000044
12,5.0,2.0,1412.0,2938.0,66.0,51.69,162.55,155.48,182.22,4774.0,0.0,0.0,0.0,0.0,200.9400000000005
13,5.0,2.0,1352.0,2945.0,65.0,57.47,136.1,184.46,164.15,4697.0,0.0,0.0,0.0,0.0,214.1800000000003
14,5.0,2.0,1404.0,2941.0,65.0,0.0,133.27,227.55,148.19,4740.0,7.5,0.0,0.0,0.0,178.51000000000022
15,5.0,2.0,1449.0,2928.0,62.0,51.43,68.22,199.58,199.39,5061.0,0.0,0.0,0.0,0.0,-96.38000000000011
16,5.0,2.0,1544.0,2955.0,62.0,125.59,12.13,207.9,238.26,5228.0,0.0,0.0,0.0,0.0,-76.11999999999989
17,5.0,2.0,1551.0,2949.0,62.0,150.02,0.0,195.25,248.1,5205.0,0.0,9.59,0.0,0.0,-52.22000000000011
18,5.0,2.0,1554.0,2940.0,63.0,157.79,0.0,171.76,288.2,5186.0,0.0,16.88,0.0,0.0,-21.13
19,5.0,2.0,1526.0,2950.0,61.0,170.66,33.5,84.32,352.57,5142.0,0.0,0.0,0.0,0.0,43.05000000000018
20,5.0,2.0,1411.0,2946.0,63.0,175.78,45.81,79.5,343.23,5053.0,0.0,0.0,0.0,0.0,18.31999999999971
21,5.0,2.0,1404.0,2937.0,65.0,189.79,59.67,97.66,277.98,5047.0,0.0,0.0,0.0,0.0,-8.899999999999636
22,5.0,2.0,1416.0,2947.0,66.0,154.95,106.34,134.55,232.62,5028.0,0.0,0.0,0.0,0.0,36.460000000000036
23,5.0,2.0,1452.0,2946.0,67.0,215.39,88.11,31.84,271.49,5004.0,0.0,0.0,0.0,0.0,74.82999999999993
24,5.0,2.0,1383.0,2945.0,68.0,197.69,45.17,12.26,285.21,4698.0,0.0,0.0,0.0,0.0,245.32999999999993
25,5.0,2.0,1238.0,2953.0,66.0,186.35,18.42,0.0,301.23,4357.0,0.0,0.0,3.48,0.0,409.52
26,5.0,2.0,1060.0,2944.0,63.0,179.03,0.0,0.0,344.76,4124.0,0.0,23.040000000000003,16.33,0.0,434.41999999999996
27,5.0,2.0,969.0,2950.0,62.0,145.23,0.0,0.0,366.66,3999.0,0.0,16.880000000000003,4.54,0.0,479.4700000000003
28,5.0,2.0,919.0,2949.0,64.0,182.94,0.0,0.0,371.63,3964.0,0.0,25.76,31.93,0.0,471.8799999999997
29,5.0,2.0,1016.0,2905.0,62.0,177.85,0.0,0.0,374.41,4051.0,0.0,74.47,1.01,0.0,415.7800000000002
30,5.0,2.0,1107.0,2919.0,63.0,174.16,0.0,20.92,389.35,4247.0,0.0,111.15,0.0,0.0,322.2800000000003
31,5.0,2.0,1466.0,2909.0,61.0,177.18,0.0,126.39,246.1,4573.0,0.0,141.26,0.0,0.0,278.4100000000001
32,5.0,2.0,1575.0,2937.0,62.0,189.37,0.0,116.68,216.43,4922.0,0.0,151.12,0.0,0.0,30.35999999999956
33,5.0,2.0,1658.0,2926.0,61.0,204.77,0.0,109.61,226.48,5112.0,0.0,118.87,0.0,0.0,-38.01000000000033
34,5.0,2.0,1754.0,2917.0,61.0,225.09,0.0,106.59,221.65,5219.0,0.0,112.68,0.0,0.0,-39.35000000000008
35,5.0,2.0,1847.0,2931.0,61.0,224.31,0.0,128.79,184.42,5233.0,0.0,151.09,0.0,0.0,-0.5699999999995669
36,5.0,2.0,1613.0,2938.0,60.0,227.61,0.0,102.13,179.21,5172.0,0.0,177.99,0.0,0.0,-223.0400000000002
37,5.0,2.0,1584.0,2942.0,61.0,160.64,0.0,115.7,207.03,5046.0,0.0,189.37,0.0,0.0,-158.0000000000001
38,5.0,2.0,1529.0,2943.0,61.0,162.93,0.0,129.67,274.98,5072.0,0.0,239.15,0.0,0.0,-203.57000000000008
39,5.0,2.0,1598.0,2924.0,61.0,165.62,0.0,196.9,249.56,5326.0,0.0,203.01,0.0,0.0,-326.93000000000006
40,5.0,2.0,1635.0,2927.0,60.0,237.46,0.0,206.46,226.91,5470.0,0.0,217.17,0.0,0.0,-387.34000000000003
41,5.0,2.0,1644.0,2923.0,62.0,201.19,0.0,194.7,269.1,5445.0,0.0,181.09,0.0,0.0,-325.10000000000025
42,5.0,2.0,1614.0,2925.0,65.0,157.71,0.0,211.99,291.72,5429.0,0.0,178.89,0.0,0.0,-335.4699999999999
43,5.0,2.0,1660.0,2939.0,67.0,165.8,0.0,103.09,254.01,5383.0,0.0,104.95,0.0,0.0,-292.05000000000035
44,5.0,2.0,1384.0,2840.0,67.0,166.3,0.0,65.15,399.68,5279.0,0.0,12.57,0.0,0.0,-362.4399999999999
45,5.0,2.0,1650.0,2601.0,66.0,160.88,116.09,23.61,285.48,5331.0,0.0,0.0,0.0,0.0,-420.9399999999996
46,5.0,2.0,1900.0,2451.0,66.0,151.12,181.41,19.76,200.78,5324.0,0.0,0.0,0.0,0.0,-346.9300000000003
47,5.0,2.0,1832.0,2455.0,64.0,78.11,216.45,47.16,83.57,5184.0,0.0,0.0,0.0,0.0,-400.71000000000004
48,5.0,2.0,1549.0,2435.0,64.0,57.44,177.01,41.18,90.66,4772.0,0.0,0.0,0.0,0.0,-350.71000000000004
49,5.0,2.0,1248.0,2439.0,64.0,42.14,150.28,45.73,52.85,4410.0,0.0,0.0,0.0,0.0,-361.0
50,5.0,2.0,1026.0,2446.0,63.0,4.51,162.41,55.77,15.7,4130.0,0.0,0.0,0.0,0.0,-349.6100000000001
51,5.0,2.0,956.0,2432.0,62.0,6.3,111.63,42.89,135.89,4023.0,0.0,0.0,0.0,0.0,-269.28999999999996
52,5.0,2.0,1035.0,2445.0,62.0,30.56,103.08,28.47,160.08,4134.0,0.0,0.0,0.0,0.0,-262.80999999999995
53,5.0,2.0,1347.0,2438.0,62.0,34.57,24.9,40.16,284.05,4506.0,0.0,0.0,0.0,0.0,-268.3199999999997
54,5.0,2.0,1414.0,2583.0,62.0,52.77,35.19,75.58,356.75,4829.0,0.0,0.0,0.0,0.0,-242.71000000000004
55,5.0,2.0,1481.0,2677.0,61.0,73.38,40.07,167.02,243.31,5109.0,0.0,0.0,0.0,0.0,-359.22000000000025
56,5.0,2.0,1635.0,2761.0,61.0,64.67,17.66,226.24,218.14,5337.0,0.0,0.0,0.0,0.0,-346.28999999999996
57,5.0,2.0,1930.0,2674.0,61.0,76.24,1.510000000000001,187.02,111.55,5383.0,0.0,0.0,0.0,0.0,-334.6800000000003
58,5.0,2.0,1954.0,2627.0,62.0,81.08,0.0,171.79,208.16,5322.0,0.0,27.29,0.0,0.0,-238.26000000000025
59,5.0,2.0,2009.0,2655.0,61.0,50.46,0.0,149.59,163.89,5271.0,0.0,46.93,0.0,0.0,-221.9900000000004
60,5.0,2.0,1847.0,2779.0,61.0,31.35,0.0,170.85,166.45,5197.0,0.0,41.51,0.0,0.0,-175.86000000000035
61,5.0,2.0,1727.0,2800.0,62.0,15.71,0.0,180.2,157.16,5073.0,0.0,59.46,0.0,0.0,-183.3900000000003
62,5.0,2.0,1689.0,2909.0,61.0,0.0,0.0,252.06,36.69,5195.0,2.61,36.830000000000005,0.0,0.0,-279.69
63,5.0,2.0,1953.0,2909.0,61.0,28.12,0.0,270.2,0.0,5553.0,0.0,19.18,0.0,24.12,-367.9800000000003
64,5.0,2.0,1892.0,2992.0,62.0,90.69,0.0,267.62,56.83,5813.0,0.0,19.860000000000003,0.0,0.0,-464.7199999999997
65,5.0,2.0,1809.0,3034.0,61.0,70.38,0.0,269.15,42.74,5746.0,0.0,5.98,0.0,0.0,-458.7099999999996
66,5.0,2.0,1708.0,3084.0,65.0,96.72,0.0,269.24,53.7,5690.0,0.0,25.28,0.0,0.0,-431.6200000000001
67,5.0,2.0,1589.0,3140.0,67.0,138.04,0.0,107.9,169.4,5606.0,0.0,18.61,0.0,0.0,-406.26999999999987
68,5.0,2.0,1277.0,3160.0,67.0,143.15,71.69,51.72,394.54,5519.0,0.0,0.0,0.0,0.0,-346.89999999999964
69,5.0,2.0,1292.0,3139.0,66.0,114.28,140.43,58.44,385.86,5509.0,0.0,0.0,0.0,0.0,-305.9899999999998
70,5.0,2.0,1350.0,3098.0,66.0,112.43,214.45,71.72,224.42,5450.0,0.0,0.0,0.0,0.0,-305.97999999999956
71,5.0,2.0,1334.0,3079.0,67.0,84.45,253.4,59.69,116.21,5328.0,0.0,0.0,0.0,0.0,-327.25
72,5.0,2.0,1135.0,2964.0,64.0,9.85,250.95,80.1,85.0,4891.0,0.0,0.0,0.0,0.0,-295.10000000000036
73,5.0,2.0,1140.0,2934.0,64.0,0.0,265.14,123.35,0.0,4497.0,20.12,0.0,0.0,46.0,-29.630000000000223
74,5.0,2.0,870.0,2962.0,63.0,0.0,244.72,118.51,42.58,4202.0,59.73,0.0,0.0,0.0,46.0800000000004
75,5.0,2.0,599.0,3186.0,62.0,0.0,162.15,108.97,179.13,4122.0,60.57,0.0,0.0,0.0,121.68
76,5.0,2.0,517.0,3365.0,62.0,0.0,70.88,69.8,328.86,4235.0,20.1,0.0,0.0,0.0,165.43999999999997
77,5.0,2.0,869.0,3255.0,62.0,0.0,35.47,172.57,244.3,4548.0,44.78,0.0,0.0,0.0,52.560000000000144
78,5.0,2.0,1452.0,3165.0,62.0,0.0,0.0,146.95,8.53,4884.0,7.1,88.17,0.0,0.0,-137.79000000000042
79,5.0,2.0,1685.0,3140.0,61.0,13.84,0.0,215.63,0.0,5169.0,0.0,90.51,0.0,69.29,-206.32999999999976
80,5.0,2.0,1725.0,3146.0,61.0,7.57,0.0,235.86,0.0,5356.0,0.0,70.12,0.0,19.14,-262.8299999999997
81,5.0,2.0,1733.0,3157.0,62.0,42.0,0.0,201.43,15.57,5410.0,0.0,57.68,0.0,0.0,-249.68
