,biomass,gas,hard_coal,hydro,lignite,nuclear,solar,wind_onshore,BG -> RO,HU -> RO,RS -> RO,demand,RO -> BG,RO -> HU,RO -> RS,mismatch
0,25.0,1115.0,112.0,1026.0,1464.0,1394.0,0.0,606.0,0.0,235.03,0.0,5332.0,653.0,0.0,23.95,-31.9200000000003
1,25.0,1115.0,112.0,889.0,1276.0,1394.0,0.0,492.0,0.0,282.26,39.1,5162.0,551.0,0.0,0.0,-88.64000000000033
2,25.0,1116.0,113.0,790.0,1275.0,1394.0,0.0,376.0,0.0,297.4,88.47,5071.0,495.0,0.0,0.0,-91.13000000000011
3,25.0,1116.0,114.0,784.0,1288.0,1394.0,0.0,303.0,0.0,272.77,135.27,5013.0,487.0,0.0,0.0,-67.96000000000004
4,25.0,1116.0,112.0,731.0,1259.0,1394.0,0.0,261.0,0.0,301.27,140.8,4987.0,460.0,0.0,0.0,-106.93000000000029
5,25.0,1117.0,111.0,785.0,1227.0,1393.0,0.0,187.0,0.0,329.37,149.01,4964.0,463.0,0.0,0.0,-103.61999999999989
6,25.0,1116.0,111.0,733.0,1213.0,1393.0,22.0,111.0,0.0,337.5,120.6,4887.0,403.0,0.0,0.0,-107.89999999999964
7,25.0,1109.0,113.0,707.0,1226.0,1393.0,129.0,44.0,0.0,302.4,125.68,4891.0,362.0,0.0,0.0,-78.92000000000007
8,25.0,1105.0,116.0,782.0,1253.0,1392.0,272.0,1.0,0.0,212.08,111.48,4848.0,391.0,0.0,0.0,30.5600000000004
9,25.0,1108.0,115.0,913.0,1277.0,1392.0,351.0,0.0,0.0,166.63,70.75,4832.0,522.0,0.0,0.0,64.38000000000011
10,25.0,1107.0,113.0,1167.0,1284.0,1392.0,383.0,0.0,0.0,118.21,0.0,4866.0,529.0,0.0,88.59,105.62
11,25.0,1109.0,113.0,1401.0,1286.0,1392.0,345.0,0.0,0.0,82.19,0.0,4938.0,507.0,0.0,168.14,140.0499999999996
12,26.0,1111.0,112.0,1531.0,1290.0,1392.0,240.0,0.0,0.0,84.93,0.0,4961.0,486.0,0.0,182.22,157.71000000000026
13,27.0,1118.0,116.0,1574.0,1406.0,1393.0,114.0,37.0,0.0,90.34,0.0,5035.0,504.0,0.0,164.15,172.19000000000017
14,32.0,1149.0,116.0,1658.0,1595.0,1394.0,17.0,218.0,0.0,119.58,0.0,5271.0,694.0,0.0,148.19,185.38999999999987
15,33.0,1179.0,123.0,2347.0,1622.0,1395.0,0.0,378.0,0.0,82.55,0.0,5945.0,714.0,0.0,199.39,301.1600000000002
16,33.0,1175.0,127.0,2613.0,1597.0,1394.0,0.0,541.0,0.0,35.75,0.0,6139.0,740.0,0.0,238.26,398.49
17,33.0,1168.0,122.0,2463.0,1592.0,1395.0,0.0,750.0,0.0,37.25,0.0,6119.0,783.0,0.0,248.1,410.1500000000001
18,32.0,1180.0,118.0,2225.0,1612.0,1395.0,0.0,958.0,0.0,29.33,0.0,6047.0,824.0,0.0,288.2,390.1299999999999
19,34.0,1185.0,118.0,1887.0,1633.0,1394.0,0.0,1080.0,0.0,24.67,0.0,5797.0,849.0,0.0,352.57,357.10000000000014
20,34.0,1165.0,118.0,1554.0,1622.0,1394.0,0.0,1194.0,0.0,12.27,0.0,5527.0,837.0,0.0,343.23,386.0400000000004
21,34.0,1131.0,115.0,1276.0,1632.0,1394.0,0.0,1219.0,0.0,7.43,0.0,5266.0,872.0,0.0,277.98,392.4500000000003
22,34.0,1124.0,116.0,1145.0,1565.0,1394.0,0.0,1208.0,0.0,7.659999999999999,0.0,5006.0,974.0,0.0,232.62,381.03999999999996
23,34.0,1122.0,116.0,1028.0,1503.0,1394.0,0.0,1440.0,0.0,0.0,0.0,4832.0,1034.0,62.23,271.49,437.28
24,34.0,1123.0,116.0,1079.0,1297.0,1395.0,0.0,1475.0,0.0,0.0,0.0,4727.0,982.0,83.12,285.21,441.6700000000001
25,34.0,1122.0,117.0,1070.0,1260.0,1395.0,0.0,1469.0,0.0,0.0,0.0,4680.0,944.0,90.47,301.23,451.29999999999995
26,34.0,1118.0,118.0,1023.0,1234.0,1395.0,0.0,1580.0,0.0,0.0,0.0,4713.0,910.0,75.83,344.76,458.40999999999985
27,32.0,1119.0,118.0,1025.0,1241.0,1395.0,0.0,1659.0,0.0,0.0,0.0,4800.0,951.0,43.52,366.66,427.81999999999994
28,23.0,1114.0,108.0,1006.0,1238.0,1395.0,0.0,1849.0,0.0,0.0,0.0,4968.0,970.0,28.85,371.63,394.52
29,26.0,1111.0,118.0,1198.0,1211.0,1395.0,0.0,1939.0,0.0,0.0,0.0,5218.0,939.0,61.06,374.41,405.53
30,32.0,1113.0,112.0,1393.0,1273.0,1395.0,2.0,1976.0,0.0,0.0,0.0,5511.0,880.0,78.58999999999999,389.35,437.05999999999995
31,35.0,1123.0,112.0,1578.0,1305.0,1395.0,34.0,2049.0,0.0,0.0,0.0,5840.0,895.0,97.52,246.1,552.3800000000001
32,34.0,1112.0,113.0,1621.0,1307.0,1395.0,78.0,2204.0,0.0,0.0,0.0,6085.0,875.0,125.78,216.43,561.79
33,35.0,1109.0,113.0,1627.0,1391.0,1394.0,83.0,2231.0,0.0,0.0,0.0,6192.0,865.0,155.47,226.48,544.05
34,35.0,1101.0,113.0,1562.0,1476.0,1394.0,79.0,2258.0,0.0,0.0,0.0,6212.0,885.0,156.4,221.65,542.9499999999998
35,34.0,1114.0,112.0,1507.0,1447.0,1394.0,67.0,2308.0,0.0,0.0,0.0,6182.0,884.0,160.6,184.42,571.98
36,32.0,1215.0,112.0,1409.0,1340.0,1394.0,42.0,2370.0,0.0,0.0,0.0,6102.0,881.0,161.64,179.21,590.1500000000001
37,34.0,1319.0,114.0,1592.0,1314.0,1394.0,18.0,2128.0,0.0,0.0,0.0,6134.0,867.0,129.83,207.03,575.1399999999999
