,biomass,gas,hard_coal,other_fossil,solar,wind_offshore,wind_onshore,DE -> DK,NO -> DK,SE -> DK,demand,DK -> DE,DK -> NO,DK -> SE,mismatch
2099,839.86,577.76,1213.07,165.02,207.62,645.26,2140.73,1556.8,0.0,0.0,4267.5,0.0,1312.52,1695.1,71.0
2100,853.32,571.12,1255.83,162.24,184.26,589.84,2042.0,1398.07,0.0,0.0,4193.3,0.0,1026.68,1710.6,126.10000000000036
2101,854.68,592.88,1370.04,171.76,166.12,534.23,1855.21,889.5,0.0,0.0,4125.6,0.0,396.66,1586.1,326.0599999999997
2102,856.58,597.28,1358.1,169.06,120.4,540.26,1634.29,0.0,164.16,0.0,4125.7,1025.89,0.0,294.74,-6.199999999999818
2103,857.56,651.96,1798.19,176.92,71.89,587.94,1383.87,0.0,284.34,495.80000000000007,4316.6,1704.48,0.0,0.0,287.3899999999999
2104,859.32,668.12,1828.62,198.24,34.06,590.04,1122.94,0.0,352.56,758.28,4362.5,1872.94,0.0,0.0,176.74000000000024
2105,850.88,634.08,1814.93,195.16,5.64,576.99,935.83,0.0,608.84,646.03,4240.2,1871.95,0.0,0.0,156.23000000000025
2106,873.0,623.0,1853.0,197.0,0.08,504.56,777.39,0.0,426.16,573.21,4208.3,1522.7,0.0,0.0,96.39999999999941
2107,850.0,604.0,1800.0,194.0,0.0,414.02,632.74,0.0,364.57,672.04,4000.6,1534.04,0.0,0.0,-3.269999999999982
2108,851.0,546.0,1822.0,180.0,0.0,341.1,517.86,0.0,66.91,261.93,3764.7,669.4200000000001,0.0,0.0,152.6800000000003
2109,849.0,516.0,1555.0,164.0,0.0,348.52,421.01,940.44,0.0,0.0,3513.0,0.0,391.1,698.6,191.2699999999993
2110,851.0,474.0,1363.0,171.0,0.0,292.89,371.16,1660.8,0.0,0.0,3331.2,0.0,907.97,1014.4,-69.72000000000025
2111,848.0,468.0,1549.0,177.0,0.0,217.03,307.62,2106.49,0.0,0.0,3230.5,0.0,1438.59,1115.9,-111.85000000000036
2112,854.0,452.0,1740.0,167.0,0.0,180.07,253.64,2118.98,0.0,0.0,3210.1,0.0,1480.69,1171.8,-96.89999999999918
2113,858.0,461.0,1798.0,168.0,0.0,198.06,267.79,2120.65,0.0,0.0,3210.9,0.0,1460.47,997.0,203.12999999999965
2114,855.0,461.0,1653.0,168.0,0.0,185.96,276.24,2120.1,0.0,0.0,3244.1,0.0,1221.53,1282.3,-28.630000000000564
2115,856.0,460.0,1761.0,165.0,0.01,180.02,289.79,2090.0,0.0,0.0,3334.0,0.0,792.72,1452.3,222.79999999999973
2116,858.0,502.0,1670.0,180.0,0.16,175.96,304.11,1043.23,0.0,0.0,3489.8,0.0,276.24,1067.7,-100.2800000000002
2117,854.64,521.24,1868.76,195.48,17.42,165.44,326.37,730.44,0.0,0.0,3686.3,0.0,0.0,933.3,60.19000000000074
2118,855.0,567.0,1895.69,200.0,99.96,147.64,300.98,1631.98,0.0,0.0,3906.6,0.0,624.69,1109.5,57.460000000000036
2119,856.22,575.52,1873.39,203.54,238.86,134.27,245.02,2084.83,0.0,0.0,4017.0,0.0,1135.48,1179.4,-120.22999999999956
2120,855.4,568.4,1854.06,198.8,380.04,145.54,261.15,2074.62,0.0,0.0,4056.4,0.0,986.75,1529.5,-234.64000000000078
2121,850.46,568.36,1825.38,201.22,477.24,159.08,354.32,2071.78,0.0,0.0,3993.8,0.0,1025.37,1523.7,-35.029999999999745
2122,849.36,558.76,1590.2,177.52,531.36,146.74,508.62,2105.2,0.0,0.0,3881.4,0.0,1124.41,1606.7,-144.7500000000009
2123,851.14,552.24,1466.53,175.98,543.35,146.64,641.47,2129.7,0.0,0.0,3757.0,0.0,1022.52,1712.4,15.1299999999992
2124,852.16,565.56,1317.01,182.12,542.24,159.72,693.58,2114.03,0.0,0.0,3656.7,0.0,1001.57,1748.3,19.850000000000364
2125,742.2,536.2,1357.71,174.4,490.19,224.64,701.92,2090.87,0.0,0.0,3611.8,0.0,1053.01,1645.5,7.819999999999709
2126,684.96,534.36,1420.87,178.72,401.81,281.07,797.81,2099.83,0.0,0.0,3649.2,0.0,1127.46,1572.9,49.870000000000346
2127,650.92,536.72,1517.84,193.44,254.03,370.72,953.48,2105.64,0.0,0.0,3874.2,0.0,1095.17,1621.5,-8.080000000000837
2128,648.76,523.16,1484.6,192.32,112.15,506.96,1126.1,2124.21,0.0,0.0,3967.2,0.0,1062.05,1659.8,29.21000000000049
2129,648.68,534.88,1494.8,205.76,15.47,655.62,1040.05,2141.83,0.0,0.0,3923.9,0.0,1072.74,1639.0,101.44999999999936
2130,711.0,469.0,1514.0,208.0,0.13,684.06,1031.05,2114.78,0.0,0.0,3951.0,0.0,1175.54,1699.4,-93.91999999999962
2131,738.0,419.0,1488.0,200.0,0.01,700.08,1062.86,2086.17,0.0,0.0,3818.1,0.0,1354.4,1736.1,-214.48000000000002
2132,740.0,399.0,1389.0,195.0,0.01,735.37,1155.93,2090.3,0.0,0.0,3632.8,0.0,1509.59,1770.5,-208.27999999999975
2133,756.0,396.0,1260.0,197.0,0.0,758.44,1238.66,1624.39,0.0,0.0,3446.2,0.0,1511.0,1616.7,-343.40999999999894
2134,753.0,373.0,1414.0,184.0,0.0,735.62,1298.07,1620.86,0.0,0.0,3267.2,0.0,1542.16,1517.7,51.48999999999933
2135,701.0,363.0,1314.0,175.0,0.0,756.16,1240.96,1886.68,0.0,0.0,3166.5,0.0,1458.41,1568.0,243.89000000000033
2136,673.0,377.0,1040.0,183.0,0.0,766.66,1215.34,1828.02,0.0,0.0,3120.4,0.0,1532.09,1423.5,7.0300000000002
2137,668.0,360.0,920.0,176.0,0.0,769.01,1268.18,1880.89,0.0,0.0,3111.8,0.0,1532.01,1388.8,9.47000000000071
2138,621.0,364.0,805.0,176.0,0.01,771.21,1361.14,1898.0,0.0,0.0,3148.2,0.0,1457.08,1864.5,-473.41999999999916
2139,626.0,392.0,1140.0,186.0,0.01,826.88,1481.98,1835.83,0.0,0.0,3264.3,0.0,1547.56,2001.1,-324.2599999999993
2140,678.0,393.0,1343.0,178.0,0.2,820.77,1625.07,1820.15,0.0,0.0,3429.0,0.0,1583.84,1973.1,-127.74999999999909
2141,676.68,403.88,1435.78,175.76,15.75,841.53,1766.83,1595.97,0.0,0.0,3663.1,0.0,1434.76,1927.8,-113.47999999999956
2142,733.62,491.92,1458.65,187.34,68.39,854.51,1869.16,1521.05,0.0,0.0,3934.9,0.0,1594.43,1980.0,-324.69000000000005
2143,757.34,538.44,1528.94,190.38,133.16,943.29,2032.51,1582.14,0.0,0.0,4138.5,0.0,1564.98,1992.7,10.020000000000437
2144,732.18,533.88,1074.27,188.26,191.0,1066.22,2247.68,1657.55,0.0,0.0,4212.5,0.0,1440.01,1901.6,136.9300000000003
2145,700.64,544.24,983.42,192.48,217.48,891.14,2213.68,1550.98,0.0,0.0,4195.1,0.0,1536.38,1613.6,-51.02000000000089
2146,744.42,518.72,968.8,178.94,229.11,850.43,2035.78,1298.62,0.0,0.0,4112.6,0.0,1509.7,1167.1,35.41999999999916
2147,756.26,481.16,901.73,177.82,237.13,804.45,1870.58,1404.52,0.0,0.0,4022.8,0.0,1446.39,969.1,195.35999999999922
2148,760.88,499.08,806.57,177.16,205.58,725.41,1686.96,1485.28,0.0,0.0,3952.0,0.0,1468.11,884.1,42.70999999999913
2149,715.52,493.32,820.91,177.64,174.41,704.06,1565.32,1627.32,0.0,0.0,3916.0,0.0,1455.76,857.6,49.13999999999896
2150,749.28,505.48,861.39,182.96,135.86,646.34,1482.36,1460.69,0.0,0.0,3979.3,0.0,1477.91,636.8,-69.64999999999964
2151,717.32,539.12,1297.99,198.24,83.76,589.67,1313.71,1140.73,0.0,0.0,4196.4,0.0,1366.35,615.2,-297.4099999999987
2152,713.26,553.16,1653.06,212.82,36.62,625.37,1146.21,984.53,0.0,0.0,4225.5,0.0,1009.32,672.6,17.609999999999673
2153,739.86,530.76,1697.42,216.02,6.94,593.95,907.63,1276.19,0.0,0.0,4080.7,0.0,1107.96,600.87,179.2400000000007
2154,743.0,502.0,1719.0,217.0,0.13,566.89,662.64,1266.05,0.0,0.0,4013.7,0.0,1372.11,325.18,-34.279999999999745
2155,733.0,487.0,1754.0,194.0,0.01,495.09,571.11,1386.64,0.0,0.0,3829.4,0.0,1340.0,455.4,-3.949999999999818
2156,725.0,482.0,1704.0,191.0,0.01,415.03,529.87,1506.33,0.0,0.0,3618.9,0.0,1418.01,0.0,516.3299999999997
2157,776.0,466.0,1668.0,193.0,0.0,307.37,461.52,1784.49,0.0,0.0,3417.4,0.0,1360.18,625.2,253.5999999999999
2158,785.0,346.0,1399.0,196.0,0.0,274.82,424.6,2081.17,0.0,0.0,3232.9,0.0,1454.68,803.1,15.909999999999854
2159,796.0,338.0,1315.0,199.0,0.0,273.86,376.86,2122.46,0.0,0.0,3122.3,0.0,1511.7,830.9,-43.7199999999998
