,biomass,gas,hard_coal,hydro,nuclear,other_fossil,solar,wind_onshore,BE -> FR,CH -> FR,DE -> FR,ES -> FR,GB -> FR,IT -> FR,demand,FR -> BE,FR -> CH,FR -> DE,FR -> ES,FR -> GB,FR -> IT,mismatch
0,293.0,2316.0,11.0,7946.0,34793.0,471.0,0.0,9707.0,2547.58,104.55,1810.0,0.0,0.0,0.0,56898.0,0.0,0.0,0.0,675.18,1409.0,516.0,500.94999999999754
1,293.0,2286.0,11.0,7164.0,34263.0,471.0,0.0,9502.0,2509.37,106.64,1651.0,0.0,0.0,0.0,54375.0,0.0,0.0,0.0,548.63,1410.0,258.0,1665.380000000002
2,294.0,2290.0,11.0,6826.0,34081.0,466.0,0.0,9288.0,2532.66,0.0,1570.0,0.0,0.0,0.0,51887.0,0.0,61.9,0.0,2727.06,1316.0,207.0,1159.7000000000035
3,294.0,2291.0,10.0,5966.0,34103.0,467.0,0.0,9005.0,2204.73,0.0,1458.0,0.0,0.0,0.0,50308.0,0.0,150.05,0.0,2787.7,1318.0,210.0,1024.9800000000032
4,294.0,2271.0,10.0,5715.0,34032.0,466.0,0.0,9050.0,2196.82,0.0,1489.0,0.0,0.0,176.0,50424.0,0.0,33.28,0.0,2802.13,1318.0,0.0,1122.4099999999999
5,294.0,2275.0,11.0,6095.0,34437.0,464.0,0.0,8925.0,2154.68,46.82,1422.0,0.0,0.0,228.0,50909.0,0.0,0.0,0.0,2779.69,1318.0,0.0,1345.8099999999995
6,294.0,2393.0,11.0,6380.0,34376.0,466.0,0.0,9021.0,2236.29,0.0,1124.0,0.0,0.0,162.0,51150.0,0.0,146.68,0.0,2565.37,1319.0,0.0,1282.2400000000011
7,294.0,2414.0,10.0,6876.0,34973.0,466.0,99.0,8820.0,1669.28,0.0,667.0,0.0,0.0,0.0,50747.0,0.0,388.5,0.0,2796.37,821.0,38.0,1497.409999999999
8,294.0,2412.0,11.0,7017.0,35491.0,465.0,490.0,8590.0,1371.72,0.0,532.0,0.0,0.0,0.0,52177.0,0.0,560.53,0.0,2517.68,710.0,112.0,596.5100000000011
9,293.0,2408.0,11.0,6474.0,35900.0,464.0,1125.0,8453.0,2082.09,93.76,1412.0,0.0,0.0,361.0,54278.0,0.0,0.0,0.0,2739.49,1315.0,0.0,744.3599999999988
10,290.0,2404.0,11.0,6661.0,36061.0,465.0,1550.0,8557.0,2506.6,653.38,1971.0,0.0,0.0,590.0,56689.0,0.0,0.0,0.0,2069.06,1818.0,0.0,1143.919999999996
11,291.0,2400.0,11.0,7349.0,35920.0,465.0,1534.0,8710.0,2383.16,803.55,2307.0,0.0,0.0,574.0,59334.0,0.0,0.0,0.0,625.18,1818.0,0.0,970.5299999999993
