,hydro,lignite,wind_onshore,RS -> ME,demand,ME -> RS,mismatch
0,0.0,154.61,0.0,0.0,405.0,125.96,-376.34999999999997
1,0.0,154.66,0.0,0.0,380.0,136.36,-361.70000000000005
2,0.0,154.61,0.0,0.0,354.0,154.44,-353.83
3,0.0,154.99,0.0,0.0,337.0,159.69,-341.7
4,0.0,155.32,0.0,0.0,330.0,178.89,-353.57
5,0.0,154.66,0.0,0.0,336.0,220.17,-401.51
6,0.0,153.89,0.0,0.0,342.0,203.87,-391.98
7,0.0,155.49,0.0,0.0,371.0,195.52,-411.03
8,0.0,155.1,0.0,0.0,407.0,185.06,-436.96000000000004
9,0.0,154.55,0.0,0.0,439.0,179.52,-463.97
10,0.0,155.16,0.0,0.0,453.0,155.74,-453.58000000000004
11,0.0,154.72,0.0,0.0,454.0,152.56,-451.84
12,0.0,155.27,0.0,0.0,448.0,155.48,-448.21000000000004
13,0.0,153.89,0.0,0.0,444.0,184.46,-474.57000000000005
14,0.0,154.83,0.0,0.0,446.0,227.55,-518.72
15,0.0,156.97,0.0,0.0,465.0,199.58,-507.61
16,0.0,179.41,0.0,0.0,476.0,207.9,-504.49
17,0.0,204.77,0.0,0.0,477.0,195.25,-467.48
18,0.0,204.93,0.0,0.0,475.0,171.76,-441.83
19,0.0,205.7,0.0,0.0,472.0,84.32,-350.62
20,0.0,206.31,0.0,0.0,462.0,79.5,-335.19
21,0.0,206.47,0.0,0.0,445.0,97.66,-336.19
22,0.0,205.81,0.0,0.0,435.0,134.55,-363.74
23,0.0,179.41,0.0,0.0,404.0,31.84,-256.43
24,0.0,178.2,0.0,0.0,370.0,12.26,-204.06
25,0.0,178.2,0.0,3.48,344.0,0.0,-162.32000000000002
26,0.0,178.15,0.0,16.33,324.0,0.0,-129.51999999999998
27,0.0,178.42,0.0,4.54,314.0,0.0,-131.04000000000002
28,0.0,177.98,0.0,31.93,316.0,0.0,-106.09
29,0.0,201.91,0.0,1.01,329.0,0.0,-126.08000000000001
30,0.73,205.76,0.0,0.0,345.0,20.92,-159.43
31,192.06,206.75,0.0,0.0,382.0,126.39,-109.58
32,210.18,205.7,0.0,0.0,417.0,116.68,-117.80000000000001
33,210.16,206.36,0.0,0.0,441.0,109.61,-134.09000000000003
34,210.82,205.87,0.0,0.0,454.0,106.59,-143.9
35,314.56,206.09,0.0,0.0,453.0,128.79,-61.140000000000015
36,312.53,205.98,0.0,0.0,444.0,102.13,-27.620000000000005
37,314.66,206.25,0.0,0.0,435.0,115.7,-29.78999999999992
38,315.4,206.91,0.0,0.0,437.0,129.67,-44.36000000000004
39,314.67,207.02,0.0,0.0,462.0,196.9,-137.20999999999995
40,311.9,205.81,0.0,0.0,478.0,206.46,-166.74999999999997
41,314.59,206.69,0.0,0.0,480.0,194.7,-153.42000000000002
42,312.35,206.42,0.0,0.0,482.0,211.99,-175.22000000000003
43,206.66,205.32,0.0,0.0,474.0,103.09,-165.10999999999999
44,71.35,204.88,0.0,0.0,464.0,65.15,-252.92
45,0.0,178.37,0.0,0.0,447.0,23.61,-292.24
46,0.0,155.65,0.0,0.0,438.0,19.76,-302.11
47,0.0,154.5,0.0,0.0,409.0,47.16,-301.65999999999997
48,0.0,154.55,0.0,0.0,369.0,41.18,-255.63
49,0.0,154.72,0.0,0.0,338.0,45.73,-229.01
50,0.0,154.94,0.0,0.0,321.0,55.77,-221.83
51,0.0,154.94,0.0,0.0,311.0,42.89,-198.95
52,0.0,155.27,0.0,0.0,318.0,28.47,-191.2
53,0.0,154.66,0.0,0.0,344.0,40.16,-229.5
54,1.06,154.72,0.0,0.0,380.0,75.58,-299.8
55,81.72,174.3,0.0,0.0,425.0,167.02,-336.0
56,200.81,204.66,0.0,0.0,451.0,226.24,-271.77
57,159.92,206.97,0.0,0.0,457.0,187.02,-277.13
58,160.69,207.08,0.0,0.0,448.0,171.79,-252.02
59,138.81,207.13,0.0,0.0,439.0,149.59,-242.65
60,140.73,207.02,0.0,0.0,429.0,170.85,-252.1
61,142.18,206.75,0.0,0.0,427.0,180.2,-258.27
62,228.06,207.24,0.0,0.0,434.0,252.06,-250.76
63,243.05,206.03,0.0,0.0,467.0,270.2,-288.11999999999995
64,271.74,205.59,0.0,0.0,499.0,267.62,-289.28999999999996
65,269.69,206.42,0.0,0.0,501.0,269.15,-294.03999999999996
66,295.99,206.2,0.0,0.0,499.0,269.24,-266.05
67,0.0,206.2,0.0,0.0,485.0,107.9,-386.70000000000005
68,0.0,180.79,0.0,0.0,479.0,51.72,-349.93000000000006
69,0.0,155.87,0.0,0.0,471.0,58.44,-373.57
70,0.0,156.26,0.0,0.0,465.0,71.72,-380.46000000000004
