,biomass,gas,hydro,oil,other_fossil,other_renewable,solar,waste,wind_onshore,demand,s_l,s_r
0,55.06562955635639,1.0,2.7,712.3,51.4,5.8,0.7,15.8,78.3219323353657,781.6875618917221,0.0,141.39999999999986
1,41.174582742002016,0.2702539947243451,2.7,774.0,51.1,5.8,0.7,5.07773461907409,86.1,740.2225713558006,0.0,226.69999999999996
2,69.9,1.0,2.7,235.8295473425644,16.857629784305978,1.7010307187023506,0.400193597829736,15.7,73.7,294.74761206167943,0.0,123.04078938172296
3,46.81689172354851,0.7822025894973195,2.7,812.3,32.83906469046849,2.0169326459331,0.7,15.09009894629046,71.1,731.945190595738,0.0,252.39999999999984
4,52.74470342983331,1.0,2.7,813.3,51.6,0.1348568099406603,0.7,15.2,73.5,770.4146200573812,0.0,240.46494018239284
5,70.3,1.0,2.7,734.7,31.734456050233828,5.8,0.7,12.81129445095689,68.8,769.7457505011907,0.0,158.79999999999995
6,70.5,0.266255871491357,2.7,713.0,50.2,5.8,0.7,8.686935252046071,61.6,853.8829187438087,0.0,59.570272379728806
7,50.89318184189239,1.0,1.6754563462585246,342.0528200644534,40.04585312050855,5.8,0.7,15.5,60.4,477.3487809581718,0.0,40.71853041494104
8,68.5,1.0,1.957099459988299,676.9,53.0,2.144588344007438,0.3196951490281464,15.5,29.93811736836028,806.059500321384,0.0,43.200000000000045
9,68.3,1.0,2.7,662.2,51.6,5.8,0.0974015962290771,16.0,32.334244234792536,841.2690836046869,1.2374377736651383,0.0
10,68.7,0.4535273326936681,2.7,649.4,50.2,5.8,0.7,15.9,55.5,897.1535273326938,47.80000000000007,0.0
11,40.95599424376648,1.0,2.7,256.29620590719986,44.90718104398583,5.8,0.7,6.258652684159044,68.1,508.918033879111,82.19999999999982,0.0
12,49.66656621830473,1.0,0.6541130788298328,624.6,8.205400354131067,5.8,0.5510242797327409,14.8,73.3,850.7771039309982,72.20000000000005,0.0
13,68.2,1.0,0.4186098519785317,647.0,51.7,5.8,0.7,14.5,71.0,944.1186098519785,83.79999999999995,0.0
14,41.626907370526816,1.0,0.660916874204987,728.9,52.5,5.8,0.6325001978486772,15.0,90.6,971.5203244425805,34.799999999999955,0.0
15,72.3,0.300120850332065,2.7,410.3685804612036,44.363863316540886,5.8,0.7,12.6,127.9,671.3051808861151,0.0,5.727383741961481
16,16.45464725760336,1.0,2.7,690.9,53.6,5.8,0.7,14.5,142.3,938.3336168006398,10.378969543036304,0.0
17,4.992330042857083,1.0,2.7,372.7106193438485,33.17467629245546,5.8,0.4067016126256789,8.30508162045001,89.99103604351838,517.899011127217,0.0,1.1814338285381634
18,70.41104814358248,0.8337494726130491,0.7946205733288308,231.77237385487675,14.06169278146528,3.616027101070687,0.4589081378842464,14.6,187.6,494.4484200648212,0.0,29.70000000000016
19,63.49385512972497,1.0,2.7,664.2714678594659,53.7,5.8,0.7,6.287529785343096,180.7,907.1808211186421,0.0,71.47203165589184
20,76.2,1.0,2.7,763.5,54.2,5.8,0.4100755250053188,14.0,182.1,869.8100755250053,0.0,230.1
21,75.2,1.0,1.1885104004504985,397.6050153065676,53.0,5.8,0.2331403934405532,13.0,178.1,503.32666610045874,0.0,221.79999999999984
22,73.6,1.0,2.7,56.0182082163828,53.7,5.8,0.4470937395860094,14.1,181.8,333.3462951956611,0.0,55.81900676030772
23,33.02828629064763,0.72447935424311,0.4920273213180788,716.1,49.3,5.8,0.2863227348721445,14.7,190.5,700.1311157010807,0.0,310.8000000000002
24,71.1,0.1177433781698029,2.7,710.8,50.0,4.097210631063993,0.7,14.6,198.8,721.1149540092338,0.0,331.79999999999995
25,47.91062725473084,1.0,1.618164791297779,355.00811956773447,54.8,5.5129931527664295,0.7,7.230782871088119,215.6,365.4806876376177,0.0,323.9
