,hydro,nuclear,solar,wind_onshore,demand,s_l,s_r
0,113.86178494772471,2242.631534792212,0.21,2.283483576115799,4322.204964607493,779.279692285491,0.0
1,486.56,2810.3,0.0458134981860505,26.35948603975195,7481.065299537938,951.1199999999995,0.0
2,437.15,2813.4,0.21,28.91,6846.53695527554,409.7869552755399,0.0
3,81.99761054393169,737.2251157833483,0.21,28.72,5038.172464822783,1387.8754817747351,0.0
4,423.6,2264.4,0.22,25.79,6461.593307765099,852.8204395024139,0.0
5,190.7416831438406,2816.7,0.22,13.798477467044751,6995.698284261305,1083.7400000000002,0.0
6,403.16,2816.4,0.22,22.62,5344.5878778981605,1133.59,0.0
7,426.51,2817.0,1.71,7.469131761256585,6662.359232225839,1132.1299999999992,0.0
8,419.86,2818.0,8.163316135098157,21.77,3653.131899605888,54.1749661806529,0.0
9,413.73,2817.5,64.71,24.39,7429.0,1251.4899999999996,0.0
10,429.93,1499.777522990434,98.17,19.72,5656.448723362976,1008.3512003725428,0.0
11,488.26,2769.0,107.21,25.75,7387.780309887632,1675.2699999999993,0.0
12,528.53,2763.8,96.19,26.3,5946.094465987657,1836.0399999999995,0.0
13,473.24,2119.4493384831603,38.514691879922864,21.91,6432.915109085892,1568.8761865458723,0.0
14,489.33,2803.0,16.79,21.3,6463.438767692495,1658.03,0.0
15,494.68,2813.6,0.2318156201367674,21.24,7703.572810309646,1530.450000000001,0.0
16,544.88,1920.0435907658527,0.22,22.31,4607.340364699427,1372.1000000000004,0.0
17,1475.03,2817.6,0.22,20.90225523249569,6541.962887113464,918.2794669651232,0.0
18,1178.3912467276823,2814.7,0.22,22.94,7154.274593342714,1494.9300000000003,0.0
19,924.76,841.1557186439173,0.22,14.044238256700792,4805.909956900618,1189.16,0.0
20,479.28,2562.50188894062,0.1186191387193669,22.8,6415.645160366106,955.41,0.0
21,265.90631658569004,1005.305760519939,0.22,9.209233550843232,5666.531310656474,889.9000000000015,0.0
22,15.939091578006847,292.7913336191603,0.22,22.26,4699.890425197167,755.8199999999997,0.0
23,385.95,2228.137868547697,0.25,16.63517789985871,6890.4930464475565,893.8600000000006,0.0
24,375.9,449.941974250865,0.047584214299163,22.61,5108.749558465164,953.7700000000004,0.0
25,385.45,2819.4,0.24,22.4,7271.4058743312635,1022.0,0.0
26,385.31,2818.5,0.2182247703187081,17.719846590639193,7712.292511371976,957.12,0.0
27,383.73,2818.5,0.24,23.06,6499.937942672606,392.07570280410704,0.0
28,74.76992324373639,2364.9,0.25,17.48222475617786,6463.32813690155,1028.641251045497,0.0
29,509.43,2788.4,0.24,23.54,6435.769753015604,811.2299999999996,0.0
30,544.05,2816.5,0.24,22.47,5060.528739196065,30.4340589466083,0.0
31,612.63,166.76369724316336,1.55,19.959425999398288,1799.9196012392115,779.480660160193,0.0
32,61.23287700686303,2820.4,16.36,17.44,5756.910000120595,466.9471231137311,0.0
33,647.66,2820.1,42.56,7.866402611871651,7202.766402611871,1205.9300000000003,0.0
34,168.2120004585996,2819.6,59.6,9.013130272330768,6872.70513073093,1327.3500000000004,0.0
35,539.0,2819.0,39.85111758082996,11.93,7373.2008245954985,1123.0105069057702,0.0
36,63.13111224858136,2820.4,51.28,9.93,6910.44111224858,1454.7999999999993,0.0
37,357.2381581971705,2820.7,34.43,10.93,5921.069053467594,1509.3200000000006,0.0
38,768.8343262408988,2816.5,3.766084820400783,11.48,5050.600129337347,1190.2700000000004,0.0
39,1219.51,2816.4,1.81,12.6,8574.579836973513,1153.7999999999993,0.0
40,1580.48,851.2241259151759,0.2120773831904957,10.8,5253.444831225712,1310.6100000000006,0.0
41,1597.51,1539.4361992978331,0.25,13.28,5702.591454630277,1602.4500000000007,0.0
42,577.122156781804,2818.9,0.2264803339429641,23.1,8008.651571625729,1099.380000000001,0.0
43,720.56,2819.8,0.25,23.58,6803.37860689668,260.1086068966809,0.0
44,564.78,2814.804040620232,0.25,21.59,7115.804040620231,582.9799999999996,0.0
45,41.41697171795575,2821.1,0.25,24.43,6751.2869717179565,435.2700000000005,0.0
46,456.1481447926789,2824.8,0.25,24.27,5188.0177794024385,360.3299999999999,0.0
47,437.64,2510.401611726857,0.1664884473811139,25.98,4631.433748183157,718.7800000000007,0.0
48,424.13,828.6873902501189,0.25,9.136846925737672,3436.65145759416,693.5300000000007,0.0
49,448.58,2822.8,0.24,24.949809984470008,8200.451496901755,590.6881525964371,0.0
50,410.21,1297.2706713858704,0.23,27.81,4270.874898415514,722.8799999999992,0.0
51,412.4,1120.0921543059,0.23,1.5830981098524983,4236.4764293582475,379.08120860815256,0.0
52,20.426811451906133,1674.1019120025387,0.14,26.55,5157.995342889743,838.3099999999995,0.0
