,biomass,gas,hydro,lignite,other_fossil,demand,s_l,s_r
0,5.0,2.0,1246.0,2951.0,66.0,5142.0,365.9799999999996,0.0
1,5.0,1.9833050351992465,1119.0,2957.0,19.913331528716466,4871.055584183697,310.9000000000002,0.0
2,1.6519542531868896,1.2418835148718468,934.7284823088712,2958.0,64.0,4123.764191887022,78.60000000000043,0.0
3,4.349128628977432,2.0,763.7996153169823,2942.0,63.0,3869.561993017684,0.0,17.96746981908186
4,3.814802040644647,2.0,1083.0,2916.0,62.0,4145.841260302687,0.0,203.3599999999999
5,2.575988648160941,2.0,724.9627742803642,1115.7357574563453,62.0,2049.8954414417303,0.0,192.70052483422748
6,5.0,2.0,622.7567899180522,2174.462564934692,62.0,3037.2618717166474,0.0,184.21000000000004
7,1.4126657690755062,0.383207572718975,969.6258869102874,2938.0,40.25108607182469,4073.672846323907,0.0,168.37000000000003
8,5.0,2.0,698.7570874743712,2928.0,61.0,4059.916970503776,0.0,73.03310320217486
9,4.394160071788752,2.0,377.4097450420544,2945.0,46.08071163300246,3666.6407309070987,0.0,115.82999999999991
10,5.0,2.0,1454.0,933.1492565224888,37.46921561995792,2816.7122136289813,0.0,30.983710359936
11,3.132310775858802,2.0,1461.0,545.6615602147903,67.0,2287.087723406025,0.0,230.77000000000044
12,0.8061052587014061,2.0,1412.0,2938.0,66.0,4602.240092144406,0.0,200.9400000000005
13,5.0,2.0,1352.0,360.59849921980816,53.099451486968846,2100.6979507067767,0.0,214.1800000000003
14,5.0,2.0,1404.0,2941.0,65.0,4561.190705170807,0.0,178.51000000000022
15,5.0,0.4921415783524228,1449.0,276.58744974941334,62.0,2288.987347817225,96.38000000000012,0.0
16,5.0,1.927581169233052,1418.9787652326668,545.2286487649011,62.0,2514.436886739152,76.11999999999989,0.0
17,5.0,2.0,1551.0,2949.0,44.61087761711531,5171.8969162375615,34.216787096219214,0.0
18,2.217314120461873,1.188601350591892,163.1547432079557,2940.0,63.0,3655.178601072215,19.855515419934694,0.0
19,2.660563030937521,2.0,1526.0,418.76262445527874,44.06645624011193,2591.489643726328,0.0,43.05000000000018
20,5.0,2.0,1411.0,2946.0,63.0,4928.334535295734,0.0,18.31999999999971
21,5.0,2.0,1404.0,2937.0,65.0,4853.869537060447,8.899999999999636,0.0
22,2.7615942691283264,0.1687108160124499,346.09578903910227,2667.063102786695,66.0,3586.0297305080185,0.0,36.46000000000004
23,5.0,2.0,1452.0,2946.0,43.365295391320224,4816.498483578129,0.0,74.82999999999993
24,5.0,0.9772869161647056,1383.0,2945.0,18.30771451853135,4601.514944457787,0.0,245.32999999999996
25,5.0,2.0,1238.0,2953.0,66.0,4528.883453845366,0.0,239.9790487244134
26,5.0,0.237607516455184,1060.0,2944.0,63.0,3881.800297006548,0.0,434.42
27,5.0,1.9901147784158364,969.0,919.5532185619415,51.347450304604095,2209.536307629417,0.0,92.55051040786
28,5.0,2.0,641.546197358475,2949.0,64.0,3569.991794872286,0.0,471.8799999999997
29,5.0,2.0,1016.0,2905.0,62.0,4405.955243797906,0.0,16.724961019180533
30,0.2373630639355756,2.0,727.1083635191605,2919.0,63.0,3698.3361040698683,0.0,269.05749311020634
31,5.0,0.844540158294335,1466.0,2909.0,40.73474944973307,4315.853647690577,0.0,278.4100000000001
32,1.904235503182856,2.0,1575.0,2937.0,62.0,4850.602121547471,0.0,30.35999999999956
33,5.0,2.0,1658.0,2926.0,61.0,4904.812110448452,38.01000000000033,0.0
34,3.5654953535601126,2.0,1754.0,332.31470636285536,61.0,2538.8695594703327,39.35000000000008,0.0
35,2.935548330744719,2.0,1847.0,2931.0,61.0,5230.9355483307445,0.5699999999995669,0.0
36,5.0,2.0,1613.0,912.5761836579164,60.0,3022.8414416493806,99.30525799146432,0.0
37,0.5963372720205395,1.7250408637227872,1584.0,1888.31938437037,61.0,3987.640762506114,158.0000000000001,0.0
38,5.0,2.0,1330.2938650348626,2943.0,61.0,4873.293865034862,203.57000000000008,0.0
39,4.66069708674396,1.7528954909989252,1598.0,2924.0,41.00986135479226,5305.423453932535,326.93000000000006,0.0
40,5.0,2.0,1635.0,2927.0,60.0,5116.37997893855,387.34,0.0
41,5.0,1.981891293305696,1644.0,2923.0,62.0,5260.152352875924,290.081346271768,0.0
42,5.0,2.0,1614.0,2925.0,65.0,5194.620381935971,335.4699999999999,0.0
43,2.295763546447245,2.0,594.5207666227448,1036.0288625937465,67.0,2394.9756801309495,292.05000000000035,0.0
44,5.0,1.1178707475075131,1384.0,2840.0,67.0,5224.184987382367,362.4399999999999,0.0
45,5.0,2.0,146.27330824214667,2249.1133189318084,66.0,3404.373380335903,420.9399999999996,0.0
46,5.0,1.4074497193652695,1900.0,2309.430927582305,66.0,4757.231060263782,88.19159944032519,0.0
47,2.8676143287234748,1.6192959019442397,1832.0,2455.0,64.0,5181.4869102306675,400.71,0.0
48,4.926228361020063,1.1712206577210802,1549.0,2435.0,64.0,4730.915067225341,350.71000000000004,0.0
49,5.0,2.0,1248.0,2439.0,64.0,4341.37535976485,361.0,0.0
50,5.0,1.9004641169807297,1026.0,2410.81198993196,63.0,4090.49203652568,349.6100000000001,0.0
51,5.0,1.9030814183962623,956.0,2432.0,62.0,3999.6525902167537,269.29,0.0
52,5.0,2.0,1035.0,2445.0,22.684259458000582,4094.216025242863,262.80999999999995,0.0
53,3.1727466577365644,2.0,1347.0,2438.0,23.07902014416696,4429.600148731181,268.3199999999997,0.0
54,5.0,2.0,1414.0,626.6094125256473,62.0,2771.317148298946,242.71000000000004,0.0
55,5.0,2.0,1481.0,2432.6382499184037,61.0,4564.7206454709485,59.30239555254488,0.0
56,5.0,2.0,1635.0,2761.0,61.0,5162.083233517879,346.29,0.0
57,4.156034830455094,2.0,1930.0,2674.0,61.0,5293.571209708705,334.6800000000003,0.0
58,4.576903652933279,2.0,1954.0,2627.0,62.0,4996.603095855644,238.26000000000025,0.0
59,5.0,2.0,2009.0,2655.0,61.0,5306.931998538194,221.9900000000004,0.0
60,0.8780690117826495,1.5769485129761307,1847.0,2779.0,61.0,5106.015344749306,175.86000000000035,0.0
61,5.0,0.1540061162685138,1459.9305138086424,2800.0,62.0,4790.006183996297,183.3900000000003,0.0
62,5.0,2.0,1689.0,1122.0843972666253,61.0,3228.709058792153,102.85769919590976,0.0
63,5.0,0.408038970300612,854.5050001920258,1417.7112169610064,48.92892049446007,2616.8595495377363,35.28637291994298,0.0
64,2.199249969976925,2.0,1461.7506258137903,1090.7122909992672,62.0,3146.5629194030935,236.2343978136752,0.0
65,5.0,2.0,1809.0,3034.0,61.0,5145.281214448856,52.47034411037757,0.0
66,2.1824348005600176,1.2901342332628194,1708.0,3084.0,65.0,5320.654208642855,65.80163960903236,0.0
67,5.0,2.0,404.3572064356071,1128.7356782456966,63.48919142932882,2356.8200981418922,406.2699999999999,0.0
