,biomass,gas,hard_coal,hydro,nuclear,other_fossil,solar,wind_offshore,wind_onshore,demand,s_l,s_r
0,730.0,5526.0,1298.0,210.47487085212384,7266.0,89.0,0.0,3801.0,5475.0,30439.133334951268,3910.758464099145,0.0
1,756.0,3707.538671659797,1597.0,455.0,530.2955342085646,88.0,0.0,3821.0,2498.513287904564,20469.033341092178,5617.07,0.0
2,750.0,5175.0,1615.0,336.0,7258.0,76.69606554076542,0.0,3800.0,5212.0,26749.340200085306,522.2341345445391,0.0
3,428.284367694462,4562.0,1659.0,282.0,7254.0,89.0,0.0,2239.2099205739173,2368.227209519448,24111.751497787827,3222.7999999999997,0.0
4,756.0,3341.334145971114,1513.0,275.0,7262.0,14.954273340092122,0.0,3733.0,5046.0,26945.518419311204,3220.23,0.0
5,520.3606206107463,955.8773002964688,1637.0,267.0,4121.660230927598,89.0,0.0,3675.0,4868.0,21170.626232685547,3627.060000000001,0.0
6,758.0,933.8600636589742,1764.0,209.61426829565116,5296.884270078626,89.0,0.5223939893462068,3625.0,3968.88071695772,22592.831712980318,4258.489999999998,0.0
7,701.5386362151235,5100.713098227122,1729.0,445.0,7264.0,11.17191824641001,0.0,3629.0,4257.0,24999.591141333793,1608.426991207258,0.0
8,758.0,6644.0,1651.0,678.0,4316.7341206653045,88.0,6.0,3415.0,3770.0,29049.253459164644,7057.529999999999,0.0
9,752.0,6348.505827383456,1660.0,938.0,3143.6584452661264,88.0,326.0,3088.0,3653.0,25415.376036667916,3854.2017640183376,0.0
10,746.0,10144.0,1681.0,1110.0,7260.0,89.0,776.0,785.7706498440309,1981.314642162754,27452.551930668455,417.3366386616699,0.0
11,756.0,12088.0,1767.0,1112.0,2400.0906575806225,57.20917483366363,1285.0,2917.0,3729.0,32702.78872773259,4024.021420874924,0.0
12,758.0,13856.0,1010.2568822131876,1033.0,5136.253668224578,89.0,1855.0,2717.0,2558.7802946400184,37094.63917037819,5841.449999999997,0.0
13,755.0,718.5523183880592,1630.0,1296.0,6588.436855058299,80.3930133756566,1502.0,2070.0,3622.0,21724.572272132988,1707.222073027759,0.0
14,139.151217445431,12398.02305904164,1163.0132465938686,583.715454682055,3410.963556830845,89.0,682.8740030097374,49.355468994666246,3780.0,30534.742169908386,5510.886163310142,0.0
15,742.0,14767.0,2195.0,1010.0,7251.0,88.0,98.60906137921856,1718.533036911616,2587.32568030849,40095.15984669552,8226.739999999998,0.0
16,754.0,16216.0,1795.7638642487425,1462.5661854993202,7263.0,88.0,1.0,1031.7367885233425,4506.0,39665.42597225395,3513.009133982542,0.0
17,720.0,7708.668867871159,152.9307967684094,1437.7273759948669,7258.0,89.0,0.0,3057.0,4691.0,31865.157915720043,3727.6908750856073,0.0
18,733.0,16729.0,2169.0,1180.0,7252.0,49.00097606771096,0.0,1138.5110023245522,4911.0,40790.15228412773,5231.410722421258,0.0
19,743.0,15343.0,491.7271199246025,921.0,1877.6780000444369,89.0,0.0,1049.5712577535828,3965.0335189657017,35036.70989668832,7546.93,0.0
20,747.0,3037.0127279576163,1370.0,910.0,3572.199094584431,88.0,0.0,3466.0,5210.0,27799.152134672822,6851.279999999999,0.0
21,742.0,11312.0,1361.0,898.0,7259.0,37.912781267260165,0.0,3411.0,1399.8085265144034,35392.10130778166,6257.889999999999,0.0
22,744.0,9308.0,1347.0,512.0,7264.0,86.12258505533941,0.0,727.204299402784,4719.0,32616.30688445813,5590.490000000005,0.0
23,744.0,6155.718953385514,974.0,320.0,2763.093246209384,89.0,0.0,3322.83808148992,2994.127447971202,21285.19056829534,1590.412839239321,0.0
24,160.0576415275776,7421.0,1003.0,210.09727173418725,7264.0,89.0,0.0,3329.0,3366.553671283677,29596.95169189654,4590.034606612841,0.0
25,713.0184675219278,982.2624164216828,823.6387591352021,314.0,7266.0,90.0,0.0,1492.7053028402488,3591.0,20725.049284812136,3079.0243388930708,0.0
26,745.0,8120.0,318.4550748260273,279.0,7274.0,91.0,0.0,3199.0,3017.0,29900.38507482603,4485.91,0.0
27,740.0,3857.782343339367,1359.0,261.0,7264.0,90.0,0.0,2871.0,2514.0,23972.254810810446,2644.772467471072,0.0
28,253.86381967625007,9074.0,1376.0,252.0,7262.0,90.0,0.0,2714.0,2129.795758997117,26483.525530644445,1613.313053331708,0.0
29,314.84876832625383,9457.0,1441.0,201.75990969314915,7258.0,91.0,0.0,2489.0,1319.8750453104187,30027.685705445194,4900.129999999997,0.0
30,702.0,7112.521283553338,1658.0,244.0,7262.0,91.0,0.0,1750.5785907997542,385.1441180747537,29052.54722442968,8072.019999999997,0.0
31,700.0,15198.0,1890.0,490.0,7266.0,22.80230217064195,0.0,2323.0,982.050065365769,38684.7659791458,9191.89,0.0
32,690.2233623396122,8130.608872126193,2291.0,561.921301642125,7261.0,22.788397852787107,4.0,901.2027868843526,716.3432316807513,25295.986256506087,1674.7683039802648,0.0
33,682.0,14142.176909013591,2467.0,1025.0,7262.0,26.776405342481464,46.0,2604.0,4273.0,46019.373314356075,10429.32,0.0
34,680.0,6304.275459515508,200.4758583695786,1171.0,7255.0,75.08405525603402,176.0,1135.4782881224585,2578.4612348439846,31058.887627303844,9701.96,0.0
35,680.0,20875.0,2566.0,806.0,7265.0,91.0,337.0,1459.8300790496276,492.2853699940302,46906.375449043655,9305.380000000005,0.0
36,678.0,20365.0,700.9348685453891,99.53649290347292,7264.0,51.62715085605301,479.0,286.7686986263694,5711.0,46932.68153645157,9231.910000000003,0.0
37,277.77909356762245,19847.0,2946.0,661.0,7263.0,91.0,433.0378018704324,3193.826387900798,5507.0,51943.97531916611,9216.769999999997,0.0
38,679.0,18989.0,2228.0458895540846,230.43627759959531,7259.0,91.0,228.0,3525.0,5575.0,51534.13216715368,9721.520000000004,0.0
39,680.0,8736.62753983716,1332.5299130239955,817.0,7257.0,91.0,28.0,3582.0,4124.326004057086,38661.15506078927,10417.689999999997,0.0
40,112.5025234224863,21700.0,2584.88250675376,1085.0,7260.0,91.0,10.0,3050.0,4452.0,44133.62551192166,1700.118158512398,0.0
41,680.0,22799.0,733.1532609539108,1658.0966436215742,7258.0,57.47512945437983,4.0,3257.0,4375.0,54609.22503402986,10728.72,0.0
42,546.1100332712892,22407.0,4036.0,654.1656055591701,7270.0,69.96085625634726,0.0,3227.0,4123.0,55407.9464950868,10069.549999999996,0.0
43,680.0,20510.0,2237.5244594827973,438.4204634590477,7262.0,91.0,0.0,3341.0,4142.0,51397.59492294184,9695.660000000003,0.0
