,biomass,gas,hard_coal,hydro,nuclear,other_fossil,other_renewable,wind_onshore,demand,s_l,s_r
0,855.71,572.87,118.84720990295833,1277.0,1513.1605981860378,540.03,43.1,923.07,7962.173007404675,1161.5100000000014,0.0
1,858.29,480.8113546592208,216.51666561503163,1198.8,179.13780334068585,535.25,43.1,911.07,5834.26278926686,486.7769656519225,0.0
2,874.48,597.69,99.70197357523296,1174.5,2791.8,540.4,16.831413955788065,894.9543067024556,9022.617694233475,1260.4899999999975,0.0
3,869.99,606.35,84.08310551363782,1195.1,1308.4337062185257,548.65,43.1,866.73,6897.750223334946,1350.5299999999995,0.0
4,860.69,596.94,340.4795554349458,1231.0,2792.1,554.5,43.1,862.91,8766.735788622182,689.1662331872353,0.0
5,680.9496031998384,100.48046077708484,646.92,1321.2,1554.0136764989554,552.59,20.053662648524327,713.5726273341353,7927.840030458536,1807.0399999999968,0.0
6,795.7245537220829,62.400071242212455,528.3688403446099,1399.2,2791.5,541.43,1.6586127161253736,248.60908874370384,8847.978477866976,1715.039999999999,0.0
7,556.3521604518224,589.06,513.0471189130045,1389.2,2792.1,543.81,43.1,98.86877715481737,9030.988056519645,1817.4200000000008,0.0
8,882.71,578.76,642.56,1300.3,588.4085368441291,318.3938651735879,43.1,760.04,7796.662402017716,1919.7399999999984,0.0
9,873.7,567.16,93.7252243350352,833.5141679766454,2792.1,542.58,43.1,728.38,8656.965577769133,1716.9699999999991,0.0
10,867.07,467.7027079697413,626.39,177.6231883130771,2791.8,542.2,43.1,669.58,7907.276883137001,1686.2600000000002,0.0
11,887.97,574.72,629.18,577.5946065724642,2791.7,547.52,43.1,408.6424962969475,8240.769027065164,1705.3899999999987,0.0
12,867.37,584.99,631.28,1112.1487276256537,2792.3,552.56,43.1,592.83,9146.73353807935,776.3348104536963,0.0
13,868.3,33.50919228844078,638.02,1702.1,2098.871628261232,514.6168059330126,26.268608169296165,581.88,7793.35207638432,1267.582766721612,0.0
14,875.34,599.92,637.41,1774.2,2124.2435752740203,559.33,43.1,294.1201623564067,10048.163737630428,1720.6100000000006,0.0
15,883.5,587.05,641.99,1894.7,1877.6168547406128,335.647434112227,43.1,554.64,9877.676774730628,1655.7299999999996,0.0
16,879.17,583.29,646.82,1706.560998295094,2792.5,552.09,43.1,520.52,10817.064985864008,1523.1399999999994,0.0
17,872.65,435.8225493356838,658.24,1968.4,1619.5124856775626,549.12,43.1,498.6,9720.108963160117,1583.449999999999,0.0
18,872.74,609.0,660.83,1875.2,2790.8,546.02,43.1,473.56,10849.56,1517.5299999999988,0.0
19,863.11,622.8665947051227,653.88,1675.5,521.961807982788,264.77256959418446,23.53190935355608,451.7133384732997,7495.204195114406,1516.5100000000002,0.0
20,861.6,629.74,648.79,1689.8,2791.7,541.08,43.1,424.73113691971656,9343.604467916837,1522.8700000000008,0.0
21,857.21,162.1705500005619,645.35,1530.7,2792.2,105.01178281387702,43.1,401.67,8642.286882725839,447.75337161255067,0.0
22,841.8,624.13,641.03,1044.2093061526052,2792.0,382.8573806650697,17.965248924415768,384.88,8874.846726668233,1668.9799999999996,0.0
23,490.944796661523,216.40286578608516,300.4778341869253,1072.1,777.0278155856373,487.51,43.1,351.87,6744.916888826536,2252.5335766063645,0.0
24,822.71,609.3,630.52,1041.6,2792.4,488.34,43.1,235.3487263933361,9604.807099708985,2339.759999999999,0.0
25,819.95,597.0253689093425,611.138492605157,1076.6,1564.487483100177,83.968828414964,43.1,255.19,7868.000173029641,2278.4600000000005,0.0
26,817.13,602.8,621.53,1116.1,2791.7,494.26,43.1,57.14731273635954,9375.817312736363,2372.6500000000005,0.0
27,838.56,604.66,621.66,1245.6,2791.3,496.46,43.1,36.13834744640928,9378.019938753523,2460.21,0.0
28,844.7,605.54,639.82,1285.5,2791.6,519.8,43.1,195.8487242267465,10587.580018827883,2389.1612946011346,0.0
29,863.97,600.75,656.43,340.91098131797327,1745.6282881504612,547.56,43.1,188.73,8804.719269468438,2094.680000000002,0.0
30,886.51,13.128562479394882,705.37,187.1875942816607,2792.1,557.91,14.370658437646108,53.46051515715815,7549.193611837741,2001.74,0.0
31,557.836219721013,471.4490413405617,494.6509900184898,1191.0807507719817,2795.3,560.63,43.1,156.71,8955.139004419227,2018.6800000000003,0.0
32,881.98,588.29,628.8593522253229,1989.0,2792.4,632.63,41.22572232596352,139.67,11209.014467539018,1727.0100000000002,0.0
33,885.33,600.15,761.16,1015.4027697026734,2791.4,572.89,43.1,128.93,10391.98276970267,1732.4599999999973,0.0
34,886.89,142.441174428658,757.62,851.8037892423123,2694.916955641702,571.42,43.1,119.38,9724.401919312671,1823.3099999999995,0.0
35,892.69,596.17,760.41,2018.8,2790.9,411.523421705172,43.1,109.82,10793.36270217193,1679.8500000000004,0.0
