,biomass,gas,hydro,other_fossil,solar,wind_onshore,demand,s_l,s_r
0,4.468173739719743,35.68670795952132,110.08305711217461,40.560000063566314,0.0,84.62206806686606,1054.0000000867674,157.58500911446447,0.0
1,30.135790325748875,45.91000005421015,104.22000018270691,40.670000046654145,0.0,370.1077395615165,1022.000000172921,88.10284664105737,0.0
2,34.61182608086192,45.88000006822726,13.399577007481364,40.12000005559209,0.0,613.2712042817293,1000.0000001040486,12.85140611043993,0.0
3,51.53000005785924,18.30650725856532,14.688604846099665,25.816707102298736,0.0,256.8400013002804,994.0000002248818,48.98000005446948,0.0
4,51.7600000360023,0.1651865765649864,105.38000005776729,39.920000029519315,0.0,269.47000008961163,933.8927700568731,0.0,20.620000022512894
5,37.9142971941202,45.54000005651598,83.69475556633354,29.870827522759445,0.0,446.2134507091268,1027.0000001488331,3.0429906448295023,0.0
6,51.6100000420664,45.640000037778485,105.39000007549429,39.790000033445466,0.9500000008898866,306.1900001510196,1037.0000004946653,106.83000007627855,0.0
7,51.40000004482833,45.42000003994539,105.41000008550496,23.790386967840107,0.5421259878116368,292.84558003076734,1671.7737304307018,89.39000007404579,0.0
8,50.067838822206,13.888263032206442,105.44000011705351,39.750000039638195,0.5810439614943383,86.895566054492,1119.0000003992577,110.65000012395076,0.0
9,37.346073464895156,15.39592859500081,6.683398876824705,40.48000004338836,2.780000002633756,451.17853937690126,1184.0000002409647,100.90592270278995,0.0
10,51.46000006641757,44.96000005541066,72.01653280511347,40.57000004852197,3.470000003320496,438.0768970425694,1217.0000001537112,190.24657002303584,0.0
11,50.363475261676285,44.98000005478029,32.98735335982016,6.566287437986851,3.2100000030653484,673.8957793480075,1222.0000001591363,250.65139571757254,0.0
12,50.95000006233421,44.95000005310235,16.9944972980745,38.67000004409614,1.3900000013140228,500.62085843554325,1225.0000001748017,72.39270849621923,0.0
13,50.97000004513357,45.18000004026884,15.98669952554037,38.11000003424148,0.020000000018786587,262.8300001879432,1823.0308041875055,292.7200002037836,0.0
14,50.99000004572286,45.23000004076694,105.32000009008279,39.18000003550618,0.0,214.29000016776092,1605.6244443394555,118.1790696004686,0.0
15,50.950000016048755,45.260000015399555,105.46000001941357,39.5200000146299,0.0,196.51571728285083,1282.775717391084,237.05000002178323,0.0
16,50.96000005647411,39.02425702377823,105.42000014460584,39.49000004206125,0.0,209.14337400553873,1397.0000002534855,170.772402435125,0.0
17,44.67125702820795,11.166951059456945,105.44000014197997,40.97000004360939,0.0,280.114336767552,1381.0000002615054,181.42764590419853,0.0
18,51.04000005460831,45.32000004774473,82.89008860840839,40.12000004168528,0.0,336.05000160602316,1345.0000002996958,367.26000282926987,0.0
19,50.91000006140899,45.560000053362494,19.75241713957763,32.66585481783445,0.0,321.12961346641396,1279.0000001831907,685.6024580815562,0.0
20,22.586579317515135,39.78933382526107,105.40000008973605,39.68000003587792,0.0,160.5614799008297,1392.837758551489,85.7530952423164,0.0
21,50.1400000556194,4.251639356474571,103.06000014130156,39.74000004248858,0.0,35.55315301164512,1097.0000002368026,852.3313812059513,0.0
