,gas,hydro,other_fossil,wind_onshore,demand,s_l,s_r
0,347.2200003189869,13168.560006675456,50.340000047133266,731.0700006556802,18203.999961649562,13.120000012316162,0.0
1,347.05000033565346,12453.726986083302,12.420581144723313,552.0577568135961,16509.3200065494,0.5446798423741875,0.0
2,346.74000037382825,11657.805597652974,49.67000004753404,415.4345681365725,16109.38000216794,0.0,13.716914082554837
3,346.94000040352023,1487.8230329028509,49.55000004785972,674.1400010112288,6817.1124190069895,0.0,0.4200000003926896
4,347.6000002504723,11119.820000975058,49.37000004445863,496.90998635180597,15832.650357002725,0.0,9.130000008646244
5,110.65491931674418,11601.180006294368,49.30000004616656,631.080000570125,17302.090466760877,2.88000000270586,0.0
6,346.8700003354029,12358.863683278583,45.264743986952446,528.9288851304431,16867.070006636404,9.460000008892768,0.0
7,348.4200003373409,12001.709698782606,48.950000046174566,534.1145922624515,17174.590006534705,0.0,2.0400000019168165
8,347.6800003366204,12551.780185898366,20.080350521881694,214.50383409456043,17420.860006565483,2.150000002021433,0.0
9,158.82837267057448,14586.761532327006,0.3559004154512971,490.7000004811252,17805.060006630876,6.099198882143873,0.0
10,349.39000132594043,7013.864426103686,48.59000005097781,465.6818885452951,18102.72000042525,0.0,0.44966301342284853
11,349.70000033790825,15313.986754599508,48.620000045848926,433.91000042219326,18276.840006988867,0.0,2.9311443090931038
12,350.17000025382663,13849.020001024139,48.69000004392962,416.42000028934945,16749.649528970443,0.0,3.600000003393826
13,349.1200003089305,7597.091347055748,48.80000004544931,421.6000003686293,11940.231349453308,0.0,4.530000004261592
14,348.3500003156229,15099.470005469773,48.93000004572641,217.18448311651176,18454.054498216257,0.0,11.92000001121079
15,348.08000032061443,15918.650007843326,49.01000004590949,386.8000003555106,20171.308416666277,0.0,4.39425611478339
16,350.21000040477634,16644.194042963474,48.910000047177626,370.5700004341245,18723.540001597077,0.0,16.854489706084703
17,350.170000118892,14845.760305737133,48.76000003675984,350.2000001188956,15175.652187114563,0.0,12.822363635640157
18,349.78000028657885,5307.973717388423,48.65000004478678,336.85000027729507,7733.433801166624,0.0,18.97000001796578
19,349.30000033612083,15100.252294187841,48.450000045662435,310.6700002981439,18121.33000761422,0.0,4.445670213156015
20,172.39229538874255,15921.54062924793,48.410000045644374,266.11143171502243,17774.47000704366,0.0,13.780000012929477
21,257.1965852762033,13123.420000027083,27.041828054817817,278.0600000245868,16500.70750055116,12.490000008190826,0.0
22,264.00948358391884,11975.660519525323,48.28000004553814,266.35000025597145,16690.500006495266,0.0,6.970000006544873
23,350.09000061922814,7886.284537610887,49.84000005016627,340.86000058918677,16194.890000670395,0.0,22.070000020137762
24,352.03000036192014,10348.298370880873,49.88000004743502,299.32000030343704,15898.640003048858,0.0,22.86000002135447
25,215.27139593899764,9715.902494965741,38.39580367111792,100.0927335772828,15813.550000893147,0.7729463567540513,0.0
26,352.5500005688547,9397.959564627923,49.740000049650256,305.22000044920304,15908.760000752667,0.0,11.34000001050931
27,352.1900003032889,11862.150002745499,21.357668344852843,294.7900002573505,16126.728018947324,0.0,17.010000016048973
28,351.24000033853656,13908.280347329668,9.639657948546116,297.0500002851599,16493.460007065754,0.0,38.29000003586977
29,353.10000033894977,16924.71187383464,50.673843284308845,261.7312317009672,17890.430008056526,62.530000058962905,0.0
30,352.6700003368532,21348.258649162923,58.26000005487657,241.95000022988495,19450.940009554473,9.510000008938347,0.0
31,56.25884775733041,16568.601034279607,8.347580680452806,212.28000019390103,13176.734569526583,0.0,133.38000012756987
32,347.0300006625937,18559.41027857287,70.8300000742312,79.01205168829058,15069.442936817035,0.0,109.7900000888501
33,231.99677743960166,24132.10000012448,72.55000004412521,7.042564829136052,71.13847563339378,0.0,61.41253156565889
34,354.04000015256315,24361.31000027844,63.51020792752633,177.88000010490433,100.60986612379844,0.0,93.67157480845518
35,237.43796750923315,24605.57001020458,72.44000006779414,65.74970906571065,21561.52618794566,0.0,100.35000009475131
36,111.16983149438258,24103.611639947285,36.62207187518946,62.793842660470126,20463.040000114248,0.0,123.64000005776805
37,247.8174626717452,24755.67786044045,26.330320000766953,63.99099201930474,20147.240010393056,0.0,144.47000013491143
38,349.5991787442247,24881.54746352524,72.75000006854016,22.24295966445085,20419.74001048981,0.0,132.67000012395746
39,377.31000036071237,25330.46804488705,44.507939631529275,95.42000009002967,20708.730009943123,0.0,70.87000006635182
40,178.462694363957,24888.150010540776,4.991388475889209,34.76617237465166,20856.17141370357,0.0,107.47000010148521
41,376.48000034707815,24680.8000103465,33.66691898357804,62.77243392029023,20776.77972004875,0.0,109.75000010366762
42,373.3600002872281,24135.0900014829,73.48000006614609,106.21555550993043,21337.700948306545,9.010000008418869,0.0
43,372.68000038701126,15811.689282632482,70.05000006700348,176.3700001735098,14224.390665821842,0.0,8.736559935261344
44,326.8250388149943,19615.296845488174,70.28000006574004,205.6100001907833,19574.866944954232,3.440000003229619,0.0
45,371.41000034203256,17672.9900084992,69.30000006485464,247.72000022962797,18503.108420170272,0.0,0.03158897321106101
46,370.8500003739301,16705.1054877258,7.439921147136894,284.4800002820213,17874.720003908304,0.0,8.570000008036228
47,370.98000035717047,15759.232360562932,68.32000006446535,86.4476462911801,17267.000007606355,0.0,4.6800000043942545
48,365.9600003531012,14233.515358847528,3.8429239830409894,252.351722680927,16946.590007156516,10.600000009966942,0.0
49,362.2800003201635,12904.430003739879,68.93000006398353,424.01000037097526,15997.550779672225,0.0,15.490000014595045
50,367.81000035656126,13607.046257120353,69.01000006520407,270.6237093412918,16902.56000654679,0.0,18.550000017397032
51,121.00406740876988,13615.280697089116,3.3494887191845613,289.8597845997208,17032.810006638458,0.0,9.200000008636186
52,366.14000001368396,14626.460000014235,69.3700000116936,479.17000001381365,17474.85145482957,0.2500000002310308,0.0
53,368.7900003582003,17359.37133412489,69.12000006533057,493.72000048512973,18845.35000660521,0.0,6.620000006215526
54,368.91000034024285,19479.450009257,69.06000006464778,495.90000045452325,20924.84046885028,0.0,26.52000002494839
55,87.3296339689632,20450.217548867466,70.50000006645993,501.2200004829978,20925.380009576966,0.0,30.38000002849407
56,305.59333322162905,20231.670009051682,6.426462202284324,480.0700004394877,23660.306422690726,0.0,0.9020002895388978
57,368.99000039063696,5144.937257228837,70.2300000674168,456.8000004986716,4929.928885814789,0.0,34.24000003183075
58,100.6790101152861,20687.607983905644,20.399661511337126,146.59461868027248,20712.01124746198,0.0,3.317560504773387
59,364.92000036095055,22016.694187182427,17.530311019946502,44.127434291524075,20776.640005049754,0.0,31.860000029796517
60,362.39000033430295,22377.300009876348,70.82000006628816,333.88000030843807,21697.854521076726,0.0,37.59000003537743
61,365.91000034930295,23183.80609822197,31.90300990798745,267.72576398184253,20982.290010282497,0.0,48.65000004560079
62,361.83000034519665,23562.154034920193,70.15000006609266,320.36000030508666,21166.86001046448,0.0,48.04000004503578
63,333.8700004469445,23868.39000124461,69.96000007009864,352.70000048375016,21341.770000998975,0.0,81.29000007118852
64,26.1119358877689,23965.77000925193,69.83000006532212,333.95000030755415,20950.758113752858,0.0,5.5638227805112885
65,342.3900003264176,23891.770988552602,55.47565340950697,41.139334277176076,20855.390010341285,0.0,38.8859635781169
66,340.560000568865,23022.52226682873,27.577733657471036,316.16000050021694,20613.590000704386,0.0,36.53000003278019
67,296.2925211302132,21881.800000154326,7.993378022331077,275.65000009715334,1889.4205404749198,0.0,27.41033291668941
68,339.8900003138255,20940.420009502323,69.64000006518448,263.98000024466955,19962.070906901543,0.0,18.880000017750376
69,342.0000003270058,19465.844282595648,63.530465950662105,81.58417938717336,19062.030009044985,0.0,0.03417670693314119
70,343.82000032301113,17601.290016647938,66.96000006290062,242.95000022823706,18236.62001700977,0.0,4.860000004565708
71,1215.24573162671,8322.34194485233,31.221036781769463,555.4747389880572,17576.29000008971,0.0,3.432422127042089
72,342.45000012378415,7280.933367380252,0.3750021495045327,245.2100001073959,6450.6100341556385,0.0,14.04000001411457
73,346.4700003255934,14256.6900136266,61.450000057727436,243.76000022904375,16928.050015582903,0.0,8.300000007800133
74,229.86590322539848,14027.1500021571,15.24440855949353,258.47000022190633,17617.59878464644,0.0,9.720000009163758
75,277.5115077224153,14343.895680604057,61.32000005785506,136.79923626514804,17002.27000720263,0.0,6.120000005745125
76,325.18605278142144,16775.91961347464,61.23000006253822,92.95039808757053,17470.850000686325,1.212779439115438,0.0
77,346.3800003314047,19096.157517858792,43.33874212293049,252.57000024044316,18900.780008907554,0.0,5.9602842971344
78,346.6000002957808,21745.946484466596,65.36000006025135,287.3800002491397,20191.670121765685,0.0,70.36000006747282
79,346.0500003191589,24248.060009919835,68.29000006391502,237.20000022002444,23539.13440103987,0.0,104.00000009824142
80,340.3800000919662,24475.07000012838,68.68000004301756,231.63000008102452,5338.165139517476,0.0,127.94000173963961
81,259.7666839635724,24715.630007760126,68.66000006414097,245.62000022624525,19302.343057060232,0.0,146.8300001395756
82,126.15080508558997,24745.980003610413,68.59000006347334,262.6200002332315,17491.07970097164,0.0,119.90000011567417
83,346.62000028690284,24762.350002187126,68.61000006277308,306.0200002568733,21918.987263069375,0.0,76.37443655607744
84,345.360000318978,24831.20001048127,61.71000005779139,149.34786496534323,20923.45818288818,0.0,188.87000017908352
85,345.91000033544873,24834.480087184125,68.67000006490929,417.8100004079187,20674.670006757446,0.0,158.8600001471077
86,342.0700030530372,23730.924364017632,68.62000007855877,494.61470389818146,20869.680000352662,0.0,158.9300001054514
87,345.25000032890944,25345.47966196751,68.6200000646379,309.0369939955904,21001.510010661157,0.0,107.00000010007702
88,347.6100003209935,24733.790010433586,68.68000006429564,213.10699101130183,21315.893482816813,0.0,74.30000007005309
89,347.65000033134413,25214.357524294937,46.5225566146384,444.5700004254539,20503.220010407593,0.0,57.27000005366869
90,185.937564118761,24216.160010272808,20.626340581814134,416.420392096277,20322.30660423,0.0,100.12000009452142
91,148.11479022058361,22852.99000248919,63.900000058771674,93.06344489204969,19483.364045334893,0.0,59.1900000567235
92,350.1600003344393,22289.134688742048,63.89000006019633,138.84979930740255,19361.970009512508,0.0,72.75547260251392
93,350.3500003350424,21384.71015546,64.85000006111754,142.35478505766113,18783.11000904543,0.0,107.48000010041034
94,12.128765429629901,15938.402286765335,56.01233187919771,427.7800000664245,11097.373356530728,0.0,50.84000011942631
95,293.3525794200497,15067.510000467375,63.71000005325243,434.14000022118614,17119.60976662046,0.0,17.32000001683385
96,349.3400003382447,15168.607314295723,8.360327001192504,389.90000037886927,16942.080006503882,0.0,3.4947725048306295
97,345.96000033621556,14624.947375412834,64.32000006079689,386.8800003775271,16773.800006012712,0.0,21.03000001971335
98,344.6200005010526,9465.0416433694,64.85000006526352,234.95084955637108,16853.720000864705,0.0,14.138527261155243
99,212.56643891108263,14536.015680041053,57.677749036604766,361.10029714104564,16998.580006295324,1.860000001751708,0.0
100,347.1600003352114,14855.45302549221,64.93000006130357,337.7700003258984,17307.34000690553,9.901344056635574,0.0
101,351.48000033768403,18637.656847523856,21.93996297693917,317.90000030475886,18917.060008082026,0.0,25.220179275843307
102,350.1400003344612,21899.010105636025,65.16000006139798,199.20000018890434,20475.95000975577,0.0,14.330000013449416
103,320.8358283789336,23323.890003313856,65.83000006087342,204.43000018302965,20694.40562645373,0.0,121.00000011707226
104,347.43000033119745,24401.081222450142,69.19000006518337,134.17383514409764,21107.00001050412,0.0,128.9989000496027
105,346.43000032670244,24552.33003195657,68.80000006467782,25.682074814919183,21170.51001603804,0.0,94.4700000886495
106,347.8100003512425,23013.18727441142,68.83000006556153,102.13000009794423,20863.980003777127,0.0,123.31000011303857
107,343.82000029469674,18217.22006043505,68.76000006337397,83.39000007655136,14718.253499257704,0.0,24.72998237404855
108,5.5352545718049955,24188.690000608214,44.946130288692125,73.48192421153131,20977.02960062947,0.0,44.174233115742545
109,342.2200003161306,24335.000010391093,68.85000006445554,90.38000008452194,21292.881674638247,0.0,86.12000008124092
110,347.82000031702347,24839.63000732479,49.599069795175886,78.51000007324255,19412.467214195214,0.0,81.13000007675761
111,254.09089542867602,25124.60277223513,69.13000006511679,28.873677565810063,21246.670010806858,0.0,54.24513082823124
112,216.186184856303,25665.020174366724,21.67304952810748,16.402536414079872,21112.27001060103,0.0,110.75000010355834
113,365.99000036541617,24449.762868658923,68.97000006551768,30.000000028317903,20950.590004485675,0.0,17.222813246544597
114,366.2100003378294,23803.77001022293,65.62000006143917,35.79000003355949,21345.94824891455,0.0,60.64000005713359
115,189.99406163911777,23210.48603966011,53.82854862900098,46.13000004341961,20304.260010117738,0.0,12.298637794324808
116,367.9600003392795,22312.340009805546,56.75000005315442,30.09204422972819,19862.61199754748,0.0,30.960000029127425
117,370.66000036009734,21369.670007789624,56.640000053475305,79.32000007504081,19234.640006649082,1.660000001562138,0.0
118,367.02000035160586,19873.258587736087,55.12000005192889,110.93000010481904,18650.87000880698,0.0,0.7248366516977793
119,62.03478033663875,19202.17919555082,55.41000005226028,115.06000010899481,18150.06000734448,60.88000005744243,0.0
120,370.3400003555868,17214.588215012027,21.86619884567157,96.66316813175224,17801.390008189413,0.0,21.87595843456112
121,369.08000036261365,11326.65318398162,55.50000005248043,131.5932315022063,13448.984461998134,0.0,13.163422755421287
122,369.68000030621755,3515.7453350307187,55.57000005116886,184.96000016282383,6365.403545254786,0.0,0.170000000157726
123,369.120000151278,15384.200000263472,55.50000004365359,183.91000010509953,17967.571788950576,0.0,5.530000005298713
124,374.26000003186454,16842.540000034965,55.60000002097085,169.15000002870923,7223.287790797914,0.0,16.122131745226447
125,373.3400003434767,18400.960008489008,55.59000005205561,190.86000017737834,18127.741295287888,0.0,103.39000009768588
126,275.9336689713936,20040.440008975598,50.69974722410501,255.0300002362635,18532.68860166307,0.0,89.47423318974455
127,200.40917735788162,21118.12251448429,11.376370692167058,234.5300002241749,19174.450007470736,0.0,44.54299013791598
128,372.1800003401769,21756.080007798384,57.68000005395,254.4300002345538,19397.133535381974,0.0,118.3900001122033
129,351.48000032442485,22732.120009959708,40.06884398906821,143.53188458060234,20397.9817149048,0.0,76.73000007235312
130,305.7690213037955,24937.9031102567,58.68000005527388,262.41000024957924,20232.96000973286,0.0,43.46000004074498
131,361.21269475960077,22856.833650896813,45.22491681680532,79.12612650176214,20121.19000995186,0.0,25.38526288769133
132,372.8800003693287,21977.611230507646,15.222905737894838,87.91362599545549,20068.4500049898,0.0,20.07776371913673
133,263.0305963888908,22319.580012986637,57.59000005401163,282.17000026301383,19983.73004172626,0.0,27.58000002592784
134,370.8800003340698,23039.380005909483,59.67000005566728,288.83000026255024,21058.054606139387,0.0,87.50000008303326
135,1599.319783945682,22118.69611558526,59.970000179687304,908.9155213301348,20972.250000081716,0.0,69.50187509312998
136,129.99679254234198,24354.09000877594,22.703437792382395,167.49070533225853,22241.786220865,0.0,120.57000011416459
137,371.4800003545209,24130.32821984899,60.050000056551696,202.71000019206275,21063.64001046364,0.0,57.28000005367258
138,371.4800003554992,23133.682486246606,57.89000005453562,217.01000020606628,20771.530009611466,0.0,84.45000007899587
139,374.2800003451986,21976.29000989847,57.88000005421467,182.5551681240569,20274.30026699516,0.0,34.945075336727484
140,372.280000343145,21186.43000953397,57.950000054274,34.37464644320191,20029.59483283424,0.0,80.99000007639499
141,375.88000040030187,19690.134240772266,52.33000004997699,241.18000024510377,19457.55000257209,0.0,135.19000012182678
142,368.8800003537925,18094.073231337694,51.67000004867669,213.01755930498368,19036.80000866986,0.0,56.02000005245707
143,371.4800003575419,15604.264387426208,45.30000004267768,302.7300002900498,18618.050007933904,1.391548252421276,0.0
144,372.4800003596205,14304.49699631478,26.243688600529733,379.40000036649093,18363.840007390703,0.0,9.130000008568997
145,134.4610525491714,14647.258250773799,41.11964531938224,200.53804528647152,18268.79000688209,0.0,21.4346223936051
146,374.8800003629042,13346.08482800791,45.27000004267725,117.24567737722049,18143.3900069992,0.0,24.200000022685973
147,153.43706189617666,14388.570706342163,45.310000042862306,478.78000048569817,18211.380004483148,0.0,10.189796019962943
148,374.98000036224585,13590.645465824871,12.860523177239847,507.8800004956233,18439.690007344052,0.0,24.290000022773324
149,77.39576554736573,18105.285829037595,9.534504824425342,70.11505816991448,18624.640006581503,0.0,28.157389435405104
150,373.38000035965047,15164.704381169982,45.180000042567585,388.09000037419423,18878.45000786983,0.0,33.000000030928796
