,biomass,gas,hydro,lignite,other_fossil,demand,s_l,s_r
0,5.000000004696895,2.000000001878725,1246.0000011790335,2951.000002820764,66.00000006202117,5142.000004688979,365.9800003445218,0.0
1,5.000000004704813,1.9833050370635332,1119.0000017040404,2993.94441500385,19.913331547550506,4908.000001719937,310.90000032683776,0.0
2,1.6519542547396515,1.241883516038975,934.7284836873331,3398.2358081363614,64.00000006165092,4564.000001546293,78.60000007615832,0.0
3,4.349128633069721,2.000000001880167,763.7996163380666,3369.438007234126,63.00000006066702,4297.000001510188,0.0,17.9674698358424
4,3.8148020439456065,2.0000000017980346,1083.000000040219,2916.0000000412438,62.000000024359835,3121.8657209199896,0.0,927.7010658657445
5,2.575988650576646,2.0000000018762583,724.9627747428978,1115.7357580632513,62.000000055978646,2110.756408303827,0.0,192.70052504122896
6,5.000000004712346,2.0000000018811925,622.7567909129483,3128.200693078482,62.000000060730905,3991.000001029814,0.0,184.21000015424042
7,1.412665770389032,0.3832075730779435,969.6258870236356,2938.000000123658,40.25108610108794,4036.346901034922,0.0,205.69594562410822
8,5.000000003587216,2.0000000016718578,698.7570874892127,2928.0000000151017,61.00000001200383,3802.9943191418383,0.0,329.9557546426945
9,4.394160075924731,2.0000000018804243,377.409745470596,3969.359269890973,46.080711677221004,4691.000001400259,0.0,115.83000010332745
10,5.0000000047215485,2.000000001882657,2220.0224575370166,933.1493001202292,37.46921565659627,3582.7347151838762,0.0,30.983710388123495
11,3.132310778818507,2.000000001885767,3997.9022945195734,557.6715422858233,67.00000007196773,4836.000000451664,0.0,230.77000015135516
12,0.8061052594588423,2.000000001880058,1412.000002699679,3109.7599065526106,66.00000006350726,4774.000001648755,0.0,200.94000017601203
13,5.0000000047480375,2.0000000018868547,3948.3020476722954,360.598500751814,53.09945154330999,4697.000000395864,0.0,214.1800001375539
14,5.0000000046484425,2.0000000018709247,1404.000000336562,2941.0000003883556,65.00000005378978,4561.190705930421,0.0,178.51000026662237
15,5.000000004740977,0.4921415788151416,3916.6735361370806,276.5874502861685,62.00000006585658,5061.000000455327,96.38000011038014,0.0
16,5.000000004744783,1.9275811710508217,4075.9893026499035,601.7811520420271,62.00000006659846,5228.00000042397,76.12000008452851,0.0
17,5.000000004685327,2.0000000018768715,1551.000000829284,2949.000001135746,44.6108776581278,5171.896918710187,34.21678712783295,0.0
18,2.2173141225471023,1.1886013517090934,163.15474337534104,4470.821399483245,63.000000061172535,5186.000001322905,19.855515438779545,0.0
19,2.6605630334484194,2.000000001885304,4076.510354533218,418.7626259289614,44.06645628496592,5142.000000482945,0.0,43.05000003760527
20,5.000000004691824,2.0000000018779134,1411.000001022098,2946.000001708631,63.000000058405256,5370.195391872301,0.0,18.320000017275195
21,5.000000004689273,2.0000000018775044,1404.0000009106932,2937.000001423903,65.0000000598167,4853.869539829871,8.900000008336182,0.0
22,2.761594270103259,0.1687108161563303,346.09578904065677,2667.063102788256,66.00000000152357,2823.036858718084,0.0,799.452871801857
23,5.000000004649001,2.0000000018710153,1452.0000003424275,2946.000000392385,43.3652954287231,4816.498484560997,0.0,74.83000008306138
24,5.000000004705008,0.9772869170830364,1383.0000025225443,3041.485054290103,18.307714535839853,4698.000001666877,0.0,245.33000021219527
25,5.000000004691162,2.0000000018778072,1238.0000008977631,2953.000001627404,66.00000006103616,4528.8834565816505,0.0,239.97904896352784
26,5.000000004705408,0.2376075166784005,1060.0000016314484,3186.199702915512,63.00000006058224,4124.0000015396645,0.0,434.42000035187795
27,5.0000000047456625,1.9901147802929533,1935.2416496436654,1742.7752584039918,51.34745035854605,3999.0000004064505,0.0,92.55051048087064
28,5.000000004705802,2.0000000018801485,641.5461981583791,3343.0082057913583,64.00000006163484,3964.0000014754037,0.0,471.8800003752021
29,5.000000004690461,2.000000001877695,1016.0000007498411,2905.000001533094,62.00000005728622,4405.9552465160905,0.0,16.724961034962014
30,0.2373630641585645,2.0000000018802337,727.1083644892295,3467.6638963683167,63.000000060736404,4247.000001462171,0.0,269.05749333800225
31,5.00000000470556,0.844540159087906,1466.0000030500391,3166.146350898431,40.73474948858953,4573.00000158454,0.0,278.41000023685285
32,1.9042355049671509,2.000000001873793,1575.0000004829403,2937.0000005690863,62.00000005386444,5067.8008491496,0.0,30.360000029699624
33,5.0000000047053685,2.000000001880079,1658.0000039606202,3133.1878868421068,61.00000005860882,5112.00000167269,38.01000003620876,0.0
34,3.5654953567886114,2.0000000018400974,1754.0000000849298,332.31470643244006,61.00000003494139,2610.0565705350914,39.350000026163556,0.0
35,2.9355483330368806,2.000000001650422,1847.0000000134773,2931.000000013516,61.0000000109799,3775.7405365825252,0.5700000005146909,0.0
36,5.000000004728941,2.0000000018838313,3541.2293661246963,1133.5053759747848,60.00000006137314,5172.000000604305,99.30525809932574,0.0
37,0.5963372725809591,1.7250408653452944,1871.2904111529158,2659.3882111271328,61.000000060031574,5046.0000009950845,158.00000016824322,0.0
38,5.000000004704853,2.000000001879997,1330.2938673393612,2980.313550469721,61.00000005852896,4910.60741852027,203.57000020562768,0.0
39,4.66069709111794,1.7528954926449365,1598.0000011390978,2924.000001736773,41.00986139300331,5641.005922486036,326.9300002883551,0.0
40,5.000000004512266,2.000000001848472,1635.0000001068788,2927.000000110266,60.00000003781,4825.441101253954,387.3400000873081,0.0
41,5.000000004705316,1.9818912951687317,1644.0000038415621,3107.8476437840604,62.000000059583556,5445.000001716012,290.08134657640016,0.0
42,5.000000004685477,2.0000000018768955,1614.0000008530806,2925.000001140778,65.00000005920471,5194.620384521067,335.47000027129724,0.0
