,hydro,nuclear,solar,wind_onshore,demand,s_l,s_r
0,113.86178502793113,2242.631535070538,0.21000000019714257,2.2834835782465412,152.7212811182555,779.2796925084914,0.0
1,486.5600001750844,2810.3000002562526,0.04581349822907896,26.359486062525818,503.05633716154904,951.1200002153836,0.0
2,437.15000045212025,2813.400006453541,0.21000000019727252,28.910000027322443,7459.000002731053,409.7869556966971,0.0
3,81.9976106243091,737.2251168914408,0.21000000019728488,28.720000027378184,7260.000001453072,1387.8754862096666,0.0
4,423.6000003459235,2264.4000011795124,0.2200000002066412,25.790000024006233,6461.593309875587,852.8204401174339,0.0
5,190.74168331753742,2816.7000018053054,0.22000000020664986,13.798477479976876,8581.206792565054,1083.7400008633483,0.0
6,403.1600004935434,4577.812119067183,0.22000000020668362,22.62000002152919,7106.000001308562,1133.5900030795485,0.0
7,426.5100004883208,3340.6407553262384,1.7100000016074484,7.469131768294855,7186.000001677011,1132.1300020318379,0.0
8,419.8600006008524,6498.868099765598,8.163316142817955,21.770000020820625,7334.0000009838905,54.174966233903135,0.0
9,413.73000038177105,2817.500002357813,64.71000006061492,24.390000022886515,7429.000010307505,1251.4900011149273,0.0
10,429.9300005175266,1499.7775290163854,98.17000009708529,19.720000018712533,7431.000001455338,1008.3512023261198,0.0
11,488.26000009471926,2769.000000114134,107.2100000546242,25.750000020112836,2123.2126802830835,1675.2700001109545,0.0
12,528.5300006179073,2840.226378759042,96.19000009370777,26.300000024948925,7709.000001872918,1836.0400054352874,0.0
13,473.2400006557264,3057.1070518125357,38.51469191707553,21.910000020892728,7491.000001153923,1675.1045330384245,0.0
14,489.33000043099133,2803.0000019066783,16.790000015735806,21.30000001995044,7565.269635965617,1658.0300012710625,0.0
15,494.68000025618477,2813.6000004695343,0.23181562035444078,21.240000019278174,7703.572812472984,1530.4500004086653,0.0
16,544.8800014543106,4384.648393880647,0.22000000020671145,22.310000021528175,7939.0000007141625,2239.154830021656,0.0
17,1475.0300036617969,3345.637104953931,0.22000000020667654,20.90225525230475,7070.000001668867,918.2794683722476,0.0
18,1178.391248684182,2919.4253979203645,0.2200000002066741,22.940000021732438,7259.000001855487,1494.9300031266755,0.0
19,924.7600033997567,841.1557210915572,0.22000000020669397,14.044238270044136,6786.000000986274,1189.160026189181,0.0
20,479.28000054374144,2562.5019189031595,0.11861913883079674,22.800000021593917,7381.000001900076,955.4100013657767,0.0
21,265.90631681952755,1005.3057612707527,0.2200000002066457,9.209233559473562,5666.531302586527,889.9000006806363,0.0
22,15.939091591954503,292.79133373621454,0.220000000206448,22.2600000189641,326.09868227693926,755.8200001583373,0.0
23,385.95000045108657,2524.9440816415477,0.25000000023486774,16.63517791561833,7482.000001462608,893.8600015395334,0.0
24,375.9000000655125,449.9419743184407,0.04758421434383648,22.610000016802204,1254.0183238713228,953.77000007381,0.0
25,385.45000042349415,2990.9941193279974,0.24000000022546475,22.40000002122033,7443.000001839606,1022.0000015598627,0.0
26,385.3100003421629,2818.500001860764,0.21822477052369119,17.71984660724023,7712.292517498201,957.1200007861848,0.0
27,383.7300002428762,2818.5000005811326,0.24000000022537613,23.06000002104907,6381.864454791915,392.07570305051735,0.0
28,74.7699233169615,3054.1373869661866,0.25000000023486996,17.482224772758105,7177.000001370471,1028.6412532501954,0.0
29,509.43000060177155,3125.630232856488,0.24000000022546614,23.540000022323586,6773.0000017090115,811.2300011308018,0.0
30,544.0500006963521,3879.915767838225,0.24000000022547083,22.470000021341782,6663.000001469601,30.43405897562856,0.0
31,612.6300003460145,166.7636973758593,1.550000001453556,19.959426017750694,419.1517979973744,779.480660557319,0.0
32,61.23287706611343,3795.6948127749915,16.3600000154887,17.440000016519768,7088.000001519372,466.9471236781083,0.0
33,647.6600005236618,2820.100001554212,42.560000039558254,7.866402619246477,6429.222326390878,1205.930000870553,0.0
34,168.21200062500114,2819.600017119492,59.60000005700387,9.013130280820205,7307.000002151293,1327.3500020709232,0.0
35,539.0000006111815,2819.000025811962,39.85111761874517,11.930000011249186,7393.000002070849,1123.0105085476487,0.0
36,63.13111230947607,3294.958870201882,51.28000004921533,9.930000009366287,7385.0000017090715,1454.800003438805,0.0
37,357.23815859514485,3492.2081618651678,34.43000003283812,10.930000010316606,6592.577223633123,1509.3200042004896,0.0
38,768.8343275703745,4712.899815596832,3.766084823946394,11.480000010857811,6947.000001272731,1190.270003817989,0.0
39,1219.5100009504345,2816.400001794708,1.8100000016997086,12.600000011810778,8574.579840026006,1153.800000907551,0.0
40,1580.480011841081,851.2241274268715,0.2120773833897343,10.800000010205995,7545.000001369463,1310.610004481337,0.0
41,1639.0192051091556,1539.4363270999972,0.2500000002348756,13.280000012581898,7636.000001214891,1649.1715904374046,0.0
42,577.1221572821569,2818.900001880994,0.2264803341557018,23.100000021626766,8008.651537242795,1099.3800008910182,0.0
43,720.5600009452769,3133.4213765734994,0.250000000234861,23.580000022357662,7117.000001757155,260.1086071689196,0.0
44,564.7800006043863,2814.8040473836295,0.2500000002348506,21.590000020375786,7120.000002632517,582.9800006266736,0.0
45,41.416971757276336,2821.1000094555925,0.25000000023485286,24.430000023092287,7288.000002394228,435.2700004599492,0.0
46,456.1481453681403,4467.919005338725,0.2500000002348708,24.270000023112143,7292.000001347587,360.33000042402733,0.0
47,437.6400006003207,4538.996265721198,0.16648844753752384,25.98000002486971,7247.000001094532,718.7800013999021,0.0
48,424.1300002863729,828.6873906913095,0.25000000023478375,9.136846934248654,1062.4218060243015,693.530000397307,0.0
49,448.5800002574267,2822.800000529509,0.2400000002253676,24.949810007104873,11179.405831120834,590.6881528982185,0.0
50,410.2100004144639,1297.270672952765,0.23000000021605937,27.810000026248446,4342.481491778226,722.8800007750385,0.0
51,412.4000005199529,1120.0921577271695,0.2300000002160816,1.583098111341041,6937.000001232137,379.08120907323894,0.0
52,20.426811470372474,1674.1019123767255,0.14000000013147404,26.550000023734285,255.2556674647293,838.3100003024383,0.0
53,588.3000006889235,2804.1000462414936,0.1100000001033325,7.952384862307201,6818.00000194492,325.4205984213599,0.0
54,1096.7100005975788,2796.30000092299,0.21000000019723647,10.823276497563848,3944.155859880475,781.1800004841457,0.0
55,1775.6600046347432,2812.371725525733,1.3800000012969502,4.12826067273233,7460.000001899432,1406.0000026781784,0.0
56,58.30389346581708,3976.3547563325396,8.290000007821401,16.730000015855172,7613.000001426571,1161.28000281239,0.0
57,363.54502851425747,2753.2000179127053,11.15000001051019,12.940000012204289,7849.000002143767,1061.6600014883225,0.0
58,1054.1300007676427,2789.600001482778,21.22000001981738,12.400000011608372,7135.515245036287,867.370000657834,0.0
59,1306.4100020689668,2811.700021242721,12.780000012052886,9.28776233215059,8087.000002158972,211.73000324103637,0.0
60,1140.0300009174991,2299.530762135191,15.690000014704593,12.25191122707702,9385.441810667213,713.7000006068968,0.0
61,1135.5600016196795,1710.1785759865772,19.250000018187784,19.370000018301827,7938.000002201756,1030.5500014026584,0.0
62,569.1003690904929,2638.7000017945884,7.521363255853034,14.617750043320177,8652.088374001893,1031.8500008435317,0.0
63,143.32939579785346,2814.4000007357067,2.520000002361682,26.560000024353144,9055.228115179385,1144.6700005232865,0.0
64,1262.1057537602228,2814.9000015297247,0.08987767491244958,28.320000026408874,6097.152263497651,360.27471264336526,0.0
65,16.061873770621684,2817.1000002090645,0.2500000002345952,21.760000018751768,4835.483094178223,1853.3800002008159,0.0
66,1653.1600058516826,2455.734804295408,0.09416710927791774,23.20000002201997,7883.000001644435,1847.4648057385957,0.0
67,460.0127241202481,2325.700000962772,0.15000000014089118,23.820000022088244,2764.7637715824526,1571.800000794774,0.0
68,842.4000001698879,2373.7000001972,0.14000000013142933,11.176750304901477,1511.9417294465256,1271.9000001831669,0.0
69,679.7400008712616,454.70521158206583,0.07953913138804795,22.13000002097023,6743.395634655029,1521.7000035559952,0.0
70,474.4100004153276,1831.0522712320812,0.09114049721551967,21.720000020334773,8181.950783871822,394.9861026453392,0.0
71,166.74455504816115,2816.5000012134074,0.010000000009393478,5.270000004939473,5854.705129043864,370.87613388757836,0.0
72,382.4800003362671,2818.500001759905,0.030000000028180398,5.060000004748819,11176.92319022433,1136.6300008872292,0.0
73,409.7100003644535,2821.2000019126203,0.009464568459009746,4.260000003999309,8512.570713116933,757.6431716218698,0.0
74,96.28966682331307,1560.516939438097,0.0200000000187858,3.450000003204564,1577.1466748434846,112.26416277801667,0.0
75,24.94623423246876,2821.5000003029354,5.065802412373242e-05,4.008738703958258,3125.110171349075,178.96892433240578,0.0
76,441.15000058318697,820.5555567032931,0.010000000009393576,4.570000004305747,7860.000001199211,741.0775057963791,0.0
77,673.7300009370036,3830.399580313488,0.020000000018787212,4.530000004264569,7548.000001529256,922.6300015601507,0.0
78,734.5618054156892,2818.6000010292496,0.010000000009393464,2.2161531377839174,30351.173505379826,1151.4000006585586,0.0
79,1448.060003538322,3373.374622263195,0.11511881240489304,1.0392864831177215,7787.000001697054,1432.2300034394352,0.0
80,1686.440003943952,2817.5796688823866,1.1603126466800548,2.820000002651624,8017.000001958915,1505.210003034383,0.0
81,1359.6900032221909,3523.600050552362,3.1000000029160026,0.43195520664867104,8208.00000166031,1387.9500033966672,0.0
82,1169.860004459891,5095.220132710752,4.390000004135448,2.5500000023992877,8261.00000122754,1195.2300048803056,0.0
83,1088.6900016816799,2840.2271946388123,5.07000000477122,1.6501532567103097,8214.000001950079,1030.5900015390066,0.0
84,1037.9300007155173,2806.800001331186,4.76000000446389,0.9201182267684755,7758.718285951098,981.3400006864662,0.0
