,biomass,gas,hard_coal,nuclear,other_fossil,solar,wind_offshore,wind_onshore,BE -> NL,DE -> NL,GB -> NL,NO -> NL,demand,NL -> BE,NL -> DE,NL -> GB,NL -> NO,mismatch
6240,9.000005865923889,1523.6561544014708,4200.113830144779,470.000000570029,1696.0,0.0,771.0000016157221,565.0000022462525,0.0,2148.9100104529803,0.4000010297948576,117.69000000157808,10764.000006285785,737.7700000427442,0.0,0.0,0.0,6.821210263296962e-13
6241,9.000006207011797,1384.345767131681,4297.514217637114,470.00000057309313,1701.0,0.0,715.0000015002472,587.0000024094106,0.0,1973.5800094555138,0.40000104348109194,262.74000000352305,10660.000005918206,740.5800000428677,0.0,0.0,0.0,3.979039320256561e-12
6242,9.00000621980163,1320.0196551124034,4288.550330771299,470.000000573202,1759.0,0.0,755.0000016009327,615.0000025613442,0.0,1835.7400080709688,0.4000010432135942,482.2600000064679,10682.000005910162,852.9700000494712,0.0,0.0,0.0,1.0231815394945443e-12
6243,9.000005885954227,1613.4130025901525,4222.536985172393,470.0000005702181,1858.0,0.0,745.000001553417,627.000002565423,0.0,1774.4900070039835,0.4000010198390975,701.1300000094047,11056.00000631466,964.9700000561267,0.0,0.0,0.0,-2.3874235921539366e-12
6244,9.000005391879089,3000.8746107844213,4413.835379819002,470.0000005652046,2141.0,0.0,712.0000014404706,654.0000025991651,0.0,2037.4000057643161,0.40000098973398823,705.9200000094752,12325.000007256223,1819.4300001074462,0.0,0.0,0.0,0.0
6245,9.000004487927445,4441.079903685287,3377.000090695183,470.0000005535123,2810.0,0.0,691.000001323543,667.0000024226632,0.0,2774.620006432492,0.40000095399108093,705.7600000094695,13754.000010434036,2191.8600001300315,0.0,0.0,0.0,1.3642420526593924e-12
6246,9.00000455510434,5002.289893032482,3269.0001002358385,470.00000055452,2962.0,0.0,781.0000015182353,614.0000022221686,0.0,2989.390007312824,0.40000098375364357,705.6900000094688,14469.000010286125,2333.770000138269,0.0,0.0,0.0,1.8189894035458565e-12
6247,9.00000472881778,5374.589736691091,3179.000256641697,470.0000005570134,2970.0,0.0,843.0000016729928,583.0000021319235,0.0,2428.4600061804344,0.4000010087444869,705.9800000094734,14490.000009500454,2073.4300001217307,0.0,0.0,0.0,0.0
6248,9.00000479638289,5084.793221656373,3214.0067714710945,470.00000055793885,3183.0,0.0,840.0000016746732,554.0000020234751,0.0,2327.2700060949514,0.4000010195368641,706.0800000094752,14200.000009175184,2188.550000128713,0.0,0.0,0.0,3.637978807091713e-12
6249,9.000004690705326,4785.609811846904,3184.000181783797,469.0000005552515,3318.0,0.0,860.0000017056309,600.0000021950848,0.0,2249.4400058627193,0.40000101676923583,689.6900000092546,13989.000009537445,2176.140000128673,0.0,0.0,0.0,-1.8189894035458565e-12
6250,9.000004781699083,4534.149620099646,3130.0003720095783,470.0000005577381,3436.0,0.0,856.0000017085642,664.000002492512,0.0,2362.1800066065566,0.40000101076503997,694.610000009321,13796.00000913752,2360.3400001388627,0.0,0.0,0.0,-2.7284841053187847e-12
6251,9.000004686875124,4490.819885113052,3020.0001044321934,470.00000055642425,3530.0,0.0,867.0000017205758,796.0000030559785,0.0,2539.5700091016333,0.4000010056303438,705.4600000094665,13898.000009532167,2530.2500001496637,0.0,0.0,0.0,-9.094947017729282e-13
6252,9.000004666498809,4673.739903301658,2986.0000879633367,470.00000055613623,3495.0,0.0,872.0000017288489,811.0000031164062,0.0,2245.2000074228467,0.4000009946423827,705.8600000094717,13913.000009620302,2355.2000001395463,0.0,0.0,0.0,-3.637978807091713e-12
6253,9.000004617008019,4097.019854859711,3257.0001370702726,470.00000055542785,3534.0,0.0,880.0000017395452,871.0000033717901,0.0,2611.6300067947136,0.4000009954027551,706.1100000094749,14020.000009870051,2416.160000143296,0.0,0.0,0.0,-3.637978807091713e-12
6254,9.000004776645293,4951.819661892403,3125.0003306072012,471.0000005589034,3420.0,0.0,889.000001782007,923.0000037163018,0.0,2028.9500050741626,0.40000098988095534,705.6900000094631,14326.000009277499,2197.860000129472,0.0,0.0,0.0,-1.3642420526593924e-12
6255,9.000004454320143,4930.789912352486,3409.000082855519,471.0000005542093,3573.0,0.0,877.0000017095244,911.0000034637513,0.0,1995.070004668143,0.40000098595865696,705.8600000094709,14759.000010928175,2123.1200001252055,0.0,0.0,0.0,1.8189894035458565e-12
6256,9.000004476248069,5020.779884183757,3515.0001117757292,469.0000005521197,3317.0,0.0,877.0000017127461,785.0000029173378,0.0,1820.1700042269342,0.40000099961312163,706.1400000094748,14559.00001073928,1960.4900001146789,0.0,0.0,0.0,-9.094947017729282e-13
6257,9.000004416515408,4925.6499106090505,3525.0000848686605,469.00000055120023,3277.0,0.0,873.0000016954555,757.0000027735027,0.0,2316.450005311025,0.4000009906913591,705.9900000094725,14538.00001109463,2320.490000130944,0.0,0.0,0.0,1.3642420526593924e-12
6258,9.000004402229537,5374.5399174672175,3507.000077826526,468.0000005497685,3106.0,0.0,877.0000017017969,745.000002717738,0.0,2557.110005745168,0.40000098836572456,706.1000000094738,14770.000011256616,2580.1500001516674,0.0,0.0,0.0,1.3642420526593924e-12
6259,9.00000442156607,5151.04991092132,3503.0000838143947,470.0000005524886,2690.0,0.0,852.0000016517971,694.0000025135125,0.0,2708.9500062205425,0.4000009900271619,706.2200000094757,14156.000010940783,2628.620000154341,0.0,0.0,0.0,9.094947017729282e-13
6260,9.000004577585779,4640.119808907635,3440.0001843978152,471.0000005560722,2358.0,0.0,786.0000015313693,529.0000018836554,0.0,2913.2100071260925,0.4000009935207163,706.100000009475,13243.000009830605,2609.830000152617,0.0,0.0,0.0,-1.8189894035458565e-12
6261,9.000004841060795,3529.481218108664,3626.988772992304,471.0000005597735,2144.0,0.0,828.0000016531721,396.0000013931263,0.0,2877.9900082050312,0.40000097761440867,706.1200000094766,12512.000008623305,2076.980000116919,0.0,0.0,0.0,-2.2737367544323206e-12
6262,17.000018250346628,1577.9162344738386,4736.813732328378,485.000000583929,1867.0,0.0,826.0000017055713,461.00000170622866,0.0,2879.850017241779,0.40000099266970746,705.9700000094766,11731.000007189492,1825.9500001027234,0.0,0.0,0.0,1.1368683772161603e-12
