,biomass,gas,hard_coal,hydro,other_fossil,solar,wind_onshore,ES -> PT,demand,PT -> ES,mismatch
7122,160.10000037677113,2875.9000035906693,1756.100002512193,2509.600003304749,119.20000006201217,0.0,321.3000005714882,92.15000126522902,7834.350011683112,0.0,0.0
7123,157.80000037162466,2742.100003482508,1756.8000025170697,1468.8000022024069,119.10000006196286,0.0,377.4000006657191,698.9300060114667,7320.930015312759,0.0,-1.8189894035458565e-12
7124,163.80000038531975,2497.2000032629026,1757.2000025192467,651.0000010934923,118.8000000618086,0.0,393.60000069269773,791.3100065098416,6372.91001452531,0.0,-9.094947017729282e-13
7125,157.30000036912148,2343.1000030197615,1757.6000024562984,303.10000053346715,116.00000006032222,0.0,351.9000006193364,1079.400007212893,6108.4000142712,0.0,0.0
7126,171.70000040042814,1927.5000025718787,1663.1000023150164,8.500000015753056,115.50000006003759,0.0,278.4000004944447,1159.1200070680206,5323.820012925578,0.0,9.094947017729282e-13
7127,176.00000040843915,1619.00000221007,1575.6000021756886,13.100000024251052,116.80000006067415,0.0,254.40000045189808,1345.5900070603943,5100.490012391416,0.0,0.0
7128,183.60000042409936,1527.900002088218,1443.5000020101463,12.200000022586066,117.00000006075437,0.0,236.30000042018915,1391.740006873017,4912.240011899009,0.0,9.094947017729282e-13
7129,180.2000004147411,1498.3000020122863,1289.7000018068454,11.700000021657665,116.30000006035353,0.0,240.50000042527864,1679.1700067354723,5015.870011476634,0.0,9.094947017729282e-13
7130,181.20000041866425,1484.100002038981,882.3000013542385,6.700000012418874,116.00000006023532,0.0,329.20000057366656,1472.0600069408174,4471.560011399021,0.0,9.094947017729282e-13
7131,179.70000049301686,1529.200009950546,956.2000032090502,5.9000000109835415,117.00000006218276,0.0,416.80000097738866,1243.1999879344746,4448.000002637643,0.0,0.0
7132,177.1000005426435,3181.0600156828555,1413.9299850324494,124.4000002595215,117.60000006337357,0.0,377.500001066686,0.0,4514.000001681428,877.5900009661011,6.821210263296962e-13
7133,179.00000049229587,2902.3699789599964,1746.1000208182122,916.9000030902034,118.60000006307071,0.0,334.0000007492031,0.0,4863.000002669274,1333.9700015037074,1.3642420526593924e-12
7134,177.90000041354165,3051.700003468677,1754.0000023854955,1336.5000019540003,118.80000006172598,0.10000000017384701,300.5000005303302,0.0,5879.0900066997265,860.4100021142193,-1.7053025658242404e-12
7135,180.90000042274264,3172.500003743695,1753.2000024691058,1287.700001950421,115.80000006022935,45.40000007834447,261.000000467245,0.0,6199.220007859298,617.2800013324858,1.1368683772161603e-13
7136,179.00000041875344,3186.700003776745,1725.2000024481222,1223.6000018759823,116.60000006064885,170.20000028798532,212.40000038361998,0.0,6604.4500088296645,209.25000042219347,-1.4779288903810084e-12
7137,179.80000047383785,3323.009994743941,1580.8000058845755,935.1000024907157,115.20000006090044,273.20000051790737,98.40000019040941,0.0,6200.000003826285,305.51000053600126,1.4779288903810084e-12
7138,156.10000036766317,3261.500003906917,1553.0000022799636,1193.8000018547048,115.6000000601492,319.90000053021856,39.30000007312751,0.0,6543.310008882812,95.89000018993154,-1.4352963262354024e-12
7139,154.40000036380812,3101.000003780862,1572.0000023030584,1040.3000016512756,114.2000000594251,311.2000005164955,16.800000031376275,0.0,6283.070008653679,26.830000052621827,-3.552713678800501e-13
7140,151.40000035612923,3085.5000036774372,1602.1000023028619,975.0000015460322,118.10000006141892,248.6000004152651,9.300000017388413,454.7800044738691,6644.780012850403,0.0,-2.7284841053187847e-12
7141,148.80000035128842,3163.6000038637053,1613.8000023637617,640.9000010797823,117.70000006124472,175.90000029800274,15.600000029142697,473.3700047900773,6349.670012837004,0.0,9.094947017729282e-13
7142,148.70000039035187,3475.2599913477247,1712.2000085489926,616.4000014863295,120.40000006378766,129.60000023600543,20.100000037930332,73.34000137839054,6296.000003489513,0.0,-9.094947017729282e-13
7143,150.40000039239607,3167.989992851508,1670.2000070006009,1102.2000032732888,120.200000063608,83.10000014839838,14.300000026913025,0.0,6290.000003721037,18.390000035676113,5.3290705182007514e-14
7144,153.40000040146714,3286.029992813058,1708.700007613101,1039.6000030231844,114.10000006035938,35.30000006208319,19.90000003753072,0.0,6151.000003638819,206.03000037196514,-1.1652900866465643e-12
7145,157.9000004224211,4098.77998627646,1670.3000109269083,1415.8000068523083,112.90000005988622,3.3000000057447934,32.400000061554984,0.0,6279.000003119744,1212.3800014855385,1.1368683772161603e-12
7146,158.10000037191853,3138.000003777111,1756.200002498693,2853.5000035855837,113.40000005900293,0.0,37.10000006904835,0.0,7831.480009907115,224.820000454242,2.8421709430404007e-13
7147,156.10000041214124,3583.2699851200127,1757.300009582855,1722.3000093265557,114.10000006042563,0.0,29.900000056648704,0.0,6646.000003489674,716.9700010689659,-1.9326762412674725e-12
7148,159.20000037302898,2888.2000034506154,1758.2000024401848,1962.6000026699662,110.60000005752067,0.0,56.5000001047043,235.9300027568609,7171.23001185288,0.0,1.8189894035458565e-12
7149,157.20000036883033,2671.000003301238,1698.0000023896591,858.9000013794506,108.00000005618331,0.0,77.30000014274711,534.1900049320917,6104.590012570201,0.0,-9.094947017729282e-13
7150,157.80000036944966,2111.1000027569316,1664.3000023236657,622.2000010320829,109.80000005709685,0.0,78.90000014554539,571.0300050189509,5315.130011703722,0.0,0.0
7151,160.70000037458266,1870.8000024632886,1703.4000023108647,399.90000068489076,107.30000005577354,0.0,71.40000013172659,668.4200052384651,4981.920011259593,0.0,-1.8189894035458565e-12
7152,162.7000003783973,1727.1000022996554,1687.5000022713625,202.90000036068645,107.80000005601761,0.0,90.70000016653731,708.460005303675,4687.160010836332,0.0,0.0
7153,162.2000003763943,1689.9000022315843,1660.900002213798,64.80000011852654,110.40000005733896,0.0,106.00000019375359,844.2200055589211,4638.420010750317,0.0,9.094947017729282e-13
7154,161.30000040202347,1507.6000032910133,1655.9000037141548,34.80000006485128,113.40000005952895,0.0,113.50000021529354,834.4999977669459,4421.000005513812,0.0,-9.094947017729282e-13
7155,157.70000046607177,1881.8634292066283,2365.4665720852463,57.70000011265961,115.60000006219698,0.0,103.90000021369953,0.0,4417.000001723607,265.2300004228957,6.821210263296962e-13
7156,157.80000043282882,2074.489952164128,1735.2000481161372,686.400002034062,114.70000006107252,0.0,113.00000022562637,0.0,4495.000002422909,386.5900006109452,7.389644451905042e-13
